汉字	最终规范拆分	编码首根	编码末根
磅	石 ＋ 帝字头 ＋ 方	石	方
磉	石 ＋ 又 ＋ 又 ＋ 又 ＋ 木	石	木
磊	石 ＋ 石 ＋ 石	石	石
磋	石 ＋ 差字头 ＋ 工	石	工
磏	石 ＋ 兼	石	兼
磐	舟 ＋ 殳 ＋ 石	舟	石
磔	石 ＋ 夕 ＋ 降下角 ＋ 木	石	木
磕	石 ＋ 土 ＋ 厶 ＋ 皿	石	皿
磙	石 ＋ 衣 ＋ 八 ＋ 厶	石	厶
磜	石 ＋ 祭字头 ＋ 示	石	示
磡	石 ＋ 其字头 ＋ 八 ＋ 折 ＋ 力	石	力
磨	广 ＋ 木 ＋ 木 ＋ 石	广	石
磬	士 ＋ 尸 ＋ 丨 ＋ 殳 ＋ 石	土	石
磲	石 ＋ 氵 ＋ 巨 ＋ 木	石	木
磴	石 ＋ 登字头 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	石	横
磷	石 ＋ 米 ＋ 夕 ＋ 降下角	石	降下角
磹	石 ＋ 覀 ＋ 日 ＋ 十	石	十
磻	石 ＋ 釆 ＋ 田	石	田
礁	石 ＋ 隹 ＋ 灬	石	火
礅	石 ＋ 享字头 ＋ 子 ＋ 攵	石	又
礌	石 ＋ 雨头 ＋ 田	石	田
礓	石 ＋ 一 ＋ 田 ＋ 一 ＋ 田 ＋ 一	石	横
礞	石 ＋ 艹 ＋ 冖 ＋ 一 ＋ 豕	石	豕
礴	石 ＋ 艹 ＋ 氵 ＋ 甫 ＋ 寸	石	寸
礵	石 ＋ 雨头 ＋ 木 ＋ 目	石	日
示	示	示	示
礼	礻 ＋ 折	礻	折
社	礻 ＋ 土	礻	土
祀	礻 ＋ 巳	礻	已
祁	礻 ＋ 阝	礻	卩
祃	礻 ＋ 马	礻	马
祆	礻 ＋ 天	礻	大
祇	礻 ＋ 氏	礻	氏
祈	礻 ＋ 斤	礻	斤
祉	礻 ＋ 止	礻	止
祊	礻 ＋ 方	礻	方
祋	礻 ＋ 殳	礻	殳
祎	礻 ＋ 韦	礻	韦
祏	礻 ＋ 石	礻	石
祐	礻 ＋ 左字框 ＋ 口	礻	口
祓	礻 ＋ 左字框 ＋ 又 ＋ 丶	礻	点
祕	礻 ＋ 必	礻	忄
祖	礻 ＋ 且	礻	且
祗	礻 ＋ 氐	礻	氏
祚	礻 ＋ 卧人 ＋ 卢字头 ＋ 一	礻	横
祛	礻 ＋ 土 ＋ 厶	礻	厶
祜	礻 ＋ 古	礻	古
祝	礻 ＋ 口 ＋ 儿	礻	儿
神	礻 ＋ 申	礻	田
祟	出 ＋ 示	山	示
祠	礻 ＋ 折 ＋ 一 ＋ 口	礻	口
祢	礻 ＋ ⺈ ＋ 小	礻	小
祥	礻 ＋ 羊	礻	羊
祧	礻 ＋ 冫 ＋ 冫 ＋ 儿	礻	儿
票	覀 ＋ 示	西	示
祭	祭字头 ＋ 示	夕	示
祯	礻 ＋ 卢字头 ＋ 贝	礻	见
祲	礻 ＋ 彐 ＋ 冖 ＋ 又	礻	又
祷	礻 ＋ 三 ＋ 丿 ＋ 寸	礻	寸
祸	礻 ＋ 口 ＋ 冂 ＋ 人	礻	人
祺	礻 ＋ 其字头 ＋ 八	礻	八
祼	礻 ＋ 日 ＋ 木	礻	木
祾	礻 ＋ 土 ＋ 八 ＋ 夂	礻	又
禀	亠 ＋ 囗 ＋ 口 ＋ 示	亠	示
禁	木 ＋ 木 ＋ 示	木	示
禄	礻 ＋ 录字头 ＋ 氺	礻	氵
禅	礻 ＋ 单	礻	单
禊	礻 ＋ 丰 ＋ 刀 ＋ 大	礻	大
禋	礻 ＋ 覀 ＋ 土	礻	土
福	礻 ＋ 一 ＋ 口 ＋ 田	礻	田
禒	礻 ＋ 互中间 ＋ 豕	礻	豕
禔	礻 ＋ 日 ＋ 定字底	礻	定字底
禘	礻 ＋ 帝字头 ＋ 巾	礻	巾
禚	礻 ＋ 美字头 ＋ 灬	礻	火
禛	礻 ＋ 十 ＋ 具字头 ＋ 八	礻	八
禤	礻 ＋ 罒 ＋ 习 ＋ 习	礻	习
禧	礻 ＋ 士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口	礻	口
禳	礻 ＋ 襄	礻	衣
禹	撇 ＋ 口 ＋ 禺字底	撇	禸
禺	日 ＋ 禺字底	日	禸
离	亠 ＋ 㐅 ＋ 凵 ＋ 禸	亠	禸
禽	全字头 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	人	禸
禾	禾	禾	禾
秀	禾 ＋ 乃	禾	乃
私	禾 ＋ 厶	禾	厶
秃	禾 ＋ 几	禾	几
秆	禾 ＋ 干	禾	干
秉	秉	秉	秉
秋	禾 ＋ 火	禾	火
种	禾 ＋ 口 ＋ 竖	禾	竖
科	禾 ＋ 冬字底 ＋ 十	禾	十
秒	禾 ＋ 少三 ＋ 丿	禾	撇
秕	禾 ＋ 比字旁 ＋ 匕	禾	匕
秘	禾 ＋ 必	禾	忄
租	禾 ＋ 且	禾	且
秣	禾 ＋ 末	禾	未
秤	禾 ＋ 一 ＋ 丷 ＋ 十	禾	十
秦	春字头 ＋ 禾	美字头	禾
秧	禾 ＋ 见二 ＋ 大	禾	大
秩	禾 ＋ 失	禾	矢
秫	禾 ＋ 木 ＋ 丶	禾	点
秬	禾 ＋ 巨	禾	匚
秭	禾 ＋ 撇 ＋ 折 ＋ 丨 ＋ 丿	禾	撇
积	禾 ＋ 口 ＋ 八	禾	八
称	禾 ＋ ⺈ ＋ 小	禾	小
秸	禾 ＋ 士 ＋ 口	禾	口
移	禾 ＋ 夕 ＋ 夕	禾	夕
秽	禾 ＋ 山 ＋ 夕	禾	夕
秾	禾 ＋ 冖 ＋ 衣省	禾	衣
稀	禾 ＋ 㐅 ＋ 左字框 ＋ 巾	禾	巾
稂	禾 ＋ 丶 ＋ 艮	禾	艮
稃	禾 ＋ 爫 ＋ 子	禾	子
稆	禾 ＋ 口 ＋ 口	禾	口
程	禾 ＋ 口 ＋ 王	禾	王
稌	禾 ＋ 全字头 ＋ 于 ＋ 八	禾	八
稍	禾 ＋ 尚字头 ＋ 青字底	禾	月
税	禾 ＋ 丷 ＋ 口 ＋ 儿	禾	儿
稑	禾 ＋ 土 ＋ 八 ＋ 土	禾	土
稔	禾 ＋ 今 ＋ 心	禾	忄
稗	禾 ＋ 白 ＋ 丿 ＋ 十	禾	十
稙	禾 ＋ 十 ＋ 具字头	禾	且
稚	禾 ＋ 隹	禾	隹
稞	禾 ＋ 日 ＋ 木	禾	木
稠	禾 ＋ 周字框 ＋ 土 ＋ 口	禾	口
稣	鱼 ＋ 禾	鱼	禾
稳	禾 ＋ 刍 ＋ 心	禾	忄
稷	禾 ＋ 田 ＋ 八 ＋ 夂	禾	又
稹	禾 ＋ 十 ＋ 具字头 ＋ 八	禾	八
稻	禾 ＋ 爫 ＋ 臼	禾	白
稼	禾 ＋ 宀 ＋ 豕	禾	豕
稽	禾 ＋ 尤 ＋ 匕 ＋ 日	禾	日
稿	禾 ＋ 享字头 ＋ 冂 ＋ 口	禾	口
穄	禾 ＋ 祭字头 ＋ 示	禾	示
穆	禾 ＋ 白 ＋ 小 ＋ 彡	禾	彡
穑	禾 ＋ 十 ＋ 丷 ＋ 一 ＋ 囗 ＋ 口	禾	口
穗	禾 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	禾	忄
穙	禾 ＋ 业 ＋ 养字头	禾	美字头
穜	禾 ＋ 立 ＋ 里	禾	里
穟	禾 ＋ 丷 ＋ 豕 ＋ 辶	禾	辶
穰	禾 ＋ 襄	禾	衣
穴	宀 ＋ 八	宀	八
究	宀 ＋ 八 ＋ 九	宀	九
穷	宀 ＋ 八 ＋ 力	宀	力
穸	宀 ＋ 八 ＋ 夕	宀	夕
穹	宀 ＋ 八 ＋ 弓	宀	折
空	宀 ＋ 八 ＋ 工	宀	工
穿	宀 ＋ 八 ＋ 牙	宀	牙
窀	宀 ＋ 八 ＋ 一 ＋ 凵 ＋ 折	宀	折
突	宀 ＋ 八 ＋ 犬	宀	大
窃	宀 ＋ 八 ＋ 七 ＋ 刀	宀	刀
窄	宀 ＋ 八 ＋ 卧人 ＋ 卢字头 ＋ 一	宀	横
窅	宀 ＋ 八 ＋ 目	宀	日
窈	宀 ＋ 八 ＋ 幺 ＋ 力	宀	力
窊	宀 ＋ 八 ＋ 瓜	宀	爫
窍	宀 ＋ 八 ＋ 工 ＋ 一 ＋ 折	宀	折
窎	宀 ＋ 八 ＋ 鸟	宀	鸟
窑	宀 ＋ 八 ＋ 缶	宀	击
窒	宀 ＋ 八 ＋ 至	宀	至
窕	宀 ＋ 八 ＋ 冫 ＋ 冫 ＋ 儿	宀	儿
窖	宀 ＋ 八 ＋ 告字头 ＋ 口	宀	口
窗	宀 ＋ 八 ＋ 囱	宀	向
窘	宀 ＋ 八 ＋ 争字底 ＋ 撇 ＋ 口	宀	口
窜	宀 ＋ 八 ＋ 口 ＋ 口 ＋ 丨	宀	竖
窝	宀 ＋ 八 ＋ 口 ＋ 冂 ＋ 人	宀	人
窟	宀 ＋ 八 ＋ 尸 ＋ 出	宀	山
窠	宀 ＋ 八 ＋ 日 ＋ 木	宀	木
窣	宀 ＋ 八 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	宀	十
窥	宀 ＋ 八 ＋ 夫 ＋ 见	宀	见
窦	宀 ＋ 八 ＋ 十 ＋ 折 ＋ 冬字底 ＋ 大	宀	大
窨	宀 ＋ 八 ＋ 音	宀	音
窬	宀 ＋ 八 ＋ 俞	宀	俞
窭	宀 ＋ 八 ＋ 米 ＋ 女	宀	女
窳	宀 ＋ 八 ＋ 瓜 ＋ 瓜	宀	爫
窸	宀 ＋ 八 ＋ 釆 ＋ 心	宀	忄
窿	宀 ＋ 八 ＋ 阝 ＋ 夂 ＋ 一 ＋ 丿 ＋ 龶	宀	丰
立	立	立	立
竑	立 ＋ 左字框 ＋ 厶	立	厶
竖	贤字头 ＋ 立	览字头	立
竘	立 ＋ 勹 ＋ 口	立	口
站	立 ＋ 卢字头 ＋ 口	立	口
竞	立 ＋ 口 ＋ 儿	立	儿
竟	音 ＋ 儿	音	儿
章	音 ＋ 十	音	十
竣	立 ＋ 厶 ＋ 八 ＋ 夂	立	又
童	立 ＋ 里	立	里
竦	立 ＋ 束	立	束
竫	立 ＋ ⺈ ＋ 争字底	立	争字底
竭	立 ＋ 日 ＋ 匃	立	匚
端	立 ＋ 山 ＋ 而	立	雨
竹	竹	竹	竹
竺	竹头 ＋ 二	竹	二
竽	竹头 ＋ 于	竹	干
竿	竹头 ＋ 干	竹	干
笃	竹头 ＋ 马	竹	马
笄	竹头 ＋ 一 ＋ 廾	竹	艹
笆	竹头 ＋ 巴	竹	已
笈	竹头 ＋ 及	竹	及
笊	竹头 ＋ 爪	竹	爫
笋	竹头 ＋ 争字底 ＋ 撇	竹	撇
笏	竹头 ＋ 勿	竹	勿
笑	竹头 ＋ 撇 ＋ 大	竹	大
笔	竹头 ＋ 毛	竹	毛
笕	竹头 ＋ 见	竹	见
笙	竹头 ＋ 丿 ＋ 龶	竹	丰
笛	竹头 ＋ 由	竹	田
笞	竹头 ＋ 厶 ＋ 口	竹	口
笠	竹头 ＋ 立	竹	立
笤	竹头 ＋ 刀 ＋ 口	竹	口
笥	竹头 ＋ 折 ＋ 一 ＋ 口	竹	口
符	竹头 ＋ 付	竹	付
笨	竹头 ＋ 木 ＋ 一	竹	横
笪	竹头 ＋ 日 ＋ 一	竹	横
笫	竹头 ＋ 撇 ＋ 折 ＋ 丨 ＋ 丿	竹	撇
第	竹头 ＋ 弟省	竹	弟
笮	竹头 ＋ 卧人 ＋ 卢字头 ＋ 一	竹	横
笯	竹头 ＋ 女 ＋ 又	竹	又
笱	竹头 ＋ 勹 ＋ 口	竹	口
笳	竹头 ＋ 力 ＋ 口	竹	口
笸	竹头 ＋ 匚 ＋ 口	竹	口
笺	竹头 ＋ 戋	竹	戈
笼	竹头 ＋ 龙	竹	龙
笾	竹头 ＋ 力 ＋ 辶	竹	辶
筀	竹头 ＋ 土 ＋ 土	竹	土
筅	竹头 ＋ 告字头 ＋ 儿	竹	儿
筇	竹头 ＋ 工 ＋ 阝	竹	卩
等	竹头 ＋ 土 ＋ 寸	竹	寸
筋	竹头 ＋ 月 ＋ 力	竹	力
筌	竹头 ＋ 全字头 ＋ 王	竹	王
筏	竹头 ＋ 亻 ＋ 戈	竹	戈
筐	竹头 ＋ 匚 ＋ 王	竹	王
筑	竹头 ＋ 工 ＋ 凡	竹	几
筒	竹头 ＋ 冂 ＋ 一 ＋ 口	竹	口
答	竹头 ＋ 全字头 ＋ 一 ＋ 口	竹	口
策	竹头 ＋ 朿	竹	束
筘	竹头 ＋ 扌 ＋ 口	竹	口
筚	竹头 ＋ 比字旁 ＋ 匕 ＋ 十	竹	十
筛	竹头 ＋ 师字旁 ＋ 一 ＋ 巾	竹	巾
筜	竹头 ＋ 尚字头 ＋ 彐	竹	争字底
筝	竹头 ＋ ⺈ ＋ 争字底	竹	争字底
筠	竹头 ＋ 土 ＋ 勹 ＋ 冫	竹	氵
筢	竹头 ＋ 扌 ＋ 巴	竹	已
筤	竹头 ＋ 丶 ＋ 艮	竹	艮
筥	竹头 ＋ 口 ＋ 口	竹	口
筦	竹头 ＋ 宀 ＋ 一 ＋ 兀	竹	儿
筮	竹头 ＋ 工 ＋ 人 ＋ 人	竹	人
筱	竹头 ＋ 亻 ＋ 丨 ＋ 攵	竹	又
筲	竹头 ＋ 尚字头 ＋ 青字底	竹	月
筵	竹头 ＋ 撇 ＋ 卢字头 ＋ 折 ＋ 廴	竹	辶
筶	竹头 ＋ 告字头 ＋ 口	竹	口
筷	竹头 ＋ 忄 ＋ 折 ＋ 大	竹	大
筹	竹头 ＋ 三 ＋ 丿 ＋ 寸	竹	寸
筻	竹头 ＋ 一 ＋ 日 ＋ 㐅	竹	交
筼	竹头 ＋ 口 ＋ 贝	竹	见
签	竹头 ＋ 佥	竹	佥
简	竹头 ＋ 门 ＋ 日	竹	日
箅	竹头 ＋ 田 ＋ 丌	竹	儿
箍	竹头 ＋ 扌 ＋ 匚 ＋ 巾	竹	巾
箐	竹头 ＋ 龶 ＋ 青字底	竹	月
箓	竹头 ＋ 录字头 ＋ 氺	竹	氵
箔	竹头 ＋ 氵 ＋ 白	竹	白
箕	竹头 ＋ 其字头 ＋ 八	竹	八
箖	竹头 ＋ 木 ＋ 木	竹	木
算	竹头 ＋ 目 ＋ 廾	竹	艹
箜	竹头 ＋ 宀 ＋ 八 ＋ 工	竹	工
管	竹头 ＋ 宀 ＋ 官字底	竹	追字心
箢	竹头 ＋ 宀 ＋ 夕 ＋ 㔾	竹	已
箦	竹头 ＋ 龶 ＋ 贝	竹	见
箧	竹头 ＋ 匚 ＋ 一 ＋ 丷 ＋ 大	竹	大
箨	竹头 ＋ 扌 ＋ 又 ＋ 举字底	竹	扌
箩	竹头 ＋ 罒 ＋ 夕	竹	夕
箪	竹头 ＋ 单	竹	单
箫	竹头 ＋ 肀 ＋ 乔字底 ＋ 八	竹	八
箬	竹头 ＋ 艹 ＋ 左字框 ＋ 口	竹	口
箭	竹头 ＋ 丷 ＋ 一 ＋ 青字底 ＋ 刂	竹	刀
箱	竹头 ＋ 木 ＋ 目	竹	日
箴	竹头 ＋ 戊 ＋ 一 ＋ 口	竹	口
箸	竹头 ＋ 耂 ＋ 日	竹	日
篁	竹头 ＋ 白 ＋ 王	竹	王
篆	竹头 ＋ 互中间 ＋ 豕	竹	豕
篇	竹头 ＋ 户 ＋ 冂 ＋ 艹	竹	艹
篌	竹头 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	竹	矢
篑	竹头 ＋ 贵字头 ＋ 贝	竹	见
篓	竹头 ＋ 米 ＋ 女	竹	女
篙	竹头 ＋ 享字头 ＋ 冂 ＋ 口	竹	口
篚	竹头 ＋ 匚 ＋ 非	竹	片
篝	竹头 ＋ 冓头 ＋ 冂 ＋ 土	竹	土
篡	竹头 ＋ 目 ＋ 大 ＋ 厶	竹	厶
篥	竹头 ＋ 覀 ＋ 木	竹	木
篦	竹头 ＋ 囟 ＋ 比字旁 ＋ 匕	竹	匕
篪	竹头 ＋ 反字框 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 几	竹	几
篮	竹头 ＋ 览字头 ＋ 皿	竹	皿
篯	竹头 ＋ 钅 ＋ 戋	竹	戈
篱	竹头 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	竹	禸
篷	竹头 ＋ 夂 ＋ 丰 ＋ 辶	竹	辶
篼	竹头 ＋ 白 ＋ 撇 ＋ 折 ＋ 折 ＋ 一 ＋ 儿	竹	儿
篾	竹头 ＋ 罒 ＋ 厂 ＋ 丶 ＋ 折 ＋ 撇 ＋ 丶	竹	点
簃	竹头 ＋ 禾 ＋ 夕 ＋ 夕	竹	夕
簇	竹头 ＋ 方 ＋ 卧人 ＋ 矢	竹	矢
簉	竹头 ＋ 告字头 ＋ 口 ＋ 辶	竹	辶
簋	竹头 ＋ 艮 ＋ 皿	竹	皿
簌	竹头 ＋ 束 ＋ ⺈ ＋ 人	竹	人
簏	竹头 ＋ 鹿	竹	鹿
簕	竹头 ＋ 革 ＋ 力	竹	力
簖	竹头 ＋ 米 ＋ 折 ＋ 斤	竹	斤
簝	竹头 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	竹	小
簟	竹头 ＋ 覀 ＋ 日 ＋ 十	竹	十
簠	竹头 ＋ 甫 ＋ 皿	竹	皿
簧	竹头 ＋ 龷 ＋ 由 ＋ 八	竹	八
簪	竹头 ＋ 一 ＋ 折 ＋ 儿 ＋ 一 ＋ 折 ＋ 儿 ＋ 日	竹	日
簰	竹头 ＋ 片 ＋ 白 ＋ 丿 ＋ 十	竹	十
簸	竹头 ＋ 其字头 ＋ 八 ＋ 皮	竹	皮
簿	竹头 ＋ 氵 ＋ 甫 ＋ 寸	竹	寸
籀	竹头 ＋ 扌 ＋ 留字头 ＋ 田	竹	田
籁	竹头 ＋ 束 ＋ ⺈ ＋ 贝	竹	见
籍	竹头 ＋ 耒 ＋ 龷 ＋ 日	竹	日
籥	竹头 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 口 ＋ 冂 ＋ 艹	竹	艹
米	米	米	米
籴	入 ＋ 米	人	米
类	米 ＋ 大	米	大
籼	米 ＋ 山	米	山
籽	米 ＋ 子	米	子
粉	米 ＋ 八 ＋ 刀	米	刀
粑	米 ＋ 巴	米	已
粒	米 ＋ 立	米	立
粕	米 ＋ 白	米	白
粗	米 ＋ 且	米	且
粘	米 ＋ 卢字头 ＋ 口	米	口
粜	出 ＋ 米	山	米
粝	米 ＋ 厉	米	厉
粞	米 ＋ 西	米	西
粟	覀 ＋ 米	西	米
粢	冫 ＋ ⺈ ＋ 人 ＋ 米	氵	米
粤	囱字框 ＋ 米 ＋ 一 ＋ 折	向	折
粥	弓 ＋ 米 ＋ 弓	折	折
粪	米 ＋ 龷 ＋ 八	米	八
粮	米 ＋ 丶 ＋ 艮	米	艮
粱	氵 ＋ 刀 ＋ 丶 ＋ 丶 ＋ 米	氵	米
粲	餐字头 ＋ 米	夕	米
粳	米 ＋ 一 ＋ 日 ＋ 㐅	米	交
粹	米 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	米	十
粼	米 ＋ 夕 ＋ 降下角 ＋ 折 ＋ 折	米	折
粽	米 ＋ 宀 ＋ 示	米	示
精	米 ＋ 龶 ＋ 青字底	米	月
粿	米 ＋ 日 ＋ 木	米	木
糁	米 ＋ 厶 ＋ 大 ＋ 彡	米	彡
糅	米 ＋ 予 ＋ 丿 ＋ 木	米	木
糇	米 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	米	矢
糈	米 ＋ 疋 ＋ 青字底	米	月
糊	米 ＋ 古 ＋ 月	米	月
糌	米 ＋ 夂 ＋ 卜 ＋ 日	米	日
糍	米 ＋ 丷 ＋ 一 ＋ 幺 ＋ 幺	米	纟
糒	米 ＋ 龷 ＋ 丿 ＋ 冂 ＋ 举字底	米	扌
糕	米 ＋ 美字头 ＋ 灬	米	火
糖	米 ＋ 广 ＋ 肀 ＋ 口	米	口
糗	米 ＋ 自 ＋ 犬	米	大
糙	米 ＋ 告字头 ＋ 口 ＋ 辶	米	辶
糜	广 ＋ 木 ＋ 木 ＋ 米	广	米
糟	米 ＋ 一 ＋ 囗 ＋ 艹 ＋ 日	米	日
糠	米 ＋ 广 ＋ 折 ＋ 二 ＋ 氺	米	氵
糨	米 ＋ 弓 ＋ 口 ＋ 虫	米	虫
糯	米 ＋ 雨头 ＋ 而	米	雨
糵	艹 ＋ 追字心 ＋ 辛 ＋ 米	艹	米
系	撇 ＋ 糸	撇	纟
紊	文 ＋ 糸	文	纟
素	龶 ＋ 糸	丰	纟
索	十 ＋ 冖 ＋ 糸	十	纟
紧	贤字头 ＋ 糸	览字头	纟
紫	止 ＋ 匕 ＋ 糸	止	纟
累	田 ＋ 糸	田	纟
絜	丰 ＋ 刀 ＋ 糸	丰	纟
絮	女 ＋ 口 ＋ 糸	女	纟
絷	扌 ＋ 丸 ＋ 糸	扌	纟
綦	其字头 ＋ 八 ＋ 糸	廿	纟
綮	户 ＋ 攵 ＋ 糸	尸	纟
縠	士 ＋ 冖 ＋ 一 ＋ 糸 ＋ 殳	土	殳
縢	月 ＋ 龹 ＋ 糸	月	纟
縻	广 ＋ 木 ＋ 木 ＋ 糸	广	纟
繁	卧人 ＋ 母 ＋ 攵 ＋ 糸	卧人	纟
繄	匚 ＋ 矢 ＋ 殳 ＋ 糸	匚	纟
繇	爫 ＋ 缶 ＋ 撇 ＋ 糸	爫	纟
纂	竹头 ＋ 目 ＋ 大 ＋ 糸	竹	纟
纛	龶 ＋ 母 ＋ 具字头 ＋ 小 ＋ 撇 ＋ 糸	丰	纟
纠	纟 ＋ 折 ＋ 丨	纟	竖
纡	纟 ＋ 于	纟	干
红	纟 ＋ 工	纟	工
纣	纟 ＋ 寸	纟	寸
纤	纟 ＋ 千	纟	干
纥	纟 ＋ 卧人 ＋ 乙	纟	乙
约	纟 ＋ 勹 ＋ 丶	纟	点
级	纟 ＋ 及	纟	及
纨	纟 ＋ 丸	纟	九
纩	纟 ＋ 广	纟	广
纪	纟 ＋ 己	纟	已
纫	纟 ＋ 刀 ＋ 丶	纟	点
纬	纟 ＋ 韦	纟	韦
纭	纟 ＋ 二 ＋ 厶	纟	厶
纮	纟 ＋ 左字框 ＋ 厶	纟	厶
纯	纟 ＋ 一 ＋ 凵 ＋ 折	纟	折
纰	纟 ＋ 比字旁 ＋ 匕	纟	匕
纱	纟 ＋ 少三 ＋ 丿	纟	撇
纲	纟 ＋ 冂 ＋ 㐅	纟	交
纳	纟 ＋ 冂 ＋ 人	纟	人
纴	纟 ＋ 壬	纟	土
纵	纟 ＋ 人 ＋ 人	纟	人
纶	纟 ＋ 全字头 ＋ 匕	纟	匕
纷	纟 ＋ 八 ＋ 刀	纟	刀
纸	纟 ＋ 氏	纟	氏
纹	纟 ＋ 文	纟	文
纺	纟 ＋ 方	纟	方
纻	纟 ＋ 宀 ＋ 一	纟	横
纼	纟 ＋ 弓 ＋ 丨	纟	竖
纽	纟 ＋ 折 ＋ 土	纟	土
纾	纟 ＋ 予	纟	予
线	纟 ＋ 戋	纟	戈
绀	纟 ＋ 甘	纟	廿
绁	纟 ＋ 廿 ＋ 折	纟	折
绂	纟 ＋ 左字框 ＋ 又 ＋ 丶	纟	点
练	纟 ＋ 拣字边	纟	车
组	纟 ＋ 且	纟	且
绅	纟 ＋ 申	纟	田
细	纟 ＋ 田	纟	田
织	纟 ＋ 口 ＋ 八	纟	八
终	纟 ＋ 夂 ＋ 冬字底	纟	点
绉	纟 ＋ 刍	纟	刍
绊	纟 ＋ 丷 ＋ 举字底	纟	扌
绋	纟 ＋ 弗	纟	弗
绌	纟 ＋ 出	纟	山
绍	纟 ＋ 刀 ＋ 口	纟	口
绎	纟 ＋ 又 ＋ 举字底	纟	扌
经	纟 ＋ 轻字边	纟	工
绐	纟 ＋ 厶 ＋ 口	纟	口
绑	纟 ＋ 三 ＋ 丿 ＋ 阝	纟	卩
绒	纟 ＋ 戈 ＋ 左字框	纟	十
结	纟 ＋ 士 ＋ 口	纟	口
绔	纟 ＋ 大 ＋ 二 ＋ 折	纟	折
绕	纟 ＋ 尧	纟	尧
绖	纟 ＋ 至	纟	至
绗	纟 ＋ 行	纟	行
绘	纟 ＋ 全字头 ＋ 二 ＋ 厶	纟	厶
给	纟 ＋ 全字头 ＋ 一 ＋ 口	纟	口
绚	纟 ＋ 勹 ＋ 日	纟	日
绛	纟 ＋ 夂 ＋ 降下角	纟	降下角
络	纟 ＋ 各	纟	又
绝	纟 ＋ ⺈ ＋ 巴	纟	已
绞	纟 ＋ 交	纟	交
统	纟 ＋ 亠 ＋ 厶 ＋ 儿	纟	儿
绠	纟 ＋ 一 ＋ 日 ＋ 㐅	纟	交
绡	纟 ＋ 尚字头 ＋ 青字底	纟	月
绢	纟 ＋ 口 ＋ 青字底	纟	月
绣	纟 ＋ 禾 ＋ 乃	纟	乃
绤	纟 ＋ 八 ＋ 全字头 ＋ 口	纟	口
绥	纟 ＋ 爫 ＋ 女	纟	女
绦	纟 ＋ 夂 ＋ 一 ＋ 小	纟	小
继	纟 ＋ 米 ＋ 折	纟	折
绨	纟 ＋ 弟	纟	弟
绩	纟 ＋ 龶 ＋ 贝	纟	见
绪	纟 ＋ 耂 ＋ 日	纟	日
绫	纟 ＋ 土 ＋ 八 ＋ 夂	纟	又
续	纟 ＋ 十 ＋ 折 ＋ 冬字底 ＋ 大	纟	大
绮	纟 ＋ 大 ＋ 可	纟	寸
绯	纟 ＋ 非	纟	片
绰	纟 ＋ 卢字头 ＋ 日 ＋ 十	纟	十
绱	纟 ＋ 尚字头 ＋ 冖 ＋ 口	纟	口
绲	纟 ＋ 日 ＋ 比字旁 ＋ 匕	纟	匕
绳	纟 ＋ 口 ＋ 电	纟	田
维	纟 ＋ 隹	纟	隹
绵	纟 ＋ 白 ＋ 巾	纟	巾
绶	纟 ＋ 爫 ＋ 冖 ＋ 又	纟	又
绷	纟 ＋ 月 ＋ 月	纟	月
绸	纟 ＋ 周字框 ＋ 土 ＋ 口	纟	口
绹	纟 ＋ 勹 ＋ 缶	纟	击
绺	纟 ＋ 夂 ＋ 卜 ＋ 口	纟	口
绻	纟 ＋ 龹 ＋ 㔾	纟	已
综	纟 ＋ 宀 ＋ 示	纟	示
绽	纟 ＋ 宀 ＋ 定字底	纟	定字底
绾	纟 ＋ 宀 ＋ 官字底	纟	追字心
绿	纟 ＋ 录字头 ＋ 氺	纟	氵
缀	纟 ＋ 又 ＋ 又 ＋ 又 ＋ 又	纟	又
缁	纟 ＋ 巛 ＋ 田	纟	田
缂	纟 ＋ 革	纟	廿
缃	纟 ＋ 木 ＋ 目	纟	日
缄	纟 ＋ 戊 ＋ 一 ＋ 口	纟	口
缅	纟 ＋ 面	纟	雨
缆	纟 ＋ 览字头 ＋ 见	纟	见
缇	纟 ＋ 日 ＋ 定字底	纟	定字底
缈	纟 ＋ 目 ＋ 少三 ＋ 丿	纟	撇
缉	纟 ＋ 口 ＋ 耳	纟	耳
缊	纟 ＋ 日 ＋ 皿	纟	皿
缌	纟 ＋ 田 ＋ 心	纟	忄
缎	纟 ＋ 撇 ＋ 卢字头 ＋ 二 ＋ 殳	纟	殳
缐	纟 ＋ 白 ＋ 水	纟	氵
缑	纟 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	纟	矢
缒	纟 ＋ 追字心 ＋ 辶	纟	辶
