aaaa=2,吖吖
bcjb=2,抱进
bcji=1,暴击
bcji=2,宝鸡
bcji=3,包机
bcji=4,保级
bcjk=1,报警
bcjk=2,饱经
bcjk=3,包茎
bcjl=1,褒奖
bcjl=2,包浆
bcjl=3,爆浆
bcjm=1,保健
bcjm=2,宝剑
bcjm=3,包间
bcjn=1,保教
bcjn=2,堡礁
bcjn=3,包教
bcjp=1,保洁
bcjp=2,宝洁
bcjp=3,报界
bcjq=1,薄酒
bcjr=1,宝眷
bcjr=2,宝卷
bcju=1,爆菊
bcju=2,宝具
bcjx=1,报价
bcjx=2,包夹
bcjx=3,保价
bcjx=4,保驾
bcjy=1,暴君
bcjy=2,宝骏
bckc=1,报考
bckd=1,爆开
bckd=2,剥开
bcke=1,剥壳
bckh=1,保康
bckj=1,报刊
bckj=2,暴砍
bckj=3,报看
bcko=1,包括
bckr=1,爆款
bckr=2,病从口入
bcks=1,暴恐
bcku=1,宝库
bcku=2,爆哭
bckv=1,抱愧
bckz=1,暴扣
bclg=1,爆冷
bcli=1,暴力
bcli=2,包里
bcli=3,暴利
bcli=4,暴戾
bcli=5,保利
bclj=1,包揽
bclj=2,宝蓝
bclj=3,饱览
bclk=1,保龄
bclk=2,不辞劳苦
bcll=1,保量
bclm=1,宝莲
bcln=1,爆料
bcln=2,报料
bclo=1,保罗
bclo=2,包罗
bclp=1,爆裂
bclp=2,暴烈
bclq=1,保留
bclr=1,暴乱
bcls=1,暴龙
bclv=1,爆率
bclw=1,堡垒
bclw=2,暴雷
bclz=1,暴露
bclz=2,曝露
bcma=1,宝马
bcma=2,宝妈
bcmb=1,暴民
bcmc=1,豹猫
bcmi=1,保密
bcmi=2,苞米
bcmi=3,爆米
bcmj=1,饱满
bcmj=2,爆满
bcmk=1,报名
bcmk=2,保命
bcmk=3,爆鸣
bcmk=4,薄命
bcmm=1,薄面
bcmo=1,薄膜
bcmo=2,包膜
bcmu=1,保姆
bcmu=2,报幕
bcmw=1,胞妹
bcmw=2,抱妹
bcni=1,抱你
bcni=2,包你
bcnm=1,包年
bcnn=2,爆尿
bcnn=3,宝鸟
bcnr=1,保暖
bcnr=2,饱暖
bcnt=1,暴虐
bcnu=1,暴怒
bcnv=3,豹女
bcnv=4,爆女
bcpg=1,爆棚
bcpi=1,包皮
bcpi=2,豹皮
bcpi=3,爆皮
bcpi=4,剥皮
bcpi=5,报批
bcpj=1,报盘
bcpk=1,宝瓶
bcpk=2,爆屏
bcpm=1,薄片
bcpn=1,包票
bcpn=2,保票
bcpo=1,爆破
bcpw=1,包赔
bcqi=1,抱起
bcqi=2,暴起
bcqi=3,爆气
bcqi=4,宝器
bcqi=5,包起
bcqk=1,报请
bcqk=2,薄情
bcql=1,保枪
bcql=2,宝强
bcqm=1,抱歉
bcqn=2,宝桥
bcqr=1,保全
bcqr=2,抱拳
bcqu=1,抱屈
bcqu=2,抱去
bcre=1,暴热
bcrf=1,保人
bcrf=2,报人
bcrj=1,爆燃
bcro=1,薄弱
bcrs=1,包容
bcrs=3,薄绒
bcrv=3,宝瑞
bcsh=1,报丧
bcsh=2,薄嗓
bcsi=1,褒姒
bcsi=2,暴死
bcss=1,保送
bcss=3,报送
bcta=1,宝塔
bctd=1,爆胎
bctd=2,保胎
bctd=3,胞胎
bcth=1,煲汤
bcti=2,爆体
bcti=3,胞体
bctj=1,报摊
bctk=1,报亭
bctk=2,报听
bctk=3,嫑停
bctk=4,保亭
bctn=1,暴跳
bcto=1,剥脱
bctr=1,抱团
bcts=1,报童
bctu=1,暴徒
bctv=1,抱腿
bctv=2,包退
bcty=1,包臀
bcty=3,胞吞
bctz=1,爆头
bctz=2,抱头
bctz=3,包头
bcua=1,薄纱
bcua=2,爆杀
bcua=3,宝刹
bcud=1,暴晒
bcud=2,曝晒
bcue=1,报社
bcue=2,暴射
bcuf=1,报审
bcuh=1,报上
bcuh=2,暴伤
bcuh=3,保墒
bcui=1,宝石
bcui=2,保湿
bcui=3,保释
bcui=4,报时
bcuj=1,宝山
bcuj=2,爆闪
bcuj=3,保山
bcuq=1,抱残守缺
bcuu=1,报数
bcuu=2,抱树
bcuv=1,报税
bcuv=2,保税
bcuz=1,保守
bcuz=2,饱受
bcuz=3,暴瘦
bcva=1,爆炸
bcva=2,包扎
bcvc=1,爆照
bcvc=2,鲍照
bcve=1,抱着
bcvf=1,抱枕
bcvf=2,保真
bcvg=1,保证
bcvg=2,暴政
bcvh=1,保障
bcvh=2,暴涨
bcvh=3,报账
bcvh=4,报章
bcvi=1,报纸
bcvi=2,保值
bcvi=3,薄纸
bcvi=4,保质
bcvj=1,饱蘸
bcvj=2,报站
bcvj=3,彼此之间
bcvl=1,包装
bcvl=2,悲从中来
bcvs=1,保重
bcvs=2,爆种
bcvu=1,抱住
bcvu=2,爆竹
bcvu=3,爆珠
bcvu=4,保住
bcvu=5,宝珠
bcvy=1,保准
bcvy=2,博采众议
bcvz=1,煲粥
bcwa=1,抱娃
bcwa=2,辩才无碍
bcwd=1,保外
bcwf=1,保温
bcwf=2,报文
bcwf=3,豹纹
bcwh=1,暴亡
bcwu=1,宝物
bcwu=2,报务
bcww=1,包围
bcww=2,保卫
bcxb=1,报信
bcxc=1,报仇雪耻
bcxi=1,报喜
bcxi=2,抱膝
bcxk=1,暴行
bcxk=2,爆星
bcxk=3,不辞辛苦
bcxl=1,宝箱
bcxl=2,包厢
bcxl=3,不辞辛劳
bcxm=1,保险
bcxm=2,保鲜
bcxn=1,报销
bcxn=2,爆笑
bcxn=3,报效
bcxn=4,包销
bcxq=1,保修
bcxq=2,报修
bcxr=1,宝轩
bcxs=1,胞兄
bcxs=2,抱胸
bcxt=1,暴雪
bcxt=2,饱学
bcxu=1,拨草寻蛇
bcxx=1,包下
bcxx=2,报下
bcxx=3,剥下
bcxy=1,报讯
bcxy=3,别出新意
bcya=1,龅牙
bcya=2,暴牙
bcyb=1,爆音
bcyb=2,暴饮
bcye=1,报业
bcye=2,包夜
bcyh=1,保养
bcyh=2,包养
bcyh=3,褒扬
bcyi=1,报以
bcyi=2,褒义
bcyi=3,爆衣
bcyj=1,保研
bcyj=2,包烟
bcyk=1,报应
bcyk=2,宝应
bcyr=1,抱怨
bcyr=2,报怨
bcys=1,保用
bcyt=1,包月
bcyt=2,抱成一团
bcyu=1,暴雨
bcyu=2,鲍鱼
bcyu=3,宝玉
bcyu=4,保育
bcyy=1,包孕
bcyz=1,保佑
bcyz=2,包邮
bcyz=3,保有
bcyz=4,报忧
bczc=1,暴躁
bczc=2,博采众长
bczd=1,抱在
bczd=2,包在
bczd=3,煲仔
bczd=4,雹灾
bczg=1,暴增
bczh=1,宝藏
bczh=2,薄葬
bczi=1,包子
bczi=2,豹子
bczi=3,宝子
bczi=4,孢子
bczo=1,宝座
bczo=3,爆佐
bczu=1,包租
bczy=1,宝尊
bczy=2,不测之忧
bczz=1,抱走
bczz=2,暴走
bczz=3,暴揍
bdau=1,不得安生
bdbc=2,百宝
bdbd=1,白白
bdbd=2,拜拜
bdbd=3,摆摆
bdbd=4,半懂不懂
bdbf=1,白本
bdbi=1,败笔
bdbi=2,白璧
bdbj=1,白板
bdbj=2,白班
bdbj=3,百般
bdbj=4,白斑
bdbj=5,变动不居
bdbk=1,败兵
bdbk=2,白冰
bdbk=5,百病
bdbl=1,宝刀不老
bdbm=1,白边
bdbm=3,百变
bdbm=4,百遍
bdbn=1,白标
bdbn=2,不但不能
bdbp=1,拜别
bdbp=2,抱打不平
bdbq=1,百毒不侵
bdbu=1,摆布
bdbu=2,白布
bdbw=1,败北
bdbw=2,百倍
bdbx=1,不大不小
bdby=2,百读不厌
bdcc=1,百草
bdcd=1,白菜
bdci=1,白瓷
bdci=2,百次
bdcu=1,白醋
bdda=1,白搭
bdda=2,白打
bdda=3,百搭
bdda=4,百大
bddc=1,拜倒
bddc=2,白道
bddd=1,白带
bddd=3,百代
bddg=1,拜登
bddg=2,白灯
bddg=3,白等
bddh=1,白当
bddh=2,摆荡
bddi=1,白底
bddi=2,白帝
bddj=1,白丹
bddj=2,百端待举
bddk=1,白丁
bddm=1,白点
bddm=2,白电
bddp=2,白蝶
bddr=1,掰断
bdds=1,摆动
bdds=2,白洞
bddu=1,摆渡
bddu=2,拜读
bddu=5,百度
bddy=1,白盾
bddy=4,百吨
bddz=1,白豆
bdee=1,白鹅
bdee=2,白垩
bdei=1,背道而驰
bdeq=1,拔地而起
bder=1,拜耳
bdev=1,不得而知
bdfa=1,白发
bdff=1,白粉
bdff=2,百分
bdfh=1,拜访
bdfh=2,摆放
bdfh=3,标点符号
bdfj=1,白饭
bdfj=2,白矾
bdfo=1,拜佛
bdfu=1,拜服
bdfu=2,表达方式
bdfv=1,不断发展
bdfw=1,白费
bdfw=2,白肺
bdge=1,白鸽
bdgj=1,白干
bdgj=2,不断改进
bdgj=4,百感
bdgl=1,白光
bdgl=2,败光
bdgo=1,白果
bdgo=2,白粿
bdgo=3,百果
bdgr=1,白鹳
bdgr=2,百官
bdgs=1,白宫
bdgu=1,白骨
bdgu=2,白古
bdgw=1,败给
bdgw=2,白给
bdhc=1,摆好
bdhe=1,白鹤
bdhe=2,捭阖
bdhe=3,百合
bdhe=4,白河
bdhk=1,败坏
bdho=1,白活
bdho=2,败火
bdho=3,百货
bdhs=1,不得好死
bdhu=1,白虎
bdhu=2,白狐
bdhu=3,不当回事
bdhv=1,拜会
bdhv=2,百汇
bdhv=3,白灰
bdhw=1,白黑
bdhx=1,白花
bdhx=2,白话
bdhx=3,百花
bdhx=4,白桦
bdhz=1,白喉
bdia=1,白茶
bdie=1,掰扯
bdie=2,白扯
bdig=1,白城
bdig=2,百城
bdig=3,百盛
bdih=1,摆场
bdih=3,百场
bdii=1,白痴
bdii=2,百尺
bdii=3,白吃
bdir=1,百川
bdiu=1,摆出
bdiv=1,摆锤
bdix=1,不断出现
bdjb=1,白金
bdjb=2,拜金
bdjg=1,兵多将广
bdji=1,败绩
bdji=2,白鸡
bdjk=1,白净
bdjk=2,百京
bdjl=1,败将
bdjl=2,白浆
bdjm=1,拜见
bdjm=2,摆件
bdjn=1,白叫
bdjn=2,白胶
bdjp=1,白洁
bdjp=2,白借
bdjq=1,白酒
bdjq=2,摆酒
bdjr=1,白卷
bdjr=2,白绢
bdju=1,败局
bdju=2,白驹
bdju=3,博大精深
bdjx=1,败家
bdjx=2,百家
bdjy=1,败军
bdjy=2,白军
bdka=1,白卡
bdkd=1,掰开
bdkd=2,摆开
bdke=1,百科
bdke=2,百克
bdkh=1,遍地开花
bdkj=1,白看
bdkn=1,不大可能
bdkn=2,鞭打快牛
bdkt=1,北达科他
bdkv=1,白盔
bdkz=1,白扣
bdkz=2,白口
bdla=1,白蜡
bdlb=1,白磷
bdlb=2,柏林
bdle=1,败了
bdle=2,摆了
bdle=3,百乐
bdlg=1,摆楞
bdlg=2,布达拉宫
bdlh=1,白狼
bdlh=2,白浪
bdli=1,百里
bdlj=1,摆烂
bdlk=1,白领
bdlk=2,白绫
bdlk=3,百灵
bdll=2,白亮
bdll=3,不得了了
bdll=4,百两
bdlm=1,白脸
bdlm=2,白练
bdlm=3,百联
bdlo=1,败落
bdlp=2,摆列
bdlq=1,败柳
bdlr=1,白卵
bdlr=2,被代理人
bdls=1,白龙
bdlu=1,白鹭
bdlw=1,败类
bdlw=4,摆擂
bdly=1,拜伦
bdlz=1,白楼
bdlz=2,败露
bdlz=3,白露
bdma=1,白马
bdmc=1,白毛
bdmc=2,白猫
bdmd=1,白买
bdmg=1,拜盟
bdmh=1,百忙
bdmi=1,白米
bdmi=2,百米
bdmj=1,摆满
bdmk=1,摆明
bdmk=2,百名
bdmm=1,白面
bdmn=1,白描
bdmo=1,白沫
bdmo=2,白膜
bdmu=1,柏木
bdmu=2,百亩
bdmu=3,百目
bdmw=1,白眉
bdmx=2,不得民心
bdna=2,白拿
bdnf=1,白嫩
bdni=1,拜你
bdni=2,白泥
bdnj=1,白男
bdnm=1,拜年
bdnm=3,百年
bdnn=1,白鸟
bdnn=2,百鸟
bdnq=1,白牛
bdnq=2,白妞
bdns=1,摆弄
bdnu=1,白奴
bdpc=1,白跑
bdpc=2,白袍
bdpd=1,摆拍
bdpi=1,白皮
bdpi=2,白啤
bdpj=1,摆盘
bdpk=1,摆平
bdpk=2,白屏
bdpm=1,白片
bdpm=3,百篇
bdpn=1,白嫖
bdpo=1,布达佩斯
bdpu=1,摆谱
bdqf=1,不得其法
bdqh=1,北大清华
bdqi=1,白起
bdqi=2,白旗
bdqj=1,不得其解
bdqk=1,白青
bdqk=2,拜请
bdql=2,百强
bdqn=1,白巧
bdqn=2,北大青鸟
bdqp=2,白切
bdqq=1,白球
bdqq=4,白酋
bdqr=1,摆拳
bdqr=2,败犬
bdqs=1,不得其所
bdqu=1,白去
bdqu=2,白区
bdqx=1,北斗七星
bdrc=1,白饶
bdre=1,白热
bdrf=1,白人
bdrf=2,白刃
bdrf=3,百人
bdri=1,白日
bdri=2,百日
bdru=1,拜入
bdru=2,不动如山
bdrx=1,不得人心
bdry=1,白润
bdrz=1,白肉
bdse=1,白色
bdse=2,百色
bdsh=1,白嗓
bdsi=1,白丝
bdsi=2,冰冻三尺
bdss=1,白送
bdsu=1,败诉
bdsu=2,白素
bdsv=1,掰碎
bdsv=2,百岁
bdsy=2,败损
bdta=1,白塔
bdtd=1,百态
bdtg=1,不断提高
bdth=1,白糖
bdth=2,拜堂
bdtj=1,摆摊
bdtj=2,不断推进
bdtm=1,白天
bdtm=2,百天
bdtn=1,白条
bdto=1,摆脱
bdto=2,拜托
bdts=1,白铜
bdts=2,百通
bdtu=1,白兔
bdtv=1,败退
bdtx=1,包打天下
bdty=1,白豚
bdtz=1,白头
bdua=1,白沙
bdua=2,白纱
bduc=1,白芍
bdue=1,摆设
bdue=2,白蛇
bdue=3,摆射
bduf=1,拜神
bduf=2,白神
bduh=1,摆上
bdui=1,拜师
bdui=2,百事
bdui=3,百十
bduj=1,白衫
bduj=2,拜山
bduj=4,白山
bdul=1,白霜
bdus=1,不动声色
bduu=1,柏树
bduu=2,白鼠
bduu=3,白术
bduu=4,白薯
bduv=1,白水
bduv=2,不得善终
bduy=2,百顺
bduz=1,摆手
bduz=2,白首
bduz=3,百兽
bdvc=1,败招
bdvc=2,百兆
bdvd=1,不懂装懂
bdve=1,摆着
bdve=2,败者
bdvf=1,败阵
bdvf=2,摆阵
bdvg=1,摆正
bdvh=1,败仗
bdvh=2,百丈
bdvi=1,白纸
bdvi=2,白芷
bdvj=1,白斩
bdvj=2,百战
bdvo=1,白灼
bdvo=2,摆桌
bdvs=1,白种
bdvs=2,摆钟
bdvs=3,百种
bdvu=1,白住
bdvy=2,百准
bdvz=1,白昼
bdvz=2,白粥
bdwa=1,白袜
bdwf=1,白问
bdwf=2,白文
bdwh=1,拜望
bdwj=1,掰弯
bdwj=4,百万
bdwl=1,宝刀未老
bdwu=1,白雾
bdwu=2,不断完善
bdwu=3,百物
bdww=1,百位
bdww=2,百威
bdxh=1,博大胸怀
bdxi=1,白皙
bdxi=2,摆席
bdxk=1,败兴
bdxk=2,百行
bdxk=3,百姓
bdxl=1,白象
bdxl=2,败象
bdxm=1,白线
bdxm=2,摆线
bdxp=1,拜谢
bdxp=2,白鞋
bdxr=1,白癣
bdxr=2,败选
bdxs=1,白熊
bdxt=1,白雪
bdxt=2,掰穴
bdxu=1,败絮
bdxu=2,白须
bdxv=1,拔刀相助
bdxx=1,白瞎
bdxx=2,摆下
bdxx=5,拔刀相向
bdxy=1,白鲟
bdxy=2,北大西洋
bdyb=1,白银
bdyb=2,败因
bdyc=1,白药
bdye=1,白夜
bdye=2,百业
bdye=3,百叶
bdye=4,拜谒
bdyh=1,白羊
bdyh=2,白杨
bdyi=1,白衣
bdyi=2,白蚁
bdyi=4,百亿
bdyj=1,白眼
bdyj=2,白烟
bdyl=2,不得要领
bdyr=1,百元
bdys=1,白用
bdyt=1,拜月
bdyt=4,百越
bdyu=1,白玉
bdyu=2,百余
bdyv=1,步调一致
bdyy=1,白云
bdyy=3,棒打鸳鸯
bdyy=4,膀大腰圆
bdyz=1,柏油
bdzd=1,摆在
bdzd=2,败在
bdzi=1,白字
bdzi=2,白子
bdzi=3,百字
bdzj=1,不断增加
bdzj=2,白刀子进
bdzo=1,白做
bdzo=2,白左
bdzu=1,白族
bdzv=1,白嘴
bdzv=2,不打自招
bdzz=1,败走
bebj=1,避而不见
bebj=2,博而不精
bebt=1,避而不谈
bebu=1,百儿八十
beby=1,备而不用
befm=1,不二法门
begc=1,比尔盖茨
bels=1,白俄罗斯
beqy=1,布尔乔亚
beut=1,伯恩施坦
bevk=1,巴尔扎克
beyv=1,避而远之
bfan=1,本案
bfan=2,苯胺
bfbc=1,不分彼此
bfbc=2,本报
bfbf=1,笨笨
bfbf=2,本本
bfbh=1,本帮
bfbj=1,本班
bfbj=2,本版
bfbn=2,本表
bfbo=1,奔波
bfbu=1,本部
bfbv=1,百发百中
bfbv=2,不分伯仲
bfcc=1,本草
bfcc=3,白发苍苍
bfci=1,本次
bfcr=1,奔窜
bfcz=1,不复存在
bfdh=1,本当
bfdh=2,本党
bfdi=1,本地
bfdj=1,笨蛋
bfdj=2,百废待举
bfdm=1,本店
bfdo=1,本多
bfdq=1,北方地区
bfdq=2,部分地区
bfdv=1,本队
bfdx=1,百废待兴
bfer=1,本二
bfer=2,本儿
bfff=1,本分
bfff=2,苯酚
bffh=1,奔放
bffu=1,奔赴
bffu=2,本府
bffz=1,不法分子
bfgd=1,本该
bfgh=1,本钢
bfgh=2,本港
bfgj=1,苯酐
bfgo=1,本国
bfgr=1,本官
bfgr=2,本馆
bfgs=1,本宫
bfgx=1,笨瓜
bfhh=1,本行
bfhj=1,笨汉
bfho=1,笨货
bfhr=1,苯环
bfhv=1,本会
bfhy=2,八方呼应
bfic=1,本朝
bfig=1,倴城
bfig=2,本城
bfih=1,本场
bfih=2,本厂
bfii=1,奔驰
bfiu=1,奔出
bfiu=2,本初
bfjb=1,本金
bfji=1,本机
bfji=2,本季
bfji=3,本级
bfjj=1,悲愤交加
bfjp=1,本届
bfjp=2,本节
bfju=1,本剧
bfju=2,本局
bfjx=1,本家
bfjx=2,百废俱兴
bfjy=1,暴风疾雨
bfke=1,本科
bfke=2,本可
bfkj=1,本刊
bfkq=1,暴风哭泣
bfku=1,白费口舌
bfkv=1,奔溃
bflb=1,贲临
bflc=1,奔劳
bfld=1,本来
bfli=1,本利
bfli=2,本例
bflj=1,本栏
bflk=1,本领
bflq=1,奔流
bflq=2,白费力气
bflv=1,笨驴
bflv=3,栟榈
bflw=1,本类
bflw=2,奔雷
bfly=1,本轮
bfly=2,本论
bfma=1,奔马
bfmf=1,本门
bfmf=2,贲门
bfmh=1,奔忙
bfmk=1,本名
bfmk=2,本命
bfmo=1,本末
bfng=1,本能
bfni=1,本尼
bfni=2,本拟
bfnm=1,本年
bfnn=1,笨鸟
bfnq=1,奔牛
bfnq=2,笨牛
bfpb=1,本品
bfpc=1,奔跑
bfpi=1,本批
bfpj=1,不服判决
bfpm=1,本片
bfpm=2,本篇
bfpn=1,本票
bfqb=1,本亲
bfqi=1,本期
bfql=1,不乏其例
bfqm=1,本钱
bfqr=1,本券
bfqr=2,不乏其人
bfqu=1,奔去
bfqu=2,本区
bfrc=1,并非如此
bfrf=1,本人
bfrf=2,笨人
bfri=1,本日
bfse=1,本色
bfsh=1,奔丧
bfsi=1,笨死
bfsi=2,奔四
bfsj=1,奔三
bftc=1,奔逃
bftd=1,本台
bftg=1,奔腾
bfth=1,本堂
bfti=1,本体
bfti=2,本题
bftm=1,本田
bftn=1,本条
bftp=1,本帖
bftu=1,本土
bftu=2,本图
bftv=1,膘肥体壮
bfty=1,悲愤填膺
bftz=1,奔头
bfue=1,本社
bfuf=1,本身
bfuf=2,不分胜负
bfug=1,本省
bfuh=1,奔上
bfui=1,本事
bfui=2,本市
bfuj=1,本山
bfuk=1,本帅
bfuo=1,本硕
bfut=1,不服水土
bfuu=1,本书
bfuu=2,不妨试试
bfux=1,不分上下
bfva=2,笨榨
bfvb=1,百分之百
bfvb=2,百分之八
bfve=1,本着
bfve=2,奔着
bfve=3,百分之二
bfvf=1,本真
bfvf=2,本镇
bfvg=1,本证
bfvh=1,本章
bfvi=1,本质
bfvi=2,本职
bfvj=1,本站
bfvj=2,百分之几
bfvl=1,百分之六
bfvo=1,笨拙
bfvq=1,百分之七
bfvs=1,笨重
bfvs=2,百分之三
bfvs=3,百分之四
bfvt=1,不法之徒
bfvu=1,笨猪
bfvu=2,奔逐
bfvv=1,北伐战争
bfvw=1,不负众望
bfvw=2,百分之五
bfvw=3,不孚众望
bfvy=1,百分之一
bfvy=2,捕风捉影
bfvy=3,八分之一
bfvz=1,本周
bfvz=2,本州
bfwb=1,变废为宝
bfwf=1,本文
bfwh=1,本王
bfwo=1,本我
bfwu=1,本无
bfww=1,本为
bfww=2,本位
bfwx=1,变法维新
bfxa=1,八府巡按
bfxb=1,本心
bfxg=1,冰封雪裹
bfxi=1,本息
bfxi=2,本兮
bfxi=3,奔袭
bfxi=4,本溪
bfxj=1,白费心机
bfxk=1,本性
bfxl=1,本想
bfxl=2,奔向
bfxl=4,本相
bfxl=5,本乡
bfxl=6,不乏先例
bfxm=1,本县
bfxm=2,奔现
bfxn=1,本校
bfxp=1,奔泻
bfxs=1,笨熊
bfxv=1,不分轩轾
bfxw=1,不法行为
bfye=1,本页
bfye=2,本业
bfyi=1,本意
bfyi=2,本义
bfyj=1,悲愤欲绝
bfyk=1,本应
bfyr=1,本源
bfyr=2,本院
bfyr=3,本原
bfys=1,奔涌
bfyt=1,本月
bfyt=2,奔月
bfyu=1,并非易事
bfyu=2,不妨一试
bfyy=1,不发一言
bfyy=2,暴风影音
bfyz=1,本由
bfzb=1,不分皂白
bfzc=1,八方支持
bfzi=1,本子
bfzo=1,本座
bfzo=2,本作
bfzr=1,不负责任
bfzu=1,本组
bfzu=2,本族
bfzv=1,笨嘴
bfzy=1,本尊
bfzy=3,暴风骤雨
bfzy=4,八方支援
bfzz=1,奔走
bgam=1,保国安民
bgbd=1,半工半读
bgbd=2,不高不低
bgbg=1,蹦蹦
bgbg=2,不管不顾
bgbg=3,不尴不尬
bgbi=1,笔耕不辍
bgbj=1,毕恭毕敬
bgbj=2,不干不净
bgbj=4,不古不今
bgbl=1,包工包料
bgbl=2,秉公办理
bgbm=1,崩边
bgbn=1,本固邦宁
bgbu=1,蚌埠
bgbu=2,秉公办事
bgbx=1,边干边学
bgcv=2,崩摧
bgda=1,蹦跶
bgdd=1,绷带
bgdi=1,蹦迪
bgdj=2,不顾大局
bgdl=1,办公大楼
bgdn=1,崩掉
bgdt=1,不共戴天
bgeb=1,不告而别
bged=1,秉公而断
bgee=1,不过尔尔
bgfa=1,迸发
bgfa=3,泵阀
bgfh=1,泵房
bggr=1,甭管
bggr=2,泵管
bggt=1,不敢苟同
bghk=1,崩坏
bghl=1,绷簧
bghr=1,不甘后人
bghv=1,蹦会
bghv=3,崩毁
bghy=1,办公会议
bgie=1,泵车
bgil=1,蹦床
bgiu=1,蹦出
bgiu=2,迸出
bgjb=1,绷紧
bgjc=1,杯觥交错
bgji=1,蹦极
bgjj=1,百感交集
bgjm=1,迸溅
bgjm=2,不甘寂寞
bgjp=1,甭价
bgjp=2,崩解
bgjx=1,甭价
bgke=1,泵壳
bgke=2,蚌壳
bgkv=1,崩溃
bglh=1,不甘落后
bglj=1,八国联军
bgll=1,波光粼粼
bglm=1,绷脸
bglo=1,崩落
bglp=1,崩裂
bglp=2,迸裂
bgly=1,波光潋滟
bglz=1,崩漏
bgpj=1,崩盘
bgqi=1,绷起
bgqi=2,蹦起
bgqj=1,卑躬屈节
bgql=2,不改其乐
bgqx=1,卑躬屈膝
bgrc=1,不过如此
bgrc=2,本该如此
bgrh=1,不管如何
bgsg=1,闭关锁国
bgsh=1,不顾死活
bgsv=2,崩碎
bgta=1,崩塌
bgti=1,泵体
bgti=2,甭提
bgtj=1,崩坍
bgtj=2,博古通今
bgtn=1,蹦跳
bgty=1,不关痛痒
bgue=1,迸射
bguf=1,秉公守法
bguj=1,半个世纪
bgur=1,不甘示弱
bgus=1,兵贵神速
bguu=1,不管是谁
bguy=1,杯弓蛇影
bgvf=1,秉公执法
bgvi=1,绷直
bgvj=1,泵站
bgvl=1,百舸争流
bgvu=1,绷住
bgvx=1,不敢置信
bgvy=1,悲观主义
bgwj=1,不敢问津
bgwm=1,报国无门
bgws=1,秉公无私
bgxl=1,甭想
bgyj=1,波诡云谲
bgyl=1,八格牙路
bgyp=1,办公用品
bgyq=1,不顾一切
bgys=1,迸涌
bgys=2,不够意思
bgys=4,稗官野史
bgyu=1,悲观厌世
bgyx=1,不苟言笑
bgyx=2,百鬼夜行
bgzc=1,不敢造次
bgzi=1,绷子
bgzi=2,蹦子
bgzm=1,不管怎么
bgzp=1,不攻自破
bgzu=1,闭关自守
bgzy=1,不管怎样
bhbh=1,帮帮
bhbh=2,棒棒
bhbi=1,膀臂
bhbj=1,帮办
bhbk=1,棒冰
bhbl=1,不慌不乱
bhbm=1,不慌不忙
bhbo=1,磅礴
bhcc=1,棒操
bhda=1,棒打
bhda=2,帮打
bhdd=1,绑带
bhdd=2,变化多端
bhdi=1,邦迪
bhdj=1,榜单
bhdk=1,绑定
bhdk=2,帮顶
bhdl=1,百货大楼
bhdr=1,不遑多让
bhdu=1,棒读
bhel=1,不寒而栗
bhes=1,不欢而散
bhfu=1,帮扶
bhfu=2,绑缚
bhfw=1,绑匪
bhfw=2,帮费
bhgo=1,帮过
bhgo=2,邦国
bhgr=1,白虹贯日
bhgs=1,帮工
bhgs=2,百货公司
bhgv=1,帮规
bhgx=1,北回归线
bhhe=1,棒喝
bhhj=1,保护环境
bhhv=1,帮会
bhhw=1,傍黑
bhhy=1,不怀好意
bhif=1,帮衬
bhig=1,磅秤
bhil=1,棒疮
bhiu=1,帮厨
bhiv=1,棒槌
bhiv=2,棒锤
bhji=1,棒极
bhjn=1,帮教
bhjn=2,邦交
bhjp=3,帮姐
bhju=1,帮举
bhjx=1,绑架
bhkw=1,不合口味
bhky=1,帮困
bhkz=1,帮口
bhlc=1,绑牢
bhlh=1,悲欢离合
bhlh=2,八荒六合
bhln=1,棒料
bhlu=1,傍路
bhlu=2,辩护律师
bhmb=1,笔酣墨饱
bhmc=1,变幻莫测
bhmc=2,变化莫测
bhmh=1,帮忙
bhml=1,兵荒马乱
bhni=1,帮你
bhni=2,邦妮
bhpd=1,帮派
bhpn=1,绑票
bhqf=1,百花齐放
bhql=1,帮腔
bhql=2,帮抢
bhql=3,不合情理
bhqq=1,棒球
bhrf=1,帮人
bhsr=1,百花生日
bhta=4,帮他
bhta=5,帮她
bhta=6,帮它
bhtc=1,帮套
bhth=1,棒糖
bhtm=2,傍田
bhtp=2,帮贴
bhts=1,帮同
bhts=3,棒铜
bhtv=1,绑腿
bhtz=1,榜头
bhtz=2,棒头
bhud=1,百货商店
bhuf=1,傍身
bhuk=1,百花盛开
bhul=2,不合时令
bhuu=1,磅数
bhuv=1,傍水
bhuv=2,帮谁
bhuw=1,帮谁
bhuy=1,不合时宜
bhuz=1,帮手
bhuz=2,榜首
bhva=1,绑扎
bhvj=1,帮战
bhvn=1,不惑之年
bhvs=2,帮众
bhvu=1,帮助
bhvu=2,帮主
bhvv=1,保护装置
bhvy=1,百花争艳
bhwf=1,榜文
bhwi=1,变化无常
bhwi=2,变幻无常
bhwj=1,傍晚
bhwo=1,帮我
bhwq=1,变化无穷
bhwq=2,变幻无穷
bhwu=1,傍午
bhwu=2,蚌舞
bhww=1,榜尾
bhxp=1,冰魂雪魄
bhxq=1,滨海新区
bhxs=1,帮凶
bhyh=1,榜样
bhyi=1,谤议
