ahqp=2,䀚
ghyy=3,崗
ghzy=2,罁
gjaa=1,尶
gjba=2,灨
gjbk=4,凎
gjbl=2,漧
gjbz=3,汵
gjda=2,贑
gjda=3,贛
gjde=1,䤗
gjdm=4,詌
gjdm=5,粓
gjew=2,皯
gjfw=2,仠
gjjg=5,䊻
gjjm=3,紺
gjow=2,桿
gjow=3,檊
gjpa=2,尷
gjqw=3,盰
gjrw=3,㶥
gjrw=4,筸
gjrw=5,簳
gjrw=6,䵟
gjry=2,笴
gjuw=2,䯎
gjuw=3,骭
gjuw=4,衦
gjww=6,稈
gjxw=3,芉
gjyc=3,鱤
gjyh=2,鰔
gjzw=2,趕
gkct=2,恠
gkjn=3,䊽
gkjt=3,䂷
gkjt=4,䂯
glga=3,銧
glma=1,黆
glna=2,輄
gloa=2,臩
gloa=3,欟
glqr=2,炚
glva=3,獷
glvc=2,㤮
goan=3,幗
gobn=2,㶁
gobn=3,漍
gobo=1,淉
gobp=2,㳡
gobp=3,濄
goco=2,惈
goeg=2,囯
gogo=3,錁
gogo=4,餜
gogr=2,鈛
gohg=2,啯
gohg=3,㕵
gojn=4,䂸
gomn=3,蟈
gono=2,輠
gopo=1,䴹
goqn=2,褁
gosh=2,瘑
goth=3,堝
gotp=2,墎
gowh=3,咼
goxn=2,蔮
grbg=2,潅
grbh=2,㴦
grfa=1,観
grgg=2,鑵
grgo=3,舘
grgo=4,錧
grgo=5,館
gric=2,悹
grit=2,窤
grmc=3,䪀
grmc=4,䎚
grmo=2,䗆
grmo=3,䩪
grpp=2,遦
grro=2,㮡
grso=1,痯
grug=1,䙮
gruo=3,䘾
grxa=2,觀
grxr=2,鸛
grya=3,鰥
gryg=2,鱹
gryo=2,䲘
gsat=2,䍔
gsba=2,㓋
gsep=2,䡗
gsia=2,宮
gsja=2,碽
gsjp=2,糼
gsmo=3,㭟
gsoo=2,杛
gswa=2,㔶
gswa=3,觵
gswh=2,匔
gsxt=2,莻
gsxx=2,廾
gsya=2,䱋
gsyt=3,䰸
guap=2,䍛
guap=3,逧
gubm=3,泒
gubp=2,凅
gubt=3,濲
guby=2,淈
gudp=2,詁
gufg=4,僱
gufu=3,傦
gugh=2,䶜
gugu=4,餶
gugy=2,㒴
guhh=2,唂
guhy=3,啒
gujq=3,䀜
guju=3,縎
gull=4,扢
gulp=2,㧽
guma=3,蠱
gumm=2,蛌
gunm=3,軱
guou=1,榾
gupm=2,㼋
guqp=2,䀦
gura=2,篐
gusp=2,㽽
gusu=2,㾶
gutq=3,鼔
gutt=3,䐨
gutt=4,穀
gutt=5,糓
gutt=6,轂
guvl=2,㚉
guvq=2,夃
guvs=1,䐻
guxm=2,苽
guxp=3,䓢
guyp=3,崓
guyp=4,鯝
guyp=5,鮕
guzs=1,嫴
gvaq=2,攱
gvbn=2,㲹
gvbn=3,湀
gvch=2,㸵
gvdv=3,詭
gvfv=2,佹
gvgs=4,劌
gvgs=5,劊
gvgv=3,䤥
gvjp=3,䌆
gvlv=2,㧪
gvly=4,㨳
gvma=1,貴
gvma=2,鞼
gvmp=1,螝
gvna=2,規
gvnn=3,鬹
gvnp=2,騩
gvnz=2,嫢
gvpp=2,攰
gvqp=1,䁛
gvqr=4,䞈
gvsp=2,亀
gvsp=3,䣀
gvsq=2,癐
gvsq=3,庪
gvtg=2,㰪
gvuq=2,䃽
gvuq=3,襘
gvuq=4,禬
gvva=2,膭
gvwa=1,匱
gvwd=2,匭
gvwt=3,䅅
gvwt=4,閨
gvxt=1,茥
gvxt=2,蓕
gvyg=2,嶡
gvyg=3,鱖
gvyh=3,巂
gvyt=3,鮭
gvzt=2,䞨
gwjh=2,給
gxcg=2,䯄
gxdt=2,詿
gxhs=4,叧
gxjt=2,絓
gxla=1,掛
gxlm=3,㧓
gxnm=2,颪
gxrh=2,煱
gxrh=3,䈑
gxss=2,劀
gxuh=2,䯏
gxvh=3,䏦
gxwa=2,㒷
gxwa=3,䫚
gxws=2,剮
gxww=2,冎
gydn=2,䜇
gyjt=4,緄
gyjt=5,䃂
gynt=2,輥
gytn=1,㙥
gyyj=2,鯀
gyyj=3,鮌
gzan=2,㡚
gzdh=3,詬
gzdh=4,訽
gzgh=1,䬲
gzgh=2,鉤
gzgh=3,玽
gzgt=2,鈎
gzjn=2,䃓
gzjr=2,緱
gzln=2,搆
gzmh=2,蚼
gzna=1,覯
gznn=1,冓
gzph=2,㽛
gzph=3,耉
gzph=4,耈
gzrn=3,煹
gzrn=4,簼
gzth=2,坸
gztt=2,㝅
gztt=3,㨌
gzuh=2,袧
gzvh=2,㺃
gzxh=2,茩
hcba=2,灝
hcbh=3,澔
hcbh=4,滈
hcch=1,悎
hcde=2,譹
hcdm=3,䚽
hcdn=1,諕
hcen=1,䝞
hcfh=3,傐
hcha=1,䪽
hchh=2,哠
hchp=2,嘷
hchp=3,噑
hcle=2,㩝
hcme=2,蠔
hcmg=2,毜
hcph=1,䧚
hcqp=1,暤
hcqp=2,暭
hcqp=3,曍
hcre=3,籇
hctm=2,㘪
hcvh=1,㬶
hcxh=2,薃
hcxn=3,䒵
hcxt=2,薧
hcye=1,㠙
hcyh=3,皜
hcyh=4,鰝
hcyo=2,㞻
hcyp=2,皡
hcyp=3,皥
hczc=2,恏
hdan=3,䠽
hdcg=2,㤥
hdea=2,酼
hdht=2,嚡
hdlg=2,㧡
hdln=2,㨟
hdna=1,㜾
hdng=3,駭
hdsh=2,㾂
hdtg=2,㰧
hdug=4,䯐
hdvr=1,㺔
hdza=1,妎
heba=1,㵑
hebp=2,澕
heby=2,渮
hedh=1,詥
hedh=2,謞
hedh=3,粭
hedl=2,籺
hedy=2,訶
heeq=2,覈
hega=2,頜
hega=3,鑉
hegg=1,欱
hegl=3,齕
hegp=2,䢔
hegw=2,鉌
hehw=2,咊
hehy=3,㗿
hehy=4,哬
heig=4,寉
heir=3,鶴
hejl=3,紇
hejn=2,䃒
hejq=2,礉
hejy=1,碋
hemh=2,螛
heng=2,䮤
heqm=2,毼
heqr=1,鶡
heqw=2,㬞
heta=2,䚂
heuy=2,袔
hewa=3,闔
hewh=3,秴
hexm=2,蠚
heyr=2,䳽
heyy=2,魺
heyy=3,鲄
hezw=2,姀
hfdc=2,詪
hflc=1,拫
hgbn=2,涥
hgcn=2,悙
hggo=2,鑅
hgkr=1,鴴
hgoa=1,橫
hhhv=2,䣈
hhjk=2,絎
hhqk=2,䀪
hhvg=2,㰠
hhwq=3,䦭
hhxn=2,苀
hhyn=2,魧
hjbn=2,漢
hjbn=3,㵄
hjbw=3,浫
hjbw=4,涆
hjby=2,澏
hjcw=2,䨡
hjeh=2,䣻
hjfr=2,㑵
hjgh=2,鋡
hjha=3,㘕
hjhh=3,唅
hjhq=4,㘚
hjhw=2,哻
hjhw=3,㖤
hjmh=2,蛿
hjmm=3,䗣
hjmw=4,蜬
hjmy=2,蜭
hjow=3,㢨
hjow=4,㮀
hjpm=3,螒
hjpm=4,㲦
hjpw=1,韓
hjqq=2,㪋
hjqw=2,睅
hjqw=3,晘
hjrh=2,筨
hjrw=2,䈄
hjry=2,㸁
hjtk=2,圅
hjuw=1,䘶
hjva=2,㺝
hjvq=4,㺖
hjvw=2,猂
hjvw=3,䏷
hjvz=2,肣
hjwa=1,頇
hjwg=2,䧲
hjwh=2,馠
hjww=3,閈
hjww=4,䍑
hjww=5,闬
hjxh=2,莟
hjxk=3,䓿
hjxr=2,䕿
hjxw=3,䓍
hjyh=5,㟏
hjyh=6,㟔
hjyh=7,岾
hjym=2,魽
hjyw=4,屽
hjyw=5,皔
hjyz=3,䶃
hjzh=2,娢
hjzl=2,㼨
hkbn=2,瀤
hkjn=2,䃶
hkxn=2,蘹
hkxn=3,蘾
hlaa=2,㡃
hlca=3,怳
hlca=4,愰
hlca=5,㤺
hlda=2,詤
hlda=3,謊
hlda=4,䊣
hldg=2,諻
hldg=3,䊗
hldg=4,韹
hlfg=2,偟
hlga=2,兤
hlga=3,鐄
hlga=4,鎤
hlgg=3,鍠
hlgg=4,餭
hlma=6,黃
hlma=7,䪄
hlmg=2,䍿
hlmg=3,䑟
hlng=2,騜
hlnv=1,奛
hlqa=2,䁜
hlqa=3,䀮
hlqa=4,晄
hlqa=5,曂
hlra=2,熿
hlra=3,炾
hlra=4,熀
hlra=5,篊
hlug=2,䄓
hlvv=4,朚
hlya=2,皝
hlya=3,皩
hlya=4,鱑
hlyg=4,崲
hlyg=5,鰉
hlyr=2,䳨
hlzg=2,䞹
hobg=1,瀖
hobh=3,㓉
hobj=3,湱
hocg=2,靃
hodo=1,謋
hofa=2,貨
hofh=3,俰
hogr=2,鈥
hohr=2,吙
holn=2,㩇
holn=3,掝
holp=1,捇
holp=2,㨯
honj=1,騞
honq=1,耯
hoqq=2,䂄
hoqq=3,矆
hoqr=2,眓
horn=2,㦯
houh=3,䄆
houh=4,禍
howa=1,旤
howh=3,秮
howh=4,秳
hrbn=4,渙
hrce=1,㹖
hrdg=2,讙
hrdn=2,糫
hren=3,䴋
hrgn=2,鐶
hrgn=3,瓛
hrgn=4,瑍
hrgn=5,環
hrhn=2,喚
hria=2,羦
hric=1,䍺
hrik=2,䆠
hrin=2,寏
hrja=2,綄
hrjn=3,絙
hrjn=4,繯
hrjq=2,緩
hrkn=2,䴟
hrln=3,換
hrln=4,攌
hrnc=2,㹕
hrng=1,驩
hrnn=2,轘
hrnp=2,䭴
hrnr=1,鴅
hrql=1,㼫
hrrn=2,煥
hrsn=3,瘓
hrsn=4,奐
hrsr=2,㡲
hrsr=3,烉
hrua=2,䯘
hrwo=1,䦡
hrxg=3,歡
hrxp=3,酄
hrya=4,鯇
hryq=2,嵈
hryq=3,鰀
hrzo=1,䠉
hsaa=2,鬨
hsat=2,竤
hsat=3,谹
hsba=2,澒
hsbd=3,渹
hsbt=2,汯
hsbt=3,浤
hsbw=3,潂
hsda=3,粠
hsde=3,訌
hsde=4,䉺
hsde=5,䪦
hsgd=2,鍧
hsge=3,䆪
hsha=2,嗊
hsha=3,嚝
hshe=2,叿
hshw=1,㖓
hsit=2,䆖
hsit=3,宖
hsje=2,紅
hsjt=3,紘
hsjt=4,紭
hsjt=5,綋
hsjt=6,硡
hsmo=3,䩑
hsmt=2,鞃
hsnd=2,輷
hsnp=2,轟
hsot=2,㢬
hspa=1,䧆
hspm=3,䫺
hsre=2,灴
hsre=3,焢
hsrm=2,䎕
hsta=1,垬
hsva=2,㬴
hswa=1,閧
hswt=2,閎
hswv=2,闀
hswv=3,闂
hsxa=2,葓
hsxe=2,葒
hsxt=3,苰
hsye=3,魟
hsze=2,妅
huba=2,泘
hubk=2,鍙
hubp=2,汻
hubp=3,滸
hubq=4,沍
hubq=5,㳷
hubu=3,冴
hubv=3,滬
hucc=2,䨚
hucg=1,䧼
huco=1,恗
huda=2,謼
huda=3,䉿
hudi=3,粐
hudp=2,䊀
huea=3,乕
hugn=2,錿
hugv=2,鍸
hugv=3,餬
huha=2,嘑
huho=1,嚛
huhv=3,㗅
huia=2,帍
huii=4,戶
huir=1,鳸
hujh=3,絗
hujq=2,㫚
hujq=3,曶
hujq=4,䊺
huka=1,䴣
hula=2,摢
hulc=1,㧾
hulq=1,抇
hulu=3,搰
hulv=2,㨭
huly=5,㧮
humc=1,㦌
humq=2,韄
humv=3,䩴
hunc=2,䬍
hunj=3,綔
hunp=2,㪶
hunv=1,鬍
huop=2,楛
hupj=3,䴯
hupl=2,瓳
hupn=2,䰧
huqr=1,䁫
hurh=2,焀
hurv=2,熩
hurv=3,簄
hurv=4,箶
husv=2,㾰
hutm=1,螜
hutn=3,壷
hutn=4,壺
hutt=3,㷤
hutt=4,㺉
hutt=5,嗀
huuy=3,衚
huvc=3,㺀
huvr=2,膴
huwh=3,䚛
huwj=3,匢
huwq=2,匫
huwq=3,䨼
huxn=3,萀
huxp=1,蔛
huxq=1,䕶
huxv=2,蔰
huyq=3,鱯
huyq=4,魱
huyv=2,鰗
huzh=2,䞱
huzo=1,嫮
huzv=2,媩
huzv=3,䠒
hvan=4,囬
hvba=1,濊
hvba=2,湏
hvba=3,頮
hvbc=3,潓
hvbp=2,瀈
hvbq=2,澮
hvbz=3,颒
hvcc=2,憓
hvcc=3,懳
hvch=1,恛
hvcp=2,㹆
hvcp=3,䩈
hvda=2,䜋
hvdc=4,譓
hvdc=5,譿
hvdh=3,䛛
hvdp=3,誨
hvdr=2,詼
hvdy=1,詯
hvfh=4,佪
hvfh=5,儶
hvge=3,餯
hvgh=1,䤧
hvgt=2,㻅
hvhc=2,嚖
hvhq=3,嘒
hvhr=3,噅
hvic=2,寭
hvjj=2,䌇
hvjq=3,繪
hvjr=1,䃣
hvjt=3,絵
hvlp=3,揮
hvlp=4,㱱
hvlq=3,㨹
hvlr=2,㷇
hvlr=3,拻
hvlr=4,撝
hvma=2,䫭
hvmd=2,蚘
hvme=2,䖶
hvmh=2,噕
hvmp=2,翬
hvnc=2,恵
hvnc=3,㥣
hvoc=2,櫘
hvot=2,檓
hvpc=3,䧥
hvpd=3,䜐
hvpr=2,㞀
hvqp=2,暉
hvqq=1,瞺
hvqq=2,暳
hvqt=2,睳
hvre=1,䂕
hvrt=2,燬
hvrt=3,㷐
hvuq=2,幑
hvuq=3,鰴
hvuq=4,徻
hvuw=2,褘
hvva=1,獩
hvvo=1,䏨
hvwa=1,芔
hvwa=2,穢
hvwa=3,闠
hvwg=2,匯
hvxp=3,䕇
hvxp=4,藱
hvxq=1,蔧
hvxq=2,薈
hvxt=2,蘳
hvyh=3,鮰
hvyl=2,㩓
hvys=2,屶
hvyt=3,毀
hvyt=4,毇
hvzg=3,婎
hwrg=2,㱄
hxbn=2,澅
hxcp=2,㦊
hxdh=3,諣
hxdh=4,䛡
hxdh=5,話
hxdp=3,譁
hxdq=2,譮
hxdq=3,諙
hxgn=2,鋘
hxgo=3,釫
hxgt=2,錵
hxgu=3,䶤
hxgw=2,釪
hxho=2,㕲
hxhp=2,嘩
hxhy=4,㕷
hxij=1,䋀
hxjn=3,繣
hxju=5,磆
hxlh=3,搳
hxlm=3,摦
hxlo=3,㚌
hxmu=3,螖
hxnh=1,夻
hxns=3,㓰
hxop=2,樺
hxop=3,枠
hxxl=4,蕐
hxxp=2,華
hxxr=1,蘤
hxxr=2,鷨
hxxt=5,芲
hxxt=6,蒊
hxyu=3,䱻
hxzh=1,姡
hxzt=2,婲
hybq=2,涽
hydp=1,諢
hydt=4,䛰
hydt=5,䊐
hyee=2,圂
hyfa=1,俒
hygp=2,琿
hygt=2,餛
hyhq=2,㖧
hyle=1,㨡
hylq=2,殙
hylt=3,掍
hynp=2,䡣
hynp=3,䮝
hynp=4,轋
hynp=5,䰟
hyqq=2,睧
hytp=1,堚
hywq=3,閽
hywt=2,䅙
hywt=3,䚠
hyxp=2,葷
hzbh=1,洉
hzch=2,㸸
hzch=3,㤧
hzeh=2,豞
hzer=2,鱟
hzer=3,䳧
hzfa=1,䫛
hzgr=2,鍭
hzgr=3,餱
hzhr=3,㗋
hzqn=2,㫗
hzqr=2,䞀
hzqr=3,睺
hzqr=4,㬋
hzsr=2,䂉
hzsr=3,矦
hzvo=2,犼
hzvr=2,㺅
hzwa=1,䪷
hzxr=2,葔
hzyh=4,鮜
hzyr=3,鯸
hzzh=2,䞧
iadt=2,詫
iaee=3,艖
iald=2,詧
ialy=2,揷
iama=1,靫
iaoy=2,㮑
iaxt=2,䒲
iaxy=2,䕓
iazt=2,奼
icao=2,罺
icao=3,巣
icde=1,訬
icdo=1,䜈
icer=1,㷅
icer=2,焣
icfg=2,仦
icge=3,鈔
icns=2,䫸
icpa=1,䰫
icqp=1,鼌
icre=2,煼
icve=2,䏚
idbt=2,㳗
idda=1,訍
idho=3,喍
idxm=2,䘍
idxm=3,蠆
iebq=2,㵔
iedh=1,䛸
ieer=1,聅
iefe=2,伡
iefe=3,㒤
iejp=1,䋲
iejp=2,硨
ielj=1,硩
ielq=3,㨋
ielq=4,撦
ieqq=2,瞮
ietk=2,㔭
iexp=1,莗
ieye=2,㿭
ifbo=2,㴴
ifca=2,霃
ifdn=3,䜟
ifdn=4,讖
ifdo=2,諶
ifdo=3,諃
ifgl=2,㧱
ifgo=2,齓
ifgo=3,鍖
ifgt=3,齔
ifha=2,嚫
ifik=2,䆣
ifje=2,磣
ifjo=2,綝
ifkk=2,麎
ifly=3,揨
ifpc=2,㥲
ifpm=1,螴
ifpp=2,迧
ifqa=2,䞋
ifqk=3,䀼
ifqk=4,曟
ifua=3,襯
ifva=2,䐜
ifxk=2,茞
ifxk=3,莀
ifya=2,䫈
ifyk=2,䢅
igba=2,湞
igbn=2,洆
igbq=3,瀓
igdo=3,誠
igfg=3,侱
igfn=2,僜
iggl=1,鐣
iggo=4,鋮
iggo=5,鏿
iggo=6,饓
iggq=2,鏳
iggz=2,䟫
igia=1,竀
igio=2,窚
igiy=1,䆑
igjq=2,碀
igmg=2,蟶
igmn=1,爯
igno=2,騁
igno=3,䮪
igpn=2,䧕
igqy=2,䁎
igra=2,䫆
igro=2,筬
igta=1,赬
igta=2,頳
iguc=2,懲
igug=3,徎
igug=4,䄇
igvg=2,脭
igxn=3,䕝
igzo=3,娍
igzy=2,䟓
ihfa=3,倀
ihfa=4,償
ihfq=2,僘
ihgj=2,瑒
ihgq=2,錩
ihgq=3,琩
ihhq=2,嚐
ihic=1,㦂
ihma=1,蟐
ihma=2,䗅
ihma=3,䩨
ihnt=2,䯴
ihnt=3,镸
ihpj=3,畼
ihpj=4,暢
ihqq=2,晿
ihqr=2,㫤
ihrq=2,焻
ihtj=6,場
ihtj=7,塲
ihvj=3,腸
ihvj=4,膓
ihwq=2,䅛
ihwq=3,閶
ihyh=3,䱽
ihyq=2,鯧
ihyq=3,鱨
ihza=2,䠆
iibc=2,懘
iibh=3,湁
iice=1,恜
iico=1,㥡
iicy=2,憏
iidc=3,䜄
iidi=1,粚
iidi=2,䪧
iigl=2,鉹
iigw=2,歯
iigw=3,齒
iihj=2,噄
iihm=2,翤
iiip=2,遅
iiip=3,遟
iiip=4,遲
iija=2,絺
iijp=2,硳
iikr=2,鴟
iilg=2,攡
iilk=2,銐
iilp=2,卶
iilq=2,䀸
iimi=3,蚇
iimk=2,蚳
iimk=3,翨
iini=2,馳
iinl=2,䮈
iioi=2,㢮
iipb=4,麶
iipm=2,䧝
iipp=2,勑
iipp=3,勅
iipp=4,遫
iiqk=3,貾
iiri=2,竾
iiri=3,筂
iirn=2,箎
iirq=2,熾
iise=2,㡿
iiss=2,痸
iiuc=2,䙙
iiun=2,裭
iivi=3,肔
iivy=2,胵
iivy=3,腟
iixs=1,㔑
iixy=3,荎
iiyr=2,鵄
ijaa=3,覘
ijcn=2,懴
ijcn=3,懺
ijcw=3,㹌
ijcw=4,㦃
ijdr=1,誗
ijdr=2,讒
ijdr=3,䜛
ijdy=3,諂
ijdy=4,讇
ijer=3,艬
ijgh=1,鉆
ijgm=3,䥀
ijgz=1,䤫
ijha=2,丳
ijhr=1,嚵
ijjm=4,緾
ijjp=2,繟
ijjp=3,硟
ijlr=2,攙
ijly=3,摲
ijmm=2,䩶
ijnj=1,磛
ijqr=2,䂁
ijrh=2,煘
ijrs=2,剗
ijsr=2,毚
ijup=3,禪
ijvr=3,㹽
ijvr=4,㺥
ijyy=1,䱿
ijzd=2,䠨
ijzh=2,㚲
ilam=2,㡖
ilbh=2,凔
ilfn=2,傸
ilgs=2,創
ilic=2,䆫
ilic=3,窓
ilic=4,窻
iljm=3,䃥
iljn=2,磢
ilnl=2,㼽
iogz=2,齪
iojp=2,綽
iolm=1,擉
iozp=2,娕
iozp=3,趠
iozp=4,婥
iraa=2,巛
iree=1,舡
irfw=2,僢
irll=1,㱛
irqy=2,䁣
irqy=3,暷
irve=2,猭
irxw=2,荈
iryl=2,㼷
isba=3,沖
isba=4,浺
isca=2,㤝
isem=2,䖝
isem=3,䝑
isga=2,銃
isia=2,䆔
isic=1,憃
isiy=2,崈
isjm=2,緟
islm=1,揰
ismm=2,蟲
ismm=3,蝩
ispm=1,隀
isua=2,䘪
isys=2,㓽
iuan=2,竌
iuan=3,處
iuce=2,犓
iucy=3,㤕
iudq=2,諔
iudq=3,䊰
iuee=2,豖
iufq=4,儲
iugh=3,齣
iugk=2,齼
iugk=3,璴
iugz=2,珿
iuhe=3,㗙
iuhh=2,嘼
iujk=4,礎
iujy=6,絀
iunq=1,䜴
iuok=2,檚
iuoq=2,榋
iuoy=2,櫉
iuoy=3,櫥
iupm=2,䎝
iuqn=3,処
iusy=2,㕑
iusy=3,廚
iute=2,㙇
iuug=5,䙘
iuvm=2,臅
iuvp=2,鄐
iuwg=2,閦
iuwg=3,雛
iuwm=3,觸
iuwr=2,鶵
iuxp=1,蓫
iuxq=2,蕏
iuxq=3,藸
iuyg=2,欪
iuyp=3,㔘
iuyy=5,岀
iuza=1,䟣
iuze=1,媰
iuze=2,䟞
iuzq=2,䠧
iuzy=2,㛀
iuzy=3,躕
iuzy=4,趎
iuzz=2,踀
ivwn=2,埀
ivxn=2,菙
ixwd=2,䊬
iybk=3,浱
iybl=3,㵮
iybv=2,漘
iygv=1,䥎
iyhq=2,㖺
iyic=2,惷
iyjo=2,純
iyoq=2,槆
iyoq=3,橁
iypk=2,陙
iyqq=2,睶
iyqq=3,賰
iyqq=4,暙
iyxo=2,䓐
iyxo=3,蒓
iyxy=3,蓴
iyyq=2,㿤
iyyq=3,鰆
izay=2,幬
izbc=3,㵞
izde=1,䪮
izfq=2,䀺
izfy=2,儔
izgc=2,犫
izgg=2,讎
izgg=3,雔
izjh=3,綢
izjp=2,䌷
izjp=3,紬
izjy=1,䌧
izle=1,搊
izlp=2,㨨
izpy=2,疇
izry=2,燽
izry=3,籌
iztc=2,㦞
izuh=1,裯
izxp=2,菗
izxp=3,䔏
izxy=2,薵
izxy=3,䓓
izyh=5,皗
izyt=2,臰
izyy=3,㿧
izyy=4,䲖
izzy=2,嬦
izzy=3,躊
jbba=3,㴆
jbba=4,濜
jbbq=4,濅
jbbw=3,漌
jbcy=2,㦗
jbdw=3,謹
jbfa=3,侭
jbfa=4,儘
jbfw=2,僅
jbgp=3,進
jbgp=4,㻱
jbgp=5,璡
jbgq=4,䭙
jbgw=2,饉
jbgz=3,䶖
jbhk=2,唫
jbiq=2,䆮
jbiq=3,寖
jbjk=4,䋮
jbjq=3,縉
jbjq=4,䃡
jbjw=3,䌍
jbjy=3,䌝
jbkj=3,緊
jbkk=4,钅
jbla=1,㧆
jblq=2,搢
jblw=2,㨷
jbmg=1,歏
jbmp=1,䗯
jbmz=2,黅
jbna=1,兓
jbnq=3,晉
jbob=2,枃
jbov=2,巹
jboy=2,㯲
jbqq=4,㬐
jbra=2,燼
jbrp=2,煡
jbrp=3,䈥
jbrs=3,㶦
jbrw=4,䈽
jbsw=2,厪
jbsz=2,矝
jbta=2,壗
jbtq=2,埐
jbuk=1,䘳
jbxa=2,藎
jbxp=2,荕
jbyp=2,劤
jbyq=2,嶜
jbyq=3,㬜
jbza=2,嬧
jbzw=1,嫤
jiah=2,茍
jian=6,䶓
jian=7,䍤
jias=3,剤
jiba=2,濈
jibn=1,㳵
jibn=2,㴉
jibn=3,済
jibn=4,濟
jibo=1,潗
jibq=5,漃
jibr=2,鶺
jibw=3,㴕
jica=4,䀈
jica=5,㥍
jica=6,懻
jica=7,霵
jicn=3,㥛
jicn=4,霽
jict=2,塈
jicv=2,䨖
jidc=3,誋
jidg=1,譏
jidn=4,䜞
jidp=4,計
jidq=1,譤
jidr=2,䛋
jidv=3,記
jidy=1,䛴
jieg=2,䤒
jier=2,覊
jifg=4,僟
jige=3,鍓
jigg=2,鐖
jigg=3,饑
jigg=4,雦
jigg=5,璣
jigh=3,銡
jign=2,䶩
jign=3,飢
jign=4,亼
jign=5,鑇
jign=6,㻑
jigo=3,鏶
jigo=4,雧
jiha=2,哜
jihg=1,嘰
jihn=2,嗘
jihn=3,嚌
jiho=3,㗱
jihp=2,喞
jihr=2,㘍
jiiq=3,㞛
jiiq=4,㧀
jije=2,緝
jijg=3,幾
jijg=4,磯
jijo=2,㡭
jijo=3,継
jijo=4,繼
jijq=4,級
jijr=1,㡮
jijv=3,紀
jiln=3,裚
jiln=4,㨈
jiln=5,擠
jilp=3,揤
jilr=1,撠
jimd=2,諅
jimg=1,蟣
jimg=2,鞿
jimg=3,雞
jimn=2,䩯
jimp=2,卙
jimv=2,朞
jina=4,驥
jina=5,㒫
jina=6,旡
jine=2,輯
jing=3,䰏
jing=4,耭
jinj=5,繋
jinl=1,撃
jinl=2,擊
jinn=3,䮺
jinq=2,敧
jint=2,毄
jint=3,坖
jiny=2,㚡
jion=2,極
jion=3,櫅
jioq=2,㮨
jioq=3,㮷
jipa=2,賫
jipa=3,賷
jipg=2,魕
jipn=3,隮
jipy=3,㞆
jipy=4,際
jipz=2,㚻
jiqq=3,彐
jiqq=4,䁶
jiqq=5,䝸
jiqq=6,彑
jiqr=3,鳮
jiqr=4,䲯
jiqy=4,暩
jira=2,䚐
jire=1,箿
jirr=1,鷑
jirs=1,刏
jirw=3,筓
jito=2,㙫
jitp=1,郆
jitq=3,叝
jitv=4,塉
jiua=3,襀
jiug=4,禨
jiva=1,齎
jiva=2,㠱
jivd=2,犱
jive=3,䐕
jivh=5,狤
jivn=2,韲
jivn=3,齏
jivr=2,齌
jivr=3,鵋
jivs=5,劑
jivv=3,膌
jivy=4,䐀
jivz=3,妀
jiwa=2,稘
jiwa=3,積
jiwa=4,穊
jiwg=1,穖
jiwn=2,穧
jiwp=2,勣
jiwq=4,觙
jiwy=6,嵆
jixa=3,蔇
jixl=5,茤
jixn=4,薺
jixn=5,虀
jixp=3,蕀
jixp=4,䕤
jixp=5,鄿
jixs=4,葪
jixs=5,薊
jixs=6,蘮
jiya=5,旣
jiya=6,嶯
jiya=7,覬
jiya=8,鰿
jiyc=5,㦘
jiyp=2,卽
jiyp=3,皍
jiyr=6,鸄
jiyt=3,皀
jiyv=3,魢
jiyy=3,鰶
jiza=3,蹟
jizg=2,䟇
jizg=3,䟌
jizh=2,趌
jizk=2,姫
jizq=2,踖
jizq=3,躤
jkaa=2,競
jkaa=3,竧
jkbe=2,涇
jkbq=2,淨
jkbq=3,浄
jkbq=4,瀞
jkbq=5,凈
jkda=4,竸
jkdd=3,誩
jkde=1,䪫
jkfa=1,傹
jkil=1,宑
jkil=2,穽
jkje=2,經
jkjt=4,経
jklt=3,坓
jkna=1,頸
jkns=1,剄
jkqg=2,㬌
jkqg=3,暻
jkqq=2,曔
jkqv=2,䝼
jkrs=2,䵞
jkse=3,痙
jkue=2,徑
jkve=3,脛
jkvg=4,亰
jkwa=2,靚
jkwq=2,靜
jkxe=2,莖
jkxm=5,蟼
jkxq=3,葏
jkxr=3,驚
jkxs=2,荊
jkxx=3,㢣
jkyg=4,鯨
jkzg=3,婛
jlba=2,滰
jldn=1,講
jlfn=2,傋
jljn=3,繮
jljw=2,䋌
jljw=3,絳
jllm=2,摾
jlln=2,殭
jlly=2,摪
jlmg=2,翞
jlmn=2,䗵
jlmn=3,韁
jlnb=2,漿
jlne=3,醬
jlne=4,醤
jlnn=3,畺
jlnn=4,獎
jlnn=5,奬
jlnn=6,奨
jlno=2,槳
jlny=2,將
jlon=2,彊
jlon=3,橿
jlpn=1,疅
jlry=2,䉃
jltn=1,壃
jlxy=2,蔣
jlym=3,嵹
jlyy=3,鱂
jlzy=1,䞪
jman=2,㡨
jmas=2,㓺
jmbh=3,減
jmbp=3,湕
jmbq=2,㶕
jmbq=3,澗
jmbq=4,冿
jmbr=2,濺
jmbr=3,瀳
jmby=4,漸
jmdj=4,詃
jmdm=3,譾
jmdp=3,諫
jmdr=6,諓
jmds=3,謭
jmds=4,糋
jmfg=3,倹
jmfg=4,儉
jmgg=2,鐱
