汉字	完整拆分	首根	末根
聨	耳 ＋ 幺 ＋ 幺 ＋ 廾	耳	廾
聫	耳 ＋ 幺 ＋ 幺 ＋ 大	耳	大
聮	耳 ＋ 幺 ＋ 幺 ＋ 灬	耳	灬
羷	⺶ ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	⺶	人
纞	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 心	幺	心
縺	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 車 ＋ 辶	幺	辶
蹥	⻊ ＋ 車 ＋ 辶	⻊	辶
鰊	魚 ＋ 柬	魚	柬
櫣	木 ＋ 艹 ＋ 車 ＋ 辶	木	辶
堜	土 ＋ 柬	土	柬
尦	八 ＋ 儿 ＋ 勹 ＋ 丶	八	丶
爎	火 ＋ 宀 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	火	小
炓	火 ＋ 冬字底 ＋ 十	火	十
膋	火 ＋ 火 ＋ 冖 ＋ ⺝	火	⺝
藔	艹 ＋ 宀 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	艹	小
蟟	虫 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	虫	小
飉	⺇ ＋ 撇 ＋ 虫 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	⺇	小
賿	目 ＋ 八 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	目	彡
飂	⺇ ＋ 撇 ＋ 虫 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	⺇	彡
嶚	山 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	山	小
嶛	山 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	山	小
廫	广 ＋ 月 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	广	彡
叾	了 ＋ 口	了	口
曢	日 ＋ 宀 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	日	小
敹	⺊ ＋ 冖 ＋ 釆 ＋ 攵	⺊	攵
爒	然左角 ＋ 火 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	然左角	小
憀	忄 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	忄	彡
尞	大 ＋ 丷 ＋ 日 ＋ 小	大	小
蹘	⻊ ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	⻊	彡
鄝	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 阝	习	阝
膫	月 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	月	小
囖	口 ＋ ⺮ ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	口	隹
爍	火 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	火	木
籮	⺮ ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	⺮	隹
癳	疒 ＋ 田 ＋ 田 ＋ 田 ＋ 糸	疒	糸
鸁	亡 ＋ 口 ＋ 月 ＋ 鳥 ＋ 凡	亡	凡
饠	全字头 ＋ 丶 ＋ 即字旁 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	全字头	隹
洜	各 ＋ 水	各	水
捰	扌 ＋ 果	扌	果
攞	扌 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	扌	隹
攎	扌 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	扌	皿
罖	罒 ＋ 全字头 ＋ 丶	罒	丶
纙	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	幺	隹
曪	日 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	日	隹
儸	亻 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	亻	隹
剆	丶 ＋ 即字旁 ＋ 刂	丶	刂
覙	⺈ ＋ 小 ＋ 目 ＋ 儿	⺈	儿
頱	爫 ＋ 寸 ＋ 一 ＋ 自 ＋ 八	爫	八
镙	钅 ＋ 田 ＋ 糸	钅	糸
鴼	鳥 ＋ 各	鳥	各
浖	氵 ＋ 爫 ＋ 寸	氵	寸
茢	艹 ＋ 歹 ＋ 刂	艹	刂
劦	力 ＋ 力 ＋ 力	力	力
猟	犭 ＋ 丶 ＋ 丷 ＋ ⺇ ＋ 举字底	犭	举字底
蛚	虫 ＋ 歹 ＋ 刂	虫	刂
犣	牜 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	牜	折
睙	目 ＋ 户 ＋ 犬	目	犬
挒	扌 ＋ 歹 ＋ 刂	扌	刂
挘	扌 ＋ 小 ＋ 丿 ＋ 力	扌	力
聗	耳 ＋ 大 ＋ 人 ＋ 人	耳	人
毟	小 ＋ 丿 ＋ 毛	小	毛
姴	歹 ＋ 刂 ＋ 女	歹	女
劽	歹 ＋ 刂 ＋ 力	歹	力
鮤	歹 ＋ 刂 ＋ 魚	歹	魚
鴷	歹 ＋ 刂 ＋ 鳥	歹	鳥
迾	歹 ＋ 刂 ＋ 辶	歹	辶
栵	木 ＋ 歹 ＋ 刂	木	刂
巤	巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	巛	折
煭	巛 ＋ 歹 ＋ 刂 ＋ 灬	巛	灬
埓	土 ＋ 撇 ＋ 丶 ＋ 丶 ＋ 撇 ＋ 寸	土	寸
嚠	口 ＋ 留字头 ＋ 金 ＋ 刂	口	刂
媹	女 ＋ 留字头 ＋ 田	女	田
嬼	女 ＋ 留字头 ＋ 金 ＋ 刂	女	刂
熮	火 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	火	彡
畂	田 ＋ 久	田	久
裗	衤 ＋ 亠 ＋ 厶 ＋ 荒字底	衤	荒字底
瀏	氵 ＋ 留字头 ＋ 金 ＋ 刂	氵	刂
沠	氵 ＋ 爪	氵	爪
蒥	艹 ＋ 留字头 ＋ 田	艹	田
藰	艹 ＋ 留字头 ＋ 金 ＋ 刂	艹	刂
蓅	艹 ＋ 氵 ＋ 亠 ＋ 厶 ＋ 荒字底	艹	荒字底
羀	冂 ＋ 㐅 ＋ 㐅 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	冂	田
鎦	全字头 ＋ 金字底 ＋ 留字头 ＋ 田	全字头	田
鐂	全字头 ＋ 金字底 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	全字头	田
餾	全字头 ＋ 丶 ＋ 即字旁 ＋ 留字头 ＋ 田	全字头	田
飅	⺇ ＋ 撇 ＋ 虫 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	⺇	田
嵧	山 ＋ 留字头 ＋ 田	山	田
麍	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 亠 ＋ 厶 ＋ 荒字底	广	荒字底
驑	馬 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	馬	田
鬸	一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨 ＋ 留字头 ＋ 田	一	田
駠	馬 ＋ 卯	馬	卯
駵	馬 ＋ 丌 ＋ 匚 ＋ 折 ＋ 一	馬	一
磂	石 ＋ 留字头 ＋ 田	石	田
磟	石 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	石	彡
畄	丶 ＋ 丷 ＋ 田	丶	田
鰡	魚 ＋ 留字头 ＋ 田	魚	田
雡	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 隹	习	隹
橊	木 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	木	田
旈	方 ＋ 亠 ＋ 厶 ＋ 荒字底	方	荒字底
塯	土 ＋ 留字头 ＋ 田	土	田
巒	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 山	言	山
灓	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 水	言	水
曫	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 日	言	日
奱	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 大	言	大
虊	艹 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 木	艹	木
癴	疒 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 手	疒	手
癵	疒 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 冂 ＋ 人 ＋ 人	疒	人
釠	全字头 ＋ 金字底 ＋ 几	全字头	几
羉	罒 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 糸	罒	糸
乿	爫 ＋ 糸 ＋ 折	爫	折
爖	火 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	火	三
篭	⺮ ＋ 立 ＋ 龟字底	⺮	龟字底
襱	衤 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	衤	三
湰	氵 ＋ 夂 ＋ 一 ＋ 生	氵	生
蕯	艹 ＋ 阝 ＋ 夂 ＋ 一 ＋ 生	艹	生
蘢	艹 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	艹	三
龓	𠂇 ＋ ⺝ ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	𠂇	三
竉	宀 ＋ 八 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	宀	三
龒	立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三 ＋ 示	立	示
嶐	山 ＋ 阝 ＋ 夂 ＋ 一 ＋ 生	山	生
巃	山 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	山	三
巄	山 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	山	三
礲	石 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	石	三
躘	⻊ ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	⻊	三
槞	木 ＋ 立 ＋ 龟字底	木	龟字底
壠	土 ＋ 立 ＋ ⺝ ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	土	三
鋢	全字头 ＋ 金字底 ＋ 爫 ＋ 子	全字头	子
寽	爫 ＋ 寸	爫	寸
嚧	口 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	口	皿
髗	骨 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	骨	皿
謢	言 ＋ 隹 ＋ 又	言	又
娽	女 ＋ 录字头 ＋ 氺	女	氺
粶	米 ＋ 录字头 ＋ 氺	米	氺
舮	舟 ＋ 户	舟	户
簬	⺮ ＋ ⻊ ＋ 各	⺮	各
簵	⺮ ＋ 車 ＋ 各	⺮	各
簶	⺮ ＋ 礻 ＋ 录字头 ＋ 氺	⺮	氺
瀘	氵 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	氵	皿
虂	艹 ＋ ⻗ ＋ ⻊ ＋ 各	艹	各
蓾	艹 ＋ ⺊ ＋ 囗 ＋ 㐅 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丶	艹	丶
鐪	全字头 ＋ 金字底 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 力	全字头	力
鏴	全字头 ＋ 金字底 ＋ ⻊ ＋ 各	全字头	各
鑥	全字头 ＋ 金字底 ＋ 魚 ＋ 日	全字头	日
鏀	全字头 ＋ 金字底 ＋ ⺊ ＋ 囗 ＋ 㐅 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丶	全字头	丶
鈩	全字头 ＋ 金字底 ＋ 户	全字头	户
鑪	全字头 ＋ 金字底 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	全字头	皿
錴	全字头 ＋ 金字底 ＋ 土 ＋ 八 ＋ 土	全字头	土
矑	目 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	目	皿
摝	扌 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	扌	匕
騼	馬 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	馬	匕
彔	彑 ＋ 氺	彑	氺
纑	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	幺	皿
曥	日 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	日	皿
硵	石 ＋ ⺊ ＋ 囗 ＋ 㐅	石	㐅
硉	石 ＋ 聿	石	聿
磠	石 ＋ ⺊ ＋ 囗 ＋ 㐅 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丶	石	丶
侓	亻 ＋ 聿	亻	聿
蹗	⻊ ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	⻊	匕
踛	⻊ ＋ 土 ＋ 八 ＋ 土	⻊	土
觮	⺈ ＋ 用 ＋ 录字头 ＋ 氺	⺈	氺
魲	魚 ＋ 户	魚	户
椂	木 ＋ 录字头 ＋ 氺	木	氺
樐	木 ＋ ⺊ ＋ 囗 ＋ 㐅 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丶	木	丶
枦	木 ＋ 户	木	户
黸	黑 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	黑	皿
鵦	鳥 ＋ 录字头 ＋ 氺	鳥	氺
勎	土 ＋ 八 ＋ 土 ＋ 力	土	力
趢	走 ＋ 录字头 ＋ 氺	走	氺
塷	土 ＋ ⺊ ＋ 囗 ＋ 㐅 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丶	土	丶
鵱	土 ＋ 八 ＋ 土 ＋ 鳥	土	鳥
塶	土 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	土	匕
瓐	王 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 皿	王	皿
坴	土 ＋ 八 ＋ 土	土	土
鷜	口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女 ＋ 鳥	口	鳥
謱	言 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	言	女
焒	火 ＋ 口 ＋ 口	火	口
爈	火 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 心	火	心
箻	⺮ ＋ 彳 ＋ 聿	⺮	聿
藘	艹 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 心	艹	心
穞	禾 ＋ 鱼 ＋ 日	禾	日
屢	尸 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	尸	女
鑢	全字头 ＋ 金字底 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 心	全字头	心
瞜	目 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	目	女
嵂	山 ＋ 彳 ＋ 聿	山	聿
捛	扌 ＋ 口 ＋ 口	扌	口
挔	扌 ＋ 衣	扌	衣
馿	馬 ＋ 户	馬	户
絽	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 口 ＋ 口	幺	口
繂	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 亠 ＋ 幺 ＋ 冫 ＋ 撇 ＋ 点 ＋ 十	幺	十
勴	卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 心 ＋ 力	卜	力
慺	忄 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	忄	女
儢	亻 ＋ 卜 ＋ 厂 ＋ 七 ＋ 田 ＋ 心	亻	心
祣	礻 ＋ 𠂉 ＋ 旅下角	礻	旅下角
膐	方 ＋ 𠂉 ＋ 旅下角 ＋ 冂 ＋ 人 ＋ 人	方	人
膢	月 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	月	女
膟	月 ＋ 亠 ＋ 幺 ＋ 冫 ＋ 撇 ＋ 点 ＋ 十	月	十
讄	言 ＋ 田 ＋ 田 ＋ 田	言	田
頪	米 ＋ 一 ＋ 自 ＋ 八	米	八
畾	田 ＋ 田 ＋ 田	田	田
纍	田 ＋ 田 ＋ 田 ＋ 糸	田	糸
櫐	田 ＋ 田 ＋ 田 ＋ 木	田	木
壨	田 ＋ 田 ＋ 田 ＋ 田 ＋ 土	田	土
灅	氵 ＋ 田 ＋ 田 ＋ 田 ＋ 土	氵	土
蘱	艹 ＋ 米 ＋ 犬 ＋ 一 ＋ 自 ＋ 八	艹	八
蔂	艹 ＋ 田 ＋ 糸	艹	糸
虆	艹 ＋ 田 ＋ 田 ＋ 田 ＋ 糸	艹	糸
蕌	艹 ＋ 日 ＋ 日 ＋ 日	艹	日
蘽	艹 ＋ 田 ＋ 田 ＋ 田 ＋ 木	艹	木
蘲	艹 ＋ 田 ＋ 田 ＋ 田 ＋ 土	艹	土
蠝	虫 ＋ 田 ＋ 田 ＋ 田	虫	田
鑘	全字头 ＋ 金字底 ＋ 田 ＋ 田 ＋ 田	全字头	田
銇	全字头 ＋ 金字底 ＋ 耒	全字头	耒
鑸	全字头 ＋ 金字底 ＋ 田 ＋ 田 ＋ 田 ＋ 土	全字头	土
矋	目 ＋ 厂 ＋ 艹 ＋ 日 ＋ 禺字底	目	禺字底
絫	厶 ＋ 厶 ＋ 厶 ＋ 糸	厶	糸
厽	厶 ＋ 厶 ＋ 厶	厶	厶
攂	扌 ＋ 田 ＋ 田 ＋ 田	扌	田
轠	車 ＋ 田 ＋ 田 ＋ 田	車	田
纝	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 田 ＋ 田 ＋ 田 ＋ 糸	幺	糸
禷	礻 ＋ 米 ＋ 犬 ＋ 一 ＋ 自 ＋ 八	礻	八
鱩	魚 ＋ ⻗ ＋ 田	魚	田
瓃	王 ＋ 田 ＋ 田 ＋ 田	王	田
溣	氵 ＋ 亻 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	氵	艹
菕	艹 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	艹	艹
稐	禾 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	禾	艹
崘	山 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	山	艹
耣	耒 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	耒	艹
惀	忄 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	忄	艹
磮	石 ＋ 山 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	石	艹
踚	⻊ ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	⻊	艹
腀	月 ＋ 全字头 ＋ 一 ＋ 冂 ＋ 艹	月	艹
髏	骨 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	骨	女
遱	口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女 ＋ 辶	口	辶
熡	火 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	火	女
艛	舟 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	舟	女
屚	尸 ＋ 雨	尸	雨
塿	土 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	土	女
嬤	女 ＋ 广 ＋ 木 ＋ 木 ＋ 幺	女	幺
溤	氵 ＋ 馬	氵	馬
蔴	艹 ＋ 广 ＋ 木 ＋ 木	艹	木
獁	犭 ＋ 馬	犭	馬
犘	广 ＋ 木 ＋ 木 ＋ 牛	广	牛
鎷	全字头 ＋ 金字底 ＋ 馬	全字头	馬
遤	馬 ＋ 辶	馬	辶
碼	石 ＋ 馬	石	馬
傌	亻 ＋ 馬	亻	馬
鰢	魚 ＋ 馬	魚	馬
榪	木 ＋ 馬	木	馬
鷌	鳥 ＋ 馬	鳥	馬
姄	女 ＋ 民	女	民
勄	𠂉 ＋ 母 ＋ 力	𠂉	力
簢	⺮ ＋ 門 ＋ 亠 ＋ 㐅	⺮	㐅
笢	⺮ ＋ 民	⺮	民
渂	氵 ＋ 日 ＋ 亠 ＋ 㐅	氵	㐅
潣	氵 ＋ 門 ＋ 亠 ＋ 㐅	氵	㐅
痻	疒 ＋ 氏 ＋ 日	疒	日
錉	全字头 ＋ 金字底 ＋ 氏 ＋ 日	全字头	日
盿	目 ＋ 亠 ＋ 㐅	目	㐅
崏	山 ＋ 氏 ＋ 日	山	日
蠠	面 ＋ 虫 ＋ 虫	面	虫
捪	扌 ＋ 氏 ＋ 日	扌	日
刡	民 ＋ 刂	民	刂
敯	民 ＋ 日 ＋ 攴	民	攴
鴖	民 ＋ 鳥	民	鳥
閔	門 ＋ 亠 ＋ 㐅	門	㐅
黽	黽	黽	黽
僶	亻 ＋ 黽	亻	黽
冺	冫 ＋ 民	冫	民
琝	王 ＋ 日 ＋ 亠 ＋ 㐅	王	㐅
垊	土 ＋ 民	土	民
瑉	王 ＋ 民 ＋ 日	王	日
媢	女 ＋ 贝字框 ＋ 二 ＋ 目	女	目
渵	氵 ＋ 艹 ＋ 田	氵	田
蓩	艹 ＋ 矛 ＋ 夂 ＋ 力	艹	力
鶜	艹 ＋ 矛 ＋ 鳥	艹	鳥
冃	冂 ＋ 二	冂	二
蝐	虫 ＋ 贝字框 ＋ 二 ＋ 目	虫	目
皃	白 ＋ 儿	白	儿
暓	矛 ＋ 攵 ＋ 日	矛	日
愗	矛 ＋ 攵 ＋ 心	矛	心
軞	車 ＋ 毛	車	毛
鄮	留字头 ＋ 目 ＋ 八 ＋ 阝	留字头	阝
戼	折 ＋ 匚 ＋ 一 ＋ 丨 ＋ 折 ＋ 一	折	一
乮	卯 ＋ 乙	卯	乙
覒	毛 ＋ 目 ＋ 儿	毛	儿
毷	贝字框 ＋ 二 ＋ 目 ＋ 毛	贝字框	毛
毣	习 ＋ 习 ＋ 毛	习	毛
兞	十 ＋ 口 ＋ 儿 ＋ 毛	十	毛
枆	木 ＋ 毛	木	毛
柕	木 ＋ 矛	木	矛
鷶	罒 ＋ 目 ＋ 八 ＋ 鳥	罒	鳥
佅	亻 ＋ 未	亻	未
霡	⻗ ＋ 月 ＋ 永	⻗	永
売	士 ＋ 冖 ＋ 儿	士	儿
虋	艹 ＋ 撇 ＋ ⺊ ＋ 一 ＋ 冂 ＋ 一 ＋ 口 ＋ 折 ＋ 二 ＋ 冖 ＋ 酉 ＋ 八 ＋ 刀	艹	刀
菛	艹 ＋ 門	艹	門
穈	广 ＋ 木 ＋ 木 ＋ 禾	广	禾
暪	日 ＋ 廿 ＋ 巾 ＋ 入 ＋ 入	日	入
椚	木 ＋ 門	木	門
玧	王 ＋ 厶 ＋ 儿	王	儿
嫇	女 ＋ 冖 ＋ 日 ＋ 亠 ＋ 八	女	八
甿	田 ＋ 亡	田	亡
溕	氵 ＋ 冖 ＋ 一 ＋ 豕	氵	豕
顭	艹 ＋ 罒 ＋ 冖 ＋ 夕 ＋ 一 ＋ 自 ＋ 八	艹	八
鄸	艹 ＋ 罒 ＋ 冖 ＋ 夕 ＋ 阝	艹	阝
氋	艹 ＋ 冖 ＋ 一 ＋ 豕 ＋ 毛	艹	毛
莔	艹 ＋ 囗 ＋ 八 ＋ 贝字框	艹	贝字框
蕄	艹 ＋ 門 ＋ 心	艹	心
鼆	冖 ＋ 日 ＋ 亠 ＋ 八 ＋ 黽	冖	黽
冡	冖 ＋ 一 ＋ 豕	冖	豕
夣	亠 ＋ 厶 ＋ 罒 ＋ 冖 ＋ 夕	亠	夕
饛	全字头 ＋ 丶 ＋ 即字旁 ＋ 艹 ＋ 冖 ＋ 一 ＋ 豕	全字头	豕
錳	全字头 ＋ 金字底 ＋ 子 ＋ 皿	全字头	皿
掹	扌 ＋ 子 ＋ 皿	扌	皿
鄳	黽 ＋ 阝	黽	阝
懞	忄 ＋ 艹 ＋ 冖 ＋ 一 ＋ 豕	忄	豕
儚	亻 ＋ 艹 ＋ 罒 ＋ 冖 ＋ 夕	亻	夕
鱦	魚 ＋ 黽	魚	黽
鯍	魚 ＋ 亠 ＋ 厶 ＋ 荒字底	魚	荒字底
橗	木 ＋ 艹 ＋ 日 ＋ 月	木	月
娏	女 ＋ 𠂇 ＋ 折 ＋ 彡 ＋ 丶	女	丶
笀	⺮ ＋ 亡	⺮	亡
浝	氵 ＋ 𠂇 ＋ 折 ＋ 彡 ＋ 丶	氵	丶
莾	艹 ＋ 大 ＋ 十 ＋ 廾	艹	廾
痝	疒 ＋ 𠂇 ＋ 折 ＋ 彡 ＋ 丶	疒	丶
蠎	虫 ＋ 艹 ＋ 大 ＋ 十 ＋ 廾	虫	廾
杗	亡 ＋ 木	亡	木
茻	凵 ＋ 丿 ＋ 凵 ＋ 丨 ＋ 凵 ＋ 丿 ＋ 凵 ＋ 丨	凵	丨
恾	忄 ＋ 艹 ＋ 亡	忄	亡
壾	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 巨	士	巨
幎	巾 ＋ 冖 ＋ 日 ＋ 亠 ＋ 八	巾	八
詸	言 ＋ 米	言	米
謐	言 ＋ 必 ＋ 皿	言	皿
熐	火 ＋ 冖 ＋ 日 ＋ 亠 ＋ 八	火	八
麊	米 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	米	匕
簚	⺮ ＋ 罒 ＋ 戈 ＋ 巾	⺮	巾
濗	氵 ＋ 莫 ＋ 巾	氵	巾
漞	氵 ＋ 爫 ＋ 目 ＋ 儿	氵	儿
渳	氵 ＋ 弓 ＋ 耳	氵	耳
灖	氵 ＋ 广 ＋ 木 ＋ 木 ＋ 非	氵	非
藌	艹 ＋ 宀 ＋ 必 ＋ 虫	艹	虫
蒾	艹 ＋ 米 ＋ 辶	艹	辶
葞	艹 ＋ 弓 ＋ 耳	艹	耳
冪	冖 ＋ 莫 ＋ 巾	冖	巾
冞	冖 ＋ 米	冖	米
宻	宀 ＋ 又 ＋ 丷 ＋ 山	宀	山
鼏	冖 ＋ 目 ＋ 折 ＋ 一 ＋ 丿 ＋ 丨 ＋ 一 ＋ 丨 ＋ 折	冖	折
爢	广 ＋ 木 ＋ 木 ＋ 非 ＋ 灬	广	灬
幦	尸 ＋ 口 ＋ 辛 ＋ 巾	尸	巾
鑖	全字头 ＋ 金字底 ＋ 艹 ＋ 罒 ＋ 戊 ＋ 点	全字头	点
眽	目 ＋ 𠂆 ＋ 旅下角	目	旅下角
瞴	目 ＋ 𠂉 ＋ 卌 ＋ 一 ＋ 灬	目	灬
峚	山 ＋ 大 ＋ 土	山	土
