汉字	完整拆分	首根	末根
盏	戋 ＋ 皿	戋	皿
盐	土 ＋ 卜 ＋ 皿	土	皿
监	丨 ＋ 丨 ＋ 𠂉 ＋ 丶 ＋ 皿	丨	皿
盒	全字头 ＋ 一 ＋ 口 ＋ 皿	全字头	皿
盔	𠂇 ＋ 火 ＋ 皿	𠂇	皿
盖	𦍌 ＋ 皿	𦍌	皿
盗	冫 ＋ ⺈ ＋ 人 ＋ 皿	冫	皿
盘	舟 ＋ 皿	舟	皿
盛	戊 ＋ 折 ＋ 皿	戊	皿
盟	日 ＋ 月 ＋ 皿	日	皿
盥	撇 ＋ ⺊ ＋ 一 ＋ 水 ＋ 折 ＋ 二 ＋ 皿	撇	皿
盦	今 ＋ 酉 ＋ 皿	今	皿
目	目	目	目
盯	目 ＋ 丁	目	丁
盱	目 ＋ 于	目	于
盲	亡 ＋ 目	亡	目
直	十 ＋ 具字头	十	具字头
盷	目 ＋ 勹 ＋ 冫	目	冫
相	木 ＋ 目	木	目
盹	目 ＋ 一 ＋ 凵 ＋ 折	目	折
盼	目 ＋ 八 ＋ 刀	目	刀
盾	𠂆 ＋ 十 ＋ 目	𠂆	目
省	小 ＋ 丿 ＋ 目	小	目
眄	目 ＋ 一 ＋ 丨 ＋ 折 ＋ 折	目	折
眇	目 ＋ 小 ＋ 丿	目	丿
眈	目 ＋ 冖 ＋ 儿	目	儿
眉	尸 ＋ 丨 ＋ 目	尸	目
眊	目 ＋ 毛	目	毛
看	龵 ＋ 目	龵	目
眍	目 ＋ 匚 ＋ 㐅	目	㐅
眙	目 ＋ 厶 ＋ 口	目	口
眚	生 ＋ 目	生	目
真	十 ＋ 具字头 ＋ 八	十	八
眠	目 ＋ 民	目	民
眢	夕 ＋ 㔾 ＋ 目	夕	目
眦	目 ＋ 止 ＋ 匕	目	匕
眨	目 ＋ 撇 ＋ 之	目	之
眩	目 ＋ 亠 ＋ 幺	目	幺
眬	目 ＋ 龙	目	龙
眭	目 ＋ 土 ＋ 土	目	土
眯	目 ＋ 米	目	米
眵	目 ＋ 夕 ＋ 夕	目	夕
眶	目 ＋ 匚 ＋ 王	目	王
眷	龹 ＋ 目	龹	目
眸	目 ＋ 厶 ＋ 牛	目	牛
眺	目 ＋ 冫 ＋ 冫 ＋ 儿	目	儿
眼	目 ＋ 艮	目	艮
着	⺶ ＋ 目	⺶	目
睁	目 ＋ ⺈ ＋ 争字底	目	争字底
睃	目 ＋ 厶 ＋ 八 ＋ 夂	目	夂
睄	目 ＋ ⺌ ＋ ⺝	目	⺝
睇	目 ＋ 弟	目	弟
睎	目 ＋ 㐅 ＋ 𠂇 ＋ 巾	目	巾
睐	目 ＋ 来	目	来
睑	目 ＋ 全字头 ＋ 一 ＋ 应字心	目	应字心
睚	目 ＋ 厂 ＋ 土 ＋ 土	目	土
睛	目 ＋ 龶 ＋ ⺝	目	⺝
睡	目 ＋ 千 ＋ 龷 ＋ 一	目	一
睢	目 ＋ 隹	目	隹
督	卜 ＋ 横 ＋ 小 ＋ 又 ＋ 目	卜	目
睥	目 ＋ 白 ＋ 丿 ＋ 十	目	十
睦	目 ＋ 土 ＋ 八 ＋ 土	目	土
睨	目 ＋ 臼 ＋ 儿	目	儿
睫	目 ＋ 一 ＋ 肀 ＋ 龰	目	龰
睬	目 ＋ 采	目	采
睹	目 ＋ 耂 ＋ 日	目	日
睽	目 ＋ 癶 ＋ 天	目	天
睾	丿 ＋ 罒 ＋ 土 ＋ 南字心	丿	南字心
睿	⺊ ＋ 冖 ＋ 一 ＋ 八 ＋ 全字头 ＋ 目	⺊	目
瞀	矛 ＋ 攵 ＋ 目	矛	目
瞄	目 ＋ 艹 ＋ 田	目	田
瞅	目 ＋ 禾 ＋ 火	目	火
瞋	目 ＋ 十 ＋ 具字头 ＋ 八	目	八
瞌	目 ＋ 土 ＋ 厶 ＋ 皿	目	皿
瞍	目 ＋ 叟字头 ＋ 又	目	又
瞎	目 ＋ 宀 ＋ 丰 ＋ 口	目	口
瞑	目 ＋ 冖 ＋ 日 ＋ 亠 ＋ 八	目	八
瞒	目 ＋ 艹 ＋ 两	目	两
瞟	目 ＋ 覀 ＋ 示	目	示
瞠	目 ＋ 党字头 ＋ 口 ＋ 土	目	土
瞢	艹 ＋ 罒 ＋ 冖 ＋ 目	艹	目
瞥	㡀 ＋ 攵 ＋ 目	㡀	目
瞧	目 ＋ 隹 ＋ 灬	目	灬
瞩	目 ＋ 尸 ＋ 撇 ＋ 口 ＋ 禺字底	目	禺字底
瞪	目 ＋ 癶 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	目	一
瞫	目 ＋ 覀 ＋ 日 ＋ 十	目	十
瞬	目 ＋ 爫 ＋ 冖 ＋ 夕 ＋ 㐄	目	㐄
瞭	目 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	目	小
瞰	目 ＋ 折 ＋ 耳 ＋ 攵	目	攵
瞳	目 ＋ 立 ＋ 里	目	里
瞵	目 ＋ 米 ＋ 夕 ＋ 㐄	目	㐄
瞻	目 ＋ ⺈ ＋ 厂 ＋ 八 ＋ 言	目	言
瞽	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 支 ＋ 目	士	目
瞿	目 ＋ 目 ＋ 隹	目	隹
矍	目 ＋ 目 ＋ 隹 ＋ 又	目	又
矗	十 ＋ 具字头 ＋ 十 ＋ 具字头 ＋ 十 ＋ 具字头	十	具字头
矛	矛	矛	矛
矜	矛 ＋ 今	矛	今
矞	矛 ＋ 冂 ＋ 八 ＋ 口	矛	口
矢	矢	矢	矢
矣	厶 ＋ 矢	厶	矢
知	矢 ＋ 口	矢	口
矧	矢 ＋ 弓 ＋ 丨	矢	丨
矩	矢 ＋ 巨	矢	巨
矫	矢 ＋ 乔	矢	乔
矬	矢 ＋ 人 ＋ 人 ＋ 土	矢	土
短	矢 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	矢	一
矮	矢 ＋ 禾 ＋ 女	矢	女
矰	矢 ＋ 丷 ＋ 囗 ＋ ⺌ ＋ 日	矢	日
石	石	石	石
矶	石 ＋ 几	石	几
矸	石 ＋ 干	石	干
矻	石 ＋ 𠂉 ＋ 乙	石	乙
矼	石 ＋ 工	石	工
矾	石 ＋ 凡	石	凡
矿	石 ＋ 广	石	广
砀	石 ＋ 𠃓	石	𠃓
码	石 ＋ 马	石	马
砂	石 ＋ 小 ＋ 丿	石	丿
砄	石 ＋ 折 ＋ 大	石	大
砆	石 ＋ 夫	石	夫
砉	丰 ＋ 石	丰	石
砌	石 ＋ 七 ＋ 刀	石	刀
砍	石 ＋ ⺈ ＋ 人	石	人
砑	石 ＋ 牙	石	牙
砒	石 ＋ 比左 ＋ 匕	石	匕
研	石 ＋ 一 ＋ 廾	石	廾
砖	石 ＋ 二 ＋ 折 ＋ 点	石	点
砗	石 ＋ 车	石	车
砘	石 ＋ 一 ＋ 凵 ＋ 折	石	折
砚	石 ＋ 见	石	见
砜	石 ＋ ⺇ ＋ 㐅	石	㐅
砝	石 ＋ 土 ＋ 厶	石	厶
砟	石 ＋ 乍	石	乍
砠	石 ＋ 且	石	且
砣	石 ＋ 宀 ＋ 匕	石	匕
砥	石 ＋ 氐	石	氐
砧	石 ＋ ⺊ ＋ 口	石	口
砫	石 ＋ 亠 ＋ 土	石	土
砬	石 ＋ 立	石	立
砭	石 ＋ 撇 ＋ 之	石	之
砮	女 ＋ 又 ＋ 石	女	石
砰	石 ＋ 一 ＋ 丷 ＋ 十	石	十
破	石 ＋ 皮	石	皮
砵	石 ＋ 木 ＋ 一	石	一
砷	石 ＋ 申	石	申
砸	石 ＋ 匚 ＋ 巾	石	巾
砹	石 ＋ 艹 ＋ 㐅	石	㐅
砺	石 ＋ 厉	石	厉
砻	龙 ＋ 石	龙	石
砼	石 ＋ 全字头 ＋ 工	石	工
砾	石 ＋ 乐	石	乐
础	石 ＋ 凵 ＋ 山	石	山
硁	石 ＋ 𢀖	石	𢀖
硅	石 ＋ 土 ＋ 土	石	土
硇	石 ＋ 丿 ＋ 囗 ＋ 㐅	石	㐅
硊	石 ＋ ⺈ ＋ 厂 ＋ 㔾	石	㔾
硌	石 ＋ 各	石	各
硍	石 ＋ 艮	石	艮
硎	石 ＋ 一 ＋ 廾 ＋ 刂	石	刂
硐	石 ＋ 冂 ＋ 一 ＋ 口	石	口
硒	石 ＋ 西	石	西
硔	石 ＋ 龷 ＋ 八	石	八
硕	石 ＋ 一 ＋ 丿 ＋ 贝	石	贝
硖	石 ＋ 一 ＋ 丷 ＋ 大	石	大
硗	石 ＋ 一 ＋ 折 ＋ 撇 ＋ 兀	石	兀
硙	石 ＋ 山 ＋ 己	石	己
硚	石 ＋ 乔	石	乔
硝	石 ＋ ⺌ ＋ ⺝	石	⺝
硪	石 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	石	戈
硫	石 ＋ 亠 ＋ 厶 ＋ 荒字底	石	荒字底
硬	石 ＋ 一 ＋ 日 ＋ 㐅	石	㐅
硭	石 ＋ 艹 ＋ 亡	石	亡
确	石 ＋ ⺈ ＋ 用	石	用
硼	石 ＋ 月 ＋ 月	石	月
硿	石 ＋ 宀 ＋ 八 ＋ 工	石	工
碃	石 ＋ 龶 ＋ ⺝	石	⺝
碇	石 ＋ 宀 ＋ 定字底	石	定字底
碈	石 ＋ 氏 ＋ 日	石	日
碉	石 ＋ ⺆ ＋ 土 ＋ 口	石	口
碌	石 ＋ 录字头 ＋ 氺	石	氺
碍	石 ＋ 日 ＋ 一 ＋ 寸	石	寸
碎	石 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	石	十
碏	石 ＋ 龷 ＋ 日	石	日
碑	石 ＋ 白 ＋ 丿 ＋ 十	石	十
碓	石 ＋ 隹	石	隹
碗	石 ＋ 宀 ＋ 夕 ＋ 㔾	石	㔾
碘	石 ＋ 贝字框 ＋ 龷 ＋ 八	石	八
碚	石 ＋ 立 ＋ 口	石	口
碛	石 ＋ 龶 ＋ 贝	石	贝
碜	石 ＋ 厶 ＋ 大 ＋ 彡	石	彡
碟	石 ＋ 廿 ＋ 折 ＋ 木	石	木
碡	石 ＋ 龶 ＋ 母	石	母
碣	石 ＋ 日 ＋ 匃	石	匃
碥	石 ＋ 户 ＋ 冂 ＋ 艹	石	艹
碧	王 ＋ 白 ＋ 石	王	石
碨	石 ＋ 田 ＋ 畏下	石	畏下
碰	石 ＋ 丷 ＋ 亚	石	亚
碱	石 ＋ 戊 ＋ 一 ＋ 口	石	口
碲	石 ＋ 帝字头 ＋ 巾	石	巾
碳	石 ＋ 山 ＋ 𠂇 ＋ 火	石	火
碴	石 ＋ 木 ＋ 日 ＋ 一	石	一
碶	石 ＋ 丰 ＋ 刀 ＋ 大	石	大
碹	石 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	石	一
碾	石 ＋ 尸 ＋ 艹 ＋ 畏下	石	畏下
磁	石 ＋ 丷 ＋ 一 ＋ 幺 ＋ 幺	石	幺
磅	石 ＋ 帝字头 ＋ 方	石	方
磉	石 ＋ 又 ＋ 又 ＋ 又 ＋ 木	石	木
磊	石 ＋ 石 ＋ 石	石	石
磋	石 ＋ ⺶ ＋ 工	石	工
磏	石 ＋ 兼	石	兼
磐	舟 ＋ 殳 ＋ 石	舟	石
磔	石 ＋ 夕 ＋ 㐄 ＋ 木	石	木
磕	石 ＋ 土 ＋ 厶 ＋ 皿	石	皿
磙	石 ＋ 衣 ＋ 八 ＋ 厶	石	厶
磜	石 ＋ 祭字头 ＋ 示	石	示
磡	石 ＋ 其字头 ＋ 八 ＋ 折 ＋ 力	石	力
磨	广 ＋ 木 ＋ 木 ＋ 石	广	石
磬	士 ＋ 尸 ＋ 丨 ＋ 殳 ＋ 石	士	石
磲	石 ＋ 氵 ＋ 巨 ＋ 木	石	木
磴	石 ＋ 癶 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	石	一
磷	石 ＋ 米 ＋ 夕 ＋ 㐄	石	㐄
磹	石 ＋ 覀 ＋ 日 ＋ 十	石	十
磻	石 ＋ 釆 ＋ 田	石	田
礁	石 ＋ 隹 ＋ 灬	石	灬
礅	石 ＋ 亠 ＋ 口 ＋ 子 ＋ 攵	石	攵
礌	石 ＋ ⻗ ＋ 田	石	田
礓	石 ＋ 一 ＋ 田 ＋ 一 ＋ 田 ＋ 一	石	一
礞	石 ＋ 艹 ＋ 冖 ＋ 一 ＋ 豕	石	豕
礴	石 ＋ 艹 ＋ 氵 ＋ 甫 ＋ 寸	石	寸
礵	石 ＋ ⻗ ＋ 木 ＋ 目	石	目
示	示	示	示
礼	礻 ＋ 折	礻	折
社	礻 ＋ 土	礻	土
祀	礻 ＋ 巳	礻	巳
祁	礻 ＋ 阝	礻	阝
祃	礻 ＋ 马	礻	马
祆	礻 ＋ 天	礻	天
祇	礻 ＋ 氏	礻	氏
祈	礻 ＋ 斤	礻	斤
祉	礻 ＋ 止	礻	止
祊	礻 ＋ 方	礻	方
祋	礻 ＋ 殳	礻	殳
祎	礻 ＋ 韦	礻	韦
祏	礻 ＋ 石	礻	石
祐	礻 ＋ 𠂇 ＋ 口	礻	口
祓	礻 ＋ 𠂇 ＋ 又 ＋ 丶	礻	丶
祕	礻 ＋ 必	礻	必
祖	礻 ＋ 且	礻	且
祗	礻 ＋ 氐	礻	氐
祚	礻 ＋ 乍	礻	乍
祛	礻 ＋ 土 ＋ 厶	礻	厶
祜	礻 ＋ 十 ＋ 口	礻	口
祝	礻 ＋ 口 ＋ 儿	礻	儿
神	礻 ＋ 申	礻	申
祟	凵 ＋ 山 ＋ 示	凵	示
祠	礻 ＋ 折 ＋ 一 ＋ 口	礻	口
祢	礻 ＋ ⺈ ＋ 小	礻	小
祥	礻 ＋ 羊	礻	羊
祧	礻 ＋ 冫 ＋ 冫 ＋ 儿	礻	儿
票	覀 ＋ 示	覀	示
祭	祭字头 ＋ 示	祭字头	示
祯	礻 ＋ ⺊ ＋ 贝	礻	贝
祲	礻 ＋ 彐 ＋ 冖 ＋ 又	礻	又
祷	礻 ＋ 三 ＋ 丿 ＋ 寸	礻	寸
祸	礻 ＋ 口 ＋ 冂 ＋ 人	礻	人
祺	礻 ＋ 其字头 ＋ 八	礻	八
祼	礻 ＋ 果	礻	果
祾	礻 ＋ 土 ＋ 八 ＋ 夂	礻	夂
禀	亠 ＋ 囗 ＋ 口 ＋ 示	亠	示
禁	木 ＋ 木 ＋ 示	木	示
禄	礻 ＋ 录字头 ＋ 氺	礻	氺
禅	礻 ＋ 单	礻	单
禊	礻 ＋ 丰 ＋ 刀 ＋ 大	礻	大
禋	礻 ＋ 覀 ＋ 土	礻	土
福	礻 ＋ 一 ＋ 口 ＋ 田	礻	田
禒	礻 ＋ 互中间 ＋ 豕	礻	豕
禔	礻 ＋ 日 ＋ 定字底	礻	定字底
禘	礻 ＋ 帝字头 ＋ 巾	礻	巾
禚	礻 ＋ 𦍌 ＋ 灬	礻	灬
禛	礻 ＋ 十 ＋ 具字头 ＋ 八	礻	八
禤	礻 ＋ 罒 ＋ 习 ＋ 习	礻	习
禧	礻 ＋ 士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口	礻	口
禳	礻 ＋ 襄	礻	襄
禹	撇 ＋ 口 ＋ 禺字底	撇	禺字底
禺	日 ＋ 禺字底	日	禺字底
离	亠 ＋ 㐅 ＋ 凵 ＋ 禸	亠	禸
禽	全字头 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	全字头	禸
禾	禾	禾	禾
秀	禾 ＋ 乃	禾	乃
私	禾 ＋ 厶	禾	厶
秃	禾 ＋ 几	禾	几
秆	禾 ＋ 干	禾	干
秉	禾 ＋ 争字底	禾	争字底
秋	禾 ＋ 火	禾	火
种	禾 ＋ 口 ＋ 竖	禾	竖
科	禾 ＋ 冬字底 ＋ 十	禾	十
秒	禾 ＋ 小 ＋ 丿	禾	丿
秕	禾 ＋ 比左 ＋ 匕	禾	匕
秘	禾 ＋ 必	禾	必
租	禾 ＋ 且	禾	且
秣	禾 ＋ 末	禾	末
秤	禾 ＋ 一 ＋ 丷 ＋ 十	禾	十
秦	𡗗 ＋ 禾	𡗗	禾
秧	禾 ＋ 贝字框 ＋ 大	禾	大
秩	禾 ＋ 失	禾	失
秫	禾 ＋ 木 ＋ 丶	禾	丶
秬	禾 ＋ 巨	禾	巨
秭	禾 ＋ 撇 ＋ 折 ＋ 丨 ＋ 丿	禾	丿
积	禾 ＋ 口 ＋ 八	禾	八
称	禾 ＋ ⺈ ＋ 小	禾	小
秸	禾 ＋ 士 ＋ 口	禾	口
移	禾 ＋ 夕 ＋ 夕	禾	夕
秽	禾 ＋ 山 ＋ 夕	禾	夕
秾	禾 ＋ 冖 ＋ 𧘇	禾	𧘇
稀	禾 ＋ 㐅 ＋ 𠂇 ＋ 巾	禾	巾
稂	禾 ＋ 丶 ＋ 艮	禾	艮
稃	禾 ＋ 爫 ＋ 子	禾	子
稆	禾 ＋ 口 ＋ 口	禾	口
程	禾 ＋ 口 ＋ 王	禾	王
稌	禾 ＋ 全字头 ＋ 于 ＋ 八	禾	八
稍	禾 ＋ ⺌ ＋ ⺝	禾	⺝
税	禾 ＋ 丷 ＋ 口 ＋ 儿	禾	儿
稑	禾 ＋ 土 ＋ 八 ＋ 土	禾	土
稔	禾 ＋ 今 ＋ 心	禾	心
稗	禾 ＋ 白 ＋ 丿 ＋ 十	禾	十
稙	禾 ＋ 十 ＋ 具字头	禾	具字头
稚	禾 ＋ 隹	禾	隹
稞	禾 ＋ 果	禾	果
稠	禾 ＋ ⺆ ＋ 土 ＋ 口	禾	口
稣	鱼 ＋ 禾	鱼	禾
稳	禾 ＋ ⺈ ＋ 彐 ＋ 心	禾	心
稷	禾 ＋ 田 ＋ 八 ＋ 夂	禾	夂
稹	禾 ＋ 十 ＋ 具字头 ＋ 八	禾	八
稻	禾 ＋ 爫 ＋ 臼	禾	臼
稼	禾 ＋ 宀 ＋ 豕	禾	豕
稽	禾 ＋ 尤 ＋ 匕 ＋ 日	禾	日
稿	禾 ＋ 亠 ＋ 口 ＋ 冂 ＋ 口	禾	口
穄	禾 ＋ 祭字头 ＋ 示	禾	示
穆	禾 ＋ 白 ＋ 小 ＋ 彡	禾	彡
穑	禾 ＋ 十 ＋ 丷 ＋ 一 ＋ 囗 ＋ 口	禾	口
穗	禾 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 心	禾	心
穙	禾 ＋ 业 ＋ 养字头	禾	养字头
穜	禾 ＋ 立 ＋ 里	禾	里
穟	禾 ＋ 丷 ＋ 豕 ＋ 辶	禾	辶
穰	禾 ＋ 襄	禾	襄
穴	宀 ＋ 八	宀	八
究	宀 ＋ 八 ＋ 九	宀	九
穷	宀 ＋ 八 ＋ 力	宀	力
穸	宀 ＋ 八 ＋ 夕	宀	夕
穹	宀 ＋ 八 ＋ 弓	宀	弓
空	宀 ＋ 八 ＋ 工	宀	工
穿	宀 ＋ 八 ＋ 牙	宀	牙
窀	宀 ＋ 八 ＋ 一 ＋ 凵 ＋ 折	宀	折
突	宀 ＋ 八 ＋ 犬	宀	犬
窃	宀 ＋ 八 ＋ 七 ＋ 刀	宀	刀
窄	宀 ＋ 八 ＋ 乍	宀	乍
窅	宀 ＋ 八 ＋ 目	宀	目
窈	宀 ＋ 八 ＋ 幺 ＋ 力	宀	力
窊	宀 ＋ 八 ＋ 瓜	宀	瓜
窍	宀 ＋ 八 ＋ 工 ＋ 一 ＋ 折	宀	折
窎	宀 ＋ 八 ＋ 鸟	宀	鸟
窑	宀 ＋ 八 ＋ 缶	宀	缶
窒	宀 ＋ 八 ＋ 至	宀	至
窕	宀 ＋ 八 ＋ 冫 ＋ 冫 ＋ 儿	宀	儿
窖	宀 ＋ 八 ＋ ⺧ ＋ 口	宀	口
窗	宀 ＋ 八 ＋ 丿 ＋ 囗 ＋ 夂	宀	夂
窘	宀 ＋ 八 ＋ 争字底 ＋ 撇 ＋ 口	宀	口
窜	宀 ＋ 八 ＋ 口 ＋ 口 ＋ 丨	宀	丨
窝	宀 ＋ 八 ＋ 口 ＋ 冂 ＋ 人	宀	人
窟	宀 ＋ 八 ＋ 尸 ＋ 凵 ＋ 山	宀	山
窠	宀 ＋ 八 ＋ 果	宀	果
窣	宀 ＋ 八 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	宀	十
窥	宀 ＋ 八 ＋ 夫 ＋ 见	宀	见
窦	宀 ＋ 八 ＋ 十 ＋ 折 ＋ 冬字底 ＋ 大	宀	大
窨	宀 ＋ 八 ＋ 音	宀	音
窬	宀 ＋ 八 ＋ 全字头 ＋ 一 ＋ ⺝ ＋ 刂	宀	刂
窭	宀 ＋ 八 ＋ 米 ＋ 女	宀	女
窳	宀 ＋ 八 ＋ 瓜 ＋ 瓜	宀	瓜
窸	宀 ＋ 八 ＋ 釆 ＋ 心	宀	心
窿	宀 ＋ 八 ＋ 阝 ＋ 夂 ＋ 一 ＋ 生	宀	生
立	立	立	立
竑	立 ＋ 𠂇 ＋ 厶	立	厶
竖	丨 ＋ 丨 ＋ 又 ＋ 立	丨	立
竘	立 ＋ 勹 ＋ 口	立	口
站	立 ＋ ⺊ ＋ 口	立	口
竞	立 ＋ 口 ＋ 儿	立	儿
竟	音 ＋ 儿	音	儿
章	音 ＋ 十	音	十
竣	立 ＋ 厶 ＋ 八 ＋ 夂	立	夂
童	立 ＋ 里	立	里
竦	立 ＋ 束	立	束
竫	立 ＋ ⺈ ＋ 争字底	立	争字底
竭	立 ＋ 日 ＋ 匃	立	匃
端	立 ＋ 山 ＋ 而	立	而
竹	竹	竹	竹
竺	⺮ ＋ 二	⺮	二
竽	⺮ ＋ 于	⺮	于
竿	⺮ ＋ 干	⺮	干
笃	⺮ ＋ 马	⺮	马
笄	⺮ ＋ 一 ＋ 廾	⺮	廾
笆	⺮ ＋ 巴	⺮	巴
笈	⺮ ＋ 及	⺮	及
笊	⺮ ＋ 爪	⺮	爪
笋	⺮ ＋ 争字底 ＋ 撇	⺮	撇
笏	⺮ ＋ 勿	⺮	勿
笑	⺮ ＋ 撇 ＋ 大	⺮	大
笔	⺮ ＋ 毛	⺮	毛
笕	⺮ ＋ 见	⺮	见
笙	⺮ ＋ 生	⺮	生
笛	⺮ ＋ 由	⺮	由
笞	⺮ ＋ 厶 ＋ 口	⺮	口
笠	⺮ ＋ 立	⺮	立
笤	⺮ ＋ 刀 ＋ 口	⺮	口
笥	⺮ ＋ 折 ＋ 一 ＋ 口	⺮	口
符	⺮ ＋ 付	⺮	付
笨	⺮ ＋ 木 ＋ 一	⺮	一
笪	⺮ ＋ 日 ＋ 一	⺮	一
笫	⺮ ＋ 撇 ＋ 折 ＋ 丨 ＋ 丿	⺮	丿
第	⺮ ＋ 弟省	⺮	弟省
笮	⺮ ＋ 乍	⺮	乍
笯	⺮ ＋ 女 ＋ 又	⺮	又
笱	⺮ ＋ 勹 ＋ 口	⺮	口
笳	⺮ ＋ 力 ＋ 口	⺮	口
笸	⺮ ＋ 匚 ＋ 口	⺮	口
笺	⺮ ＋ 戋	⺮	戋
笼	⺮ ＋ 龙	⺮	龙
笾	⺮ ＋ 力 ＋ 辶	⺮	辶
筀	⺮ ＋ 土 ＋ 土	⺮	土
筅	⺮ ＋ ⺧ ＋ 儿	⺮	儿
筇	⺮ ＋ 工 ＋ 阝	⺮	阝
等	⺮ ＋ 土 ＋ 寸	⺮	寸
筋	⺮ ＋ 月 ＋ 力	⺮	力
筌	⺮ ＋ 全字头 ＋ 王	⺮	王
筏	⺮ ＋ 亻 ＋ 戈	⺮	戈
筐	⺮ ＋ 匚 ＋ 王	⺮	王
筑	⺮ ＋ 工 ＋ 凡	⺮	凡
筒	⺮ ＋ 冂 ＋ 一 ＋ 口	⺮	口
答	⺮ ＋ 全字头 ＋ 一 ＋ 口	⺮	口
策	⺮ ＋ 朿	⺮	朿
筘	⺮ ＋ 扌 ＋ 口	⺮	口
筚	⺮ ＋ 比左 ＋ 匕 ＋ 十	⺮	十
筛	⺮ ＋ 师字旁 ＋ 一 ＋ 巾	⺮	巾
筜	⺮ ＋ ⺌ ＋ 彐	⺮	彐
筝	⺮ ＋ ⺈ ＋ 争字底	⺮	争字底
筠	⺮ ＋ 土 ＋ 勹 ＋ 冫	⺮	冫
筢	⺮ ＋ 扌 ＋ 巴	⺮	巴
筤	⺮ ＋ 丶 ＋ 艮	⺮	艮
筥	⺮ ＋ 口 ＋ 口	⺮	口
筦	⺮ ＋ 宀 ＋ 一 ＋ 兀	⺮	兀
筮	⺮ ＋ 工 ＋ 人 ＋ 人	⺮	人
筱	⺮ ＋ 亻 ＋ 丨 ＋ 攵	⺮	攵
筲	⺮ ＋ ⺌ ＋ ⺝	⺮	⺝
筵	⺮ ＋ 撇 ＋ ⺊ ＋ 折 ＋ 廴	⺮	廴
筶	⺮ ＋ ⺧ ＋ 口	⺮	口
筷	⺮ ＋ 忄 ＋ 折 ＋ 大	⺮	大
筹	⺮ ＋ 三 ＋ 丿 ＋ 寸	⺮	寸
筻	⺮ ＋ 一 ＋ 日 ＋ 㐅	⺮	㐅
筼	⺮ ＋ 口 ＋ 贝	⺮	贝
签	⺮ ＋ 全字头 ＋ 一 ＋ 应字心	⺮	应字心
简	⺮ ＋ 门 ＋ 日	⺮	日
箅	⺮ ＋ 田 ＋ 丌	⺮	丌
箍	⺮ ＋ 扌 ＋ 匚 ＋ 巾	⺮	巾
箐	⺮ ＋ 龶 ＋ ⺝	⺮	⺝
箓	⺮ ＋ 录字头 ＋ 氺	⺮	氺
箔	⺮ ＋ 氵 ＋ 白	⺮	白
箕	⺮ ＋ 其字头 ＋ 八	⺮	八
箖	⺮ ＋ 木 ＋ 木	⺮	木
算	⺮ ＋ 目 ＋ 廾	⺮	廾
箜	⺮ ＋ 宀 ＋ 八 ＋ 工	⺮	工
管	⺮ ＋ 宀 ＋ 㠯	⺮	㠯
箢	⺮ ＋ 宀 ＋ 夕 ＋ 㔾	⺮	㔾
箦	⺮ ＋ 龶 ＋ 贝	⺮	贝
箧	⺮ ＋ 匚 ＋ 一 ＋ 丷 ＋ 大	⺮	大
箨	⺮ ＋ 扌 ＋ 又 ＋ 举字底	⺮	举字底
箩	⺮ ＋ 罒 ＋ 夕	⺮	夕
箪	⺮ ＋ 单	⺮	单
箫	⺮ ＋ 肀 ＋ 乔字底 ＋ 八	⺮	八
箬	⺮ ＋ 艹 ＋ 𠂇 ＋ 口	⺮	口
箭	⺮ ＋ 丷 ＋ 一 ＋ ⺝ ＋ 刂	⺮	刂
箱	⺮ ＋ 木 ＋ 目	⺮	目
箴	⺮ ＋ 戊 ＋ 一 ＋ 口	⺮	口
箸	⺮ ＋ 耂 ＋ 日	⺮	日
篁	⺮ ＋ 白 ＋ 王	⺮	王
篆	⺮ ＋ 互中间 ＋ 豕	⺮	豕
篇	⺮ ＋ 户 ＋ 冂 ＋ 艹	⺮	艹
篌	⺮ ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	⺮	矢
篑	⺮ ＋ 𠀐 ＋ 贝	⺮	贝
篓	⺮ ＋ 米 ＋ 女	⺮	女
篙	⺮ ＋ 亠 ＋ 口 ＋ 冂 ＋ 口	⺮	口
篚	⺮ ＋ 匚 ＋ 非	⺮	非
篝	⺮ ＋ 𠀎 ＋ 冂 ＋ 土	⺮	土
篡	⺮ ＋ 目 ＋ 大 ＋ 厶	⺮	厶
篥	⺮ ＋ 覀 ＋ 木	⺮	木
篦	⺮ ＋ 丿 ＋ 囗 ＋ 㐅 ＋ 比左 ＋ 匕	⺮	匕
篪	⺮ ＋ 𠂆 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	⺮	几
