aaa=1,啊啊啊
cix=2,采茶戏
cj=2,参加
cj=3,曾经
cjg=1,藏经阁
cjg=2,粗加工
cjh=2,促进会
cjk=1,踩脚裤
cjk=2,苍井空
cjl=1,参加了
cjl=2,藏经楼
cjn=2,从今年
cjr=2,残疾人
cjr=3,参加人
cjs=1,葱姜蒜
cjs=2,雌激素
cjs=3,辞旧岁
cju=1,曾经是
cjv=2,餐巾纸
cjv=3,残疾证
cjw=1,踩脚袜
cjx=1,刺激性
cjy=2,曾经有
cjz=1,曾经在
ck=1,此刻
ckd=1,存款单
cke=1,存款额
ckh=1,撮口呼
ckm=1,寸口脉
ckn=1,才可能
ckr=1,存款人
cku=1,才开始
cku=2,参考书
ckx=1,操控性
ckx=2,参考线
ckx=3,参考系
cky=1,才可以
cky=2,采矿业
cl=1,从来
cl=2,材料
clb=1,从来不
clc=1,擦了擦
cld=1,催泪弹
cld=2,粗略地
clf=1,材料费
cli=1,草履虫
cli=2,材料厂
clj=1,从来就
clm=1,从来没
clm=2,从里面
clq=1,磁疗器
clq=2,彩礼钱
clr=1,村里人
cls=1,翠绿色
cls=2,草绿色
clu=1,苍老师
clu=2,挫裂伤
clv=1,材料中
clv=2,残留着
clw=1,残留物
clx=1,磁力线
clx=2,策略性
cly=1,从来也
cly=2,测量仪
clz=1,菜篮子
cm=1,聪明
cmb=1,才明白
cmb=2,参谋部
cmd=1,曹孟德
cme=1,猜谜儿
cmg=1,采蘑菇
cmg=2,催命鬼
cmh=1,草木灰
cmi=1,参谋处
cmj=1,搓麻将
cmm=1,村民们
cmm=2,藏猫猫
cmq=1,催眠曲
cmr=1,聪明人
cmu=1,层面上
cmu=2,催眠术
cmv=1,参谋长
cmy=1,从没有
cmy=2,才没有
cmy=3,猜谜语
cng=1,才能够
cnl=1,从哪里
cnm=1,草泥马
cnm=2,从你们
cnm=3,操你妈
cnr=1,才能让
cnu=1,催奶师
cpb=1,词频表
cpg=1,擦屁股
cpm=1,寸屏幕
cpm=2,词牌名
cpq=1,裁判权
cpu=1,操盘手
cpx=1,裁判席
cpy=1,裁判员
cq=1,采取
cq=2,从前
cqd=1,从前的
cqg=1,存钱罐
cqh=1,彩铅画
cqi=1,菜青虫
cqj=1,此期间
cqk=1,此情况
cqk=2,存取款
cql=1,藏起来
cql=2,才起来
crd=1,蹭热度
crn=1,凑热闹
cru=2,凑人数
cru=3,催乳师
cs=2,厕所
cs=3,彩色
csb=1,蚕丝被
csd=1,参赛队
csd=2,测速点
csl=1,粗饲料
csn=1,操死你
csq=1,参赛权
csr=2,参赛人
csu=1,才算是
csv=2,参赛者
csz=1,采桑子
ct=1,餐厅
ctb=1,错题本
ctl=1,从头来
ctl=2,参团率
ctm=1,从他们
ctm=2,操他妈
ctu=1,藏头诗
ctu=2,词条数
ctw=1,草头王
ctw=2,村通网
cty=1,侧投影
ctz=1,醋坛子
ctz=2,粗体字
cu=2,才是
cu=3,测试
cub=1,测试版
cud=1,次世代
cud=2,草率地
cuf=1,草上飞
cuf=2,测试服
cug=1,曾说过
cuh=2,草珊瑚
cui=1,藏身处
cui=2,菜市场
cui=3,踩刹车
cuj=1,慈善家
cuk=2,菜市口
cul=1,藏书楼
cum=2,财神庙
cup=1,催生婆
cut=1,侧视图
cuu=1,脆生生
cuy=1,财神爷
cuy=2,测试仪
cuy=3,从属于
cvb=1,财政部
cvd=1,才知道
cvd=2,侧重点
cvg=2,从这个
cvg=3,参战国
cvj=1,财政局
cvl=1,从这里
cvp=1,粗制品
cvq=1,材质球
cvr=2,村主任
cvt=2,财政厅
cvu=1,村支书
cvu=2,参展商
cvu=3,辞职书
cvv=2,才真正
cvw=2,参照物
cvw=3,此之外
cvx=1,辞职信
cvx=2,参照系
cvy=1,侧重于
cw=1,错误
cwb=1,财务部
cwd=1,错误的
cwh=1,村委会
cwi=1,财务处
cwj=1,蔡文姬
cwk=1,财务科
cwl=1,错误率
cwm=1,从我们
cwm=2,从外面
cwp=1,刺猬皮
cwu=1,财务室
cww=1,瓷娃娃
cwy=1,从未有
cxd=1,才晓得
cxf=1,磁悬浮
cxg=1,雌小鬼
cxk=1,蔡徐坤
cxl=1,从心里
cxq=1,曹雪芹
cxr=1,参选人
cxt=1,粗线条
cxv=1,参选者
cxw=1,粗纤维
cxy=1,才需要
cxy=2,促销员
cxz=1,从现在
cy=2,参与
cy=3,采用
cyb=1,搓衣板
cyb=2,葱油饼
cyc=2,猜一猜
cyc=3,擦一擦
cyd=1,曾一度
cyd=2,才有的
cyd=3,餐饮店
cyg=1,苍蝇馆
cyh=2,存银行
cyh=3,参议会
cyl=1,才有了
cyl=2,采用了
cyl=3,参与了
cym=1,踩油门
cym=2,曾用名
cyp=2,苍蝇拍
cyp=3,蔡元培
cyq=1,参与权
cyu=1,草原上
cyv=2,从业者
cyw=2,蔡英文
cyx=1,催一下
cyy=1,餐饮业
cyy=2,参议员
cyy=3,参议院
cyz=1,菜园子
cz=2,存在
czf=1,操作符
czg=1,存在感
czg=2,操纵杆
czj=1,操作间
czj=2,搓澡巾
czl=1,存在了
czt=1,操作台
czt=2,草字头
czu=1,操作数
czv=1,存在着
czv=2,操作者
czw=1,存在物
czx=1,操作性
czy=1,存在于
czy=2,操作员
czy=3,菜籽油
da=2,答案
da=3,档案
dad=2,档案袋
dag=1,档案柜
dag=2,档案馆
dah=2,冬奥会
dah=3,档案盒
daj=2,档案夹
daj=3,档案局
dak=1,档案库
dan=1,戴安娜
dau=2,答案是
dau=3,档案室
db=1,代表
dba=1,多巴胺
dbb=1,都不必
dbb=2,东北部
dbb=3,都不变
dbc=1,第八次
dbc=2,都不错
dbc=3,大白菜
dbd=1,得不到
dbd=2,对不对
dbd=3,动不动
dbe=1,豆瓣儿
dbf=1,大部分
dbf=2,的部分
dbf=3,的办法
dbg=1,打不过
dbg=2,躲不过
dbg=3,大表哥
dbh=1,都不会
dbh=2,东北虎
dbh=3,大白话
dbi=1,打不出
dbi=2,都不成
dbi=3,大巴车
dbj=1,等不及
dbj=2,大不敬
dbj=3,大背景
dbk=1,打不开
dbk=2,躲不开
dbk=3,都不可
dbl=1,代表了
dbl=2,大不了
dbl=3,打败了
dbm=1,大波妹
dbm=2,代表们
dbm=3,电报码
dbn=1,都不能
dbn=2,但不能
dbn=3,大半年
dbp=1,打包票
dbp=2,大比拼
dbq=1,对不起
dbq=2,丢不起
dbq=3,躲不起
dbr=1,倒不如
dbr=2,东北人
dbr=3,担保人
dbs=1,打不死
dbs=2,打比赛
dbs=3,对比色
dbt=1,代表团
dbt=2,大白天
dbt=3,大半天
dbu=1,倒不是
dbu=2,对不上
dbu=3,大半生
dbv=1,蛋白质
dbv=2,对不住
dbv=3,代表着
dbw=1,独步舞
dbx=1,都必须
dbx=2,都不想
dbx=3,代表性
dby=1,都不要
dby=2,都不用
dby=3,大半夜
dbz=1,代表作
dbz=2,带不走
dbz=3,刀把子
dcb=1,电磁波
dcb=2,典藏版
dcc=1,低层次
dcc=2,多层次
dcd=2,大词典
dce=2,带刺儿
dcf=1,电磁阀
dcg=2,打草稿
dci=1,电磁场
dck=2,大词库
dcl=2,打错了
dcl=3,电磁炉
dcr=2,稻草人
dct=2,电磁铁
dcv=2,独裁者
dcx=1,电磁线
dcy=1,大草原
dcz=2,的存在
dcz=3,的操作
dd=2,得到
dd=3,到底
dda=1,对答案
ddb=1,的地步
ddb=2,洞洞板
ddb=3,党代表
ddd=1,大大的
ddd=2,呆呆地
ddd=3,淡淡的
dde=2,丁达尔
ddf=1,的地方
ddf=2,冻豆腐
ddg=1,打得过
ddg=2,捣蛋鬼
ddg=3,道德感
ddh=2,打电话
ddh=3,多得很
ddi=2,电动车
ddi=3,多大仇
ddj=1,跺跺脚
ddj=2,等得及
ddj=3,电动机
ddk=2,打底裤
ddk=3,地对空
ddl=1,达到了
ddl=2,懂得了
ddl=3,得到了
ddm=2,大动脉
ddm=3,盯裆猫
ddn=1,逗逗你
ddn=2,打电脑
ddn=3,懂电脑
ddp=2,电灯泡
ddp=3,打地铺
ddq=2,对得起
ddq=3,对的起
ddr=2,当地人
ddr=3,当代人
dds=1,打哆嗦
ddt=2,点点头
ddu=1,大多数
ddu=2,大多是
ddu=3,到底是
ddv=2,等待着
ddv=3,都带着
ddw=1,等等我
ddw=2,吊带袜
ddw=3,敌敌畏
ddx=1,的东西
ddx=2,带动下
ddx=3,读大学
ddy=2,大电影
ddy=3,地动仪
ddz=1,大肚子
ddz=2,打底子
ddz=3,督导组
de=2,第二
de=3,点儿
deb=1,第二步
deb=2,第二部
deb=3,第二遍
dec=1,第二次
dec=2,第二层
ded=1,第二代
ded=2,第二点
deg=1,第二个
deg=2,打耳光
deg=3,多尔衮
deh=1,第二行
dei=1,第二场
dej=1,第二季
dej=2,第二节
dej=3,第二届
del=1,第二轮
dem=1,第二名
den=1,第二年
dep=1,第二批
deq=2,第二期
deq=3,大而全
der=1,第二人
der=2,第二日
der=3,第二任
des=1,得饿死
det=2,第二天
det=3,第二条
deu=2,第二是
deu=3,第二十
dev=1,第二种
dev=2,第二章
dew=1,第二位
dew=2,达尔文
dex=1,当儿戏
dey=1,第二页
dey=2,第二眼
dey=3,窦娥冤
df=1,地方
df=2,对方
dfb=1,电饭煲
dfb=2,打副本
dfd=1,大幅度
dff=1,的方法
dfg=1,地方官
dfg=2,大法官
dfg=3,电饭锅
dfh=1,大富豪
dfh=2,东方红
dfi=1,当饭吃
dfi=2,大风车
dfj=1,打飞机
dfj=2,搭飞机
dfk=1,豆腐块
dfm=1,单方面
dfm=2,等方面
dfm=3,多方面
dfn=1,豆腐脑
dfp=1,豆腐皮
dfq=1,达芬奇
dfq=2,担负起
dfq=3,挡风墙
dfr=1,豆腐乳
dfr=2,东方人
dfs=1,大放送
dfs=2,豆腐丝
dft=1,电扶梯
dfu=1,的方式
dfu=2,的份上
dfu=3,电风扇
dfv=1,豆腐渣
dfv=2,打辅助
dfv=3,大风中
dfw=1,大范围
dfw=2,大富翁
dfw=3,得分王
dfx=1,大方向
dfx=2,地方性
dfx=3,颠覆性
dfy=1,丹凤眼
dfy=2,大飞跃
dfz=1,毒贩子
dfz=2,大分子
dg=2,大概
dg=3,蛋糕
dgb=2,打个包
dgb=3,打狗棒
dgc=1,定冠词
dgd=1,大股东
dgd=2,大哥大
dgd=3,打个盹
dge=1,大个儿
dgf=1,大锅饭
dgg=1,大哥哥
dgg=2,打广告
dgg=3,打光棍
dgh=2,低功耗
dgh=3,动肝火
dgi=1,胆固醇
dgi=2,代工厂
dgj=1,的感觉
dgj=2,的关键
dgj=3,大概就
dgl=1,度过了
dgl=2,大概率
dgl=3,递给了
dgm=1,大规模
dgm=2,戴高帽
dgm=3,大革命
dgn=1,带给你
dgn=2,都怪你
dgn=3,多功能
dgp=2,冬瓜皮
dgp=3,懂个屁
dgq=2,打过去
dgq=3,带过去
dgr=2,打工人
dgr=3,德国人
dgs=2,打官司
dgs=3,大公司
dgt=2,带给他
dgt=3,都怪他
dgu=2,的感受
dgu=3,大概是
dgv=1,打工者
dgv=2,打骨折
dgw=1,带给我
dgw=2,都怪我
dgw=3,都给我
dgx=2,的关系
dgx=3,多高兴
dgy=1,大观园
dgy=2,导购员
dgy=3,地沟油
dgz=1,打工族
dgz=2,大个子
dgz=3,打工仔
dh=2,电话
dh=3,的话
dha=2,多好啊
dha=3,东海岸
dhb=1,都会被
dhb=2,电话簿
dhb=3,都会把
dhd=2,大坏蛋
dhd=3,多好的
dhe=1,待会儿
dhe=2,等会儿
dhe=3,呆会儿
dhf=2,大后方
dhf=3,大黄蜂
dhg=1,读后感
dhg=2,电焊工
dhg=3,大黄狗
dhh=2,都很好
dhh=3,打哈哈
dhi=1,大合唱
dhi=2,大货车
dhj=2,打火机
dhj=3,待会见
dhk=1,对话框
dhk=2,电话卡
dhl=1,打呼噜
dhl=2,到后来
dhl=3,大灰狼
dhm=2,到后面
dhm=3,的画面
dhn=1,都和你
dhp=2,动画片
dhp=3,大红袍
dhq=2,带回去
dhq=3,打哈欠
dhr=2,大好人
dhr=3,都会让
dhs=1,导火索
dhs=2,淡黄色
dhs=3,淡红色
dht=2,大后天
dht=3,电话亭
dhu=2,当回事
dhu=3,打火石
dhv=1,大合照
dhv=2,电话中
dhw=2,多好玩
dhx=2,电话线
dhx=3,导火线
dhy=2,都会有
dhy=3,的回忆
dhz=1,都会在
dhz=2,都还在
dhz=3,带孩子
di=2,调查
di=3,到处
dib=2,低成本
dib=3,大酬宾
did=2,大尺度
dif=2,蛋炒饭
dif=3,电吹风
dih=2,倒春寒
dih=3,电池盒
dij=2,倒车镜
dij=3,点钞机
dil=1,当成了
dil=2,得出来
dil=3,洞察力
dim=2,倒插门
dim=3,蛋炒面
diq=2,大喘气
dit=2,大长腿
dit=3,底朝天
diu=2,大城市
diu=3,地产商
div=2,对称轴
diw=2,吊车尾
dix=2,大出血
dix=3,对称性
diz=2,电池组
diz=3,动车组
dj=2,大家
dj=3,多久
djb=2,第几步
djb=3,登记表
djc=2,第九次
djc=3,第几次
djd=1,打交道
djd=2,大家的
dje=2,带劲儿
dje=3,大件儿
djf=2,冬季风
djg=1,第几个
djg=2,大局观
djg=3,的价格
djh=2,大家好
djh=3,大家伙
dji=2,的基础
dji=3,登记处
djj=2,大结局
djj=3,大姐姐
djl=1,短距离
djl=2,点击率
djl=3,点击量
djm=2,第几名
djm=3,打击面
djp=2,挡箭牌
djp=3,订机票
djq=2,点进去
djq=3,定价权
djr=2,当家人
djr=3,奠基人
djs=2,打假赛
djs=3,道具赛
djt=2,电吉他
djt=3,第几天
dju=1,倒计时
dju=2,大街上
dju=3,垫脚石
djv=2,电解质
djv=3,奠基者
djw=1,第几位
djw=2,等价物
djw=3,多机位
djx=2,打鸡血
djx=3,独角戏
djy=1,都江堰
djy=2,打酱油
djy=3,斗鸡眼
djz=2,带节奏
djz=3,大舅子
dk=2,打开
dke=2,笛卡尔
dke=3,贷款额
dkf=2,贷款方
dkh=1,大客户
dkh=2,大括号
dki=1,大卡车
dki=2,大客车
dkj=2,大口径
dkj=3,雕刻机
dkk=2,多看看
dkl=1,抵抗力
dkl=2,多亏了
dkl=3,打空了
dkm=2,打开门
dkm=3,单孔目
dkn=1,都可能
dkn=2,迪卡侬
dkn=3,多亏你
dkq=1,读卡器
dkq=2,打孔器
dkq=3,多开器
dkr=2,贷款人
dks=1,对抗赛
dkt=2,大块头
dku=2,打瞌睡
dku=3,德克士
dkv=1,戴口罩
dkw=2,读课文
dkx=2,对抗性
dkx=3,电烤箱
dky=1,都可以
dky=2,都快要
dky=3,大可以
dl=1,带来
dl=2,道理
dl=3,独立
dlb=1,得了吧
dlb=2,大老板
dlb=3,大礼包
dlc=1,大老粗
dlc=2,第六次
dld=1,带来的
dld=2,大量的
dld=3,顿了顿
dle=1,逗乐儿
dlf=1,代理费
dlg=1,第六感
dlg=2,第六个
dlg=3,大裂谷
dlh=1,度量衡
dlh=2,大老虎
dlh=3,低龄化
dli=1,独轮车
dli=2,倒立撑
dli=3,代理处
dlj=1,倒垃圾
dlj=2,第六节
dlj=3,第六季
dlk=1,灯笼裤
dlk=2,地理课
dll=1,带来了
dll=2,滴溜溜
dll=3,叮铃铃
dlm=1,对立面
dlm=2,到了吗
dlm=3,大佬们
dlp=1,大老婆
dlp=2,大脸盘
dlq=1,多了去
dlq=2,打篮球
dlq=3,代理权
dlr=1,代理人
dlr=2,大陆人
dlr=3,第六人
dls=1,淡蓝色
dls=2,大理寺
dls=3,杜蕾斯
dlt=1,大冷天
dlt=2,大乐透
dlt=3,杜兰特
dlu=1,大理石
dlu=2,道路上
dlu=3,大力士
dlv=1,顶梁柱
dlv=2,登陆战
dlv=3,点蜡烛
dlw=1,电力网
dlw=2,道路网
dlx=1,带领下
dlx=2,独立性
dlx=3,对立性
dly=1,大老远
dly=2,独立于
dly=3,得力于
dlz=1,掉链子
dlz=2,等离子
dm=2,多么
dm=3,大门
dmb=2,都没变
dmb=3,蹲马步
dmc=2,代名词
dmc=3,点名册
dmd=1,多么的
dmd=2,倒霉蛋
dmd=3,刀马旦
dmf=1,多麻烦
dmf=2,大米饭
dmf=3,打埋伏
dmg=2,大满贯
dmg=3,短命鬼
dmh=2,多么好
dmh=3,大麻花
dmi=1,大卖场
dmi=2,电脉冲
dmi=3,堆木场
dmj=1,大面积
dmj=2,打麻将
dmj=3,底面积
dmk=2,大门口
dmk=3,代码块
dml=2,堆满了
dml=3,的命令
dmm=1,躲猫猫
dmm=2,大幂幂
dmn=2,大美女
dmn=3,多么难
dmp=2,大马趴
dmq=2,独木桥
dmq=3,到目前
dmr=2,大忙人
dmt=1,多媒体
dmt=2,大魔头
dmt=3,多面体
dmu=2,多面手
dmu=3,动漫社
dmv=2,大拇指
dmw=2,大魔王
dmw=3,弹幕网
dmx=2,多么像
dmx=3,大明星
dmy=2,的模样
dmy=3,的名义
dmz=1,戴帽子
dmz=2,的名字
dmz=3,盗墓贼
dn=2,电脑
dn=3,当年
dnb=2,电脑版
dnb=3,电脑包
dnd=2,对你的
dnd=3,大脑袋
dne=1,丹尼尔
dne=2,大女儿
dnf=2,东南方
dnf=3,东南风
dng=1,都能够
dng=2,定能够
dnh=1,多年后
dnh=2,大男孩
dnh=3,多瑙河
dni=1,电脑城
dnj=2,动脑筋
dnj=3,低年级
dnk=1,电脑课
dnl=1,多年来
dnl=2,到哪里
dnl=3,到那里
dnm=1,都那么
dnm=2,对你们
dnm=3,电脑迷
dnq=1,多年前
dnq=2,到哪去
dnq=3,斗牛犬
dnr=1,大男人
dnr=2,都能让
dnt=2,电脑台
dnu=2,对你说
dnu=3,电脑上
dnv=1,电脑桌
dnw=1,逗你玩
dnw=2,党内外
dnx=2,对那些
dnx=3,都能行
dny=1,东南亚
dny=2,大年夜
dny=3,胆囊炎
dnz=1,动脑子
dpb=2,大瀑布
dpb=3,顶配版
dpd=2,大排档
dpg=2,打屁股
dpg=3,大屁股
dph=2,动平衡
dph=3,大排行
dpi=2,电瓶车
dpi=3,大篷车
dpj=1,大盘鸡
dpj=2,单片机
dpk=1,打扑克
dpk=2,短平快
dpl=2,打破了
dpl=3,大批量
dpm=1,大屏幕
dpp=1,大品牌
dpp=2,打屁屁
dpq=2,打排球
dpt=2,打喷嚏
dpu=1,打平手
dpv=1,大碰撞
dpw=2,肚皮舞
dpx=2,地平线
dpy=1,大平原
dpz=1,大胖子
dpz=2,端盘子
dq=2,地区
dq=3,的确
dqa=1,盗窃案
dqb=1,单曲榜
dqc=1,大气层
dqc=2,第七次
dqc=3,地球村
dqd=1,毒气弹
dqd=2,多渠道
dqe=1,逗趣儿
dqf=2,大前锋
dqf=3,盗窃犯
dqg=1,第七个
dqh=1,电气化
dqh=2,的确好
dqh=3,大气候
dqj=1,打群架
dqj=2,打卡机
dqj=3,第七节
dqk=1,的情况
dqk=2,等情况
dqk=3,定乾坤
dql=1,打起来
dql=2,躲起来
dql=3,动起来
dqn=1,短期内
dqp=1,第七排
dqq=1,荡秋千
dqr=1,地球人
dqr=2,代签人
dqs=1,淡青色
dqt=1,大晴天
dqt=2,第七天
dqt=3,大前天
dqu=2,的确是
dqu=3,地球上
dqv=1,第七章
dqv=2,当权者
dqx=1,地区性
dqx=2,的情绪
dqx=3,的情形
dqy=1,肚脐眼
dqy=2,地球仪
dqy=3,大气压
dqz=1,大清早
dqz=2,兜圈子
dqz=3,盗窃罪
dr=2,当然
dr=3,大人
drb=1,当然不
drf=2,大润发
drf=3,大染坊
drg=2,但如果
drg=3,代入感
drh=2,大融合
dri=2,单人床
drj=2,到如今
drj=3,狄仁杰
drk=1,当人看
drl=1,当然了
drl=2,大容量
drl=3,打扰了
drm=1,的人们
drm=2,的容貌
drm=3,大人们
drn=1,都让你
drp=2,电容屏
drp=3,单人旁
drq=2,电容器
drq=3,点燃起
drt=1,大热天
drt=2,都如同
drt=3,电热毯
dru=2,当然是
drv=1,单人照
drw=2,大人物
drw=3,都认为
drx=1,得人心
dry=1,当然有
dry=2,当然要
drz=2,的日子
drz=3,电褥子
ds=2,第三
ds=3,打算
dsb=1,第三步
dsb=2,第三遍
dsb=3,第四步
dsc=1,第三次
dsc=2,第四次
dsd=1,第三代
dsd=2,第三点
dsd=3,第三大
dsf=1,第三方
dsg=2,第三个
dsg=3,第四个
dsh=2,打算好
dsi=1,大扫除
dsj=1,第三节
dsj=2,第四节
dsj=3,第三季
dsk=2,迪斯科
dsl=1,蹬三轮
dsl=2,电三轮
dsm=2,第三名
dsm=3,第四名
dsn=1,第三年
dsp=2,第三批
dsp=3,第四批
dst=2,第三天
dst=3,第三条
dsu=1,东三省
dsu=2,第三声
dsu=3,第四声
dsv=2,第三种
dsv=3,第三者
dsw=2,第三位
dsw=3,第四位
dsx=2,地三鲜
dsy=1,第三页
dsy=2,第四页
dsy=3,大三阳
dsz=2,吊嗓子
dt=1,冬天
dt=2,地铁
dtb=1,大踏步
dtb=2,跌停板
dtb=3,打替补
dtc=1,大头菜
dtc=2,地图册
dtd=1,独特的
dtd=2,对他的
dtd=3,打听到
dtf=1,掉头发
dtf=2,短头发
dtf=3,电梯房
dtg=1,大头鬼
dtg=2,低碳钢
dth=1,洞庭湖
dth=2,地摊货
dth=3,打土豪
dtj=1,电梯间
dtj=2,大团结
dtj=3,打太极
dtk=1,电梯口
dtk=2,答题卡
dtl=1,到头来
dtl=2,弹跳力
dtl=3,底特律
dtm=1,但他们
dtm=2,但她们
dtm=3,但它们
dtp=1,地图炮
dtp=2,代替品
dtp=3,大通铺
dtq=1,大提琴
dtr=1,带头人
dtt=1,断头台
dtt=2,动态图
dtt=3,大头贴
dtu=1,大体上
dtu=2,对他说
dtu=3,地头蛇
dtv=1,地铁站
dtv=2,打头阵
dtv=3,等通知
dtw=1,大逃亡
dtx=1,打天下
dtx=2,独特性
dty=1,等同于
dty=2,大太阳
dty=3,大团圆
dtz=1,登徒子
dtz=2,低头族
du=2,但是
du=3,都是
dub=2,大手笔
dub=3,多少遍
duc=2,多少次
duc=3,第十次
dud=2,多少度
dud=3,登山队
duf=2,大师傅
dug=2,多少个
dug=3,单身狗
duh=2,的时候
duh=3,董事会
dui=1,大市场
dui=2,大商场
duj=2,电视剧
duj=3,电视机
duk=1,的时空
duk=2,的时刻
duk=3,东山口
dul=1,登上了
dul=2,到手了
dul=3,断舍离
dum=2,大世面
dum=3,大沙漠
dun=2,多少年
dun=3,但是呢
dup=1,短视频
dup=2,打水漂
dup=3,低水平
duq=2,多少钱
duq=3,的事情
dur=2,当事人
dur=3,多少人
dut=2,电视台
dut=3,多少天
duu=2,电视上
duu=3,大声说
duv=2,董事长
duw=2,第十位
duw=3,单身汪
dux=1,大师兄
dux=2,倒是想
dux=3,对手戏
duy=1,大少爷
duy=2,诞生于
duy=3,的声音
duz=2,都是在
duz=3,大傻子
dv=2,地址
dv=3,导致
dvb=1,大转变
dvb=2,地震波
dvb=3,对照表
dvd=2,都知道
dvd=3,碟中谍
dve=2,打转儿
dvf=1,大丈夫
dvg=1,对着干
dvg=2,对这个
dvg=3,动真格
dvh=1,打招呼
dvh=2,地中海
dvh=3,大智慧
dvj=1,倒装句
dvk=1,打折扣
dvl=2,导致了
dvl=3,低质量
dvm=1,都这么
dvp=1,搭帐篷
dvp=2,豆制品
dvp=3,蛋制品
dvq=2,等着瞧
dvs=1,大昭寺
dvt=1,低着头
dvt=2,吊炸天
dvt=3,德智体
dvu=1,都只是
dvu=2,大致上
dvu=3,大专生
dvv=1,打转转
dvv=2,定妆照
dvw=1,逗着玩
dvw=2,动植物
dvx=2,大闸蟹
dvx=3,大中小
dvy=2,打主意
dvy=3,瞪着眼
dvz=1,对照组
dvz=2,渎职罪
dw=2,单位
dw=3,动物
dwb=1,德文版
dwc=1,第五次
dwd=1,单位的
dwd=2,对我的
dwd=3,的味道
dwe=1,大腕儿
dwe=2,短吻鳄
dwf=1,都无法
dwg=1,第五个
dwh=1,党委会
dwh=2,短尾猴
dwi=1,大碗茶
dwj=1,端午节
dwj=2,第五季
dwj=3,第五节
dwk=2,倒胃口
dwk=3,吊胃口
dwl=1,都忘了
dwm=1,对我们
dwm=2,当我们
dwm=3,点外卖
dwn=1,第五年
dwp=1,电蚊拍
dwp=2,第五批
dwq=1,但我却
dwq=2,定位球
dwt=2,的问题
dwt=3,大问题
dwu=1,耽误事
dwu=2,对我说
dwu=3,大晚上
dwv=1,第五种
dwv=2,单位制
dwv=3,党委制
dww=1,大无畏
dww=2,大胃王
dww=3,逗我玩
dwx=1,点蚊香
dwx=2,电蚊香
dwx=3,等温线
dwy=1,都未有
dwy=2,动物园
dx=1,东西
dx=2,担心
dx=3,大学
dxb=1,大小便
dxb=2,掉馅饼
dxb=3,单细胞
dxc=1,灯芯草
dxc=2,答谢词
dxd=1,典型的
dxd=2,大兄弟
dxd=3,地下党
dxe=1,店小二
dxf=1,东西方
dxg=1,胆小鬼
dxg=2,电线杆
dxg=3,的习惯
dxh=1,都喜欢
dxh=2,带小孩
dxh=3,灯下黑
dxi=1,大学城
dxi=2,多线程
dxi=3,单线程
dxj=1,大小姐
dxj=2,地县级
dxj=3,电信局
dxk=1,电信卡
dxk=2,多学科
dxk=3,大侠客
dxl=1,掉下来
dxl=2,定下来
dxl=3,多谢了
dxm=1,弟兄们
dxm=2,大熊猫
dxm=3,刀削面
dxn=1,低效能
dxn=2,大西南
dxo=1,东西欧
dxp=1,邓小平
dxq=1,掉下去
dxq=2,倒下去
dxq=3,的心情
dxr=1,堆雪人
dxr=2,灯芯绒
dxr=3,的笑容
dxs=1,单相思
dxt=2,低下头
dxt=3,低血糖
dxu=1,地下室
dxu=2,都像是
dxu=3,地下水
dxv=1,打雪仗
dxv=2,打响指
dxw=1,定心丸
dxw=2,定性为
dxw=3,大旋涡
dxx=1,大猩猩
dxx=2,独行侠
dxx=3,读小学
dxy=1,都需要
dxy=2,都想要
dxy=3,大西洋
dxz=1,到现在
dxz=2,的选择
dxz=3,但现在
dy=2,对于
dy=3,第一
dya=2,大要案
dyb=2,第一步
dyb=3,第一遍
dyc=2,第一次
dyc=3,多义词
dyd=1,等一等
dyd=2,多一点
dyd=3,动一动
dye=2,豆芽儿
dyf=2,的衣服
dyf=3,抵押房
dyg=1,第一个
dyg=2,都应该
dyg=3,对一个
dyh=1,等一会
dyh=2,单引号
dyh=3,第一号
dyi=1,打圆场
dyi=2,第一场
dyi=3,大悦城
dyj=2,第一件
dyj=3,第一卷
dyk=1,弹药库
dyl=1,都有了
dyl=2,答应了
dyl=3,第一轮
dym=1,第一名
dym=2,第一面
dym=3,大姨妈
dyn=1,第一年
dyp=2,第一批
dyp=3,电影票
dyq=2,的一切
dyq=3,第一期
dyr=1,第一人
dyr=2,代言人
dyr=3,第一任
dys=2,的因素
dys=3,的意思
dyt=2,第一天
dyt=3,第一条
dyu=2,第一手
dyu=3,第一声
dyv=2,第一种
dyv=3,都有着
dyw=1,第一位
dyw=2,都以为
dyw=3,定义为
dyx=2,等一下
dyx=3,多一些
dyy=1,都一样
dyy=2,得益于
dyy=3,第一眼
dyz=1,的样子
dyz=2,多音字
dyz=3,导演组
dz=2,肚子
dz=3,动作
dzb=1,大嘴巴
dzb=2,电子表
dzb=3,电子版
dzc=2,倒栽葱
dzc=3,多字词
dzd=2,胆子大
dzd=3,大字典
dze=1,肚子饿
dzg=2,弟子规
dzg=3,电子狗
dzh=2,到最后
dzh=3,大杂烩
dzi=1,缔造出
dzi=2,电子厂
dzj=2,对自己
dzj=3,得自己
dzk=1,丁字裤
dzk=2,大字库
dzl=1,肚子里
dzl=2,都走了
dzn=2,大灾难
dzp=2,动作片
dzp=3,打嘴炮
dzq=1,电子琴
dzq=2,打砸抢
dzq=3,邓紫棋
dzr=1,得罪人
dzr=2,大自然
dzr=3,担责任
