a=1,也
anpa=1,俺怕
anpb=1,安贫
anpd=1,安排
anpe=1,暗批
anpi=1,暗批
anpj=1,暗盘
anpw=1,安培
anq=1,氨
anqb=1,安寝
anqg=1,犴
anqi=1,暗器
anqi=2,按期
anqk=1,案情
anql=1,暗强
anql=2,暗枪
anqm=1,安茜
anqm=2,按前
anqn=1,氨
anqn=2,安桥
anqq=1,安丘
anqr=1,安全
anqr=2,②
anqr=3,③
anqr=4,安安全全
anqu=1,俺去
anqu=2,暗渠
anqy=1,安群
anr=1,俺
anrd=1,俺
anri=1,按日
anrj=1,黯然
anrj=2,安然
anrj=3,岸然
anrm=1,盦
anro=1,安若
anru=1,按入
anrw=1,安内攘外
anrz=1,按揉
ansa=1,俺仨
ansb=1,爱你三千遍
ansd=1,安塞
anse=1,暗色
ansf=1,安森
ansi=1,安斯
ansj=1,俺三
anso=1,暗锁
ansr=1,暗算
ansr=2,氨酸
anss=1,暗送
ant=1,埯
ant=2,熬年头
anta=1,安踏
antd=1,安泰
antd=2,安胎
antd=3,埯
anth=1,庵堂
antj=1,暗叹
antj=2,暗探
antm=1,按天
antn=1,垵
anto=1,安妥
antu=1,按图
antz=1,案头
antz=2,岸头
anua=1,暗杀
anuc=1,暗哨
anue=1,安设
anuf=1,安身
anuf=2,安神
anug=1,安生
anuh=1,岸上
anuh=2,安上
anui=1,暗示
anui=2,按时
anuj=1,鞍山
anul=1,暗爽
anuo=1,按说
anus=1,鞍山
anuu=1,谙熟
anuu=2,桉树
anuu=3,俺叔
anuv=1,安睡
anuv=2,氨水
anuy=1,安顺
anuz=1,案首
anv=1,安着
anv=2,按着
anva=1,安札
anvc=1,按照
anvd=1,安寨
anve=1,按着
anvh=1,暗账
anvh=2,按章
anvi=1,安置
anvj=1,暗战
anvl=1,安装
anvl=2,暗桩
anvo=1,安卓
anvo=2,案桌
anvs=1,暗中
anvs=2,案中
anvu=1,按住
anvy=1,按准
anwd=1,安外
anwf=1,安稳
anwf=2,暗纹
anwf=3,③
anwf=4,安安稳稳
anwh=1,暗网
anwj=1,按完
anww=1,安慰
anww=2,安危
anww=3,傲睨万物
anxb=1,安心
anxb=2,②
anxb=3,③
anxb=4,安安心心
anxi=1,安息
anxi=2,暗喜
anxk=1,安星
anxl=1,安详
anxl=2,暗想
anxl=3,暗香
anxl=4,暗箱
anxm=1,暗线
anxm=2,安闲
anxn=1,暗笑
anxp=1,安歇
anxu=1,按需
anxu=2,暗许
anxx=1,按下
anxy=1,按旬
any=1,谙
anya=1,按压
anyb=1,安隐
anyc=1,俺要
anye=1,暗夜
anye=2,俺也
anye=3,俺爷
anyf=1,铵盐
anyg=1,暗语
anyg=2,安于
anyh=1,安阳
anyh=2,安养
anyi=1,安逸
anyi=2,俺姨
anyi=3,③
anyi=4,安安逸逸
anyj=1,铵盐
anyj=2,胺盐
anyk=1,暗影
anyk=2,安营
anyo=1,谙
anyr=1,安源
anyr=2,安远
anyr=3,案源
anys=1,暗涌
anys=2,安永
anyt=1,暗月
anyt=2,按月
anyu=1,暗语
anyu=2,安于
anyu=3,暗喻
anyy=1,安云
anyz=1,案由
anyz=2,俺有
anzd=1,安在
anze=1,按责
anzh=1,安葬
anzi=1,暗自
anzi=2,案子
anzl=1,案宗
anzo=1,安坐
anzs=1,案宗
ao=1,奥
ao=2,也都
ao=3,要说
ao=4,也说
aoa=1,奡
aoal=1,奡
aoan=1,傲岸
aoao=1,嗷嗷
aob=1,翱
aoba=1,熬吧
aobc=1,敖包
aobd=1,鳌拜
aobj=1,凹版
aobk=1,敖丙
aobk=2,鏖兵
aobp=1,拗别
aobw=1,澳北
aobx=1,翱
aocc=1,凹槽
aocd=1,熬菜
aod=1,澳
aodc=1,熬到
aodd=1,澳
aodg=1,奥登
aodi=1,奥迪
aodi=2,凹地
aodk=1,奥丁
aodl=1,熬到
aodm=1,熬点
aodm=2,凹点
aodu=1,凹度
aodz=1,鏖斗
aoe=1,隩
aoed=1,隩
aoen=1,奥恩
aoer=1,奥尔
aoer=2,兕
aof=1,熬
aofa=1,鳌
aofe=1,聱
aofe=2,嶅
aoff=1,凹分
aofg=1,凹缝
aofh=1,熬
aofh=2,澳方
aofi=1,螯
aofj=1,鏊
aofl=1,拗
aofm=1,骜
aofq=1,獒
aofw=1,敖
aog=1,鏖
aogj=1,鏖
aogj=2,凹感
aogl=1,敖广
aogo=1,熬过
aogu=1,傲骨
aogv=1,澳规
aogw=1,廒
aohc=1,熬好
aohf=1,凹痕
aohh=1,澳航
aohj=1,傲寒
aohj=2,敖汉
aohk=1,熬坏
aohu=1,傲虎
aohv=1,懊悔
aohy=1,傲魂
aoif=1,傲沉
aoig=1,熬成
aoil=1,奥创
aoiu=1,熬出
aoiu=2,凹处
aojb=1,凹进
aoji=1,澳籍
aoji=2,凹击
aojk=1,拗劲
aojk=2,凹镜
aojl=1,鳌江
aojm=1,熬煎
aojm=2,傲剑
aojn=1,傲娇
aoju=1,傲居
aoju=2,澳剧
aojy=1,傲君
aojz=1,熬煎
aok=1,嗷
aok=2,噢
aokd=1,噢
aoke=1,澳客
aokg=1,凹坑
aokh=1,澳抗
aokw=1,嗷
aokz=1,拗口
aol=1,凹
aola=1,凹
aole=1,熬了
aoli=1,傲立
aolm=1,熬炼
aomf=1,澳门
aomi=1,奥秘
aomj=1,傲慢
aomm=1,凹面
aomn=1,奥妙
aomr=1,傲慢
aomu=1,凹模
aomw=1,傲梅
aon=1,媪
aonc=1,懊恼
aong=1,傲能
aonm=1,媪
aonm=2,熬年
aonq=1,澳牛
aons=1,傲农
aony=1,艾欧尼亚
aop=1,袄
aopd=1,奥
aopg=1,奥棚
aopy=1,袄
aoq=1,也都去
aoqd=1,鿫
aoqi=1,傲气
aoqr=1,獒犬
aoqy=1,袄裙
aor=1,傲
aorf=1,傲人
aorf=2,熬人
aori=1,奥日
aorj=1,傲然
aoru=1,凹入
aorw=1,傲
aosd=1,奥赛
aosh=1,懊丧
aosi=1,奥斯
aosi=2,熬死
aot=1,坳
aota=1,垇
aotd=1,澳台
aote=1,奥特
aoth=1,熬汤
aoti=1,奥体
aotl=1,坳
aotm=1,傲天
aoto=1,奥拓
aotu=1,凹凸
aotu=2,②
aotu=3,③
aotu=4,凹凹凸凸
aotz=1,鳌头
aoug=1,傲胜
aouh=1,熬上
aoui=1,傲视
aoui=2,傲世
aoul=1,傲霜
aouu=1,奥数
aouu=2,奥术
aouv=1,熬水
aove=1,熬着
aovi=1,熬制
aovi=2,螯肢
aovj=1,鏖战
aovu=1,熬煮
aovz=1,澳洲
aovz=2,熬粥
aow=1,璈
aowa=1,凹洼
aowd=1,澳外
aowh=1,澳网
aowh=2,奥王
aowh=3,獒王
aowj=1,熬完
aowu=1,嗷呜
aowu=2,傲物
aoww=1,璈
aox=1,懊
aoxb=1,澳新
aoxb=2,熬心
aoxd=1,懊
aoxi=1,遨嬉
aoxk=1,凹形
aoxl=1,翱翔
aoxm=1,凹陷
aoxt=1,傲雪
aoxx=1,凹下
aoxx=2,鳌虾
aoy=1,岙
aoyb=1,敖隐
aoyc=1,熬药
aoye=1,熬夜
aoye=2,岙
aoyi=1,奥义
aoyk=1,熬鹰
aoyr=1,澳元
aoyu=1,媪妪
aoyy=1,奥运
aoyz=1,遨游
aoz=1,遨
aozc=1,懊糟
aozi=1,袄子
aozi=2,凹字
aozu=1,螯足
aozw=1,遨
aozz=1,熬走
ap=1,安排
ap=2,也怕
ap=3,一个人
ap=4,也配
apap=1,安排安排
apb=1,安排表
apcy=1,爱拼才会赢
apdb=1,安排得明明白白
apdz=1,安培定则
apgz=1,安排工作
aph=1,安排好
apj=1,安培计
apld=1,安贫乐道
aplj=1,安贫乐贱
apq=1,也跑去
apq=2,阿帕奇
aprs=1,安贫若素
apst=1,爱泼斯坦
aptd=1,安排妥当
apu=1,安排上
apuh=1,安排生活
apuj=1,安排时间
apv=1,阿婆主
apx=1,安排下
aq=1,要去
aq=2,要求
aq=3,爱情
aq=4,安全
aqbq=1,爱去不去
aqbv=1,哀其不争
aqbx=1,哀其不幸
aqc=1,矮穷矬
aqcu=1,安全措施
aqd=1,也全都
aqd=2,安全带
aqd=3,挨千刀
aqd=4,安全岛
aqdp=1,爱情动作片
aqdy=1,安全第一
aqe=1,安琪儿
aqf=1,也缺乏
aqf=2,安全阀
aqg=1,安全感
aqgj=1,安全管家
aqgu=1,爱情故事
aqgy=1,爱情公寓
aqh=1,也恰好
aqh=2,爱琴海
aqhk=1,按期还款
aqi=1,矮穷丑
aqik=1,安全出口
aqip=1,爱情长跑
aqiu=1,奥奇传说
aqix=1,安全出行
aqj=1,安全局
aqjb=1,安全级别
aqjg=1,爱情价更高
aqji=1,安全检查
aqjl=1,安全距离
aqkk=1,安全可靠
aql=1,安琪拉
aqlh=1,安全理事会
aqm=1,安全帽
aqm=2,安全门
aqmh=1,鞍前马后
aqmm=1,爱情买卖
aqp=1,爱情片
aqq=1,安全期
aqq=2,安全区
aqqj=1,安全起见
aqqn=1,安全气囊
aqrm=1,爱钱如命
aqt=1,昂起头
aqt=2,安全套
aqtu=1,安全提示
aqtw=1,暗区突围
aqub=1,安全设备
aqug=1,安全事故
aqug=2,安全施工
aqui=1,安全生产
aqum=1,安全声明
aquu=1,安全设施
aquy=1,安全使用
aqvl=1,安全着陆
aqvx=1,安全中心
aqw=1,也千万
aqwu=1,安全卫士
aqx=1,安全性
aqx=2,安全线
aqxu=1,安全系数
aqy=1,爱奇艺
aqy=2,安全员
aqyh=1,安全隐患
aqys=1,安全因素
aqyu=1,安全意识
aqyu=2,安全运输
aqyx=1,安全有效
aqz=1,也亲自
ar=1,也让
ar=2,要让
ar=3,爱人
ar=4,也如
ard=1,也认得
ariu=1,爱如潮水
arji=1,爱如己出
ark=1,也认可
arkq=1,蔼然可亲
arli=1,黯然离场
arlx=1,黯然泪下
arm=1,爱人民
arn=1,也让你
arn=2,爱热闹
arpu=1,安如磐石
arr=1,也让人
arr=2,也仍然
arrg=1,安然如故
arrj=1,爱人如己
arrm=1,安然入眠
arru=1,安然入睡
art=1,也让他
artl=1,傲然挺立
artu=1,安如泰山
arus=1,黯然失色
aruu=1,黯然神伤
aruu=2,黯然伤神
arvb=1,爱如珍宝
arvg=1,也让整个
arvg=2,要让整个
arw=1,也让我
arwu=1,安然无事
arwy=1,安然无恙
arxh=1,黯然销魂
ary=1,也容易
aryd=1,矮人一等
aryd=2,爱人以德
aryl=1,傲然屹立
arzd=1,昂然自得
arzr=1,安然自若
as=1,也算
as=2,也随
as=3,要素
as=4,也算是
asam=1,艾斯爱慕
asbj=1,阿塞拜疆
asbt=1,阿斯巴甜
asey=1,埃塞俄比亚
asg=1,工
ash=1,也似乎
asir=1,阿sir
asjm=1,爱斯基摩
asjr=1,爱斯基摩人
ask=1,奥斯卡
askj=1,奥斯卡金像奖
asl=1,爱死了
asm=1,阿萨姆
asm=2,阿斯玛
asmg=1,奥斯曼帝国
asmr=1,ASMR
aspl=1,阿司匹林
asqb=1,暗送秋波
astl=1,阿斯特拉
asu=1,也算是
aswx=1,奥斯维辛
asyg=1,安塞腰鼓
at=1,也太
at=2,也同
at=3,要他
at=4,也挺
atbp=1,凹凸不平
atg=1,要通过
atg=2,要提供
atg=3,要提高
atg=4,要推广
atj=1,也听见
atj=2,凹透镜
atjf=1,艾条灸法
atkb=1,昂头阔步
atkq=1,暗通款曲
atl=1,阿提拉
atli=1,AT力场
atly=1,AT领域
atm=1,奥特曼
atm=2,阿童木
atm=3,凹凸曼
atqt=1,艾特全体
atsj=1,按图索骥
att=1,安兔兔
attx=1,昂头挺胸
atu=1,安徒生
atvf=1,奥特之父
atvm=1,奥特之母
atvq=1,安土重迁
atvw=1,奥特之王
atvx=1,奥体中心
aty=1,也同样
aty=2,安胎药
atyj=1,哀痛欲绝
atyv=1,凹凸有致
au=1,要是
au=2,暗示
au=3,爱上
au=4,也使
auaj=1,碍手碍脚
auax=1,爱说爱笑
aubf=1,安守本分
aubn=1,安神补脑
aubu=1,爱说不说
aubu=2,爱睡不睡
audj=1,安神定惊
audp=1,安神定魄
audv=1,安神定志
aug=1,也是个
aug=2,要是个
aug=3,也说过
augk=1,昂首高亢
auj=1,捱时间
aukb=1,昂首阔步
aul=1,爱上了
aulm=1,安身立命
aulw=1,奥沙利文
aum=1,也说明
aum=2,阿诗玛
aumr=1,奥数魔刃
aun=1,爱上你
aunw=1,爱是你我
auny=1,爱沙尼亚
auqi=1,按时起床
auqs=1,暗生情愫
auqx=1,傲视群雄
auri=1,安适如常
aurz=1,安生日子
autl=1,昂首挺立
autq=1,唉声叹气
autx=1,昂首挺胸
auu=1,爱谁谁
auv=1,暗示着
auvd=1,安身之地
auvi=1,安身之处
auvl=1,安史之乱
auvs=1,安身之所
auw=1,爱上我
auwi=1,按时完成
auwt=1,昂首望天
aux=1,按顺序
aux=2,暗示性
auyg=1,爱是一道光
auyl=1,昂首屹立
av=1,按照
av=2,也只
av=3,爱着
av=4,暗中
avaq=1,阿珍爱上了阿强
avb=1,也准备
avb=2,安装包
avb=3,安卓版
avb=4,安装版
avbg=1,也只不过
avd=1,也知道
avd=2,要知道
avdi=1,暗中调查
avdw=1,安装到位
avdw=2,螯肢动物
avew=1,安枕而卧
avff=1,安知非福
avfh=1,安知非祸
avgd=1,按照规定
avgi=1,暗中观察
avgi=2,安装过程
avgl=1,按照惯例
avhv=1,癌症患者
avhv=2,AV画质
avit=1,按照传统
avix=1,安装程序
avj=1,安卓机
avjh=1,按照计划
avji=1,安装教程
avm=1,也这么
avml=1,安装目录
avms=1,暗中摸索
avn=1,也只能
avny=1,AV女优
avny=2,AV男优
avp=1,安装盘
avpb=1,安卓平板
avpo=1,暗中盘算
avrj=1,安装软件
avrj=2,安卓软件
avrs=1,安之若素
avsj=1,暗中算计
avsw=1,安卓思维
avu=1,也正是
avu=2,也只是
avu=3,也真是
avu=4,爱之深
avuj=1,安卓手机
avv=1,按这种
avwj=1,安装文件
avwq=1,癌症晚期
avwy=1,安枕无忧
avxt=1,安卓系统
avxv=1,暗中相助
avy=1,也这样
avy=2,也只有
avy=3,也终于
avy=4,也只要
avyu=1,爱之欲其生
avzg=1,暗中作梗
aw=1,安慰
aw=2,也为
aw=3,要我
aw=4,安稳
awaw=1,安慰安慰
awb=1,也无比
awdg=1,阿瓦达啃大瓜
awdm=1,阿瓦达索命
awdr=1,爱我的人
awe=1,艾薇儿
awh=1,奥委会
awh=2,安委会
awhf=1,安危祸福
awj=1,安慰剂
awjw=1,爱屋及乌
awl=1,也为了
awlg=1,阿伟乱葬岗
awln=1,安危冷暖
awq=1,也完全
awq=2,癌晚期
awsa=1,爱我所爱
awsl=1,啊我死了
awsl=2,阿伟死了
awtr=1,暗无天日
awv=1,暗物质
awvh=1,爱我中华
awx=1,安慰性
awxy=1,安危相易
awy=1,也没有
awy=2,也唯有
awyg=1,安危与共
awyx=1,安慰一下
ax=1,也许
ax=2,也想
ax=3,安心
ax=4,也像
axa=1,也想要
axb=1,癌细胞
axb=2,阿西吧
axbb=1,按下不表
axbx=1,爱信不信
axcz=1,暗箱操作
axdg=1,奥匈帝国
axdv=1,安心定志
axdv=2,按需定制
axfl=1,熬心费力
axfp=1,按需分配
axgw=1,爱惜公物
axgz=1,安心工作
axh=1,也喜欢
axh=2,要学会
axhp=1,按下葫芦起来瓢
axhp=2,按下葫芦浮起瓢
axi=1,凹陷处
axjk=1,爱心捐款
axjl=1,爱新觉罗
axju=1,也许就是
axjx=1,暗下决心
axkm=1,按下快门
axl=1,阿修罗
axly=1,安心乐意
axr=1,安息日
axrc=1,爱惜人才
axtn=1,安享天年
axu=1,也许是
axum=1,爱惜生命
axuy=1,暗香疏影
axvx=1,爱心助学
axwn=1,安享晚年
axx=1,爱学习
axxl=1,安下心来
axxz=1,按需选择
axy=1,也需要
axy=2,也许有
axym=1,爱惜羽毛
axys=1,锕系元素
axzd=1,安闲自得
axzj=1,爱惜自己
axzz=1,安闲自在
ay=1,也要
ay=2,也有
ay=3,要有
ay=4,要用
aya=1,按一按
aybm=1,昂扬不灭
aybo=1,哎哟，不错哦
ayc=1,奥运村
ayd=1,也一定
ayed=1,也有一点
ayed=2,也有一定
ayfi=1,阿谀奉承
ayfy=1,阿谀逢迎
ayg=1,也有个
ayg=2,也应该
ayg=3,也有过
aygj=1,奥运冠军
aygr=1,爱一个人
ayh=1,奥运会
ayh=2,爱与恨
ayhd=1,也有很多
ayj=1,矮一截
ayje=1,奥运健儿
ayjl=1,暗夜精灵
ayju=1,奥运精神
ayl=1,也有了
aymy=1,唉呀妈呀
aymy=2,哎呀妈呀
aymz=1,碍于面子
ayq=1,按要求
ayqm=1,碍于情面
ayr=1,也有人
ayr=2,也要让
ayr=3,要有人
aysh=1,遨游四海
ayst=1,爱因斯坦
ayuj=1,遨游世界
ayv=1,也一直
ayvf=1,按月支付
ayvv=1,安营扎寨
ayw=1,也因为
ayw=2,哎哟喂
ayw=3,哎呦喂
aywl=1,安有完卵
aywq=1,哎呦我去
aywq=2,哎呀我去
aywq=3,哎哟我去
ayx=1,也有些
ayx=2,按音序
ayxl=1,阿姨洗铁路
ayxu=1,昂扬向上
ayxv=1,安于现状
ayy=1,哎呀呀
ayyd=1,也有一点
ayyd=2,也有一定
ayyy=1,俺也一样
ayyy=2,安于一隅
ayyy=3,阿姨压一压
ayz=1,也要在
ayz=2,也有在
az=1,也在
az=2,要在
az=3,暗自
az=4,要做
azb=1,也总比
azb=2,艾滋病
azbd=1,艾滋病毒
azbk=1,肮脏不堪
azbr=1,艾滋病人
azdy=1,暗自得意
azfm=1,爱憎分明
azg=1,爱祖国
azjd=1,爱走极端
azkx=1,矮子看戏
azlb=1,按资论辈
azlj=1,矮子里拔将军
azls=1,艾泽拉斯
azm=1,要怎么
azm=2,要咱们
azpb=1,按资排辈
azpc=1,腌臜泼才
azqx=1,暗自庆幸
azsl=1,暗自思量
aztk=1,阿兹特克
azuu=1,暗自神伤
azw=1,爱咋玩
azx=1,凹造型
azy=1,也在于
azy=2,要怎样
azzd=1,爱咋咋地
azzd=2,爱咋咋的
b=1,不
b=2,把
b=3,不过
b=4,不是
ba=1,吧
ba=2,不要
ba=3,爸
ba=4,必要
baa=1,吧！
baa=2,不要啊
baa=3,不也要
baa=4,白皑皑
baab=1,鲃
baad=1,鲅
baad=2,犮
baae=1,吧！”
baan=1,把俺
baay=1,鲅
bab=1,爸
baba=1,爸爸
baba=2,粑粑
babb=1,疤
babc=1,八宝
babd=1,八百
babd=2,八拜
babe=1,八百
babh=1,霸榜
babi=1,芭比
babi=2,罢笔
babj=1,八班
babk=1,把柄
babk=2,罢兵
babm=1,八遍
babn=1,靶标
babp=1,巴别
babu=1,八部
babw=1,八倍
babw=2,八辈
babw=3,拔北
bac=1,芭
baca=1,叭嚓
bacb=1,芭
bacc=1,拔草
bacc=2,扒草
bacd=1,菝
bacd=2,把菜
bace=1,八册
bacg=1,八层
baci=1,八次
baco=1,八错
bacv=1,拔萃
bacy=1,八寸
bad=1,灞
bad=2,必要的
bad=3,不也得
bad=4,不安定
bada=1,吧嗒
bada=2,八大
badc=1,霸道
badc=2,拔刀
badd=1,八代
badd=2,扒带
badh=1,八档
badh=2,报案电话
badi=1,巴蒂
badi=2,拔地
badi=3,并案调查
badk=1,坝顶
badl=1,霸道
badl=2,拔刀
badm=1,八点
badm=2,靶点
badn=1,拔掉
badn=2,拔屌
bado=1,灞
bado=2,把舵
badr=1,八段
bads=1,八栋
badu=1,八度
badu=2,霸都
badv=1,保安队长
bady=1,巴顿
badz=1,巴豆
badz=2,八斗
bae=1,岜
baeb=1,岜
baei=1,八一
bael=1,北爱尔兰
baer=1,八二
baf=1,拔
baf=2,不安分
bafb=1,扒
bafd=1,捌
baff=1,八分
baff=2,八份
bafg=1,把风
bafh=1,八方
bafu=1,霸服
bafu=2,八幅
bag=1,靶
baga=1,八嘎
bagb=1,靶
bagc=1,拔高
bagd=1,魃
bage=1,八个
bage=2,八哥
bage=3,巴哥
bagf=1,八根
bagh=1,八缸
bagi=1,吧规
bagj=1,把杆
bagk=1,八怪
bagl=1,扒光
bagl=2,拔光
bago=1,八国
bagp=1,把关
bagr=1,把关
bagr=2,罢官
bagr=3,拔罐
bags=1,罢工
bagu=1,八股
bagv=1,吧规
bagv=2,八桂
bagx=1,八卦
bagx=2,乾坤震巽坎离艮兑
bah=1,不要和
bah=2,不也会
bah=3,彼岸花
bah=4,不要慌
bahc=1,八号
bahc=2,把好
bahe=1,拔河
bahe=2,巴赫
bahf=1,疤痕
bahg=1,八横
bahh=1,八行
bahl=1,八荒
baho=1,把货
bahs=1,八红
bahu=1,跋扈
bahv=1,八会
bahv=2,扒灰
bahx=1,不安好心
bahy=1,霸魂
bai=1,罢
bai=2,不爱吃
baia=1,拔插
baia=2,八岔
baib=1,蚆
baidu=1,www.baidu.com
baie=1,扒车
baie=2,把车
baig=1,八成
baih=1,靶场
baii=1,把持
baii=2,八尺
bail=1,不按常理
bail=2,把床
baip=1,不按常理出牌
bair=1,靶船
bair=2,不爱吃肉
bais=1,八重
baiu=1,拔出
baiu=2,拔除
baj=1,钯
baj=2,不要紧
bajb=1,钯
bajb=2,巴金
bajf=1,霸道
baji=1,吧唧
baji=2,八级
bajm=1,拔尖
bajm=2,拔剑
bajn=1,芭蕉
bajn=2,八角
bajp=1,巴结
bajp=2,八戒
bajp=3,③
bajp=4,巴巴结结
bajq=1,八九
bajq=2,把酒
bajr=1,八卷
bajr=2,不爱江山爱美人
baju=1,八局
baju=2,霸据
bajx=1,八家
bajx=2,把家
bajy=1,八骏
bajz=1,拔尖
bajz=2,拔剑
bak=1,叭
bakb=1,叭
bakc=1,罢考
bakd=1,扒开
bake=1,罢课
bakj=1,吧刊
bakk=1,八块
bakl=1,八矿
bako=1,八廓
bakr=1,八款
baks=1,把控
baky=1,八困
bakz=1,哱
bakz=2,把口
bal=1,耙
bal=2,不要脸
bal=3,不要了
bala=1,扒拉
bala=2,巴拉
balb=1,巴林
balc=1,把牢
bale=1,罢了
bale=2,芭乐
bale=3,拔了
bale=4,扒了
balh=1,巴朗
bali=1,巴黎
bali=2,耙犁
balk=1,霸凌
balk=2,巴陵
ball=1,拔凉
balm=1,把脸
balq=1,八六
bals=1,霸龙
balu=1,八路
balw=1,芭蕾
balz=1,八楼
balz=2,笆篓
bam=1,粑
bama=1,爸妈
bama=2,①
bama=3,爸爸妈妈
bamb=1,朳
bamb=2,粑
bamc=1,拔毛
bamc=2,拔锚
bamd=1,把脉
bamd=2,八脉
bamf=1,把门
bamf=2,八门
bami=1,八米
bamj=1,霸蛮
bamk=1,八名
bamm=1,罢免
bamm=2,八面
bamn=1,八秒
bamr=1,霸蛮
bamu=1,拔模
bamw=1,把妹
bamw=2,把每
ban=1,妭
ban=2,不安宁
bana=1,把那
banb=1,把您
band=1,妭
bani=1,把你
banm=1,八年
bann=1,把尿
bans=1,把弄
banu=1,巴奴
banv=1,吧女
banw=1,吧内
bao=1,胈
baod=1,胈
bap=1,八
bapa=1,耙耙
bapb=1,八品
bapb=2,被安排得明明白白
bapd=1,八拍
bape=1,扒皮
bapi=1,扒皮
bapk=1,霸屏
bapm=1,八篇
bapn=1,八
bapo=1,八婆
baps=1,八婆
bapu=1,扒谱
bapx=1,霸屏
baq=1,不安全
baqi=1,霸气
baqi=2,八旗
baql=1,八强
baql=2,拔枪
baqm=1,八千
baqn=1,灞桥
baqp=1,扒窃
baqq=1,把球
baqr=1,霸权
baqu=1,八区
baqu=2,拔取
baqw=1,不安其位
baqy=1,拔群
bar=1,不要让
barf=1,巴人
bari=1,八日
bary=1,办案人员
bas=1,罢
basa=1,巴萨
basc=1,坝埽
basd=1,罢赛
base=1,吧……”
bash=1,巴桑
basi=1,拔丝
basj=1,八三
basj=2,把伞
basl=1,巴
baso=1,八所
bass=1,罢
bass=2,巴松
basu=1,罢诉
basu=2,八速
basv=1,八岁
bat=1,坝
bat=2,不爱听
bata=1,把他
bata=2,把她
bata=3,把它
batc=1,八套
batc=2,拔套
batd=1,吧台
bati=1,霸体
batl=1,拔腿
batl=2,不按套路
batm=1,八天
batm=2,霸天
batn=1,八条
bato=1,巴托
batp=1,巴铁
batp=2,不按套路出牌
batr=1,坝
batu=1,霸图
batv=1,拔腿
batv=2,把腿
batz=1,把头
bau=1,不也是
bau=2,不碍事
baua=1,芭莎
baub=1,㞎
baud=1,犮
baue=1,跋涉
baue=2,拔舌
bauf=1,八神
bauf=2,拔身
bauh=1,坝上
bauh=2,不爱说话
baui=1,八十
baui=2,巴士
baui=3,罢市
bauj=1,巴山
baul=1,不要说了
baul=2,八爽
baus=1,巴山
bauu=1,巴蜀
bauu=2,不谙世事
bauv=1,把水
bauw=1,把谁
baux=1,八刷
baux=2,不按顺序
bauz=1,把手
bauz=2,把守
bauz=3,罢手
bav=1,巴
bav=2,扒着
bava=1,巴扎
bavb=1,笆
bavd=1,拔寨
bavd=2,八宅
bave=1,八折
bave=2,霸者
bave=3,扒着
bavf=1,八珍
bavf=2,拔针
bavg=1,八正
bavh=1,巴掌
bavi=1,罢职
bavi=2,八只
bavj=1,霸占
bavj=2,把盏
bavl=1,拔桩
bavo=1,吧桌
bavo=2,拔擢
bavs=1,八种
bavs=2,巴中
bavu=1,霸主
bavu=2,吧主
bavv=1,巴
bavx=1,八爪
bavz=1,霸州
baw=1,吧？
baw=2,不安稳
bawe=1,吧？”
bawf=1,把稳
bawh=1,霸王
bawj=1,把玩
bawj=2,八万
bawo=1,把握
bawo=2,把我
bawu=1,吧务
bawu=2,八五
baww=1,八位
baww=2,霸位
bax=1,不安心
bax=2,白矮星
baxb=1,靶心
baxb=2,把心
baxi=1,巴西
baxi=2,把戏
baxj=1,靶向
baxk=1,八星
baxk=2,把兴
baxl=1,八项
baxl=2,靶向
baxm=1,八仙
baxn=1,八小
baxo=1,罢休
baxp=1,把鞋
baxp=2,拔些
baxq=1,罢休
baxt=1,把学
baxv=1,不安现状
baxx=1,拔下
baxx=2,霸下
baxx=3,八下
baxy=1,八旬
bay=1,霸
baya=1,拔牙
bayb=1,羓
bayc=1,把药
baye=1,霸业
bayg=1,鲅鱼
bayh=1,拔秧
bayi=1,八一
bayi=2,巴以
bayj=1,巴彦
bayk=1,拔营
bayo=1,霸
bayr=1,八元
bayr=2,罢园
bayt=1,八月
bayu=1,鲅鱼
bayz=1,吧友
baz=1,跋
bazd=1,跋
bazi=1,靶子
bazi=2,八字
bazl=1,霸总
bazo=1,霸座
bazo=2,拔作
bazs=1,霸总
bazu=1,八组
bb=1,不必
bb=2,并不
bb=3,爸爸
bb=4,宝贝
bba=1,鬓
bba=2,不必要
bbab=1,鬓
bbb=1,宾
bbb=2,不不不
bbb=3,并不比
bbb=4,别别别
bbbb=1,宾
bbbb=2,彬彬
bbbc=1,宝贝不错
bbbd=1,不比不知道
bbbe=1,邠
bbbh=1,版本编号
bbbi=1,辨别不出
bbbj=1,步步逼近
bbbj=2,表白被拒
bbbk=1,不卑不亢
bbbk=2,斑驳不堪
bbbl=1,半表半里
bbbm=1,鬓边
bbbm=2,报不报名
bbbo=1,宾博
bbbq=1,百病不侵
bbbu=1,宾补
bbbu=2,宝宝巴士
bbbw=1,滨北
bbbx=1,不悲不喜
bbby=1,褒贬不一
bbby=2,包不包邮
bbc=1,薄薄
bbc=2,白板擦
bbcb=1,褒贬参半
bbci=1,宾词
bbcl=1,宾从
bbcs=1,宾从
bbcu=1,百弊丛生
bbcz=1,并不存在
bbd=1,殡
bbd=2,巴不得
bbd=3,办不到
bbd=4,不变的
bbda=1,版本答案
bbdb=1,滨
bbdb=2,殡
bbdb=3,并不代表
bbdd=1,斑斑点点
bbdd=2,变被动为主动
bbdg=1,步步登高
bbdj=1,并不多见
