a=1,啊
yo=1,哟
yp=1,一个人
yp=2,一片
yp=3,一会儿
yp=4,有时候
yq=1,要求
yq=2,一起
yq=3,一切
yq=4,以前
yq=5,眼前
yr=1,元
yr=2,有人
yr=3,依然
ys=1,用
ys=2,一丝
ys=3,意思
ys=4,颜色
yt=1,月
yt=2,一天
yt=3,摇头
yu=1,与
yu=2,也是
yu=3,于是
yv=1,一直
yv=2,一种
yv=3,一阵
yv=4,一只
yv=5,严重
yv=6,眼中
yw=1,因为
yw=2,一位
yw=3,以为
yw=4,意外
yx=1,一下
yx=2,一些
yx=3,有些
yy=1,云
yy=2,一眼
yy=3,一样
yy=4,原因
yz=1,又
yz=2,也在
yz=3,样子
za=1,杂
za=2,早安
zb=1,嘴巴
zc=1,早
zc=2,再次
zc=3,自从
zd=1,再
zd=2,做到
zd=3,走到
ze=1,则
zf=1,怎
zf=2,做法
zf=3,做饭
zg=1,增
zg=2,足够
zg=3,走过
zh=1,脏
zh=2,总会
zh=3,最后
zi=1,自
zi=2,造成
zi=3,组成
zj=1,赞
zj=2,自己
zj=3,增加
zj=4,最近
zk=1,最快
zk=2,走开
zl=1,做了
zl=2,走了
zm=1,怎么
zm=2,咱们
zm=3,字母
zn=1,灾难
zn=2,在内
zo=1,做
zp=1,作品
zq=1,增强
zq=2,早期
zr=1,钻
zr=2,责任
zr=3,自然
zs=1,总
zs=2,总算
zs=3,自私
zt=1,昨天
zt=2,暂停
zt=3,姿态
zu=1,组
zu=2,总是
zu=3,暂时
zv=1,最
zv=2,组织
zv=3,最终
zw=1,贼
zw=2,作为
zw=3,自我
zx=1,仔细
zx=2,自信
zx=3,走向
zy=1,尊
zy=2,怎样
zy=3,左右
zy=4,重要
zz=1,走
zz=2,坐在
zz=3,走在
aaa=1,啊啊啊
aad=1,暗暗地
aah=1,吖
aaj=1,嗷嗷叫
aak=1,锕
aav=1,腌
aba=1,爱不爱
abg=1,熬不过
abg=2,拗不过
abj=1,矮半截
abl=1,按比例
abl=2,阿波罗
abl=3,埃博拉
abm=1,奥巴马
abv=1,碍不着
acq=1,矮矬穷
adb=1,爱丁堡
add=1,矮墩墩
ade=1,安道尔
adf=1,阿道夫
adf=2,安多酚
adg=1,矮冬瓜
adh=1,爱德华
adj=1,矮大紧
adl=1,暗地里
adl=2,按道理
adl=3,奥地利
adq=1,安定区
ads=1,安德森
adt=1,熬到头
adu=1,爱迪生
adv=1,熬得住
adv=2,挨得着
aef=1,阿尔法
ael=1,奥尔良
ael=2,爱尔兰
afd=1,阿凡达
afg=1,阿房宫
afg=2,阿法狗
afh=1,阿富汗
aft=1,阿凡提
agd=1,按规定
agd=2,阿骨打
age=1,挨个儿
age=2,矮个儿
agl=1,按惯例
agl=2,熬过来
agl=3,按规律
agq=1,挨过去
agq=2,熬过去
agt=1,阿根廷
agv=1,爱国者
agx=1,爱国心
agz=1,矮个子
ahh=1,啊哈哈
ahp=1,卬
ahq=1,安魂曲
ahq=2,安河桥
ahr=1,安徽人
ahs=1,暗红色
ahu=1,安徽省
ahv=1,肮
ahv=2,爱好者
ahw=1,盎
aic=1,霭
aid=1,鹌鹑蛋
aig=1,瑷
aig=2,按常规
aih=1,哎
aii=1,暗沉沉
aij=1,碍
aij=2,氨茶碱
aik=1,锿
ail=1,挨
ain=1,哀
aip=1,隘
aiq=1,暧
air=1,矮
ais=1,癌
ait=1,埃
ait=2,熬出头
aix=1,艾
aiy=1,皑
aiz=1,嫒
ajf=1,安家费
ajh=1,按计划
ajj=1,爱剪辑
ajk=1,安居客
ajl=1,安静了
ajs=1,氨基酸
aju=1,按键式
ajy=1,癌基因
akl=1,拗口令
akl=2,阿卡丽
akm=1,阿卡姆
akm=2,阿克曼
akx=1,爱科学
ala=1,奥利奥
alb=1,阿拉伯
alb=2,阿鲁巴
ald=1,阿拉丁
alg=1,奥利给
alh=1,安理会
alq=1,阿联酋
als=1,爱丽丝
als=2,安乐死
als=3,俺老孙
alt=1,Alt
alu=1,按理说
alu=2,安禄山
alx=1,爱立信
aly=1,阿里云
aly=2,安乐椅
amd=1,按摩店
amj=1,凹面镜
amn=1,阿玛尼
amq=1,安眠曲
amq=2,按摩器
amu=1,爱马仕
amu=2,按摩室
amx=1,安慕希
amy=1,安眠药
amy=2,按摩椅
amz=1,爱面子
and=1,谙
anf=1,俺
anh=1,唵
ani=1,案
ank=1,铵
anl=1,按
anm=1,鞍
anm=2,艹尼玛
anm=3,艹你妈
ann=1,鹌
ano=1,桉
anq=1,暗
anr=1,氨
ans=1,庵
ant=1,垵
ant=2,熬年头
anv=1,胺
any=1,岸
anz=1,盦
aoa=1,凹
aob=1,澳
aoc=1,懊
aoe=1,岙
aof=1,傲
aog=1,璈
aoh=1,嗷
aok=1,鏖
aol=1,拗
aon=1,奡
aop=1,隩
aos=1,廒
aot=1,坳
aou=1,袄
aow=1,熬
aox=1,薁
aoy=1,翱
aoz=1,媪
apb=1,安排表
aph=1,安排好
apj=1,安培计
apq=1,阿帕奇
apu=1,安排上
apv=1,阿婆主
apx=1,安排下
aqc=1,矮穷矬
aqd=1,安全带
aqd=2,挨千刀
aqd=3,安全岛
aqe=1,安琪儿
aqf=1,安全阀
aqg=1,安全感
aqh=1,爱琴海
aqi=1,矮穷丑
aqj=1,安全局
aql=1,安琪拉
aqm=1,安全帽
aqm=2,安全门
aqp=1,爱情片
aqq=1,安全期
aqq=2,安全区
aqt=1,昂起头
aqt=2,安全套
aqx=1,安全性
aqx=2,安全线
aqy=1,爱奇艺
aqy=2,安全员
arm=1,爱人民
arn=1,爱热闹
ask=1,奥斯卡
asm=1,阿萨姆
asm=2,阿斯玛
atj=1,凹透镜
atl=1,阿提拉
atm=1,奥特曼
atm=2,阿童木
atm=3,凹凸曼
att=1,安兔兔
atu=1,安徒生
aty=1,安胎药
auj=1,捱时间
aul=1,爱上了
aun=1,爱上你
auu=1,爱谁谁
auv=1,暗示着
auw=1,爱上我
aux=1,按顺序
aux=2,暗示性
avb=1,安装包
avb=2,安卓版
avb=3,安装版
avj=1,安卓机
avp=1,安装盘
avu=1,爱之深
avv=1,按这种
awe=1,艾薇儿
awh=1,奥委会
awh=2,安委会
awj=1,安慰剂
awq=1,癌晚期
awv=1,暗物质
awx=1,安慰性
axb=1,癌细胞
axb=2,阿西吧
axi=1,凹陷处
axl=1,阿修罗
axr=1,安息日
axx=1,爱学习
aya=1,按一按
ayc=1,奥运村
ayh=1,奥运会
ayh=2,爱与恨
ayj=1,矮一截
ayq=1,按要求
ayw=1,哎哟喂
ayw=2,哎呦喂
ayx=1,按音序
ayy=1,哎呀呀
azb=1,艾滋病
azg=1,爱祖国
azw=1,爱咋玩
azx=1,凹造型
baa=1,八
baa=2,白皑皑
bab=1,灞
bac=1,霸
bad=1,粑
bad=2,保安队
bad=3,不安定
baf=1,不安分
bah=1,吧
bah=2,备案号
bah=3,彼岸花
bai=1,羓
bai=2,不爱吃
bak=1,钯
bal=1,拔
bam=1,靶
ban=1,耙
ban=2,不安宁
bao=1,朳
bap=1,魃
baq=1,不安全
bar=1,笆
bas=1,疤
bat=1,坝
bat=2,不爱听
bau=1,不碍事
bav=1,巴
baw=1,吧？
baw=2,不安稳
bax=1,芭
bax=2,不安心
bax=3,白矮星
bay=1,岜
baz=1,跋
bba=1,邠
bbb=1,滨
bbb=2,并不比
bbb=3,别逼逼
bbb=4,白板笔
bbc=1,白板擦
bbd=1,巴不得
bbd=2,办不到
bbd=3,不变的
bbd=4,棒棒哒
bbe=1,宝贝儿
bbf=1,傧
bbf=2,笨办法
bbf=3,八宝饭
bbf=4,背包袱
bbg=1,玢
bbg=2,比不过
bbg=3,本不该
bbg=4,把把关
bbg=5,步步高
bbh=1,并不会
bbh=2,不包含
bbh=3,并不好
bbh=4,版本号
bbh=5,白百何
bbi=1,宾
bbi=2,办不成
bbi=3,蹦蹦床
bbi=4,蹦蹦车
bbj=1,缤
bbj=2,八百斤
bbk=1,镔
bbk=2,不包括
bbk=3,背包客
bbl=1,殡
bbl=2,比不了
bbl=3,不必了
bbl=4,八百里
bbl=5,冰冰凉
bbm=1,帮帮忙
bbm=2,𰻝𰻝面
bbn=1,鬓
bbn=2,并不能
bbn=3,并不难
bbo=1,彬
bbp=1,抱不平
bbp=2,百白破
bbq=1,保不齐
bbq=2,北半球
bbr=1,并不如
bbr=2,被别人
bbr=3,播报人
bbt=1,棒棒糖
bbt=2,半边天
bbt=3,巴别塔
bbu=1,髌
bbu=2,并不是
bbu=3,比不上
bbu=4,帮不上
bbu=5,摆摆手
bbu=6,百八十
bbv=1,膑
bbv=2,憋不住
bbv=3,保不住
bbv=4,八宝粥
bbv=5,并不知
bbv=6,不标准
bbw=1,帮帮我
bbw=2,并不晚
bbx=1,并不想
bbx=2,并不像
bbx=3,百宝箱
bbx=4,八边形
bby=1,豳
bby=2,不必要
bby=3,北冰洋
bby=4,不包邮
bby=5,并伴有
bbz=1,半辈子
bbz=2,八辈子
bbz=3,拜把子
bca=1,饱
bcb=1,瀑
bcc=1,雹
bce=1,豹
bcf=1,保
bcg=1,龅
bci=1,宝
bcj=1,彼此间
bck=1,爆粗口
bck=2,百草枯
bcl=1,抱
bcl=2,不错了
bcn=1,褒
bco=1,枹
bcq=1,剥
bcq=2,不凑巧
bcq=3,保存期
bcr=1,爆
bcs=1,暴
bct=1,鸨
bcu=1,褓
bcv=1,胞
bcw=1,包
bcx=1,薄
bcx=2,不曾想
bcy=1,鲍
bcy=2,病残孕
bcz=1,趵
bcz=2,不存在
bdb=1,不得不
bdb=2,不代表
bdb=3,不但不
bdb=4,背对背
bdb=5,补丁包
bdb=6,不对吧
bdc=1,背单词
bdd=1,不断地
bdd=2,不单单
bdd=3,办得到
bdd=4,不地道
bde=1,半点儿
bdf=1,佰
bdf=2,白癜风
bdf=3,贝多芬
bdg=1,白大褂
bdh=1,不大好
bdh=2,憋得慌
bdh=3,不等号
bdh=4,本地化
bdh=5,北戴河
bdh=6,本地话
bdi=1,拜
bdi=2,不动产
bdi=3,不对称
bdi=4,白帝城
bdi=5,摆渡车
bdj=1,不对劲
bdj=2,不打紧
bdj=3,不得劲
bdj=4,八段锦
bdj=5,不多久
bdk=1,不对口
bdk=2,傍大款
bdk=3,白豆蔻
bdk=4,病毒库
bdl=1,摆
bdl=2,不得了
bdl=3,背地里
bdm=1,帮倒忙
bdn=1,百
bdo=1,柏
bdq=1,不定期
bdq=2,本地区
bdr=1,本地人
bdr=2,不打扰
bdr=3,别的人
bds=1,不打算
bds=2,本打算
bds=3,变电所
bdt=1,不对头
bdt=2,摆地摊
bdt=3,抱大腿
bdt=4,半导体
bdt=5,不等同
bdu=1,比得上
bdu=2,不但是
bdu=3,不单是
bdu=4,表达式
bdu=5,不等式
bdv=1,别当真
bdv=2,报到证
bdw=1,稗
bdw=2,不到位
bdw=3,不倒翁
bdw=4,本单位
bdx=1,别担心
bdx=2,不担心
bdx=3,病毒性
bdx=4,被动性
bdx=5,北斗星
bdy=1,不得已
bdy=2,不等于
bdy=3,不低于
bdy=4,不得以
bdy=5,鼻窦炎
bdz=1,败
bdz=2,半吊子
bdz=3,瘪犊子
beb=1,倍儿棒
beg=1,巴儿狗
bej=1,白垩纪
bej=2,不二价
ben=1,包二奶
beq=1,边儿去
bet=1,博尔特
beu=1,倍儿爽
beu=2,包耳式
bew=1,北二外
bfa=1,坌
bfa=2,不妨碍
bfb=1,不方便
bfb=2,百分百
bfb=3,百分比
bfc=1,犇
bfc=2,不服从
bfd=1,不反对
bfd=2,不发达
bfd=3,不封顶
bfd=4,百分点
bfe=1,变法儿
bff=1,倴
bff=2,笨方法
bff=3,不复返
bff=4,不犯法
bfg=1,不放过
bfg=2,饱腹感
bfg=3,避风港
bfh=1,不符合
bfh=2,暴发户
bfh=3,别废话
bfh=4,百分号
bfi=1,迸发出
bfj=1,不费劲
bfj=2,抱佛脚
bfj=3,白费劲
bfj=4,半封建
bfj=5,毕福剑
bfk=1,锛
bfk=2,被罚款
bfk=3,不分开
bfl=1,爆发力
bfl=2,播放量
bfl=3,不服老
bfm=1,白富美
bfn=1,奔
bfo=1,栟
bfp=1,贲
bfp=2,包分配
bfp=3,背风坡
bfq=1,不服气
bfq=2,播放器
bfq=3,不放弃
bfr=1,笨
bfr=2,部分人
bfr=3,不否认
bfr=4,北方人
bft=1,畚
bft=2,巴菲特
bft=3,避风头
bfu=1,并非是
bfu=2,比方说
bfu=3,不服输
bfu=4,蝙蝠衫
bfu=5,爆发式
bfu=6,百分数
bfv=1,半分钟
bfv=2,百分之
bfv=3,并发症
bfv=4,百分制
bfv=5,百夫长
bfw=1,别烦我
bfw=2,百分位
bfx=1,苯
bfx=2,不放心
bfx=3,暴风雪
bfx=4,蝙蝠侠
bfx=5,爆发性
bfx=6,报复性
bfx=7,边防线
bfy=1,暴风雨
bfz=1,不负责
bfz=2,不复杂
bga=1,迸
bga=2,不够啊
bgb=1,不改变
bgb=2,班干部
bgc=1,不光彩
bgc=2,别搞错
bgd=1,不敢当
bgd=2,不感到
bgd=3,半个多
bgd=4,补光灯
bgd=5,背光灯
bge=1,冰棍儿
bgf=1,不过分
bgf=2,不辜负
bgf=3,保管费
bgg=1,琫
bgg=2,不过关
bgg=3,不够格
bgg=4,碧根果
bgh=1,嘣
bgh=2,不够好
bgh=3,报告会
bgi=1,不构成
bgi=2,报告称
bgi=3,半挂车
bgi=4,办公处
bgi=5,兵工厂
bgj=1,绷
bgj=2,不干净
bgj=3,白骨精
bgj=4,不干胶
bgk=1,镚
bgk=2,不敢看
bgl=1,不管了
bgl=2,不归路
bgl=3,百公里
bgl=4,办公楼
bgl=5,不给力
bgm=1,蚌
bgm=2,帮个忙
bgm=3,不感冒
bgn=1,甭
bgn=2,不管你
bgn=3,布谷鸟
bgp=1,不公平
bgq=1,办公区
bgq=2,背过气
bgq=3,不过去
bgr=1,被告人
bgr=2,保管人
bgr=3,报告人
bgr=4,本国人
bgs=1,不告诉
bgs=2,本公司
bgt=1,甏
bgt=2,包工头
bgt=3,表个态
bgt=4,办公厅
bgt=5,八卦图
bgt=6,宝盖头
bgu=1,祊
bgu=2,办公室
bgu=3,不过是
bgu=4,不管是
bgu=5,不光是
bgu=6,报告书
bgu=7,不管事
bgu=8,保管室
bgv=1,不关注
bgv=2,办公桌
bgv=3,不公正
bgv=4,半个钟
bgw=1,别怪我
bgw=2,别管我
bgw=3,八股文
bgw=4,不过问
bgx=1,不甘心
bgx=2,不关心
bgx=3,不高兴
bgx=4,不敢想
bgx=5,背锅侠
bgy=1,崩
bgy=2,半个月
bgy=3,不够用
bgy=4,不管用
bgy=5,不过瘾
bgy=6,不甘于
bgy=7,办公椅
bgz=1,蹦
bgz=2,不规则
bgz=3,笔杆子
bha=1,不会啊
bha=2,北海岸
bhb=1,浜
bhb=2,不会吧
bhb=3,不好吧
bhb=4,不好办
bhb=5,白化病
bhc=1,不会错
bhc=2,保护层
bhc=3,百花丛
bhc=4,辩护词
bhd=1,谤
bhd=2,不会的
bhd=3,饱和度
bhd=4,不厚道
bhd=5,百货店
bhd=6,北海道
bhf=1,傍
bhf=2,保护费
bhf=3,不合法
bhf=4,保护法
bhf=5,辩护方
bhg=1,玤
bhg=2,不合格
bhg=3,不好过
bhg=4,背黑锅
bhg=5,拔火罐
bhh=1,𠳐
bhh=2,不后悔
bhh=3,不含糊
bhh=4,白花花
bhh=5,白晃晃
bhh=6,百合花
bhi=1,不好吃
bhi=2,冰红茶
bhj=1,绑
bhj=2,不好讲
bhj=3,编后记
bhj=4,百花奖
bhk=1,镑
bhk=2,不好看
bhl=1,搒
bhl=2,不合理
bhl=3,白桦林
bhm=1,蚌
bhm=2,不好吗
bhm=3,保护膜
bhn=1,邦
bho=1,棒
bhp=1,别害怕
bhp=2,保皇派
bhp=3,不活泼
bhq=1,不花钱
bhq=2,不合群
bhq=3,保护区
bhq=4,辩护权
bhr=1,不好惹
bhr=2,被害人
bhr=3,辩护人
bhs=1,不划算
bhs=2,保护伞
bhs=3,庇护所
bhs=4,保护色
bht=1,塝
bht=2,不好听
bht=3,保护套
bht=4,白虎堂
bhu=1,不合适
bhu=2,不好受
bhu=3,保护神
bhu=4,白桦树
bhv=1,膀
bhv=2,包含着
bhv=3,被害者
bhv=4,笔和纸
bhv=5,病患者
bhw=1,不好玩
bhw=2,白话文
bhw=3,保护网
bhw=4,百合网
bhx=1,蒡
bhx=2,不和谐
bhx=3,不好笑
bhx=4,保护性
bhy=1,不会有
bhy=2,不好用
bhy=3,不欢迎
bhy=4,编后语
bhz=1,不会做
bhz=2,白胡子
bhz=3,不婚族
bia=1,弊
bib=1,濞
bic=1,必
bic=2,不成材
bid=1,诐
bid=2,白炽灯
bid=3,不迟到
bie=1,币
bif=1,俾
bif=2,不充分
bif=3,不重复
bif=4,补偿费
big=1,碧
big=2,不超过
big=3,不成功
bih=1,吡
bih=2,病虫害
bii=1,避
bii=2,被查处
bij=1,不常见
bij=2,补偿金
bij=3,补差价
bik=1,铋
bil=1,变成了
bil=2,不出来
bil=3,不成立
bim=1,不出门
bin=1,逼
bio=1,弼
bip=1,陛
bip=2,半成品
biq=1,不出去
biq=2,不差钱
biq=3,不成器
bir=1,笔
bir=2,不承认
bis=1,庇
bit=1,毕
bit=2,抱成团
biu=1,彼
biu=2,不成熟
biu=3,不诚实
biu=4,被除数
biu=5,被乘数
biv=1,狴
biv=2,保持着
biv=3,不称职
biv=4,包吃住
biv=5,保持者
biw=1,闭
biw=2,被称为
biw=3,搏出位
bix=1,蔽
bix=2,不承想
bix=3,八成新
bix=4,不吃香
bix=5,北朝鲜
biy=1,鼻
biy=2,不常用
biy=3,不传谣
biy=4,补充液
biz=1,婢
biz=2,被称作
bja=1,半
bja=2,绑架案
bjb=1,湴
bjb=2,笔记本
bjb=3,不仅不
bjb=4,不具备
bjb=5,编辑部
bjb=6,搬救兵
bjc=1,保健操
bjd=1,不记得
bjd=2,不见得
bjd=3,比较多
bjd=4,比较大
bjd=5,不间断
bjd=6,背景灯
bjd=7,不简单
bje=1,般
bje=2,拔尖儿
bjf=1,伴
bjf=2,比较烦
bjf=3,百家饭
bjf=4,保价费
bjg=1,班
bjg=2,不及格
bjg=3,不经过
bjg=4,别见怪
bjg=5,比较高
bjg=6,北极光
bjh=1,比较好
bjh=2,不久后
bjh=3,不仅会
bjh=4,北极狐
bjh=5,白加黑
bji=1,比较差
bji=2,比较长
bji=3,不经常
bjj=1,绊
bjj=2,不仅仅
bjj=3,不解决
bjj=4,不讲究
bjj=5,不将就
bjk=1,钣
bjk=2,比较快
bjk=3,不健康
bjl=1,搬
bjl=2,不见了
bjl=3,不讲理
bjl=4,冰激凌
bjl=5,边角料
bjl=6,棒极了
bjl=7,不吉利
bjm=1,靽
bjm=2,比较慢
bjm=3,比较忙
bjm=4,本杰明
bjm=5,不记名
bjm=6,表姐妹
bjn=1,不仅能
bjn=2,比基尼
bjn=3,比较难
bjn=4,不拘泥
bjo=1,板
bjp=1,办
bjp=2,保健品
bjp=3,补给品
bjq=1,昄
bjq=2,不久前
bjq=3,不进去
bjq=4,编辑器
bjq=5,不景气
bjq=6,报警器
bjq=7,表决权
bjq=8,拔键器
bjr=1,不兼容
bjr=2,北京人
bjr=3,不尽然
bjs=1,瓣
bjs=2,背景色
bjs=3,半决赛
bjs=4,毕加索
bjt=1,坂
bjt=2,班集体
bjt=3,背景图
bjt=4,八骏图
bjt=5,贝吉塔
bju=1,不仅是
bju=2,不就是
bju=3,比较少
bju=4,绊脚石
bju=5,芭蕉扇
bjv=1,别紧张
bjv=2,不紧张
bjv=3,边检站
bjv=4,八进制
bjw=1,标记为
bjx=1,北极熊
bjx=2,百家姓
bjx=3,边境线
bjx=4,边界线
bjx=5,悲剧性
bjx=6,北极星
bjy=1,不介意
bjy=2,不建议
bjy=3,白居易
bjy=4,不经意
bjy=5,比较远
bjz=1,败家子
bjz=2,包饺子
bjz=3,摆架子
bjz=4,脖颈子
bka=1,饼
bkb=1,冰
bkb=2,背靠背
bkb=3,不可不
bkb=4,不可比
bkd=1,不可得
bkf=1,冰咖啡
bkf=2,补考费
bkf=3,报考费
bkh=1,不看好
bkh=2,不可活
bki=1,屏
bkj=1,背阔肌
bkk=1,不可靠
bkk=2,不可控
bkk=3,不可考
bkl=1,摒
bkl=2,不考虑
bkl=3,不快乐
bkl=4,别哭了
bkl=5,冰窟窿
bkm=1,蛃
bkm=2,宝可梦
bkn=1,丙
bkn=2,不可能
bkn=3,不可逆
bko=1,柄
bkp=1,兵
bkp=2,不靠谱
bkq=1,秉
bkq=2,不客气
bkq=3,别客气
bkq=4,不可取
bkq=5,不可缺
bkr=1,炳
bks=1,病
bks=2,不愧是
bkt=1,报刊亭
bku=1,不愧是
bku=2,本科生
bku=3,白开水
bku=4,不吭声
bku=5,不可数
bkv=1,禀
bkv=2,半空中
bkv=3,不可知
bkv=4,报考者
bkw=1,不愧为
bkw=2,不可谓
bkw=3,不可为
bkx=1,不开心
bkx=2,不科学
bkx=3,不可信
bkx=4,不可惜
bkx=5,不可行
bky=1,不可以
bky=2,本可以
bky=3,不可用
bkz=1,包括在
blb=1,玻璃杯
blb=2,白萝卜
blb=3,抱了抱
blc=1,不理睬
bld=1,便利店
bld=2,巴厘岛
bld=3,白兰地
bld=4,宝莲灯
bld=5,本垒打
ble=1,鼻梁儿
blf=1,别浪费
blf=2,布洛芬
blg=1,板蓝根
blg=2,玻璃缸
blg=3,鼻梁骨
blg=4,拨浪鼓
blg=5,不连贯
blh=1,不理会
blh=2,八零后
blh=3,白莲花
blh=4,百老汇
blh=5,博览会
blh=6,辩论会
blh=7,白兰花
bli=1,暴露出
bli=2,玻璃窗
bli=3,碧螺春
bli=4,冰绿茶
blj=1,不了解
blj=2,不理解
blj=3,八路军
blj=4,本来就
blj=5,玻璃胶
blj=6,白莲教
blk=1,不离开
blk=2,暴力狂
blk=3,不离口
bll=1,不了了
bll=2,宝丽来
bll=3,巴啦啦
bll=4,别乱来
blm=1,不礼貌
blm=2,玻璃门
blm=3,白龙马
blm=4,波罗蜜
blm=5,贝雷帽
blm=6,爆冷门
bln=1,不理你
bln=2,百灵鸟
blp=1,玻璃瓶
blp=2,舶来品
blq=1,不领情
blq=2,玻璃球
blq=3,保龄球
blq=4,柏林墙
bls=1,不利索
bls=2,辩论赛
bls=3,布鲁斯
blt=1,别理他
blt=2,便利贴
blt=3,柏拉图
blt=4,巴雷特
blu=1,不论是
blu=2,本来是
blu=3,半路上
blu=4,不老实
blu=5,玻璃水
blu=6,不离手
blu=7,比利时
blv=1,避雷针
blv=2,不理智
blw=1,不理我
blw=2,芭蕾舞
blw=3,不来往
blw=4,比利王
blw=5,宝莱坞
blx=1,本来想
blx=2,不理想
blx=3,玻璃心
blx=4,不流行
blx=5,波浪线
blx=6,别乱想
bly=1,不乐意
bly=2,不利于
bly=3,毕了业
bly=4,变了样
bly=5,白鹿原
blz=1,冰溜子
blz=2,半拉子
blz=3,保留字
bmb=1,汴
bmb=2,不明白
bmb=3,编码表
bmc=1,忭
bmc=2,闭幕词
bmd=1,白名单
bmd=2,百慕大
bme=1,白木耳
bmf=1,便
bmf=2,白米饭
bmf=3,报名费
bmf=4,版面费
bmg=1,白玫瑰
bmg=2,不敏感
bmg=3,闭门羹
bmg=4,不美观
bmg=5,表面光
bmh=1,爆米花
bmh=2,白忙活
bmh=3,表面化
bmh=4,闭幕会
bmi=1,遍
bmj=1,编
bmj=2,表面积
bmj=3,别墨迹
bmj=4,白毛巾
bmj=5,保密局
bml=1,抃
bml=2,避免了
bml=3,不明朗
bmm=1,鞭
bmm=2,白茫茫
bmm=3,白蒙蒙
bmm=4,白面馍
bmn=1,本命年
bmn=2,白毛女
bmp=1,边
bmq=1,昪
bmq=2,不明确
bmq=3,编码器
bmq=4,半毛钱
bmq=5,不勉强
bmq=6,罢免权
bmq=7,边牧犬
bmr=1,煸
bms=1,辩
bms=2,白马寺
bms=3,绊马索
bmt=1,弁
bmu=1,褊
bmu=2,表面上
bmu=3,变魔术
bmu=4,闭幕式
bmu=5,不陌生
bmv=1,卞
bmv=2,不买账
bmv=3,北美洲
bmv=4,不明智
bmv=5,百忙中
bmv=6,不民主
bmw=1,匾
bmw=2,弼马温
bmx=1,苄
bmx=2,不明显
bmx=3,保密性
bmx=4,斑马线
bmx=5,表面性
bmy=1,鳊
bmy=2,并没有
bmy=3,不满意
bmy=4,兵马俑
bmy=5,比目鱼
bmy=6,蓖麻油
bmy=7,报幕员
bmz=1,贬
bmz=2,不满足
bmz=3,被埋在
bmz=4,蓖麻子
bna=1,彪
bna=2,不能按
bnb=1,瀌
bnb=2,不能不
bnc=1,骠
bnd=1,本能地
bnd=2,本年度
bnd=3,不能动
bnf=1,俵
bnf=2,不耐烦
bng=1,不能够
bng=2,并能够
bng=3,不能干
bng=4,别难过
bnh=1,半年后
bnh=2,百脑汇
bnh=3,比你好
bni=1,不能吃
bnj=1,八年级
bnk=1,镖
bnl=1,摽
bnl=2,不努力
bnl=3,别闹了
bnm=1,不那么
bnm=2,鼻粘膜
bnm=3,巴拿马
bnn=1,飙
bnn=2,半年内
bnn=3,白嫩嫩
bnn=4,不鸟你
bno=1,标
bnq=1,半年前
bnq=2,八年前
bnr=1,熛
bnr=2,不能忍
bns=1,瘭
bns=2,避难所
bns=3,玻尿酸
bnt=1,编年体
bnu=1,裱
bnu=2,不能说
bnu=3,编年史
bnv=1,膘
bnv=2,白内障
bnv=3,半年中
bnx=1,藨
bnx=2,比你行
bny=1,鳔
bny=2,不能用
bny=3,保暖衣
bny=4,百衲衣
bnz=1,婊
bnz=2,白娘子
boa=1,卜
bob=1,泊
boc=1,驳
bod=1,被殴打
boe=1,舶
bof=1,伯
bog=1,玻
boh=1,啵
boi=1,檗
boj=1,砵
bok=1,钵
bol=1,播
boo=1,柏
bop=1,博
boq=1,剥
bor=1,箔
bot=1,艴
bou=1,亳
bov=1,脖
bow=1,馞
box=1,薄
boy=1,帛
boz=1,跛
bpa=1,憋
bpa=2,报平安
bpa=3,保平安
bpb=1,标配版
bpd=1,不平等
bpe=1,摆谱儿
bpf=1,不平凡
bpg=1,白苹果
bph=1,不平衡
bph=2,扁平化
bph=3,白平衡
bpi=1,不排除
bpi=2,被判处
bpj=1,白啤酒
bpk=1,不怕苦
bpl=1,不怕累
bpn=1,不怕你
bpp=1,不匹配
bpq=1,被抛弃
bpq=2,变频器
bpq=3,爆脾气
bps=1,瘪
bps=2,不怕死
bpt=1,白葡萄
bpt=2,不怕她
bpt=3,不怕他
bpt=4,不怕它
bpu=1,鞭炮声
bpu=2,白皮书
bpu=3,爆破手
bpw=1,被评为
bpw=2,不怕我
bpy=1,癿
bpy=2,不便宜
bpy=3,爆破音
bpy=4,扁平疣
bpz=1,宝瓶座
bpz=2,扁平足
bqb=1,表情包
bqb=2,滨崎步
bqd=1,不确定
bqd=2,不恰当
bqd=3,棒球队
bqe=1,白求恩
bqf=1,版权费
bqf=2,被欺负
bqf=3,不缺乏
bqg=1,不奇怪
bqg=2,别去管
bqg=3,笔趣阁
bqh=1,标签化
bqi=1,不清楚
bqj=1,白切鸡
bqk=1,兵器库
bql=1,比起来
bql=2,冰淇淋
bql=3,不去了
bql=4,绑起来
bql=5,八千里
bql=6,板起脸
bqn=1,别气馁
bqn=2,比丘尼
bqq=1,不缺钱
bqq=2,不确切
bqr=1,不求人
bqs=1,不轻松
bqt=1,包青天
bqt=2,扒墙头
bqu=1,并且是
bqu=2,不全是
bqu=3,不欠谁
bqv=1,办签证
bqx=1,被取消
bqy=1,不起眼
bqy=2,不情愿
bqy=3,标签页
bqy=4,不轻易
brb=1,不然不
brd=1,别人的
brd=2,不认得
brd=3,不人道
brh=1,必然会
brh=2,白热化
brj=1,别人家
