字	全码	同项序号	核定简码
埚	gopd	0	gop
埝	nmpv	0	nmp
埤	pipb	0	pipb
埪	ksps	0	ksp
埫	thpj	0	thpj
埭	ddpo	0	ddp
埯	anpa	0	anpa
埴	vipr	0	vipr
埵	dopr	0	dopr
埸	yipx	0	yipx
埽	scpg	0	scp
堃	kylp	0	kyl
堇	jbix	0	jbix
堉	yupr	0	yupr
堋	pgpr	0	pgpr
堌	gupr	0	gupr
堍	tupx	0	tupx
堎	lgpg	0	lgp
堐	yapp	0	yapp
堑	qmcp	0	qmc
堙	ybpp	0	ybpp
堞	dppa	0	dppa
堠	hzps	0	hzp
堧	rrpv	0	rrp
堨	eepl	0	eep
堲	jiwp	0	jiwp
堼	hgpp	0	hgp
堽	ghpy	0	ghp
堾	iypa	0	iyp
塄	lgpl	0	lgpl
塅	drpw	0	drp
塆	wjpz	0	wjp
塍	igrp	0	igr
塝	bhpl	0	bhp
塥	geph	0	geph
塬	yrpf	0	yrpf
塱	lhdp	0	lhdp
塾	uukp	0	uukp
墀	iipn	0	iipn
墁	mjpg	0	mjpg
墈	kjpk	0	kjpk
墉	yspe	0	yspe
墐	jbpx	0	jbp
墒	uhpr	0	uhpr
墕	yjpw	0	yjpw
墘	qmpz	0	qmpz
墚	llpa	0	llp
墡	ujpj	0	ujpj
墣	pupm	0	pupm
墦	fjpa	0	fjp
墼	jirp	0	jirp
壅	ysbp	0	ysbp
壑	hesp	0	hesp
壕	hcpy	0	hcpy
壸	kype	0	kype
夐	xsog	0	xsog
夔	kvvg	0	kvvg
夙	sudx	0	sudx
夤	ybxv	0	ybx
夥	hoax	0	hoa
夬	gkzv	0	gkz
夯	hhvk	0	hhv
夼	klvy	0	klv
奁	lmve	0	lmve
奂	hrov	0	hro
奄	yjva	0	yjv
奓	vavx	0	vav
奘	zhxv	0	zhx
奘	vlxv	0	vlxv
奚	xibv	0	xibv
奡	aory	0	aor
奭	uibd	0	uibd
妁	uomd	0	uom
妊	rfmp	0	rfmp
妗	jbmv	0	jbmv
妘	yymk	0	yym
妣	bimg	0	bimg
妤	yumg	0	yumg
妧	yrmn	0	yrmn
妩	wuma	0	wuma
妪	yume	0	yume
妫	gvmk	0	gvmk
妭	bamd	0	bam
妯	vzma	0	vzma
妲	damr	0	damr
妾	qphm	0	qph
姈	lkmv	0	lkmv
姒	simo	0	sim
姗	ujmr	0	ujm
姘	pbmq	0	pbmq
姝	uums	0	uums
姞	jimj	0	jimj
姣	jnme	0	jnme
姤	gzmj	0	gzm
姮	hgmr	0	hgm
姱	kxmz	0	kxm
姶	eemj	0	eemj
姹	iamg	0	iam
姽	gvmt	0	gvmt
娀	ssmb	0	ssmb
娆	rcmh	0	rcm
娈	lrym	0	lry
娉	pkmz	0	pkm
娌	limw	0	limw
娑	soom	0	soo
娓	wwmh	0	wwmh
娠	ufml	0	ufml
娣	dimb	0	dimb
娩	mmmx	0	mmm
娲	wamd	0	wamd
娵	jumg	0	jumg
娼	ihma	0	ihm
婀	eemn	0	eemn
婌	uumg	0	uumg
婍	qimn	0	qim
婘	qrmt	0	qrmt
婞	xkmb	0	xkmb
婠	wjmh	0	wjmh
婢	bimb	0	bimb
婤	vzmj	0	vzmj
婪	ljam	0	ljam
婫	kymg	0	kym
婳	hxml	0	hxml
婵	ijms	0	ijm
婺	wugm	0	wugm
婻	njmb	0	njm
婼	romj	0	rom
婿	xumr	0	xumr
媂	dimg	0	dimg
媄	mwmv	0	mwmv
媆	rrmv	0	rrm
媓	hlmt	0	hlmt
媖	ykmv	0	ykm
媞	uiml	0	uiml
媪	aomt	0	aom
媭	xukm	0	xukm
媱	ycmb	0	ycmb
媲	pimg	0	pim
媵	ykrm	0	ykr
媸	iimw	0	iimw
媾	gzmr	0	gzmr
嫄	yrmf	0	yrmf
嫒	aimg	0	aim
嫔	pbmv	0	pbmv
嫕	yimv	0	yimv
嫖	pnmq	0	pnm
嫘	lwmf	0	lwm
嫚	mjmg	0	mjm
嫜	vhmb	0	vhm
嫠	lism	0	lism
嫣	yjmw	0	yjmw
嫦	ihmg	0	ihmg
嫪	lcmk	0	lcmk
嫫	momq	0	mom
嫭	humy	0	hum
嫱	qlmj	0	qlmj
嫽	lnmf	0	lnmf
嬉	ximj	0	ximj
嬖	bitm	0	bitm
嬗	ujmr	0	ujmr
嬛	xrmg	0	xrmg
嬥	tnmp	0	tnmp
嬬	ruml	0	rum
嬴	ykdm	0	ykdm
嬷	momk	0	momk
嬿	yjmw	0	yjmw
孀	ulma	0	ulm
孅	xmmr	0	xmmr
孑	jpxx	0	jpxx
孓	jtxd	0	jtx
孖	zixx	0	zixx
孛	bwbx	0	bwb
孢	bcxt	0	bcx
孥	numx	0	numx
孪	lryx	0	lryx
孬	ncrx	0	ncr
孱	ijtx	0	ijt
孳	zivx	0	zivx
孺	ruxl	0	rux
宄	gvsh	0	gvs
宓	fusv	0	fusv
宓	misv	0	misv
宕	dhsc	0	dhsc
宥	yzsr	0	yzsr
宧	yism	0	yism
宬	igsz	0	igs
寁	zjsd	0	zjs
寐	mwss	0	mws
寤	wusj	0	wusj
寥	lnsk	0	lnsk
寰	hrsg	0	hrsg
尕	ganf	0	gan
尜	gaff	0	gaf
尢	whbz	0	whbz
尥	lnbd	0	lnb
尨	mhbd	0	mhbd
尪	whbt	0	whbt
尻	kcth	0	kct
屃	xitq	0	xitq
屉	titz	0	tit
屐	jitg	0	jitg
屙	eetn	0	eet
屣	xitd	0	xitd
屦	jutm	0	jutm
屹	yiuz	0	yiu
屺	qiut	0	qiut
屼	wuun	0	wuu
屾	ufuu	0	ufu
岈	yauk	0	yauk
岊	jptu	0	jptu
岌	jius	0	jiu
岍	qmuq	0	qmuq
岖	quue	0	quu
岘	xmuq	0	xmu
岙	aoku	0	aok
岜	baut	0	bau
岞	zour	0	zou
岠	juul	0	juu
岢	keun	0	keu
岣	gzuj	0	gzu
岨	juur	0	juur
岨	quur	0	quur
岫	xqua	0	xqu
岬	jxua	0	jxu
岵	huur	0	huu
岷	mbum	0	mbu
岽	dsuc	0	dsu
岿	kvud	0	kvu
峁	mcui	0	mcu
峂	tsud	0	tsu
峃	xtsu	0	xtsu
峄	yiue	0	yiue
峋	xyua	0	xyu
峒	dsuj	0	dsuj
峒	tsuj	0	tsuj
峗	wwut	0	wwut
峘	hrur	0	hru
峙	uiun	0	uiu
峙	viun	0	viu
峛	lpuo	0	lpu
峣	ycuh	0	ycu
峤	jnuy	0	jnu
峤	qnuy	0	qnuy
峥	vgud	0	vgu
峦	lryu	0	lryu
峧	jnue	0	jnue
峱	nchu	0	nch
峿	wuuj	0	wuuj
崀	lhuw	0	lhu
崁	kjud	0	kju
崂	lcuk	0	lcu
崃	lduk	0	ldu
崄	xmup	0	xmup
崆	ksus	0	ksu
崌	juug	0	juug
崒	zuub	0	zuu
崚	lgug	0	lgu
崞	goux	0	gou
崟	ybun	0	ybu
崡	hjul	0	hju
崤	xnur	0	xnu
崦	yjua	0	yjua
崧	ssuk	0	ssuk
崮	guur	0	guu
崴	wdum	0	wdu
崶	fgun	0	fgun
崽	zduv	0	zdu
崾	ycum	0	ycum
崿	eeuz	0	eeuz
嵁	kjuz	0	kjuz
嵅	hjuj	0	hjuj
嵇	jicu	0	jicu
嵊	ugug	0	ugu
嵋	mwua	0	mwu
嵎	yuuo	0	yuuo
嵖	iaur	0	iau
嵘	rsua	0	rsu
嵚	qbud	0	qbu
嵛	yuue	0	yuue
嵝	lzum	0	lzu
嵫	ziuf	0	ziu
嵬	wwun	0	wwun
嵯	cous	0	cou
嵲	npua	0	npu
嵴	jiur	0	jiur
嶂	vhub	0	vhu
嶅	aoxu	0	aoxu
嶍	xiul	0	xiu
嶒	cgua	0	cgu
嶓	boua	0	bou
嶙	lbuh	0	lbu
嶝	dgur	0	dgu
嶟	zyun	0	zyu
嶦	ujum	0	uju
嶲	xiul	0	xiul
嶷	yiul	0	yiul
巇	xiub	0	xiub
巉	ijux	0	iju
巯	qqsy	0	qqs
巽	xytv	0	xytv
帏	wwge	0	wwg
帑	thmg	0	thm
帔	pwgh	0	pwg
帙	vigs	0	vigs
帚	vzdg	0	vzd
帛	bolg	0	bol
帡	pkgq	0	pkg
帨	uvgn	0	uvg
帱	izgn	0	izg
帱	dcgn	0	dcg
帷	wwgp	0	wwgp
帻	zegq	0	zeg
帼	gogt	0	gogt
幄	wogh	0	wog
幌	hlgn	0	hlg
幔	mjgg	0	mjg
幖	bngq	0	bng
幛	vhgb	0	vhgb
幞	fugm	0	fugm
幪	mggy	0	mgg
幺	ycff	0	ycff
庋	gvcg	0	gvcg
庑	wuca	0	wuca
庖	pcct	0	pcc
庠	xlcb	0	xlcb
庤	vicn	0	vicn
庥	xqca	0	xqca
庱	igcg	0	igcg
庳	bicb	0	bicb
庹	toct	0	toc
庼	qkcq	0	qkcq
庾	yucd	0	yucd
廆	wwcn	0	wwcn
廋	szcg	0	szcg
廑	jbcx	0	jbc
廒	aocg	0	aoc
廙	yicv	0	yicv
廛	ijcp	0	ijc
廨	xpcn	0	xpc
廪	lbcq	0	lbcq
弁	bmkq	0	bmkq
弆	jupq	0	jup
弇	yjdq	0	yjd
弈	yiyq	0	yiyq
弋	yibb	0	yib
弑	uies	0	uies
弛	iizh	0	iizh
弢	tczg	0	tcz
弨	iczj	0	icz
弩	numz	0	numz
弭	mizm	0	mizm
弶	jlzf	0	jlzf
弸	pgzr	0	pgz
彀	gzpw	0	gzpw
彖	trdy	0	trd
彗	hvxd	0	hvxd
彘	vidg	0	vid
彟	ytdg	0	ytd
彧	yubk	0	yubk
彳	iiyy	0	iiyy
彷	phyl	0	phy
徂	cuyr	0	cuyr
徇	xyya	0	xyya
徉	yhyb	0	yhyb
徊	hkyj	0	hky
徕	ldyk	0	ldy
徙	xiyd	0	xiyd
徛	jiyn	0	jiyn
徜	ihyj	0	ihy
徨	hlyt	0	hly
徭	ycyb	0	ycy
徵	viyg	0	viyg
徼	jnyg	0	jnyg
忉	dcvo	0	dcvo
忏	ijvx	0	ijvx
忐	tjsv	0	tjs
忑	terv	0	ter
忖	cyvn	0	cyv
忝	tmvv	0	tmv
忞	mbqv	0	mbq
忡	isvy	0	isv
忤	wuvb	0	wuvb
忪	ssvk	0	ssvk
忭	bmvs	0	bmv
忮	vivg	0	viv
忱	ifvn	0	ifvn
忳	tyvz	0	tyvz
忸	nqvp	0	nqv
忺	xmvd	0	xmv
忻	xbvf	0	xbvf
忾	kdvu	0	kdvu
怃	wuva	0	wuva
怄	ouve	0	ouv
怅	ihvh	0	ihv
怆	ilvt	0	ilv
怊	icvj	0	icv
怍	zovr	0	zov
怏	yhvv	0	yhv
怙	huvr	0	huv
怛	davr	0	davr
怦	pgvb	0	pgv
怩	nivg	0	nivg
怫	fuvk	0	fuvk
怵	iuvd	0	iuvd
怿	yive	0	yive
恁	nfzv	0	nfz
恂	xyva	0	xyv
恃	uivn	0	uivn
恓	xivy	0	xivy
恔	jnve	0	jnv
恙	yhmv	0	yhmv
恚	hvpv	0	hvp
恝	jxxv	0	jxx
恣	ziov	0	ziov
恧	nvlv	0	nvl
恪	kevg	0	kev
恫	dsvj	0	dsvj
恬	tmvj	0	tmvj
恸	tsvk	0	tsv
恹	yjvv	0	yjvv
恻	cevo	0	cev
恽	yyvc	0	yyv
恿	yskv	0	yskv
悃	kyva	0	kyv
悆	yudv	0	yudv
悈	jpvq	0	jpv
悌	tivb	0	tivb
悒	yivt	0	yivt
悖	bwvx	0	bwv
悚	ssvg	0	ssvg
悛	qrvg	0	qrvg
悝	kvvw	0	kvvw
悢	llvw	0	llv
悫	qtpv	0	qtpv
悭	qmvp	0	qmvp
悯	mbvq	0	mbv
悰	csvq	0	csv
悱	fwvx	0	fwv
悴	cvvb	0	cvv
悸	jivx	0	jivx
悻	xkvb	0	xkv
惆	izvj	0	izv
惇	dyvx	0	dyv
惋	wjvt	0	wjv
惎	jiiv	0	jiiv
惔	tjvw	0	tjvw
惘	whvz	0	whv
惙	iovg	0	iov
惚	huvv	0	huvv
惛	hyva	0	hyv
惝	ihvj	0	ihvj
惦	dmvj	0	dmvj
惫	bwgv	0	bwgv
惬	qpvv	0	qpvv
惮	djvs	0	djv
惰	dovr	0	dovr
惴	vvvl	0	vvv
惺	xkvx	0	xkvx
愀	qnvw	0	qnvw
愃	xrvr	0	xrv
愆	qmxv	0	qmxv
愍	mbmv	0	mbm
愎	bivg	0	bivg
愐	mmvl	0	mmv
愔	ybve	0	ybv
愠	yyvt	0	yyvt
愦	kvvq	0	kvvq
愫	suvf	0	suvf
愭	qiva	0	qiva
慆	tcvl	0	tcv
慊	qmvj	0	qmvj
慊	qpvj	0	qpvj
慑	uevg	0	uevg
慝	telv	0	tel
慥	zcvo	0	zcv
慬	qbvx	0	qbv
慭	ybkv	0	ybkv
慵	ysve	0	ysv
憔	qnvw	0	qnvw
憕	igvr	0	igv
憙	xipv	0	xipv
憧	isvw	0	isvw
憨	hjzv	0	hjzv
憩	qixv	0	qixv
憬	jkvf	0	jkvf
憭	lnvf	0	lnv
憷	iuvl	0	iuvl
憺	djvm	0	djvm
懑	mfov	0	mfov
懔	lbvq	0	lbvq
懦	novl	0	nov
戆	ghev	0	ghev
戆	vlev	0	vlev
戋	jmbb	0	jmb
戍	uubd	0	uubd
戕	qlxb	0	qlx
戗	qldb	0	qld
戛	garb	0	garb
戛	jxrb	0	jxrb
戟	jibb	0	jibb
戡	kjib	0	kjib
戢	jijd	0	jijd
戣	kvxb	0	kvx
戤	gdnb	0	gdnb
戥	dgab	0	dgab
戬	jmeb	0	jmeb
戭	yjsb	0	yjsb
戮	lunb	0	lunb
戽	hutb	0	hut
戾	litv	0	litv
扂	dmtj	0	dmtj
扃	jstj	0	jst
扅	yitx	0	yitx
扆	yitg	0	yitg
扈	hutt	0	hutt
扉	fwtx	0	fwt
扊	yjtw	0	yjt
扞	hjex	0	hjex
扦	qmex	0	qme
扪	mfel	0	mfe
扺	vien	0	vien
扽	dfez	0	df
抃	bmes	0	bme
抉	jtev	0	jtev
抒	uueg	0	uue
抔	pzed	0	pze
抟	trek	0	tre
抡	lyeg	0	lye
抨	pgeb	0	pgeb
抻	ifea	0	ife
抿	mbem	0	mbe
拃	vaer	0	vaer
拄	vuep	0	vue
拈	nmej	0	nme
拊	fuet	0	fuet
拗	aoek	0	aoe
拗	nqek	0	nqek
拤	qxes	0	qxes
拭	uies	0	uies
拮	jpej	0	jpej
拶	zaex	0	zaex
拶	zjex	0	zjex
拷	kcez	0	kce
挈	qpxe	0	qpx
挎	kxez	0	kxe
挓	vaeg	0	vaeg
挚	viee	0	viee
挛	lrye	0	lrye
挝	woeo	0	woeo
挞	taeo	0	taeo
挦	xmen	0	xmen
挲	saoe	0	saoe
挲	sooe	0	sooe
挹	yiet	0	yiet
捃	jyej	0	jye
捋	lven	0	lve
捋	loen	0	loe
捌	baeo	0	baeo
捍	hjex	0	hjex
捎	ucer	0	ucer
捩	lpev	0	lpe
捭	bdeb	0	bdeb
捯	dceo	0	dceo
捶	iver	0	ive
捺	naeq	0	nae
捻	nmev	0	nmev
捽	zoeb	0	zoeb
掂	dmej	0	dmej
掇	doeg	0	doe
掊	pzej	0	pzej
掎	jien	0	jien
掖	yeex	0	yeex
掞	yjew	0	yjew
掣	iene	0	ien
掬	jueb	0	jueb
掭	tmev	0	tme
掮	qmer	0	qmer
掳	luek	0	luek
掴	gket	0	gket
掸	djes	0	djes
掼	greq	0	gre
掾	yrey	0	yrey
揄	yuee	0	yuee
揆	kvev	0	kve
揕	vfez	0	vfez
揖	yiem	0	yiem
揠	yaem	0	yaem
揩	kdel	0	kde
揳	xpev	0	xpev
揶	yeey	0	yeey
揸	vaer	0	vaer
揿	qbed	0	qbed
搀	ijed	0	ijed
搋	iked	0	iked
搌	vjel	0	vje
搐	iuea	0	iue
搒	bhel	0	bhe
搒	pgel	0	pgel
搔	scew	0	sce
搛	jmej	0	jmej
搠	uoer	0	uoe
搡	shea	0	she
搦	noeo	0	noeo
搪	thej	0	the
搴	qmse	0	qms
搽	iaef	0	iaef
摁	enev	0	ene
摅	uuev	0	uuev
摈	bbev	0	bbe
摏	isel	0	ise
摒	bkeq	0	bkeq
摛	iieo	0	iie
摞	loef	0	loef
摭	view	0	view
摴	iuez	0	iuez
摹	moqe	0	moqe
摽	bneq	0	bne
撂	lneg	0	lneg
撄	ykem	0	yke
撅	jted	0	jted
撖	hjeg	0	hjeg
撙	zyen	0	zye
撬	qneh	0	qne
撵	nmec	0	nmec
撷	xpeq	0	xpeq
撺	crey	0	crey
擂	lwea	0	lwe
擐	hreg	0	hre
擘	bote	0	bote
擞	szeg	0	sze
擢	voep	0	voep
擤	xken	0	xke
擿	tieo	0	tie
攉	hoep	0	hoe
攘	rheg	0	rhe
攥	zref	0	zre
攫	jteg	0	jteg
攮	nheg	0	nhe
攸	yzzg	0	yzzg
攽	bjvg	0	bjvg
敉	mibg	0	mibg
敔	yuqg	0	yuqg
敕	iigg	0	iig
敝	bivg	0	bivg
敩	xnsg	0	xnsg
敫	jnlg	0	jnl
斓	ljqg	0	ljqg
斛	huhb	0	huhb
斝	jxjb	0	jxj
斠	jnrb	0	jnrb
斡	wobb	0	wob
斫	vocf	0	voc
斶	iufw	0	iuf
旃	vjlb	0	vjl
旄	mclh	0	mclh
旆	pwlg	0	pwl
旌	jklx	0	jkl
旎	nilg	0	nilg
旐	vcln	0	vcl
旒	lqly	0	lql
旖	yiln	0	yiln
旞	svlo	0	svl
旮	gaha	0	gah
旯	laah	0	laa
旰	gjax	0	gjax
旴	xuax	0	xua
旵	ijau	0	ija
旸	yhax	0	yhax
旻	mbaq	0	mba
旿	wuab	0	wuab
昀	yyao	0	yyao
昃	zead	0	zea
昄	bjag	0	bjag
昇	ugaq	0	uga
昈	huat	0	huat
昉	fhal	0	fha
昒	huax	0	huax
昙	tjak	0	tjak
昝	zjga	0	zjg
昡	xraf	0	xra
昣	vfak	0	vfak
昤	lkav	0	lkav
昪	bmaq	0	bma
昫	xuaj	0	xuaj
昳	dpas	0	dpa
昴	mcai	0	mcai
昵	niag	0	nia
昶	ihna	0	ihn
昺	bkad	0	bkad
昽	lsak	0	lsa
晁	ican	0	ica
晅	xrar	0	xrar
晊	viah	0	viah
晐	gdad	0	gdad
晔	yeab	0	yeab
晗	hjaj	0	hjaj
晙	jyag	0	jya
晞	xiag	0	xiag
晡	bual	0	bua
晢	veea	0	veea
晤	wuaj	0	wuaj
晪	tmav	0	tmav
晫	voab	0	voa
晱	ujaw	0	ujaw
晷	gvaj	0	gvaj
暄	xrar	0	xrar
暅	ggar	0	gga
暌	kvav	0	kva
暕	jmag	0	jmag
暝	mkav	0	mkav
暧	aiag	0	aia
暲	vhab	0	vhab
暵	hjav	0	hjav
暶	xral	0	xral
暹	xmao	0	xmao
暾	tyag	0	tya
暿	xiaj	0	xiaj
曈	tsaw	0	tsaw
曌	vcas	0	vcas
曙	uuat	0	uuat
曛	xyat	0	xya
曩	nhag	0	nha
曳	yeak	0	yeak
曷	heal	0	heal
朏	fwru	0	fwru
朐	qurj	0	qur
朓	tnrn	0	tnr
朳	baav	0	baa
朸	liak	0	liak
杄	qmax	0	qma
杈	iaad	0	iaad
杌	wuan	0	wuan
杓	bnad	0	bnad
杕	diav	0	diav
杙	yiab	0	yiab
杧	mhaz	0	mha
杩	maan	0	maa
杪	mnak	0	mnak
杲	gcaa	0	gca
杳	ycaa	0	ycaa
杵	iuab	0	iuab
杷	paat	0	paa
杻	izap	0	izap
杻	nqap	0	nqa
杼	vuag	0	vuag
枅	jiaq	0	jiaq
枇	piag	0	piag
枋	fhal	0	fhal
枍	yiaz	0	yiaz
枘	rvad	0	rva
枞	csad	0	csa
枞	zsad	0	zsad
枥	liak	0	liak
枧	jmaq	0	jmaq
枨	igah	0	igah
枭	xnca	0	xnca
枰	pkab	0	pka
枲	xika	0	xika
枳	viav	0	viav
枵	xnaz	0	xnaz
枷	jxaj	0	jxaj
枸	gzaj	0	gzaj
枸	juaj	0	juaj
枹	bcat	0	bcat
柁	toag	0	toa
柃	lkav	0	lkav
柈	bjae	0	bjae
柊	vsad	0	vsa
柑	gjai	0	gjai
柒	qioa	0	qioa
柖	ucaj	0	ucaj
柘	veac	0	vea
柙	xxaa	0	xxaa
柝	toaf	0	toaf
柞	vaar	0	vaar
柞	zoar	0	zoar
柢	dian	0	dian
柩	jqag	0	jqa
柰	ndaq	0	nda
柷	vuan	0	vuan
柽	igap	0	igap
栀	viat	0	viat
栉	viay	0	viay
栊	lsak	0	lsak
栌	luat	0	luat
栎	liaj	0	liaj
栎	ytaj	0	ytaj
栐	ysan	0	ysa
栒	xyaa	0	xyaa
栝	gxaj	0	gxa
栟	bfaq	0	bfa
栩	xuan	0	xuan
栲	kcaz	0	kca
栳	lcag	0	lca
栴	vjab	0	vjab
栻	uias	0	uias
栾	lrya	0	lrya
桀	jpxa	0	jpxa
桁	hgax	0	hgax
桄	glan	0	gla
桅	wwat	0	wwat
桉	anam	0	anam
桊	jrma	0	jrma
桎	viah	0	viah
桕	jqal	0	jqal
桠	yaae	0	yaae
桡	rcah	0	rca
桤	qiat	0	qiat
桧	gvak	0	gvak
桧	hvak	0	hvak
桫	soak	0	soak
桯	tkat	0	tka
桲	boax	0	boax
桲	poax	0	poax
桴	fuax	0	fua
桷	jtah	0	jta
桹	lhaw	0	lhaw
梃	tkao	0	tkao
梆	bhay	0	bhay
梌	tuav	0	tua
梏	guaj	0	gua
梠	lvaj	0	lva
梣	ifav	0	ifav
梣	qbav	0	qba
梴	ijao	0	ijao
梼	tcan	0	tcan
梽	viav	0	viav
梾	ldak	0	lda
梿	lmao	0	lma
棁	voan	0	voan
棂	lkaw	0	lkaw
棐	fwxa	0	fwxa
棓	bwaj	0	bwaj
棣	diao	0	diao
棤	coaa	0	coa
棨	qita	0	qita
棪	yjaw	0	yjaw
棫	yuar	0	yuar
棬	qrat	0	qrat
棰	ivar	0	iva
棹	vcab	0	vcab
棻	ffqa	0	ffqa
棼	ffao	0	ffao
棽	ifav	0	ifav
棽	ufav	0	ufav
椀	wjat	0	wjat
椁	goax	0	goax
椆	izaj	0	izaj
椋	llaf	0	llaf
椐	juag	0	juag
椑	bwab	0	bwab
椓	voay	0	voay
椟	duav	0	duav
椠	qmca	0	qmca
椤	loax	0	loa
椪	pgae	0	pgae
椭	toar	0	toar
椴	draw	0	dra
椸	yiah	0	yiah
椹	ufaz	0	ufaz
椽	iray	0	ira
楂	vaar	0	vaar
楒	siav	0	siav
楔	xpav	0	xpav
楗	jmao	0	jmao
楙	mcaa	0	mcaa
楝	lmag	0	lmag
楞	lgal	0	lgal
楣	mwaa	0	mwaa
楦	xrar	0	xrar
楩	pmae	0	pma
楪	dpaa	0	dpaa
楫	jiam	0	jiam
楮	iuaa	0	iuaa
楯	uyaa	0	uyaa
楸	qqaw	0	qqa
楹	ykat	0	ykat
榃	tjaa	0	tjaa
榅	wfat	0	wfa
榇	ifaf	0	ifaf
榈	lvaj	0	lvaj
榉	juae	0	juae
榍	xpar	0	xpar
榑	fuan	0	fuan
榔	lhay	0	lhay
榖	gupw	0	gupw
榛	vfac	0	vfac
榧	fwax	0	fwa
榫	syab	0	sya
榭	xpan	0	xpan
榰	viaa	0	viaa
榱	cvar	0	cva
榷	qtap	0	qta
榻	taan	0	taa
槁	gcaj	0	gcaj
槃	pjca	0	pjc
槊	uova	0	uova
槌	ivao	0	ivao
槎	iaas	0	iaas
槔	gcab	0	gcab
槚	jxaq	0	jxaq
槜	zvan	0	zva
槟	bbav	0	bbav
槟	bkav	0	bkav
槠	vuaa	0	vuaa
槭	qiaf	0	qiaf
槱	yzaw	0	yzaw
槲	huab	0	huab
樗	iuaz	0	iuaz
樘	thap	0	tha
樨	xian	0	xian
樯	qlaj	0	qlaj
樵	qnaw	0	qnaw
樽	zyan	0	zya
樾	ytab	0	ytab
橄	gjag	0	gjag
橇	qnah	0	qnah
橐	tosa	0	tos
橑	lnaf	0	lna
橛	jtad	0	jtad
橞	hvav	0	hvav
橥	vuha	0	vuha
橦	tsaw	0	tsaw
橱	iuan	0	iuan
橹	luaa	0	luaa
橼	yray	0	yra
檄	xiag	0	xiag
檎	qbao	0	qbao
檑	lwaa	0	lwaa
檗	bota	0	bota
檞	jpan	0	jpan
檠	qkqa	0	qkqa
檩	lbaq	0	lba
檫	iaaq	0	iaaq
櫆	kvab	0	kvab
欂	boan	0	boan
欤	yurd	0	yur
欸	aikd	0	aik
欸	eikd	0	ei
欹	qivd	0	qivd
欻	xuwd	0	xuw
歃	uaxd	0	uax
歅	ybyd	0	ybyd
歆	xbed	0	xbe
歙	uedd	0	uedd
殁	moxw	0	mox
殂	cuxr	0	cux
殃	yhxv	0	yhx
殄	tmxk	0	tmxk
殆	ddxj	0	ddxj
殇	uhxx	0	uhx
殉	xyxa	0	xyxa
殍	pnxx	0	pnx
殒	yyxq	0	yyx
殓	lmxp	0	lmx
殚	djxs	0	djx
殛	jixr	0	jixr
殡	bbxv	0	bbx
殣	jbxx	0	jbx
殪	yixr	0	yixr
殳	uuww	0	uuww
殴	oulw	0	oulw
毂	gupw	0	gupw
毋	wull	0	wull
毌	grll	0	grll
毐	aipl	0	aipl
毖	bigv	0	bigv
毡	vjhj	0	vjh
毪	muhn	0	muh
毳	cvhh	0	cvh
毵	sjkh	0	sjkh
毹	uueh	0	uueh
毽	jmho	0	jmho
氅	ihfh	0	ihfh
氆	puha	0	puh
氇	luha	0	luh
氍	quah	0	quah
氐	dinn	0	dinn
氓	mhbm	0	mhbm
氕	ppuk	0	ppu
氖	ndun	0	ndu
氘	dcuy	0	dcu
氙	xmuu	0	xmuu
氚	iruy	0	iru
氡	dsud	0	dsud
氤	ybuv	0	ybuv
氦	hdud	0	hdu
氩	yaue	0	yaue
氪	keun	0	keun
氰	qkur	0	qkur
氲	yyut	0	yyu
氾	fjot	0	fjot
氿	jqoh	0	jqoh
汆	crdo	0	crd
汈	dnor	0	dnor
汊	iaod	0	iao
汋	vood	0	vood
汔	qioz	0	qioz
汕	ujou	0	ujo
汜	siot	0	siot
汧	qmoq	0	qmoq
汨	mioa	0	mioa
汩	guoa	0	guoa
汫	jkoj	0	jkoj
汭	rvod	0	rvo
汲	jios	0	jios
汴	bmos	0	bmo
沂	yiof	0	yiof
沄	yyok	0	yyo
沅	yron	0	yron
沆	hhod	0	hho
沇	yjon	0	yjon
沌	dyoz	0	dyo
沌	vroz	0	vro
沏	qioo	0	qioo
沓	daoa	0	dao
沓	taoa	0	tao
沔	mmoz	0	mmo
沘	biog	0	biog
沚	vioy	0	vioy
沣	fgox	0	fgox
沤	ouoe	0	ouo
沨	fgoe	0	fgoe
沩	wwok	0	wwok
沭	uuod	0	uuod
沱	toog	0	too
沺	tmoa	0	tmoa
泂	jsoj	0	jso
泃	juoj	0	juoj
泅	qqod	0	qqod
泇	jxoj	0	jxo
泐	leok	0	leo
泔	gjoi	0	gjoi
泖	mcoi	0	mco
泗	siot	0	siot
泙	pkob	0	pko
泚	ciog	0	ciog
泜	vion	0	vion
泞	nkon	0	nkon
泠	lkov	0	lkov
泫	xrof	0	xro
泮	pjoe	0	pjoe
泯	mbom	0	mbo
泱	yhov	0	yhov
泺	looj	0	looj
洄	hvoj	0	hvoj
洇	ybov	0	ybov
洈	wwot	0	wwot
洌	lpoo	0	lpoo
洎	jiol	0	jiol
洑	fuov	0	fuov
洓	qiog	0	qiog
洘	kcoz	0	kco
洙	vuos	0	vuos
洚	jloh	0	jloh
洢	yiok	0	yiok
洣	miob	0	miob
洧	wwor	0	wwor
洨	xnoe	0	xnoe
洫	xuot	0	xuot
洭	klot	0	klo
洮	tcon	0	tcon
洱	erom	0	erom
洳	ruoj	0	ruoj
