词	简码	候选位	级别
冰冻三尺，非一日之功	bdsg	1	4
冰冻三尺非一日之寒	bdsh	1	4
冰冻三尺，非一日之寒	bdsh	2	4
别的什么	bdsm	1	4
病毒扫描	bdsm	2	4
百度搜索	bdss	2	4
不对头	bdt	1	3
摆地摊	bdt	2	3
抱大腿	bdt	3	3
半导体	bdt	4	3
不等同	bdt	5	3
百度贴吧	bdtb	1	4
百度推广	bdtg	2	4
白帝托孤	bdtg	3	4
半岛铁盒	bdth	3	4
拔得头筹	bdti	1	4
比登天还难	bdtn	2	4
不断提升	bdtu	2	4
宝岛台湾	bdtw	1	4
不等同于	bdty	1	4
不大同意	bdty	2	4
比得上	bdu	1	3
不但是	bdu	2	3
不单是	bdu	3	3
表达式	bdu	4	3
不等式	bdu	5	3
病毒式传播	bdub	1	4
百度输入法	bduf	2	4
不大适合	bduh	2	4
白帝圣剑	bduj	4	4
不多说了	bdul	2	4
百度视频	bdup	1	4
别的事情	bduq	1	4
不断深入	bdur	1	4
不得少于	bduy	2	4
别当真	bdv	1	3
报到证	bdv	2	3
兵多者败	bdvb	1	4
百度知道	bdvd	2	4
不打折扣	bdvk	1	4
博德之门	bdvm	1	4
白底照片	bdvp	1	4
剥夺政治权力终身	bdvu	1	4
不带这样	bdvy	1	4
不到位	bdw	2	3
不倒翁	bdw	3	3
本单位	bdw	4	3
本地文件	bdwj	3	4
病毒文件	bdwj	4	4
百度文库	bdwk	1	4
不得无礼	bdwl	2	4
百度外卖	bdwm	1	4
百度网盘	bdwp	2	4
拔屌无情	bdwq	1	4
拔吊无情	bdwq	2	4
别的问题	bdwt	1	4
不打无把握之仗	bdwv	1	4
不打无准备之仗	bdwv	2	4
绑定微信	bdwx	1	4
不到万一	bdwy	1	4
不到万不得已	bdwy	2	4
别担心	bdx	1	3
不担心	bdx	2	3
病毒性	bdx	3	3
被动性	bdx	4	3
北斗星	bdx	5	3
不大习惯	bdxg	1	4
不端行为	bdxw	1	4
不大相信	bdxx	3	4
八大行星	bdxx	4	4
不得已	bdy	1	3
不等于	bdy	2	3
不低于	bdy	3	3
不得以	bdy	4	3
鼻窦炎	bdy	5	3
百度一下，你就知道	bdyd	1	4
百度一下你就知道	bdyd	2	4
白带异常	bdyi	4	4
弊大于利	bdyl	2	4
百度云盘	bdyp	1	4
别的意思	bdys	1	4
笨得要死	bdys	2	4
不到一天	bdyt	3	4
背地一套	bdyt	4	4
不得已而为之	bdyv	2	4
不得有误	bdyw	1	4
不得延误	bdyw	2	4
百度一下	bdyx	1	4
不断涌现	bdyx	2	4
波多野结衣	bdyy	5	4
半吊子	bdz	2	3
瘪犊子	bdz	3	3
霸道总裁	bdzc	1	4
不断增强	bdzq	2	4
拜倒在石榴裙下	bdzx	1	4
伯恩安德森	beas	1	4
倍儿棒	beb	1	3
避而不答	bebd	1	4
背恩负义	befy	1	4
巴儿狗	beg	1	3
白垩纪	bej	1	3
不二价	bej	2	3
巴尔喀什	beku	1	4
包二奶	ben	1	3
边儿去	beq	1	3
不二人选	berx	1	4
博尔特	bet	1	3
倍儿爽	beu	1	3
包耳式	beu	2	3
布尔什维克	beuk	1	4
不贰之臣	bevi	1	4
孛儿只斤	bevj	1	4
不二之选	bevx	1	4
北二外	bew	1	3
办法	bf	2	2
部分	bf	3	2
不妨碍	bfa	2	3
不方便	bfb	1	3
百分百	bfb	2	3
百分比	bfb	3	3
播放不了	bfbl	1	4
百分百参团率	bfbl	2	4
伯父伯母	bfbm	1	4
不愤不启	bfbq	1	4
不服憋着	bfbv	3	4
不服不行	bfbx	1	4
不服从	bfc	2	3
不负此生	bfcu	1	4
不反对	bfd	1	3
不发达	bfd	2	3
不封顶	bfd	3	3
百分点	bfd	4	3
不复当年	bfdn	1	4
不分敌我	bfdw	1	4
不分大小	bfdx	2	4
不分敌友	bfdy	1	4
变法儿	bfe	1	3
笨方法	bff	2	3
不复返	bff	3	3
不犯法	bff	4	3
北方方言	bffy	1	4
波分复用	bffy	2	4
不放过	bfg	1	3
饱腹感	bfg	2	3
避风港	bfg	3	3
不分高低	bfgd	2	4
白费功夫	bfgf	1	4
播放工具	bfgj	1	4
部分功能	bfgn	1	4
不分高下	bfgx	2	4
不符合	bfh	1	3
暴发户	bfh	2	3
别废话	bfh	3	3
百分号	bfh	4	3
不分好歹	bfhd	1	4
不分好坏	bfhh	2	4
不符合实际	bfhj	1	4
白发红颜	bfhy	2	4
迸发出	bfi	1	3
不费吹灰之力	bfil	1	4
不费劲	bfj	1	3
抱佛脚	bfj	2	3
白费劲	bfj	3	3
半封建	bfj	4	3
毕福剑	bfj	5	3
不服就干	bfjg	1	4
避繁就简	bfjj	2	4
步伐加快	bfjk	1	4
被罚款	bfk	2	3
不分开	bfk	3	3
并非空穴来风	bfkf	1	4
部分课程	bfki	1	4
部分科目	bfkm	1	4
播放控制	bfkv	2	4
白费苦心	bfkx	2	4
爆发力	bfl	1	3
播放量	bfl	2	3
不服老	bfl	3	3
不服来辩	bflb	1	4
八方来财	bflc	1	4
不服来干	bflg	1	4
兵分两路	bfll	1	4
不费力气	bflq	3	4
部分利润	bflr	1	4
不分老少	bflu	1	4
不服来战	bflv	1	4
白富美	bfm	1	3
不疯魔不成活	bfmh	2	4
并非没有	bfmy	1	4
北方民族	bfmz	1	4
不分南北	bfnb	1	4
不分年龄	bfnl	1	4
不分男女	bfnn	2	4
不分你我	bfnw	1	4
并非偶然	bfor	1	4
包分配	bfp	2	3
背风坡	bfp	3	3
不服气	bfq	1	3
播放器	bfq	2	3
不放弃	bfq	3	3
不分青红皂白	bfqb	1	4
拜佛求经	bfqj	1	4
白发青衫	bfqu	2	4
白发千丈	bfqv	1	4
不分轻重	bfqv	2	4
边防前线	bfqx	1	4
部分人	bfr	2	3
不否认	bfr	3	3
北方人	bfr	4	3
不负如来不负卿	bfrq	1	4
白发人送黑发人	bfrr	1	4
不分日夜	bfry	1	4
不负所托	bfst	1	4
巴菲特	bft	2	3
避风头	bft	3	3
部分通过	bftg	2	4
部分同学	bftx	1	4
并非是	bfu	1	3
比方说	bfu	2	3
不服输	bfu	3	3
蝙蝠衫	bfu	4	3
爆发式	bfu	5	3
百分数	bfu	6	3
不负韶华	bfuh	1	4
报复社会	bfuh	2	4
白费时间	bfuj	2	4
波风水门	bfum	1	4
边防哨所	bfus	1	4
半分钟	bfv	1	3
百分之	bfv	2	3
并发症	bfv	3	3
百分制	bfv	4	3
百夫长	bfv	5	3
奔赴战场	bfvi	3	4
百分之九十九	bfvj	3	4
不负重托	bfvt	2	4
别烦我	bfw	1	3
百分位	bfw	2	3
不复往日荣光	bfwg	1	4
不放心	bfx	2	3
暴风雪	bfx	3	3
蝙蝠侠	bfx	4	3
爆发性	bfx	5	3
报复性	bfx	6	3
边防线	bfx	7	3
不分先后	bfxh	1	4
不发信号	bfxh	2	4
被发现了	bfxl	5	4
暴风吸入	bfxr	1	4
白费心思	bfxs	1	4
别放心上	bfxu	1	4
暴风雨	bfy	1	3
八分音符	bfyf	1	4
播放影片	bfyp	1	4
暴风影视	bfyu	3	4
笔锋一转	bfyv	1	4
并非因为	bfyw	1	4
不费一兵一卒	bfyz	1	4
不负责	bfz	1	3
不复杂	bfz	2	3
不负责的	bfzd	1	4
办法总比困难多	bfzd	2	4
不飞则已	bfzy	4	4
不过	bg	2	2
不管	bg	3	2
不敢	bg	4	2
不够啊	bga	2	3
不顾安危	bgaw	1	4
不改变	bgb	1	3
班干部	bgb	2	3
不高不矮	bgba	1	4
不干不净吃了没病	bgbb	1	4
表哥表姐	bgbj	4	4
不肝不氪	bgbk	1	4
不管白猫黑猫	bgbm	1	4
不敢保证	bgbv	1	4
不管不问	bgbw	1	4
不光彩	bgc	1	3
别搞错	bgc	2	3
宝贵财富	bgcf	1	4
别搞错了	bgcl	1	4
不敢当	bgd	1	3
不感到	bgd	2	3
半个多	bgd	3	3
补光灯	bgd	4	3
背光灯	bgd	5	3
办公电话	bgdh	1	4
不共戴天之仇	bgdi	2	4
半个多世纪	bgdj	2	4
不敢怠慢	bgdm	1	4
半个多小时	bgdu	1	4
半个多月	bgdy	1	4
冰棍儿	bge	1	3
不过分	bgf	1	3
不辜负	bgf	2	3
保管费	bgf	3	3
不敢放弃	bgfq	1	4
白骨夫人	bgfr	1	4
变更法人	bgfr	2	4
办公费用	bgfy	1	4
包干负责	bgfz	1	4
不过关	bgg	2	3
不够格	bgg	3	3
碧根果	bgg	4	3
不敢高攀	bggp	1	4
不敢恭维	bggw	1	4
不够好	bgh	2	3
报告会	bgh	3	3
不顾后果	bghg	1	4
不过还好	bghh	1	4
办公环境	bghj	1	4
不给活路	bghl	1	4
不管黑猫白猫	bghm	1	4
不干好事	bghu	1	4
不敢或忘	bghw	1	4
不构成	bgi	1	3
报告称	bgi	2	3
半挂车	bgi	3	3
办公处	bgi	4	3
兵工厂	bgi	5	3
摆个臭脸	bgil	2	4
不改初衷	bgiv	1	4
不干净	bgj	2	3
白骨精	bgj	3	3
不干胶	bgj	4	3
不给机会	bgjh	1	4
不过就是	bgju	1	4
不敢接受	bgju	2	4
白骨教主	bgjv	2	4
不够尽兴	bgjx	1	4
宝贵经验	bgjy	1	4
不敢看	bgk	2	3
宾馆客房	bgkf	1	4
不过可以	bgky	1	4
不管了	bgl	1	3
不归路	bgl	2	3
百公里	bgl	3	3
办公楼	bgl	4	3
不给力	bgl	5	3
巴格拉斯效果	bglg	1	4
百公里加速	bgls	1	4
巴格拉斯	bgls	2	4
悲观论调	bglt	1	4
帮个忙	bgm	2	3
不感冒	bgm	3	3
不惯毛病	bgmb	1	4
不敢面对	bgmd	1	4
逼格满满	bgmm	1	4
不给面子	bgmz	1	4
不管你	bgn	2	3
布谷鸟	bgn	3	3
不管那么多	bgnd	1	4
不管你了	bgnl	2	4
不关你事	bgnu	1	4
不过脑子	bgnz	1	4
不公平	bgp	1	3
不公平的待遇	bgpy	1	4
办公区	bgq	1	3
背过气	bgq	2	3
不过去	bgq	3	3
不敢确定	bgqd	1	4
不顾前后	bgqh	1	4
不够清楚	bgqi	1	4
背过气来	bgql	2	4
背过气去	bgqq	1	4
百怪千奇	bgqq	2	4
拜鬼求神	bgqu	1	4
悲观情绪	bgqx	2	4
被告人	bgr	1	3
保管人	bgr	2	3
报告人	bgr	3	3
本国人	bgr	4	3
办公软件	bgrj	1	4
本国人民	bgrm	1	4
办公人员	bgry	1	4
不过如此而已	bgry	2	4
不告诉	bgs	1	3
本公司	bgs	2	3
不够塞牙缝的	bgsd	1	4
不够塞牙缝	bgsf	1	4
不过三秒	bgsm	1	4
不告诉你	bgsn	1	4
不管三七二十一	bgsy	1	4
包工头	bgt	2	3
表个态	bgt	3	3
办公厅	bgt	4	3
八卦图	bgt	5	3
宝盖头	bgt	6	3
悲观态度	bgtd	1	4
不给糖就捣蛋	bgtd	2	4
不管他了	bgtl	2	4
不关他的事	bgtu	1	4
不改头像	bgtx	1	4
办公室	bgu	2	3
不过是	bgu	3	3
不管是	bgu	4	3
不光是	bgu	5	3
报告书	bgu	6	3
不管事	bgu	7	3
保管室	bgu	8	3
不过是个	bgug	1	4
不敢说话	bguh	1	4
半个时辰	bgui	1	4
不够熟练	bgul	1	4
宝贵生命	bgum	1	4
不管是什么	bgum	2	4
不顾生死	bgus	3	4
不敢擅专	bguv	1	4
不敢奢望	bguw	1	4
补过拾遗	bguy	2	4
不关注	bgv	1	3
办公桌	bgv	2	3
不公正	bgv	3	3
半个钟	bgv	4	3
不归之路	bgvl	2	4
败鼓之皮	bgvp	1	4
半个钟头	bgvt	1	4
不轨之徒	bgvt	2	4
不干正事	bgvu	2	4
不敢直视	bgvu	3	4
悲观主义者	bgvv	1	4
不过这些	bgvx	2	4
别怪我	bgw	1	3
别管我	bgw	2	3
八股文	bgw	3	3
不过问	bgw	4	3
不归我管	bgwg	1	4
败国亡家	bgwj	2	4
别怪我没提醒你	bgwn	1	4
别怪我不客气	bgwq	1	4
别跟我说	bgwu	1	4
不关我事	bgwu	2	4
不甘心	bgx	1	3
不关心	bgx	2	3
不高兴	bgx	3	3
不敢想	bgx	4	3
背锅侠	bgx	5	3
不管许多	bgxd	1	4
不敢相信自己的眼睛	bgxj	1	4
闭关修炼	bgxl	1	4
不高兴了	bgxl	2	4
不感兴趣	bgxq	1	4
半个星期	bgxq	2	4
半个小时	bgxu	1	4
八个小时	bgxu	2	4
倍感欣慰	bgxw	1	4
被关小黑屋	bgxw	2	4
不敢相信	bgxx	1	4
不敢想象	bgxx	2	4
不过现在	bgxz	1	4
别高兴得太早	bgxz	2	4
半个月	bgy	2	3
不够用	bgy	3	3
不管用	bgy	4	3
不过瘾	bgy	5	3
不甘于	bgy	6	3
办公椅	bgy	7	3
不敢越雷池一步	bgyb	1	4
不够用的	bgyd	1	4
不顾一切后果	bgyg	1	4
半个月后	bgyh	1	4
宝贵意见	bgyj	2	4
倍感压力	bgyl	2	4
半个月前	bgyq	2	4
不规则	bgz	2	3
笔杆子	bgz	3	3
不够资格	bgzg	1	4
不管怎么说	bgzu	2	4
八竿子打不着	bgzv	2	4
不敢自专	bgzv	3	4
不管怎么样	bgzy	2	4
不会	bh	2	2
变化	bh	3	2
不会啊	bha	1	3
北海岸	bha	2	3
保护安全	bhaq	1	4
不会吧	bhb	2	3
不好吧	bhb	3	3
不好办	bhb	4	3
白化病	bhb	5	3
变化不大	bhbd	1	4
变化不定	bhbd	2	4
冰火不相容	bhbr	1	4
拔河比赛	bhbs	1	4
不会错	bhc	1	3
保护层	bhc	2	3
百花丛	bhc	3	3
辩护词	bhc	4	3
保护措施	bhcu	1	4
白盒测试	bhcu	2	4
不会的	bhd	2	3
饱和度	bhd	3	3
不厚道	bhd	4	3
百货店	bhd	5	3
北海道	bhd	6	3
闭合电路	bhdl	2	4
不好多说	bhdu	1	4
饱和度战士	bhdu	2	4
保护动物	bhdw	1	4
百害而无一利	bhel	2	4
百害而无一益	bhey	1	4
保护费	bhf	2	3
不合法	bhf	3	3
保护法	bhf	4	3
辩护方	bhf	5	3
不会放弃	bhfq	1	4
不合格	bhg	2	3
不好过	bhg	3	3
背黑锅	bhg	4	3
拔火罐	bhg	5	3
不会改变	bhgb	1	4
不患寡而患不均	bhgj	1	4
变化规律	bhgl	1	4
不后悔	bhh	2	3
不含糊	bhh	3	3
白花花	bhh	4	3
白晃晃	bhh	5	3
百合花	bhh	6	3
变化很大	bhhd	1	4
不会后悔	bhhh	1	4
不合乎逻辑	bhhj	2	4
不会回来	bhhl	1	4
不会很难	bhhn	1	4
不合乎要求	bhhq	1	4
不会怀孕	bhhy	2	4
不好吃	bhi	1	3
冰红茶	bhi	2	3
不合常理	bhil	1	4
不会承认	bhir	1	4
不好讲	bhj	2	3
编后记	bhj	3	3
百花奖	bhj	4	3
避祸就福	bhjf	1	4
不好交差	bhji	1	4
跋扈将军	bhjj	1	4
不好解决	bhjj	2	4
避害就利	bhjl	1	4
不会接受	bhju	1	4
保护机制	bhjv	1	4
不好看	bhk	2	3
不会开心	bhkx	1	4
不合理	bhl	2	3
白桦林	bhl	3	3
白鹤亮翅	bhli	1	4
不合逻辑	bhlj	1	4
不好理解	bhlj	2	4
不回来了	bhll	1	4
比葫芦画瓢	bhlp	1	4
冰火两重天	bhlt	1	4
碧海蓝天	bhlt	2	4
不好吗	bhm	2	3
保护膜	bhm	3	3
不会那么	bhnm	1	4
别害怕	bhp	1	3
保皇派	bhp	2	3
不活泼	bhp	3	3
不好判断	bhpd	2	4
暴虎冯河	bhph	1	4
不好评价	bhpj	1	4
不会抛弃	bhpq	1	4
不花钱	bhq	1	3
不合群	bhq	2	3
保护区	bhq	3	3
辩护权	bhq	4	3
不好确定	bhqd	1	4
不会轻易放弃	bhqq	2	4
不好惹	bhr	1	3
被害人	bhr	2	3
辩护人	bhr	3	3
不好惹的	bhrd	1	4
被害人视角	bhrj	1	4
不会容忍	bhrr	1	4
变化如神	bhru	1	4
不会认为	bhrw	1	4
不划算	bhs	1	3
保护伞	bhs	2	3
庇护所	bhs	3	3
保护色	bhs	4	3
不会思考	bhsk	1	4
不好听	bht	2	3
保护套	bht	3	3
白虎堂	bht	4	3
不好推辞	bhtc	1	4
保号套餐	bhtc	2	4
不会太好	bhth	2	4
不会太难	bhtn	1	4
不合适	bhu	1	3
不好受	bhu	2	3
保护神	bhu	3	3
白桦树	bhu	4	3
把话说明白	bhub	1	4
不会是真的吧	bhub	2	4
不好收场	bhui	1	4
不好说了	bhul	2	4
笔画输入	bhur	1	4
变坏事为好事	bhuu	1	4
拨号上网	bhuw	1	4
不好使用	bhuy	2	4
包含着	bhv	2	3
被害者	bhv	3	3
笔和纸	bhv	4	3
病患者	bhv	5	3
不会知道	bhvd	1	4
被害者视角	bhvj	2	4
不会这么	bhvm	1	4
抱憾终身	bhvu	3	4
不会这样	bhvy	2	4
不好玩	bhw	1	3
白话文	bhw	2	3
保护网	bhw	3	3
百合网	bhw	4	3
不会忘记	bhwj	2	4
拨号网络	bhwl	1	4
不会为难	bhwn	1	4
不和谐	bhx	2	3
不好笑	bhx	3	3
保护性	bhx	4	3
崩坏学园	bhxy	1	4
不会有	bhy	1	3
不好用	bhy	2	3
不欢迎	bhy	3	3
编后语	bhy	4	3
不会因此	bhyc	1	4
不会有错	bhyc	2	4
背后一刀	bhyd	1	4
不好也不坏	bhyh	2	4
扳回一城	bhyi	3	4
扳回一局	bhyj	2	4
保护眼睛	bhyj	3	4
背后有人	bhyr	1	4
保护隐私	bhys	3	4
碧海云天	bhyt	2	4
碧海银沙	bhyu	1	4
冰寒于水	bhyu	2	4
不会因为	bhyw	1	4
不会做	bhz	1	3
白胡子	bhz	2	3
不婚族	bhz	3	3
保护自己	bhzj	1	4
白胡子老头	bhzt	1	4
不会再有	bhzy	2	4
白胡子老爷爷	bhzy	3	4
保持	bi	2	2
变成	bi	3	2
保持安静	biaj	1	4
保持不变	bibb	1	4
不吃不喝	bibh	2	4
不吹不黑	bibh	3	4
奔驰宝马	bibm	2	4
不吵不闹	bibn	1	4
把持不住	bibv	1	4
包吃包住	bibv	2	4
百吃不厌	biby	1	4
不成材	bic	2	3
彼长此消	bicx	1	4
白炽灯	bid	2	3
不迟到	bid	3	3
白炽电灯	bidd	2	4
不逞多让	bidr	3	4
八尺大人	bidr	4	4
不吃东西	bidx	1	4
保持队形	bidx	2	4
不充分	bif	2	3
不重复	bif	3	3
补偿费	bif	4	3
不成反被	bifb	1	4
不超过	big	2	3
不成功	big	3	3
百尺竿头更进一步	bigb	1	4
八重宫司	bigs	3	4
病虫害	bih	2	3
把丑话说在前面	bihm	1	4
把丑话说在前头	biht	2	4
被查处	bii	2	3
不出差错	biic	1	4
保持传统	biit	2	4
保持初心	biix	1	4
不常见	bij	1	3
补偿金	bij	2	3
补差价	bij	3	3
补偿金额	bije	1	4
保持距离	bijl	3	4
备尝艰辛	bijx	3	4
不成敬意	bijy	1	4
半场开香槟	bikb	1	4
编程开发	bikf	1	4
不穿裤子	bikz	2	4
变成了	bil	1	3
不出来	bil	2	3
不成立	bil	3	3
保持冷静	bilj	2	4
不出来了	bill	2	4
保持联络	bill	3	4
保持良好的心态	bilt	1	4
保持联系	bilx	1	4
不出门	bim	1	3
不吹牛逼	binb	1	4
不穿内裤	bink	1	4
补充能量	binl	1	4
不出你所料	binl	2	4
不吃那一套	bint	1	4
搬唇弄舌	binu	1	4
憋出内伤	binu	2	4
半成品	bip	2	3
保持平衡	biph	1	4
不吃葡萄倒吐葡萄皮	bipp	1	4
不出去	biq	1	3
不差钱	biq	2	3
不成器	biq	3	3
不成气候	biqh	1	4
保持清洁	biqj	1	4
保持清醒的头脑	biqn	1	4
必承其重	biqv	1	4
不承认	bir	2	3
编程软件	birj	2	4
补充任务	birw	2	4
不承认错误	birw	3	4
抱成团	bit	2	3
补充体力	bitl	1	4
不成体系	bitx	1	4
不成熟	biu	2	3
不诚实	biu	3	3
被除数	biu	4	3
被乘数	biu	5	3
补充说明	bium	1	4
保持神秘	bium	2	4
悲春伤秋	biuq	1	4
八重神子	biuz	2	4
保持着	biv	2	3
不称职	biv	3	3
包吃住	biv	4	3
保持者	biv	5	3
不成正比	bivb	1	4
不传之秘	bivm	1	4
保持状态	bivt	2	4
不吃这一套	bivt	3	4
被称之为	bivw	1	4
变成这样	bivy	1	4
保持质疑	bivy	2	4
被称为	biw	2	3
搏出位	biw	3	3
保持稳定	biwd	1	4
不成文的规定	biwd	2	4
逼娼为娼	biwi	1	4
补充文件	biwj	2	4
不出我所料	biwl	1	4
不出我之所料	biwl	2	4
逼娼为良	biwl	3	4
不成问题	biwt	2	4
不承想	bix	2	3
八成新	bix	3	3
不吃香	bix	4	3
北朝鲜	bix	5	3
不吃香菜	bixc	3	4
报仇血恨	bixh	2	4
变成现实	bixu	3	4
边陲小镇	bixv	1	4
不常用	biy	2	3
不传谣	biy	3	3
补充液	biy	4	3
不穿衣服	biyf	1	4
摆出一副	biyf	2	4
变成一个	biyg	1	4
保持一定的距离	biyl	1	4
不齿于人	biyr	1	4
补充一下	biyx	1	4
保持友好关系	biyx	2	4
保持原样	biyy	3	4
编程语言	biyy	4	4
被称作	biz	2	3
本初子午线	bizx	1	4
比较	bj	2	2
毕竟	bj	3	2
绑架案	bja	2	3
保洁阿姨	bjay	1	4
笔记本	bjb	2	3
不仅不	bjb	3	3
不具备	bjb	4	3
编辑部	bjb	5	3
搬救兵	bjb	6	3
比较悲观	bjbg	1	4
不急不缓	bjbh	2	4
不仅不会	bjbh	3	4
笔记本电脑	bjbn	1	4
不仅不能	bjbn	2	4
比较薄弱	bjbr	1	4
包接包送	bjbs	2	4
半就半推	bjbt	1	4
八九不离十	bjbu	4	4
比较便宜	bjby	1	4
不急不躁	bjbz	2	4
保健操	bjc	1	3
不记得	bjd	1	3
不见得	bjd	2	3
比较多	bjd	3	3
比较大	bjd	4	3
不间断	bjd	5	3
背景灯	bjd	6	3
不简单	bjd	7	3
不接电话	bjdh	1	4
报警电话	bjdh	2	4
不计代价	bjdj	1	4
不记得了	bjdl	1	4
不讲道理	bjdl	2	4
边境地区	bjdq	1	4
不计得失	bjdu	2	4
白金大神	bjdu	3	4
拔尖儿	bje	2	3
比较烦	bjf	2	3
百家饭	bjf	3	3
保价费	bjf	4	3
鼻甲肥大	bjfd	1	4
比较反感	bjfg	2	4
宝剑锋从磨砺出	bjfi	1	4
不进反退	bjft	1	4
波及范围	bjfw	2	4
不加分析	bjfx	1	4
不惊反喜	bjfx	2	4
不减反增	bjfz	2	4
不及格	bjg	2	3
不经过	bjg	3	3
别见怪	bjg	4	3
比较高	bjg	5	3
北极光	bjg	6	3
比较尴尬	bjgg	1	4
不见棺材不落泪	bjgl	1	4
编辑功能	bjgn	1	4
八九个人	bjgr	1	4
保洁公司	bjgs	3	4
搬家公司	bjgs	4	4
背景故事	bjgu	1	4
八九个月	bjgy	1	4
钣金工艺	bjgy	2	4
比较好	bjh	1	3
不久后	bjh	2	3
不仅会	bjh	3	3
北极狐	bjh	4	3
白加黑	bjh	5	3
不计后果	bjhg	2	4
比较罕见	bjhj	1	4
北京户口	bjhk	1	4
比较合理	bjhl	1	4
不就好了	bjhl	2	4
北京欢迎你	bjhn	1	4
比较好听	bjht	1	4
比较合适	bjhu	2	4
比较好玩	bjhw	1	4
比较差	bji	1	3
比较长	bji	2	3
不经常	bji	3	3
不计成本	bjib	1	4
比较充分	bjif	1	4
百结愁肠	bjii	1	4
比较常见	bjij	2	4
边境冲突	bjit	1	4
并将成为	bjiw	1	4
不讲诚信	bjix	1	4
比较常用	bjiy	1	4
北京朝阳	bjiy	2	4
不仅仅	bjj	2	3
不解决	bjj	3	3
不讲究	bjj	4	3
不将就	bjj	5	3
百家讲坛	bjjt	1	4
不仅仅因为	bjjw	2	4
比较快	bjk	2	3
不健康	bjk	3	3
不积跬步	bjkb	1	4
比较开放	bjkf	1	4
半角空格	bjkg	1	4
白驹空谷	bjkg	2	4
不积跬步无以至千里	bjkl	1	4
闭卷考试	bjku	2	4
北京烤鸭	bjky	2	4
不见了	bjl	2	3
不讲理	bjl	3	3
冰激凌	bjl	4	3
边角料	bjl	5	3
棒极了	bjl	6	3
不吉利	bjl	7	3
标记了一处地点	bjld	2	4
把酒临风	bjlf	1	4
比较落后	bjlh	2	4
比较了解	bjlj	2	4
绑架勒索	bjls	2	4
比较老实	bjlu	2	4
保加利亚妖王	bjlw	1	4
比较理想	bjlx	2	4
病急乱投医	bjly	3	4
兵精粮足	bjlz	2	4
比较慢	bjm	2	3
比较忙	bjm	3	3
本杰明	bjm	4	3
不记名	bjm	5	3
表姐妹	bjm	6	3
不计免赔	bjmp	2	4
比较明显	bjmx	1	4
不仅没有	bjmy	1	4
不讲面子	bjmz	1	4
不仅能	bjn	1	3
比基尼	bjn	2	3
比较难	bjn	3	3
不拘泥	bjn	4	3
不禁能够	bjng	1	4
比较能干	bjng	2	4
败家娘们	bjnm	2	4
不拘泥于	bjny	1	4
北极鲶鱼	bjny	2	4
保健品	bjp	2	3
补给品	bjp	3	3
不久前	bjq	2	3
不进去	bjq	3	3
编辑器	bjq	4	3
不景气	bjq	5	3
报警器	bjq	6	3
表决权	bjq	7	3
拔键器	bjq	8	3
比较强大	bjqd	1	4
比较奇怪	bjqg	1	4
遍及全国	bjqg	2	4
半角全角	bjqj	1	4
比较勤快	bjqk	1	4
坂井泉水	bjqu	2	4
不兼容	bjr	1	3
北京人	bjr	2	3
不尽然	bjr	3	3
伴君如伴虎	bjrh	1	4
比较认可	bjrk	1	4
半截入土	bjrt	1	4
悲剧人物	bjrw	1	4
背景色	bjs	2	3
半决赛	bjs	3	3
毕加索	bjs	4	3
悲剧色彩	bjsc	1	4
不加思考	bjsk	1	4
不经思考	bjsk	2	4
拔剑四顾心茫然	bjsr	2	4
班集体	bjt	2	3
背景图	bjt	3	3
八骏图	bjt	4	3
贝吉塔	bjt	5	3
比较特别	bjtb	1	4
表决通过	bjtg	1	4
比较突出	bjti	1	4
比较推荐	bjtj	1	4
编辑推荐	bjtj	2	4
边界条件	bjtj	3	4
背景图片	bjtp	1	4
不叫天下人负我	bjtw	1	4
不仅是	bju	1	3
不就是	bju	2	3
比较少	bju	3	3
绊脚石	bju	4	3
芭蕉扇	bju	5	3
不接受反驳	bjub	1	4
不接受任何反驳	bjub	2	4
不忌生冷	bjul	1	4
比较顺利	bjul	2	4
比肩神明	bjum	1	4
杯酒释兵权	bjuq	1	4
不就是想	bjux	2	4
边际收益	bjuy	1	4
毕竟是要	bjuy	2	4
半截身子	bjuz	4	4
别紧张	bjv	1	3
不紧张	bjv	2	3
边检站	bjv	3	3
八进制	bjv	4	3
不羁之才	bjvc	1	4
不久之前	bjvq	1	4
背景知识	bjvu	3	4
倍加珍惜	bjvx	1	4
白金之星	bjvx	2	4
比较重要	bjvy	2	4
标记为	bjw	1	3
不讲武德	bjwd	1	4
不尽完美	bjwm	1	4
比较委婉	bjww	2	4
北极熊	bjx	1	3
百家姓	bjx	2	3
边境线	bjx	3	3
边界线	bjx	4	3
悲剧性	bjx	5	3
北极星	bjx	6	3
不禁想到	bjxd	2	4
拔尖选调	bjxd	3	4
冰肌雪肤	bjxf	1	4
败家媳妇	bjxf	2	4
比较喜欢	bjxh	1	4
颁奖现场	bjxi	2	4
比较先进	bjxj	2	4
比较现实	bjxu	2	4
不讲信用	bjxy	1	4
边际效应	bjxy	2	4
不介意	bjy	1	3
不建议	bjy	2	3
白居易	bjy	3	3
不经意	bjy	4	3
比较远	bjy	5	3
不经意的	bjyd	1	4
败局已定	bjyd	2	4
不计一切手段	bjyd	3	4
不经意间	bjyj	2	4
不计一切代价	bjyj	3	4
比较有名	bjym	1	4
不进一家门	bjym	2	4
不讲义气	bjyq	2	4
不计一切	bjyq	3	4
