序	字	读音	最短码	位
3920	肓	huang	hlv	1
3921	蓟	ji	jixs	1
3922	赊	she	uez	1
3923	霰	xian	xmc	1
3924	馏	liu	lqa	1
3925	鲈	lu	luyi	1
3926	伽	jia	jxfh	1
3927	卡	qia	qxa	1
3928	哆	duo	doh	1
3929	犁	li	lirc	1
3930	痢	li	lisr	1
3931	稠	chou	izwh	1
3932	肽	tai	tdvn	1
3933	舀	yao	ycmy	1
3934	莅	li	lixa	1
3935	蔻	kou	kzx	1
3936	铂	bo	boky	1
3937	锄	chu	iuk	1
3938	鹊	que	qtm	1
3939	龈	yin	ybg	1
3940	亘	gen	gfn	1
3941	屐	ji	jiiq	2
3942	岐	qi	qiyq	1
3943	崴	wai	wdy	1
3944	挝	wo	wolp	1
3945	梧	wu	wuo	1
3946	榻	ta	tao	1
3947	槲	hu	huop	1
3948	湍	tuan	trb	1
3949	溉	gai	gdb	1
3950	犊	du	duc	1
3951	璀	cui	cvg	1
3952	璨	can	cjg	1
3953	砧	zhen	vfj	1
3954	箩	luo	lor	1
3955	聂	nie	npe	1
3956	遐	xia	xxo	1
3957	阎	yan	yjwy	1
3958	鲱	fei	fwy	1
3959	黝	you	yzr	1
3960	佻	tiao	tnf	1
3961	匍	pu	puw	1
3962	叟	sou	szy	1
3963	徵	zhi	viu	1
3964	懵	meng	mgc	1
3965	拄	zhu	vul	1
3966	擤	xing	xkl	1
3967	攫	jue	jtlq	1
3968	暄	xuan	xrqn	1
3969	杞	qi	qiov	1
3970	梓	zi	zio	1
3971	猡	luo	lov	1
3972	珂	ke	keg	1
3973	祛	qu	quu	1
3974	莳	shi	uix	1
3975	跻	ji	jiza	1
3976	踮	dian	dmz	1
3977	迥	jiong	jsw	1
3978	顷	qing	qkt	1
3979	饯	jian	jmar	1
3980	骋	cheng	igc	1
3981	戟	ji	jipr	1
3982	榭	xie	xpoy	1
3983	樊	fan	fjo	1
3984	樽	zun	zyo	1
3985	漾	yang	yhbr	1
3986	磋	cuo	coj	1
3987	纰	pi	pijt	1
3988	菱	ling	lkx	1
3989	蜀	shu	uuam	1
3990	讷	ne	ned	1
3991	锂	li	lik	1
3992	匐	fu	fuwp	1
3993	吁	xu	xuhw	1
3994	吆	yao	ychj	1
3995	奂	huan	hrs	1
3996	尻	kao	kci	1
3997	拈	nian	nmlh	1
3998	掖	ye	yell	1
3999	楔	xie	xpon	1
4000	獠	liao	lnv	1
4001	苜	mu	mux	1
4002	荼	tu	tux	1
4003	谙	an	and	1
4004	踌	chou	izz	1
4005	躇	chu	iuz	1
4006	辽	liao	lnn	1
4007	遁	dun	dyep	1
4008	铠	kai	kdk	1
4009	嗄	sha	uahq	1
4010	庐	lu	lus	1
4011	恃	shi	uicy	1
4012	炊	chui	ivr	1
4013	瑙	nao	ncg	1
4014	璧	bi	biig	1
4015	磅	bang	bhjs	1
4016	罔	wang	whwo	1
4017	荤	hun	hyx	1
4018	蓿	xu	xuxy	1
4019	蔚	wei	wwxy	1
4020	蟠	pan	pjm	1
4021	诙	hui	hvdr	1
4022	踱	duo	dozq	1
4023	铬	ge	gek	1
4024	隼	sun	syg	1
4025	馒	man	mja	1
4026	鲟	xun	xyy	1
4027	鸠	jiu	jqdy	1
4028	鹭	lu	luz	1
4029	麟	lin	lbk	1
4030	叩	kou	kzh	1
4031	囤	tun	tye	1
4032	夙	su	sun	1
4033	孺	ru	run	1
4034	宕	dang	dhij	1
4035	岱	dai	ddfy	1
4036	掸	dan	djla	1
4037	斌	bin	bb	1
4038	泞	ning	nkby	1
4039	渲	xuan	xrb	1
4040	焖	men	mfr	1
4041	猝	cu	cuv	1
4042	瘴	zhang	vhs	1
4043	癣	xuan	xrsk	1
4044	瞟	piao	pnq	1
4045	绫	ling	lkj	1
4046	胛	jia	jxv	1
4047	臂	bei	bwi	1
4048	荞	qiao	qnx	1
4049	蹼	pu	puz	1
4050	醛	quan	qreg	1
4051	铍	pi	pik	1
4052	锉	cuo	cok	1
4053	刨	pao	pcw	1
4054	卯	mao	mcj	1
4055	孚	fu	fum	1
4056	搡	sang	shl	1
4057	曰	yue	ytq	1
4058	枣	zao	zcp	1
4059	玖	jiu	jqg	1
4060	祉	zhi	viug	1
4061	纨	wan	wjjd	1
4062	缪	mou	mzj	1
4063	膈	ge	gev	1
4064	荚	jia	jxxn	1
4065	藓	xian	xmx	1
4066	跚	shan	ujzn	1
4067	蹒	pan	pjz	1
4068	遨	ao	aonp	1
4069	靼	da	damn	1
4070	麒	qi	qik	1
4071	凛	lin	lbby	1
4072	剐	gua	gxhs	1
4073	唏	xi	xiha	1
4074	嗳	ai	aihq	1
4075	姘	pin	pbzx	1
4076	岬	jia	jxy	1
4077	彦	yan	yjae	1
4078	忐	tan	tja	1
4079	忑	te	ten	1
4080	掮	qian	qmlv	1
4081	杭	hang	hho	1
4082	榛	zhen	vfow	1
4083	沈	shen	ufb	1
4084	浃	jia	jxb	1
4085	涟	lian	lmbp	1
4086	犷	guang	glvs	1
4087	珑	long	lsg	1
4088	璜	huang	hlg	1
4089	砒	pi	pij	1
4090	禄	lu	luu	1
4091	蹑	nie	npz	1
4092	雯	wen	wfc	1
4093	匮	kui	kvw	1
4094	吏	li	lin	1
4095	喙	hui	hvh	1
4096	垣	yuan	yrtn	1
4097	弑	shi	uine	1
4098	恣	zi	zibc	1
4099	瀚	han	hjbm	1
4100	臃	yong	ysvg	1
4101	茁	zhuo	vox	1
4102	讹	e	eed	1
4103	鄂	e	eehp	1
4104	钧	jun	jyk	1
4105	饨	tun	tya	1
4106	馄	hun	hya	1
4107	麾	hui	hvs	1
4108	亲	qing	qka	1
4109	卉	hui	hvpx	1
4110	戊	wu	wur	1
4111	戾	li	lii	1
4112	杪	miao	mno	1
4113	杳	yao	yco	1
4114	沓	ta	tab	1
4115	泯	min	mbb	1
4116	烽	feng	fgr	1
4117	瑛	ying	ykg	1
4118	眺	tiao	tnq	1
4119	绔	ku	kujo	1
4120	缛	ru	ruj	1
4121	翌	yi	yima	1
4122	耙	pa	pan	1
4123	葆	bao	bcxo	1
4124	蚜	ya	yam	1
4125	蜢	meng	mgma	1
4126	诣	yi	yidq	1
4127	鳖	bie	bpay	1
4128	鹃	juan	jrh	1
4129	鹈	ti	tiay	1
4130	俎	zu	zug	1
4131	冀	ji	jina	1
4132	剿	jiao	jnas	1
4133	咽	ye	yehn	2
4134	妩	wu	wuz	1
4135	孑	jie	jpn	1
4136	峦	luan	lrpy	2
4137	徉	yang	yhu	1
4138	徜	chang	ihu	1
4139	忱	chen	ifc	1
4140	摹	mo	motl	1
4141	桉	an	ano	1
4142	桓	huan	hro	1
4143	楣	mei	mwoq	2
4144	犒	kao	kcch	1
4145	猕	mi	miv	1
4146	獗	jue	jtv	1
4147	琅	lang	lhg	1
4148	盂	yu	yuwa	1
4149	绱	shang	uhj	1
4150	螨	man	mjm	1
4151	衙	ya	yak	1
4152	诌	zhou	vzd	1
4153	谧	mi	mida	1
4154	逖	ti	tiv	1
4155	醍	ti	tie	1
4156	亟	ji	jinn	1
4157	匝	za	zaw	1
4158	嗪	qin	qbh	1
4159	姚	yao	ycz	1
4160	恬	tian	tmc	1
4161	惴	zhui	vvc	1
4162	慵	yong	ysc	1
4163	斡	wo	wop	1
4164	昱	yu	yuqa	1
4165	曝	pu	puq	1
4166	楸	qiu	qqo	1
4167	漪	yi	yiby	2
4168	潺	chan	ijb	1
4169	狞	ning	nkv	1
4170	耘	yun	yynt	1
4171	臻	zhen	vfy	1
4172	酣	han	hje	1
4173	锭	ding	dkkk	1
4174	隅	yu	yupb	1
4175	飕	sou	szn	1
4176	刍	chu	iuyy	1
4177	嗲	dia	dxh	1
4178	垠	yin	ybt	1
4179	垩	e	eewt	1
4180	奇	ji	jiny	1
4181	折	she	uely	1
4182	攒	zan	zjl	1
4183	毗	pi	pip	1
4184	沏	qi	qibs	1
4185	燎	liao	lnr	1
4186	璐	lu	lug	1
4187	磊	lei	lwj	1
4188	筵	yan	yjrp	1
4189	篑	kui	kvr	1
4190	缥	piao	pnj	1
4191	舐	shi	uiwk	1
4192	茜	qian	qmxe	1
4193	藕	ou	oux	1
4194	螯	ao	aonm	1
4195	袤	mao	mcns	1
4196	裳	shang	uhin	1
4197	诩	xu	xudm	1
4198	谩	man	mjd	1
4199	趸	dun	dyn	1
4200	跄	qiang	qlzv	1
4201	踉	liang	llz	1
4202	锃	zeng	zgk	1
4203	锆	gao	gckh	1
4204	锒	lang	lhk	1
4205	骛	wu	wusc	1
4206	鬃	zong	zsn	1
4207	鲭	qing	qky	1
4208	鹕	hu	hupy	1
4209	噘	jue	jth	1
4210	圃	pu	pue	1
4211	挎	kua	kxl	1
4212	曦	xi	xiqo	1
4213	桦	hua	hxo	1
4214	泔	gan	gjbm	1
4215	璞	pu	pug	1
4216	癔	yi	yisc	1
4217	皑	ai	aiy	1
4218	稔	ren	rfw	1
4219	缈	miao	mnje	1
4220	缤	bin	bbj	1
4221	聒	guo	goeh	1
4222	肱	gong	gsv	1
4223	膘	biao	bnv	1
4224	蜉	fu	fumn	1
4225	铰	jiao	jnk	1
4226	雁	yan	yjs	1
4227	鬣	lie	lpn	1
4228	黔	qian	qmrz	1
4229	伽	ga	gaf	1
4230	侩	kuai	kkf	1
4231	哧	chi	iihp	1
4232	囹	ling	lkez	1
4233	垦	ken	kfc	1
4234	巳	si	siv	1
4235	幔	man	mjaq	1
4236	廿	nian	nmm	1
4237	忿	fen	ffa	1
4238	氩	ya	yar	1
4239	汶	wen	wfba	1
4240	沽	gu	gub	1
4241	狰	zheng	vgv	1
4242	瞑	ming	mkqa	2
4243	矗	chu	iupt	1
4244	矬	cuo	cor	1
4245	粕	po	pod	1
4246	色	shai	uds	1
4247	莜	you	yzx	1
4248	蔫	nian	nmx	1
4249	蝣	you	yzmn	1
4250	蹊	xi	xizn	1
4251	邹	zou	zzy	1
4252	锷	e	eek	1
4253	鸨	bao	bct	1
4254	鹳	guan	grxy	1
4255	冶	ye	yebh	1
4256	哌	pai	pdh	1
4257	喏	nuo	noh	1
4258	婢	bi	biz	1
4259	孱	chan	iji	1
4260	屯	tun	tyn	1
4261	度	duo	dos	1
4262	捻	nian	nml	1
4263	掇	duo	dol	1
4264	栀	zhi	viov	1
4265	猬	wei	wwvv	1
4266	盅	zhong	vsha	1
4267	砣	tuo	toj	1
4268	砥	di	dijk	1
4269	穹	qiong	qsi	1
4270	糅	rou	rzd	1
4271	绿	lu	lujb	1
4272	脉	mo	movr	1
4273	苞	bao	bcxv	1
4274	蒋	jiang	jlx	1
4275	蓼	liao	lnx	1
4276	蚣	gong	gsmt	1
4277	蜈	wu	wum	1
4278	蜒	yan	yjmp	1
4279	蜿	wan	wjm	1
4280	谑	xue	xtd	1
4281	邢	xing	xknp	1
4282	馍	mo	moa	1
4283	驿	yi	yicl	1
4284	髂	qia	qxu	1
4285	侨	qiao	qnf	1
4286	吱	zhi	vihq	1
4287	呒	m	mmh	1
4288	哐	kuang	klh	1
4289	啜	chuo	ioh	1
4290	嘤	ying	ykhz	1
4291	圄	yu	yueh	1
4292	巍	wei	wwyp	1
4293	幡	fan	fjap	1
4294	忸	niu	nqc	1
4295	揄	yu	yull	2
4296	敝	bi	biaq	1
4297	涣	huan	hrbn	1
4298	濡	ru	rubc	1
4299	燧	sui	svr	1
4300	犟	jiang	jloc	1
4301	畿	ji	jijp	1
4302	疖	jie	jps	1
4303	痂	jia	jxs	1
4304	簪	zan	zjr	1
4305	糜	mi	misd	1
4306	绦	tao	tcj	1
4307	绮	qi	qij	1
4308	胭	yan	yjvn	1
4309	蓖	bi	bixt	2
4310	蛔	hui	hvm	1
4311	蝾	rong	rsm	1
4312	螈	yuan	yrm	1
4313	谄	chan	ijdy	1
4314	钴	gu	guk	1
4315	钹	bo	boka	1
4316	锶	si	sik	1
4317	镫	deng	dgk	1
4318	阮	ruan	rrp	1
4319	靥	ye	yes	1
4320	鹏	peng	pgvy	1
4321	龅	bao	bcg	1
4322	佰	bai	bdf	1
4323	叱	chi	iih	1
4324	咯	ka	kahq	2
4325	壬	ren	rft	1
4326	壹	yi	yitn	1
4327	嶙	lin	lbyw	1
4328	怩	ni	nict	1
4329	恹	yan	yjcn	1
4330	憨	han	hjoc	1
4331	抿	min	mbl	1
4332	挞	ta	tal	1
4333	柩	jiu	jqo	1
4334	楞	leng	lgos	1
4335	殒	yun	yyl	1
4336	牦	mao	mcc	1
4337	犄	ji	jicy	1
4338	琶	pa	pag	1
4339	砝	fa	faj	1
4340	笙	sheng	ugrw	1
4341	缜	zhen	vfja	1
4342	罹	li	liag	1
4343	荜	bi	bixp	1
4344	菁	jing	jkxv	1
4345	虞	yu	yuan	1
4346	褛	lv	lvuz	1
4347	褴	lan	lju	1
4348	觑	qu	quaz	1
4349	诃	he	hed	1
4350	诘	jie	jpdh	1
4351	诛	zhu	vudy	1
4352	谆	zhun	vyd	1
4353	邑	yi	yih	1
4354	醚	mi	mie	1
4355	鸢	yuan	yrr	1
4356	仃	ding	dkf	1
4357	啐	cui	cvh	1
4358	啕	tao	tchz	1
4359	噌	ceng	cgh	1
4360	坯	pi	pitn	1
4361	娈	luan	lrpz	1
4362	嫡	di	diz	1
4363	峋	xun	xyyq	1
4364	庖	pao	pcsv	1
4365	忤	wu	wucp	2
4366	恸	tong	tsc	1
4367	扈	hu	hui	1
4368	拮	jie	jplh	1
4369	揶	ye	yel	1
4370	摈	bin	bbla	1
4371	擀	gan	gjl	1
4372	昙	tan	tjq	1
4373	桡	rao	rco	1
4374	榉	ju	juol	1
4375	槐	huai	hko	1
4376	樟	zhang	vhop	1
4377	烃	ting	tkr	1
4378	瘠	ji	jisv	1
4379	瞠	cheng	igqt	1
4380	祗	zhi	viuk	1
4381	罄	qing	qktz	1
4382	耷	da	dane	1
4383	肼	jing	jkvl	1
4384	莹	ying	ykxg	1
4385	薏	yi	yixc	1
4386	藿	huo	hoxg	1
4387	蚝	hao	hcm	1
4388	辄	zhe	veeo	1
4389	辟	bi	biis	1
4390	钡	bei	bwk	1
4391	铆	mao	mckj	1
4392	铿	keng	kgk	1
4393	鲻	zi	ziy	1
4394	佃	dian	dmf	1
4395	俾	bi	bif	1
4396	倌	guan	grf	1
4397	叵	po	pow	1
4398	抻	chen	ifl	1
4399	暨	ji	jicn	1
4400	秧	yang	yhwn	1
4401	粘	zhan	vjd	1
4402	绌	chu	iujy	1
4403	胴	dong	dsv	1
4404	腭	e	eev	1
4405	萘	nai	ndx	1
4406	蛹	yong	ysm	1
4407	讴	ou	oud	1
4408	醐	hu	huev	1
4409	釉	you	yzm	1
4410	钍	tu	tuk	1
4411	镐	gao	gck	1
4412	靛	dian	dmwk	1
4413	饷	xiang	xlaa	1
4414	冽	lie	lpb	1
4415	呓	yi	yihl	1
4416	呷	xia	xxhp	1
4417	咣	guang	glh	1
4418	嬴	ying	ykwz	1
4419	怅	chang	ihc	1
4420	斓	lan	ljap	1
4421	晔	ye	yeq	1
4422	杈	cha	iaoa	1
4423	杉	sha	uao	1
4424	查	zha	vaon	5
4425	槟	bing	bkoa	1
4426	皎	jiao	jnyn	1
4427	皓	hao	hcy	1
4428	笈	ji	jirq	1
4429	笞	chi	iirh	1
4430	粤	yue	yta	1
4431	糠	kang	khd	1
4432	系	ji	jiej	1
4433	绉	zhou	vzjy	1
4434	荟	hui	hvx	1
4435	荻	di	dixr	1
4436	莨	lang	lhx	1
4437	菪	dang	dhxj	1
4438	蜃	shen	ufs	1
4439	褓	bao	bcu	1
4440	襁	qiang	qlu	1
4441	诨	hun	hyd	1
4442	诿	wei	wwdz	1
4443	谟	mo	mod	1
4444	轱	gu	guep	1
4445	铪	ha	hak	1
4446	锵	qiang	qlk	1
4447	骁	xiao	xncb	1
4448	髻	ji	jinh	1
4449	鲔	wei	wwyv	1
4450	龛	kan	kjg	1
4451	啾	jiu	jqh	1
4452	壑	he	hea	1
4453	娓	wei	wwz	1
4454	庶	shu	uus	1
4455	怏	yang	yhc	1
4456	戎	rong	rsr	1
4457	扒	ba	bala	1
4458	氖	nai	ndr	1
4459	沱	tuo	tob	1
4460	浜	bang	bhb	1
4461	溴	xiu	xqb	1
4462	痨	lao	lcs	1
4463	痱	fei	fwsn	1
4464	砺	li	lij	1
4465	祠	ci	ciu	1
4466	箕	ji	jira	1
4467	粽	zong	zsd	1
4468	缨	ying	ykjz	1
4469	耦	ou	oun	1
4470	膺	ying	yksv	1
4471	舜	shun	uym	1
4472	葺	qi	qixe	1
4473	螫	shi	uitm	1
4474	誊	teng	tgi	1
4475	诓	kuang	kldg	1
4476	赅	gai	gdz	1
4477	酞	tai	tde	1
4478	靖	jing	jkav	1
4479	馥	fu	fuw	1
4480	鳃	sai	sdy	1
4481	俸	feng	fgf	1
4482	刳	ku	kun	1
4483	剜	wan	wjis	1
4484	卅	sa	sax	1
4485	参	cen	cft	1
4486	呔	dai	ddhn	1
4487	垛	duo	dot	1
4488	娑	suo	sob	1
4489	岚	lan	ljy	1
4490	差	ci	cii	1
4491	庚	geng	ggs	1
4492	忖	cun	cyc	1
4493	恻	ce	cec	1
4494	愕	e	eec	1
4495	撷	xie	xplz	1
4496	晷	gui	gvq	1
4497	桁	heng	hgok	1
4498	楝	lian	lmo	1
4499	榷	que	qto	1
4500	氙	xian	xmry	1
4501	氡	dong	dsr	1
4502	沁	qin	qbb	1
4503	涓	juan	jrb	1
4504	瘙	sao	scs	1
4505	皙	xi	xioy	1
4506	硼	peng	pgjv	1
4507	碜	chen	ifj	1
4508	秆	gan	gjww	1
4509	粱	liang	llbd	1
4510	糯	nuo	nod	1
4511	绺	liu	lqjh	1
4512	腴	yu	yuvg	1
4513	舶	bo	boe	1
4514	荔	li	lixp	1
4515	菅	jian	jmxo	1
4516	菏	he	hexy	1
4517	蕨	jue	jtx	1
4518	觐	jin	jbmz	1
4519	锲	qie	qpk	1
4520	饕	tao	tch	1
4521	驷	si	sic	1
4522	骶	di	diu	1
4523	鲣	jian	jmy	1
4524	鲷	diao	dny	1
4525	鳅	qiu	qqy	1
4526	鹬	yu	yusy	1
4527	黍	shu	uuw	1
4528	俞	yu	yull	1
4529	俨	yan	yjfe	1
4530	冢	zhong	vsi	1
4531	嘬	zuo	zohq	1
4532	媾	gou	gzzt	1
4533	尕	ga	gav	1
4534	帛	bo	boy	1
4535	戛	jia	jxnr	1
4536	旌	jing	jksw	1
4537	旮	ga	gad	1
4538	旯	la	laq	1
4539	晖	hui	hvq	1
4540	柰	nai	ndo	1
4541	榕	rong	rso	1
4542	樵	qiao	qnor	1
4543	氚	chuan	irr	1
4544	沪	hu	hubi	1
4545	泮	pan	pjbl	1
4546	湄	mei	mwb	1
4547	湎	mian	mmbc	1
4548	潸	shan	ujbv	1
4549	瀣	xie	xpbn	2
4550	炔	que	qtr	1
4551	獒	ao	aonn	1
4552	畜	xu	xuv	1
4553	疥	jie	jpsa	1
4554	痤	cuo	cost	1
4555	纶	lun	lyj	1
4556	纾	shu	uuj	1
4557	荨	qian	qmxy	1
4558	蛐	qu	quma	1
4559	訇	hong	hswd	1
4560	贲	ben	bfp	1
4561	赳	jiu	jqz	1
4562	迩	er	ersp	1
4563	逡	qun	qyt	1
4564	鏖	ao	aok	1
4565	铡	zha	vak	1
4566	锰	meng	mgk	1
4567	镉	ge	gekn	1
4568	雉	zhi	virg	1
4569	韭	jiu	jqnn	1
4570	鲛	jiao	jny	1
4571	鸬	lu	luay	1
4572	鹚	ci	ciay	1
4573	黠	xia	xxr	1
4574	倜	ti	tifh	1
4575	倭	wo	wof	1
4576	唰	shua	uxh	1
4577	嗵	tong	tsh	1
4578	宥	you	yzi	1
4579	岘	xian	xmyz	1
4580	廖	liao	lnse	1
4581	怔	zheng	vgc	1
4582	恫	dong	dsch	1
4583	拗	ao	aol	1
4584	桀	jie	jplo	1
4585	桎	zhi	vioy	1
4586	殓	lian	lml	1
4587	沭	shu	uuba	1
4588	珐	fa	fag	1
4589	珥	er	erg	1
4590	瑶	yao	ycgz	1
4591	瓯	ou	ouwl	1
4592	甬	yong	ystl	1
4593	疸	dan	djs	1
4594	痍	yi	yisa	2
4595	硌	ge	gej	1
4596	硒	xi	xije	1
4597	祁	qi	qiu	1
4598	禾	he	hew	1
4599	竣	jun	jya	1
4600	笤	tiao	tnr	1
4601	纂	zuan	zrr	1
4602	纤	qian	qmjw	1
4603	腌	yan	yjv	1
4604	蝼	lou	lzm	1
4605	裨	bi	biup	1
4606	襄	xiang	xln	1
4607	贻	yi	yizh	1
4608	踞	ju	juzd	1
4609	辕	yuan	yren	1
4610	钯	ba	bak	1
4611	铢	zhu	vuky	1
4612	镓	jia	jxke	1
4613	阡	qian	qmpw	1
4614	陲	chui	ivp	1
4615	霎	sha	uac	1
4616	飨	xiang	xljc	1
4617	饴	yi	yiah	1
4618	骐	qi	qica	1
4619	鸫	dong	dsey	1
4620	麂	ji	jik	1
4621	龇	zi	zigt	1
4622	仟	qian	qmfw	1
4623	僭	jian	jmfq	1
4624	削	xiao	xngs	1
4625	叨	tao	tchs	1
4626	噔	deng	dgh	1
4627	囫	hu	huej	1
4628	埠	bu	but	1
4629	姣	jiao	jnzn	2
4630	娜	nuo	noz	1
4631	婀	e	eezy	1
4632	峨	e	eeyr	1
4633	弋	yi	yirr	1
4634	弭	mi	mioe	1
4635	徇	xun	xyuq	1
4636	忾	kai	kdcr	1
4637	怆	chuang	ilc	1
4638	愫	su	suc	1
4639	懑	men	mfb	1
4640	擞	sou	szl	1
4641	梏	gu	guo	1
4642	棠	tang	thio	1
4643	殇	shang	uhl	1
4644	泱	yang	yhbn	1
4645	熵	shang	uhr	1
4646	牍	du	dun	1
4647	珞	luo	log	1
4648	瓤	rang	rhn	1
4649	皋	gao	gcy	1
4650	矾	fan	fjj	1
4651	祺	qi	qiua	1
4652	竽	yu	yurw	1
4653	糨	jiang	jldm	1
4654	纭	yun	yyj	1
4655	罅	xia	xxz	1
4656	羸	lei	lww	1
4657	胝	zhi	vivk	1
4658	胥	xu	xuk	1
4659	胼	pian	pmv	1
4660	菰	gu	guxm	1
4661	蜱	pi	pim	1
4662	袂	mei	mwu	1
4663	谗	chan	ijd	1
4664	轭	e	eeev	1
4665	钋	po	pok	1
4666	铩	sha	uak	1
4667	铮	zheng	vgk	1
4668	锑	ti	tik	1
4669	镂	lou	lzk	1
4670	闰	run	ryw	1
4671	阄	jiu	jqw	1
4672	阖	he	hewa	1
4673	颦	pin	pbgp	1
4674	飒	sa	saa	1
4675	髁	ke	keu	1
4676	鲡	li	liyy	2
4677	鹜	wu	wusy	1
4678	黜	chu	iur	1
4679	龋	qu	qug	1
4680	伫	zhu	vufn	1
4681	佘	she	uegy	1
4682	佝	gou	gzf	1
4683	佟	tong	tsf	1
4684	刎	wen	wfjs	1
4685	卞	bian	bmv	1
4686	呲	ci	cih	1
4687	哏	gen	gfh	1
4688	啻	chi	iiih	1
4689	嗟	jie	jph	1
4690	嘁	qi	qihg	1
4691	嘌	piao	pnh	1
4692	嚼	jiao	jnh	1
4693	囵	lun	lyet	1
4694	坩	gan	gjt	1
4695	坳	ao	aot	1
4696	埚	guo	got	1
4697	妪	yu	yuzn	1
4698	寅	yin	ybi	1
4699	尧	yao	ycb	1
4700	岑	cen	cf	1
4701	嵴	ji	jiyv	1
4702	帼	guo	goa	1
4703	徕	lai	ldu	1
4704	怵	chu	iuc	1
4705	惆	chou	izc	1
4706	捺	na	nal	1
4707	掬	ju	juld	1
4708	掼	guan	grl	1
4709	椽	chuan	iro	1
4710	毖	bi	bitc	1
4711	泾	jing	jkbe	1
4712	潞	lu	lubq	1
4713	煦	xu	xuq	1
4714	甾	zai	zda	1
4715	砚	yan	yjjz	1
4716	砟	zha	vaj	1
4717	箐	qing	qkrv	2
4718	篦	bi	birt	1
4719	纣	zhou	vzj	1
4720	缪	miu	mqj	1
4721	缬	xie	xpj	1
4722	耆	qi	qip	1
4723	聩	kui	kve	1
4724	肄	yi	yitq	1
4725	胄	zhou	vzp	1
4726	脍	kuai	kkv	1
4727	脯	fu	fuvq	2
4728	莆	pu	puxq	2
4729	蒡	bang	bhx	1
4730	蛟	jiao	jnm	1
4731	蝻	nan	njm	1
4732	蠹	du	dui	1
4733	袄	ao	aou	1
4734	袅	niao	nny	1
4735	褂	gua	gxu	1
4736	褡	da	dau	1
4737	诏	zhao	vcd	1
4738	豉	chi	iin	1
4739	蹙	cu	cur	1
4740	蹴	cu	cuz	1
4741	轼	shi	uie	1
4742	邵	shao	ucs	1
4743	阙	que	qtw	1
4744	靓	liang	llw	1
4745	鞘	qiao	qnm	1
4746	韶	shao	ucd	1
4747	骥	ji	jicp	1
4748	鳎	ta	tay	1
4749	鳝	shan	ujy	1
4750	鸪	gu	gupy	1
4751	鸾	luan	lrpy	1
4752	鹞	yao	ycmy	2
4753	鹧	zhe	vesy	1
4754	麓	lu	luo	1
4755	龟	jun	jys	1
4756	丕	pi	pin	1
4757	丞	cheng	igon	1
4758	俪	li	lify	1
4759	倏	shu	uuf	1
4760	哽	geng	ggh	1
4761	喹	kui	kvh	1
4762	嗥	hao	hchp	1
4763	囟	xin	xbaa	1
4764	娆	rao	rcz	1
4765	宦	huan	hri	1
4766	寮	liao	lni	1
4767	屣	xi	xiik	1
4768	幂	mi	miia	1
4769	幄	wo	woa	1
4770	庵	an	ans	1
4771	彤	tong	tsn	1
4772	忪	song	ssct	1
4773	戍	shu	uur	1
4774	拗	niu	nqlp	1
4775	攒	cuan	crl	1
4776	旎	ni	nis	1
4777	旖	yi	yisy	1
4778	昴	mao	mcq	1
4779	槭	qi	qiog	1
4780	歃	sha	uaw	1
4781	殄	tian	tml	1
4782	殚	dan	djla	2
4783	汛	xun	xyb	1
4784	汨	mi	mibq	1
4785	汩	gu	gubq	1
4786	泸	lu	lub	1
4787	涝	lao	lcb	1
4788	渭	wei	wwb	1
4789	滂	pang	phb	1
4790	澄	cheng	igb	1
4791	炕	kang	khr	1
4792	炷	zhu	vurt	1
4793	狎	xia	xxvp	1
4794	瑾	jin	jbg	1
4795	瘘	lou	lzs	1
4796	盛	cheng	igr	1
4797	眦	zi	ziq	1
4798	禹	yu	yue	1
4799	筱	xiao	xnrq	1
4800	粑	ba	bad	1
4801	粼	lin	lbdo	1
4802	绀	gan	gjj	1
4803	绛	jiang	jlj	1
4804	脔	luan	lrpg	1
4805	腈	jing	jkvv	1
4806	舢	shan	uje	1
4807	苫	shan	ujx	1
4808	茕	qiong	qsx	1
4809	荨	xun	xyxy	1
4810	莎	suo	soxe	1
4811	萸	yu	yuxg	1
4812	蝰	kui	kvm	1
4813	蟊	mao	mcsm	3
4814	讫	qi	qid	1
4815	诹	zou	zzd	1
4816	谒	ye	yed	1
4817	豢	huan	hrie	1
4818	貘	mo	moet	1
4819	跖	zhi	vizj	1
4820	蹉	cuo	coz	1
4821	遴	lin	lbd	1
4822	邯	han	hjm	1
4823	郸	dan	djap	1
4824	醌	kun	kye	1
4825	錾	zan	zjek	1
4826	钎	qian	qmkw	1
4827	钨	wu	wuk	1
4828	铱	yi	yikn	1
4829	锗	zhe	vek	1
4830	镬	huo	hok	1
4831	饽	bo	boan	1
4832	馐	xiu	xqa	1
4833	驽	nu	nuzc	1
4834	髌	bin	bbu	1
4835	髭	zi	zint	1
4836	髯	ran	rjn	1
4837	鲇	nian	nmy	1
4838	鳌	ao	aony	1
4839	鳐	yao	ycyz	1
4840	鸸	er	erc	1
4841	黢	qu	qur	1
4842	龃	ju	jugt	1
4843	龉	yu	yugh	1
4844	仄	ze	zes	1
4845	伉	kang	khf	1
4846	厦	xia	xxs	1
4847	吭	hang	hhh	1
4848	呋	fu	fuh	1
4849	咋	zha	vahn	1
4850	咛	ning	nkh	1
4851	啷	lang	lhh	1
4852	噶	ga	gah	1
