aaba=1,阿爸
bcuq=1,抱残守缺
bcuu=1,报数
bcuv=1,保税
bcuv=2,报税
bcuz=1,保守
bcuz=2,饱受
bcuz=3,暴瘦
bcva=1,爆炸
bcva=2,包扎
bcvc=1,爆照
bcvc=2,鲍照
bcve=1,抱着
bcvf=1,保真
bcvf=2,抱枕
bcvg=1,保证
bcvg=2,暴政
bcvh=1,保障
bcvh=2,暴涨
bcvh=3,报账
bcvh=4,报章
bcvi=1,报纸
bcvi=2,保值
bcvi=3,薄纸
bcvi=4,保质
bcvj=1,报站
bcvj=2,饱蘸
bcvj=3,彼此之间
bcvl=1,包装
bcvl=2,悲从中来
bcvs=1,保重
bcvu=1,爆竹
bcvu=2,保住
bcvu=3,抱住
bcvu=4,宝珠
bcvy=1,保准
bcvy=2,博采众议
bcvz=1,煲粥
bcwa=1,抱娃
bcwa=2,辩才无碍
bcwd=1,保外
bcwf=1,保温
bcwf=2,报文
bcwf=3,豹纹
bcwh=1,暴亡
bcwu=1,宝物
bcwu=2,报务
bcww=1,保卫
bcww=2,包围
bcxb=1,报信
bcxc=1,报仇雪耻
bcxi=1,报喜
bcxk=1,暴行
bcxk=2,不辞辛苦
bcxl=1,包厢
bcxl=2,宝箱
bcxl=3,不辞辛劳
bcxm=1,保险
bcxm=2,保鲜
bcxn=1,报销
bcxn=2,爆笑
bcxn=3,报效
bcxn=4,包销
bcxq=1,保修
bcxq=2,报修
bcxs=1,胞兄
bcxt=1,暴雪
bcxt=2,饱学
bcxu=1,拨草寻蛇
bcxx=1,剥下
bcxx=2,包下
bcxy=1,别出新意
bcya=1,龅牙
bcya=2,暴牙
bcyb=1,爆音
bcyb=2,暴饮
bcye=1,报业
bcyh=1,保养
bcyh=2,包养
bcyh=3,褒扬
bcyi=1,褒义
bcyi=2,报以
bcyj=1,保研
bcyj=2,包烟
bcyk=1,报应
bcyk=2,宝应
bcyr=1,抱怨
bcyr=2,报怨
bcys=1,保用
bcyt=1,包月
bcyt=2,抱成一团
bcyu=1,暴雨
bcyu=2,鲍鱼
bcyu=3,宝玉
bcyu=4,保育
bcyy=1,包孕
bcyz=1,保佑
bcyz=2,包邮
bcyz=3,保有
bcyz=4,报忧
bczc=1,暴躁
bczc=2,博采众长
bczd=1,包在
bczd=2,雹灾
bczg=1,暴增
bczh=1,宝藏
bczh=2,薄葬
bczi=1,包子
bczi=2,豹子
bczi=3,孢子
bczo=1,宝座
bczu=1,包租
bczy=1,不测之忧
bczz=1,暴走
bczz=2,暴揍
bdau=1,不得安生
bdbd=1,拜拜
bdbd=2,白白
bdbd=3,摆摆
bdbd=4,半懂不懂
bdbi=1,败笔
bdbi=2,白璧
bdbj=1,百般
bdbj=2,白班
bdbj=3,白板
bdbj=4,白斑
bdbj=5,变动不居
bdbk=1,白冰
bdbk=2,败兵
bdbk=3,百病
bdbl=1,宝刀不老
bdbm=1,白边
bdbm=2,百变
bdbn=1,不但不能
bdbp=1,拜别
bdbp=2,抱打不平
bdbq=1,百毒不侵
bdbu=1,摆布
bdbu=2,白布
bdbw=1,百倍
bdbw=2,败北
bdbx=1,不大不小
bdby=1,百读不厌
bdcc=1,百草
bdcd=1,白菜
bdci=1,白瓷
bdcu=1,白醋
bdda=1,白搭
bdda=2,白打
bddc=1,拜倒
bddc=2,白道
bddd=1,白带
bddd=2,百代
bddg=1,拜登
bddg=2,白灯
bddh=1,摆荡
bddi=1,白底
bddi=2,白帝
bddj=1,百端待举
bddk=1,白丁
bddm=1,白点
bddm=2,白电
bddr=1,掰断
bdds=1,摆动
bdds=2,白洞
bddu=1,百度
bddu=2,摆渡
bddu=3,拜读
bddz=1,白豆
bdee=1,白鹅
bdee=2,白垩
bdei=1,背道而驰
bdeq=1,拔地而起
bder=1,拜耳
bdev=1,不得而知
bdfa=1,白发
bdff=1,百分
bdff=2,白粉
bdfh=1,拜访
bdfh=2,摆放
bdfh=3,标点符号
bdfj=1,白饭
bdfj=2,白矾
bdfo=1,拜佛
bdfu=1,拜服
bdfu=2,表达方式
bdfv=1,不断发展
bdfw=1,白费
bdge=1,白鸽
bdgj=1,白干
bdgj=2,百感
bdgj=3,不断改进
bdgl=1,白光
bdgl=2,败光
bdgo=1,白果
bdgo=2,百果
bdgr=1,白鹳
bdgr=2,百官
bdgs=1,白宫
bdgu=1,白骨
bdgw=1,白给
bdgw=2,败给
bdhc=1,摆好
bdhe=1,百合
bdhe=2,白鹤
bdhe=3,白河
bdhe=4,捭阖
bdhk=1,败坏
bdho=1,百货
bdho=2,败火
bdhs=1,不得好死
bdhu=1,白虎
bdhu=2,白狐
bdhu=3,不当回事
bdhv=1,拜会
bdhv=2,百汇
bdhv=3,白灰
bdhw=1,白黑
bdhx=1,白话
bdhx=2,百花
bdhx=3,白花
bdhx=4,白桦
bdhz=1,白喉
bdia=1,白茶
bdie=1,掰扯
bdig=1,白城
bdig=2,百盛
bdii=1,白痴
bdii=2,白吃
bdir=1,百川
bdiu=1,摆出
bdiv=1,摆锤
bdix=1,不断出现
bdjb=1,白金
bdjb=2,拜金
bdjg=1,兵多将广
bdji=1,败绩
bdjk=1,白净
bdjl=1,败将
bdjm=1,拜见
bdjm=2,摆件
bdjp=1,白洁
bdjq=1,白酒
bdjq=2,摆酒
bdjr=1,白卷
bdjr=2,白绢
bdju=1,败局
bdju=2,博大精深
bdjx=1,败家
bdjx=2,百家
bdjy=1,白军
bdjy=2,败军
bdka=1,白卡
bdkd=1,摆开
bdkd=2,掰开
bdke=1,百科
bdke=2,百克
bdkh=1,遍地开花
bdkn=1,不大可能
bdkn=2,鞭打快牛
bdkt=1,北达科他
bdkz=1,白口
bdla=1,白蜡
bdlb=1,柏林
bdlb=2,白磷
bdle=1,百乐
bdlg=1,布达拉宫
bdlh=1,白狼
bdlh=2,白浪
bdli=1,百里
bdlj=1,摆烂
bdlk=1,白领
bdlk=2,百灵
bdlk=3,白绫
bdll=2,白亮
bdll=3,不得了了
bdlm=1,白脸
bdlm=2,百联
bdlo=1,败落
bdlp=2,摆列
bdlr=1,被代理人
bdls=1,白龙
bdlu=1,白鹭
bdlw=1,败类
bdly=1,拜伦
bdlz=1,败露
bdlz=2,白露
bdma=1,白马
bdmc=1,白猫
bdmc=2,白毛
bdmg=1,拜盟
bdmh=1,百忙
bdmi=1,白米
bdmi=2,百米
bdmj=1,摆满
bdmk=1,摆明
bdmk=2,百名
bdmm=1,白面
bdmn=1,白描
bdmo=1,白沫
bdmo=2,白膜
bdmu=1,柏木
bdmw=1,白眉
bdmx=1,不得民心
bdnf=1,白嫩
bdnm=1,百年
bdnm=2,拜年
bdnn=1,百鸟
bdnq=1,白牛
bdns=1,摆弄
bdnu=1,白奴
bdpc=1,白袍
bdpd=1,摆拍
bdpi=1,白皮
bdpi=2,白啤
bdpj=1,摆盘
bdpk=1,摆平
bdpk=2,白屏
bdpn=1,白嫖
bdpo=1,布达佩斯
bdpu=1,摆谱
bdqf=1,不得其法
bdqh=1,北大清华
bdqi=1,白旗
bdqi=2,白起
bdqj=1,不得其解
bdqk=1,拜请
bdql=1,百强
bdqn=1,北大青鸟
bdqq=1,白球
bdqr=1,败犬
bdqr=2,摆拳
bdqs=1,不得其所
bdqu=1,白区
bdqx=1,北斗七星
bdrc=1,白饶
bdre=1,白热
bdrf=1,白人
bdrf=2,白刃
bdri=1,白日
bdri=2,百日
bdru=1,不动如山
bdrx=1,不得人心
bdry=1,白润
bdrz=1,白肉
bdse=1,白色
bdse=2,百色
bdsi=1,白丝
bdsi=2,冰冻三尺
bdss=1,白送
bdsu=1,败诉
bdsv=1,百岁
bdta=1,白塔
bdtd=1,百态
bdtg=1,不断提高
bdth=1,白糖
bdth=2,拜堂
bdtj=1,摆摊
bdtj=2,不断推进
bdtm=1,白天
bdtm=2,百天
bdtn=1,白条
bdto=1,拜托
bdto=2,摆脱
bdts=1,白铜
bdtu=1,白兔
bdtv=1,败退
bdtx=1,包打天下
bdtz=1,白头
bdua=1,白沙
bdua=2,白纱
bduc=1,白芍
bdue=1,摆设
bdue=2,白蛇
bduf=1,拜神
bduh=1,摆上
bdui=1,拜师
bdui=2,百事
bdui=3,百十
bduj=1,拜山
bduj=2,白衫
bduj=3,白山
bdul=1,白霜
bdus=1,不动声色
bduu=1,柏树
bduu=2,白术
bduu=3,白鼠
bduu=4,白薯
bduv=1,白水
bduv=2,不得善终
bduy=1,百顺
bduz=1,摆手
bduz=2,百兽
bduz=3,白首
bdvc=1,百兆
bdvd=1,不懂装懂
bdve=1,败者
bdve=2,摆着
bdvf=1,败阵
bdvg=1,摆正
bdvh=1,败仗
bdvi=1,白纸
bdvi=2,白芷
bdvj=1,百战
bdvo=1,摆桌
bdvs=1,白种
bdvs=2,摆钟
bdvz=1,白昼
bdvz=2,白粥
bdwa=1,白袜
bdwf=1,白文
bdwh=1,拜望
bdwj=1,百万
bdwj=2,掰弯
bdwl=1,宝刀未老
bdwu=1,白雾
bdwu=2,百物
bdwu=3,不断完善
bdww=1,百威
bdxh=1,博大胸怀
bdxi=1,白皙
bdxk=1,百姓
bdxk=2,败兴
bdxl=1,白象
bdxl=2,败象
bdxm=1,白线
bdxp=1,拜谢
bdxp=2,白鞋
bdxr=1,白癣
bdxs=1,白熊
bdxt=1,白雪
bdxu=1,白须
bdxu=2,败絮
bdxv=1,拔刀相助
bdxx=1,白瞎
bdxx=2,拔刀相向
bdxy=1,北大西洋
bdyb=1,白银
bdyb=2,败因
bdyc=1,白药
bdye=1,百业
bdye=2,白夜
bdye=3,百叶
bdye=4,拜谒
bdyh=1,白杨
bdyh=2,白羊
bdyi=1,白衣
bdyi=2,白蚁
bdyi=3,百亿
bdyj=1,白眼
bdyj=2,白烟
bdyl=1,不得要领
bdyr=1,百元
bdyt=1,拜月
bdyt=2,百越
bdyu=1,白玉
bdyu=2,百余
bdyv=1,步调一致
bdyy=1,白云
bdyy=3,膀大腰圆
bdyy=4,棒打鸳鸯
bdyz=1,柏油
bdzd=1,摆在
bdzi=1,白字
bdzi=2,白子
bdzj=1,不断增加
bdzj=2,白刀子进
bdzo=1,白做
bdzu=1,白族
bdzv=1,不打自招
bdzz=1,败走
bebj=1,避而不见
bebj=2,博而不精
bebt=1,避而不谈
bebu=1,百儿八十
beby=1,备而不用
befm=1,不二法门
begc=1,比尔盖茨
bels=1,白俄罗斯
beqy=1,布尔乔亚
beut=1,伯恩施坦
bevk=1,巴尔扎克
beyv=1,避而远之
bfan=1,本案
bfan=2,苯胺
bfbc=1,本报
bfbc=2,不分彼此
bfbf=1,笨笨
bfbf=2,本本
bfbh=1,本帮
bfbj=1,本版
bfbj=2,本班
bfbo=1,奔波
bfbu=1,本部
bfbv=1,百发百中
bfbv=2,不分伯仲
bfcc=1,本草
bfcc=3,白发苍苍
bfci=1,本次
bfcr=1,奔窜
bfcz=1,不复存在
bfdh=1,本党
bfdh=2,本当
bfdi=1,本地
bfdj=1,笨蛋
bfdj=2,百废待举
bfdm=1,本店
bfdo=1,本多
bfdq=1,北方地区
bfdq=2,部分地区
bfdv=1,本队
bfdx=1,百废待兴
bfer=1,本儿
bfff=1,本分
bfff=2,苯酚
bffh=1,奔放
bffu=1,奔赴
bffz=1,不法分子
bfgd=1,本该
bfgh=1,本港
bfgo=1,本国
bfgr=1,本馆
bfgs=1,本宫
bfgx=1,笨瓜
bfhh=1,本行
bfho=1,笨货
bfhr=1,苯环
bfhv=1,本会
bfhy=1,八方呼应
bfic=1,本朝
bfig=1,本城
bfih=1,本厂
bfih=2,本场
bfii=1,奔驰
bfiu=1,奔出
bfiu=2,本初
bfjb=1,本金
bfji=1,本季
bfji=2,本级
bfji=3,本机
bfjj=1,悲愤交加
bfjp=1,本届
bfjp=2,本节
bfju=1,本剧
bfju=2,本局
bfjx=1,本家
bfjx=2,百废俱兴
bfjy=1,暴风疾雨
bfke=1,本科
bfkj=1,本刊
bfkq=1,暴风哭泣
bfku=1,白费口舌
bfkv=1,奔溃
bfld=1,本来
bfli=1,本利
bflj=1,本栏
bflk=1,本领
bflq=1,奔流
bflq=2,白费力气
bflw=1,本类
bflw=2,奔雷
bfly=1,本轮
bfly=2,本论
bfma=1,奔马
bfmf=1,贲门
bfmf=2,本门
bfmh=1,奔忙
bfmk=1,本名
bfmk=2,本命
bfmo=1,本末
bfng=1,本能
bfni=1,本尼
bfnm=1,本年
bfnn=1,笨鸟
bfnq=1,奔牛
bfnq=2,笨牛
bfpb=1,本品
bfpc=1,奔跑
bfpi=1,本批
bfpj=1,不服判决
bfpm=1,本片
bfpm=2,本篇
bfpn=1,本票
bfqi=1,本期
bfql=1,不乏其例
bfqm=1,本钱
bfqr=1,不乏其人
bfqu=1,本区
bfrc=1,并非如此
bfrf=1,本人
bfrf=2,笨人
bfri=1,本日
bfse=1,本色
bfsh=1,奔丧
bfsi=1,奔四
bfsi=2,笨死
bfsj=1,奔三
bftc=1,奔逃
bftd=1,本台
bftg=1,奔腾
bfth=1,本堂
bfti=1,本体
bfti=2,本题
bftm=1,本田
bftn=1,本条
bftp=1,本帖
bftu=1,本土
bftu=2,本图
bftv=1,膘肥体壮
bfty=1,悲愤填膺
bftz=1,奔头
bfue=1,本社
bfuf=1,本身
bfuf=2,不分胜负
bfug=1,本省
bfui=1,本事
bfui=2,本市
bfuj=1,本山
bfuk=1,本帅
bfuo=1,本硕
bfut=1,不服水土
bfuu=1,本书
bfuu=2,不妨试试
bfux=1,不分上下
bfvb=1,百分之百
bfvb=2,百分之八
bfve=1,本着
bfve=2,百分之二
bfvf=1,本真
bfvf=2,本镇
bfvg=1,本证
bfvh=1,本章
bfvi=1,本质
bfvi=2,本职
bfvj=1,本站
bfvj=2,百分之几
bfvl=1,百分之六
bfvo=1,笨拙
bfvq=1,百分之七
bfvs=1,笨重
bfvs=2,百分之三
bfvs=3,百分之四
bfvt=1,不法之徒
bfvu=1,笨猪
bfvv=1,北伐战争
bfvw=1,百分之五
bfvw=2,不负众望
bfvw=3,不孚众望
bfvy=1,百分之一
bfvy=2,捕风捉影
bfvy=3,八分之一
bfvz=1,本周
bfvz=2,本州
bfwb=1,变废为宝
bfwf=1,本文
bfwh=1,本王
bfwo=1,本我
bfwu=1,本无
bfww=1,本位
bfwx=1,变法维新
bfxa=1,八府巡按
bfxb=1,本心
bfxg=1,冰封雪裹
bfxi=1,本息
bfxi=2,奔袭
bfxi=3,本溪
bfxj=1,白费心机
bfxk=1,本性
bfxl=1,奔向
bfxl=2,本相
bfxl=3,本乡
bfxl=4,不乏先例
bfxm=1,本县
bfxm=2,奔现
bfxn=1,本校
bfxp=1,奔泻
bfxv=1,不分轩轾
bfxw=1,不法行为
bfye=1,本业
bfye=2,本页
bfyi=1,本意
bfyi=2,本义
bfyj=1,悲愤欲绝
bfyk=1,本应
bfyr=1,本源
bfyr=2,本院
bfyr=3,本原
bfys=1,奔涌
bfyt=1,本月
bfyt=2,奔月
bfyu=1,并非易事
bfyu=2,不妨一试
bfyy=1,暴风影音
bfyy=2,不发一言
bfzb=1,不分皂白
bfzc=1,八方支持
bfzi=1,本子
bfzo=1,本作
bfzo=2,本座
bfzr=1,不负责任
bfzu=1,本组
bfzu=2,本族
bfzv=1,笨嘴
bfzy=1,本尊
bfzy=2,暴风骤雨
bfzy=3,八方支援
bfzz=1,奔走
bgam=1,保国安民
bgbd=1,半工半读
bgbd=2,不高不低
bgbg=1,蹦蹦
bgbg=2,不管不顾
bgbg=3,不尴不尬
bgbi=1,笔耕不辍
bgbj=1,毕恭毕敬
bgbj=2,不干不净
bgbj=3,不古不今
bgbl=1,包工包料
bgbl=2,秉公办理
bgbn=1,本固邦宁
bgbu=1,蚌埠
bgbu=2,秉公办事
bgbx=1,边干边学
bgda=1,蹦跶
bgdd=1,绷带
bgdi=1,蹦迪
bgdj=1,不顾大局
bgdl=1,办公大楼
bgdn=1,崩掉
bgdt=1,不共戴天
bgeb=1,不告而别
bged=1,秉公而断
bgee=1,不过尔尔
bgfa=1,迸发
bgfh=1,泵房
bggr=1,甭管
bggt=1,不敢苟同
bghk=1,崩坏
bghr=1,不甘后人
bghv=1,崩毁
bghy=1,办公会议
bgie=1,泵车
bgil=1,蹦床
bgiu=1,迸出
bgjb=1,绷紧
bgjc=1,杯觥交错
bgji=1,蹦极
bgjj=1,百感交集
bgjm=1,迸溅
bgjm=2,不甘寂寞
bgjp=1,崩解
bgke=1,蚌壳
bgkv=1,崩溃
bglh=1,不甘落后
bglj=1,八国联军
bgll=1,波光粼粼
bglm=1,绷脸
bglo=1,崩落
bglp=1,崩裂
bglp=2,迸裂
bgly=1,波光潋滟
bglz=1,崩漏
bgpj=1,崩盘
bgqj=1,卑躬屈节
bgql=1,不改其乐
bgqx=1,卑躬屈膝
bgrc=1,不过如此
bgrc=2,本该如此
bgrh=1,不管如何
bgsg=1,闭关锁国
bgsh=1,不顾死活
bgta=1,崩塌
bgti=1,甭提
bgti=2,泵体
bgtj=1,崩坍
bgtj=2,博古通今
bgtn=1,蹦跳
bgty=1,不关痛痒
bgue=1,迸射
bguf=1,秉公守法
bguj=1,半个世纪
bgur=1,不甘示弱
bgus=1,兵贵神速
bguu=1,不管是谁
bguy=1,杯弓蛇影
bgvf=1,秉公执法
bgvi=1,绷直
bgvj=1,泵站
bgvl=1,百舸争流
bgvu=1,绷住
bgvx=1,不敢置信
bgvy=1,悲观主义
bgwj=1,不敢问津
bgwm=1,报国无门
bgws=1,秉公无私
bgyj=1,波诡云谲
bgyl=1,八格牙路
bgyp=1,办公用品
bgyq=1,不顾一切
bgys=1,不够意思
bgys=2,稗官野史
bgyu=1,悲观厌世
bgyx=1,不苟言笑
bgyx=2,百鬼夜行
bgzc=1,不敢造次
bgzi=1,绷子
bgzm=1,不管怎么
bgzp=1,不攻自破
bgzu=1,闭关自守
bgzy=1,不管怎样
bhbh=1,帮帮
bhbh=2,棒棒
bhbi=1,膀臂
bhbj=1,帮办
bhbk=1,棒冰
bhbl=1,不慌不乱
bhbm=1,不慌不忙
bhbo=1,磅礴
bhcc=1,棒操
bhda=1,棒打
bhdd=1,绑带
bhdd=2,变化多端
bhdi=1,邦迪
bhdj=1,榜单
bhdk=1,绑定
bhdk=2,帮顶
bhdl=1,百货大楼
bhdr=1,不遑多让
bhel=1,不寒而栗
bhes=1,不欢而散
bhfu=1,帮扶
bhfu=2,绑缚
bhfw=1,绑匪
bhgo=1,邦国
bhgr=1,白虹贯日
bhgs=1,帮工
bhgs=2,百货公司
bhgv=1,帮规
bhgx=1,北回归线
bhhe=1,棒喝
bhhj=1,保护环境
bhhv=1,帮会
bhhw=1,傍黑
bhhy=1,不怀好意
bhif=1,帮衬
bhig=1,磅秤
bhiu=1,帮厨
bhiv=1,棒槌
bhjn=1,帮教
bhjn=2,邦交
bhjx=1,绑架
bhkw=1,不合口味
bhky=1,帮困
bhkz=1,帮口
bhlc=1,绑牢
bhlh=1,悲欢离合
bhlh=2,八荒六合
bhln=1,棒料
bhlu=1,辩护律师
bhmb=1,笔酣墨饱
bhmc=1,变幻莫测
bhmc=2,变化莫测
bhmh=1,帮忙
bhml=1,兵荒马乱
bhni=1,帮你
bhpd=1,帮派
bhpn=1,绑票
bhqf=1,百花齐放
bhql=1,帮腔
bhql=2,不合情理
bhqq=1,棒球
bhrf=1,帮人
bhsr=1,百花生日
bhth=1,棒糖
bhts=1,帮同
bhtv=1,绑腿
bhtz=1,棒头
bhud=1,百货商店
bhuf=1,傍身
bhuk=1,百花盛开
bhul=1,不合时令
bhuv=1,傍水
bhuy=1,不合时宜
bhuz=1,帮手
bhuz=2,榜首
bhva=1,绑扎
bhvj=1,帮战
bhvn=1,不惑之年
bhvu=1,帮助
bhvu=2,帮主
bhvv=1,保护装置
bhvy=1,百花争艳
bhwf=1,榜文
bhwi=1,变化无常
bhwi=2,变幻无常
bhwj=1,傍晚
bhwo=1,帮我
bhwq=1,变化无穷
bhwq=2,变幻无穷
bhwu=1,傍午
bhww=1,榜尾
bhxp=1,冰魂雪魄
bhxq=1,滨海新区
bhxs=1,帮凶
bhyh=1,榜样
bhyi=1,谤议
bhyi=2,傍依
bhyj=1,榜眼
bhyk=1,梆硬
bhys=1,帮佣
bhys=2,不好意思
bhyt=1,背后一套
bhzi=1,棒子
bhzi=2,膀子
bhzi=3,帮子
bhzy=1,百花争妍
biai=1,鼻癌
bian=1,彼岸
bibc=2,壁报
bibd=1,必败
bibd=2,把持不定
bibh=1,臂膀
bibi=1,比比
bibi=2,哔哔
bibj=1,罢黜百家
bibk=1,弊病
bibl=1,不成比例
bibo=1,碧波
bibo=2,比伯
bibw=1,必备
bicc=1,碧草
bici=1,彼此
bida=1,笔答
bida=2,必答
bidd=1,笔袋
bide=1,彼得
bide=3,必得
bidg=1,壁灯
bidh=1,包产到户
bidk=1,必定
bidk=2,吡啶
bidm=1,闭店
bidp=1,白炽灯泡
bidq=1,必成大器
bidr=1,弊端
bidr=2,笔端
bids=1,壁咚
bidu=1,必读
bidv=1,比对
bidz=1,鼻窦
bier=1,比尔
bifa=1,笔法
bifa=2,比法
biff=1,比分
bifg=1,避风
bifg=2,笔锋
bifh=1,比方
bifu=1,比附
bify=1,不成方圆
bigd=1,补充规定
bige=1,逼格
bigh=1,百川归海
bigj=1,笔杆
bigj=3,比干
bigl=1,避光
bigo=1,避过
bigr=1,闭关
bigr=2,闭馆
bigs=1,逼供
bigs=2,逼宫
bigt=1,百尺竿头
bigu=1,辟谷
bigu=2,鼻骨
bigv=1,壁柜
bigx=1,壁挂
bihd=1,碧海
bihd=2,弊害
bihe=1,闭合
bihe=2,笔盒
bihj=1,避寒
bihl=1,不差毫厘
biho=1,避祸
bihr=1,闭环
bihu=1,庇护
bihu=2,壁虎
bihv=1,避讳
bihv=2,笔会
bihv=3,闭会
bihv=4,必会
bihx=1,壁画
bihx=2,笔画
bihx=3,比划
bihx=4,笔划
bihy=1,逼婚
bihy=2,部长会议
biig=2,必成
biii=1,碧池
biim=1,保持沉默
biiu=1,壁橱
biiu=2,笔触
bijb=1,逼近
biji=1,笔记
biji=2,笔迹
biji=3,荸荠
bijk=1,毕竟
bijk=2,必经
bijl=1,必将
bijl=2,裨将
bijm=1,鼻尖
bijm=2,比肩
bijm=3,笔尖
bijn=1,比较
bijp=1,毕节
bijq=1,必究
bijr=1,闭卷
bijt=1,保持警惕
biju=1,鼻疽
bijv=1,别出机杼
bijx=1,比价
bijx=2,笔架
bikc=1,必考
bikd=1,避开
bike=1,比克
bikj=1,壁龛
biks=1,鼻孔
biks=2,碧空
bikz=1,闭口
bilb=1,比邻
bild=1,比来
bilh=1,碧浪
bili=1,比例
bili=2,臂力
bili=3,笔力
bilj=1,碧蓝
bill=1,鼻梁
bilm=1,碧莲
bilo=1,碧落
bilu=1,壁炉
bilu=2,笔录
bilu=3,闭路
bilv=1,比率
bilv=2,碧绿
bilw=1,壁垒
bilw=2,避雷
bilz=1,毕露
bilz=2,鄙陋
bima=1,蓖麻
bimc=1,笔帽
bimc=2,鼻毛
bimd=1,闭麦
bimf=1,闭门
bimj=1,鞭长莫及
bimk=1,笔名
bimk=2,毙命
bimm=1,避免
bimm=2,不揣冒昧
bimo=1,笔墨
bimu=1,闭幕
bimu=2,闭目
bimw=1,比美
bimy=1,补偿贸易
bini=1,比拟
binj=1,避难
binv=1,婢女
bipb=1,比拼
bipo=1,逼迫
bipw=1,比配
biqi=1,比起
biqi=2,鄙弃
biqi=3,闭气
biql=1,鼻腔
biql=2,逼抢
biqq=1,比丘
biqq=2,壁球
bire=1,比热
birf=1,鄙人
birf=2,逼人
birh=1,避让
biri=1,蔽日
birj=1,必然
biru=1,比如
birz=1,碧柔
bisa=2,比萨
bisd=1,比赛
bisd=2,闭塞
bisd=3,鼻塞
bisi=1,逼死
bisi=2,必死
bisl=1,不出所料
biso=1,比索
biso=2,闭锁
bisr=1,鼻酸
bisr=2,笔算
bisu=1,鄙俗
bitc=2,笔套
bite=1,比特
biti=1,鼻涕
biti=2,笔体
bitj=1,笔谈
bitj=2,壁毯
bitk=1,笔挺
bitk=2,逼停
bitm=1,碧天
bitn=1,笔调
bits=1,笔筒
bitt=4,不成体统
bitz=1,鼻头
bitz=2,笔头
biua=1,必杀
biue=1,毕设
biug=1,必胜
biug=2,毕生
biuh=1,闭上
biui=1,鄙视
biui=2,笔试
biui=3,比试
biui=4,避世
biuj=1,璧山
biuu=1,避暑
biuu=2,比数
biuv=1,碧水
biuv=2,避税
biux=1,笔刷
biux=2,不差上下
biuy=1,笔顺
biuz=1,匕首
biva=1,笔札
bivc=1,比照
bivd=1,逼债
bive=1,笔者
bive=2,逼着
bivf=1,逼真
bivf=2,避震
bivg=1,痹症
bivg=2,必争
bivh=1,臂章
bivh=2,壁障
bivi=1,壁纸
bivi=2,笔直
bivi=3,比值
bivi=4,币值
bivj=1,臂展
bivl=1,保持中立
bivs=1,比重
biwf=1,逼问
biwj=1,臂弯
biwu=1,比武
biwu=2,笔误
bixb=1,笔芯
bixb=2,比心
bixc=2,别出心裁
bixh=1,报仇雪恨
bixi=1,鼻息
bixm=1,避险
bixm=2,避嫌
bixm=3,笔仙
bixn=2,毕肖
bixp=1,鼻血
bixp=4,辟邪
bixp=5,避邪
bixp=6,碧血
bixq=1,必修
bixr=1,必选
bixu=1,必须
bixu=2,必需
bixw=1,不耻下问
bixx=1,陛下
bixx=2,笔下
biyb=1,鼻音
biyb=2,庇荫
biyc=1,必要
biyc=2,辟谣
biyc=3,碧瑶
biye=1,毕业
biye=2,碧叶
biyi=1,鄙夷
biyi=2,裨益
biyi=3,比翼
biyi=4,鼻翼
biyj=1,鼻炎
biyj=2,闭眼
biyk=1,必应
biyt=1,闭月
biyu=1,比喻
biyu=2,碧玉
biyv=1,背城一战
biyv=2,保持一致
biyw=1,不出意外
biyy=1,避孕
biyy=2,碧云
biyz=1,庇佑
biyz=2,必有
biyz=3,笔友
biyz=4,不成样子
bize=1,逼仄
bizi=1,鼻子
bizi=2,篦子
bizo=1,比作
bizo=2,比做
bizu=1,鼻祖
bizv=1,闭嘴
bizz=2,逼走
bjan=1,办案
bjbb=1,半饥半饱
bjbc=1,板报
bjbc=2,办报
bjbd=1,斑白
bjbd=2,半百
bjbf=1,版本
bjbh=1,包教包会
bjbi=1,板壁
bjbi=2,半壁
bjbj=1,斑斑
bjbj=2,办班
bjbk=1,搬兵
bjbl=1,半斤八两
bjbl=2,不即不离
bjbm=1,半边
bjbm=2,不紧不慢
bjbo=1,斑驳
bjbp=1,班别
bjbs=1,不见不散
bjbu=1,颁布
bjbu=2,半步
bjbu=3,半部
bjbw=1,半杯
bjbx=1,不疾不徐
bjbx=2,不急不徐
bjbz=1,不骄不躁
bjca=1,板擦
bjcc=1,班草
bjcd=1,板材
bjci=1,班次
bjci=2,版次
bjcs=1,饱经沧桑
bjcs=2,剥茧抽丝
bjcy=1,板寸
bjda=1,半大
bjdc=1,办到
bjdc=2,半岛
bjdc=3,绊倒
bjdc=4,搬到
bjdc=5,半道
bjdg=1,板凳
bjdi=1,班底
bjdm=1,半点
bjdm=2,斑点
bjdn=1,不减当年
bjdr=1,半段
bjds=1,搬动
bjdu=1,伴读
bjdv=1,班队
bjdv=2,八九点钟
bjdx=1,北京大学
bjeh=1,贝加尔湖
bjel=1,比肩而立
bjer=1,伴儿
bjeu=1,不教而杀
bjev=1,不教而诛
bjey=1,比较而言
bjez=1,不胫而走
bjfa=1,办法
bjfa=2,颁发
bjff=1,半分
bjff=2,半份
bjfg=1,班风
bjfh=1,班房
bjfh=2,板房
bjfj=1,拌饭
bjfq=1,不解风情
bjfq=2,弊绝风清
bjfu=1,班服
bjfu=2,饱经风霜
bjfw=1,班费
bjfy=1,饱经风雨
bjfz=1,比较复杂
bjga=2,北京国安
bjge=1,半个
bjge=2,半格
bjge=3,班歌
