word	code	source	thuocl_df	xinhua
一拥而上	yyeu	简单鹤	3951	1
违法乱纪	wflj	简单鹤	3949	1
大政方针	dvfv	简单鹤	3947	1
痛定思痛	tdst	简单鹤	3943	1
难上加难	nujn	简单鹤	3941	0
并肩作战	bjzv	简单鹤	3939	0
始终如一	uvry	简单鹤	3928	1
啼笑皆非	txjf	简单鹤	3927	1
数不胜数	ubuu	简单鹤	3927	1
不闻不问	bwbw	简单鹤	3924	1
不相上下	bxux	简单鹤	3910	1
有生之年	yuvn	简单鹤	3908	1
自给自足	zgzz	简单鹤	3908	1
打草惊蛇	dcju	简单鹤	3900	1
守望相助	uwxv	简单鹤	3898	1
鼓舞人心	gwrx	简单鹤	3891	1
三五成群	swiq	简单鹤	3873	1
铿锵有力	kqyl	简单鹤	3871	1
接踵而来	jvel	简单鹤	3862	1
勤工俭学	qgjx	简单鹤	3859	0
赏心悦目	uxym	简单鹤	3858	1
夜以继日	yyjr	简单鹤	3850	1
起早贪黑	qzth	简单鹤	3846	1
爱不释手	abuu	简单鹤	3845	1
手足无措	uzwc	简单鹤	3844	1
一分为二	yfwe	简单鹤	3842	1
不可多得	bkdd	简单鹤	3841	1
喜出望外	xiww	简单鹤	3841	1
口口相传	kkxi	简单鹤	3822	1
只争朝夕	vvvx	简单鹤	3816	1
气喘吁吁	qixx	简单鹤	3793	1
猝不及防	cbjf	简单鹤	3787	1
不甘示弱	bgur	简单鹤	3784	1
亡羊补牢	wybl	简单鹤	3783	1
意气风发	yqff	简单鹤	3781	1
摩拳擦掌	mqcv	简单鹤	3777	1
千差万别	qiwb	简单鹤	3776	1
喜怒哀乐	xnal	简单鹤	3776	1
酸甜苦辣	stkl	简单鹤	3773	1
惟妙惟肖	wmwx	简单鹤	3772	1
自相矛盾	zxmd	简单鹤	3765	1
中流砥柱	vldv	简单鹤	3760	1
真相大白	vxdb	简单鹤	3754	1
早出晚归	ziwg	简单鹤	3751	1
繁荣昌盛	friu	简单鹤	3745	1
异口同声	yktu	简单鹤	3745	1
喜气洋洋	xqyy	简单鹤	3732	1
大是大非	dudf	简单鹤	3726	1
自食其力	zuql	简单鹤	3724	1
言传身教	yiuj	简单鹤	3721	1
充满生机	imuj	简单鹤	3716	0
浴血奋战	yxfv	简单鹤	3716	1
大惊小怪	djxg	简单鹤	3700	1
转危为安	vwwa	简单鹤	3695	1
见缝插针	jfiv	简单鹤	3691	1
平易近人	pyjr	简单鹤	3687	1
古今中外	gjvw	简单鹤	3679	1
怨声载道	yuzd	简单鹤	3673	1
人声鼎沸	rudf	简单鹤	3667	1
千里迢迢	qltt	简单鹤	3661	1
融会贯通	rhgt	简单鹤	3655	1
整装待发	vvdf	简单鹤	3654	1
得心应手	dxyu	简单鹤	3642	1
守土有责	styz	THUOCL+新华补充	3639	1
破口大骂	pkdm	简单鹤	3637	1
不可磨灭	bkmm	简单鹤	3632	1
永无止境	ywvj	简单鹤	3626	1
令人咋舌	lrzu	简单鹤	3624	0
犹豫不决	yybj	简单鹤	3624	1
火眼金睛	hyjj	简单鹤	3616	1
袖手旁观	xupg	简单鹤	3614	1
苦口婆心	kkpx	简单鹤	3611	1
游刃有余	yryy	简单鹤	3604	1
始终不渝	uvby	简单鹤	3581	1
发家致富	fjvf	简单鹤	3576	1
耿耿于怀	ggyh	简单鹤	3562	1
油然而生	yreu	简单鹤	3561	1
害群之马	hqvm	简单鹤	3557	1
伤痕累累	uhll	简单鹤	3556	0
权宜之计	qyvj	简单鹤	3549	1
背井离乡	bjlx	简单鹤	3546	1
皆大欢喜	jdhx	简单鹤	3544	1
支离破碎	vlps	简单鹤	3544	1
大名鼎鼎	dmdd	简单鹤	3537	1
合二为一	hewy	简单鹤	3518	1
风吹草动	ficd	简单鹤	3516	1
依依不舍	yybu	简单鹤	3515	1
秋高气爽	qgqu	简单鹤	3513	1
挺身而出	tuei	简单鹤	3512	1
掩人耳目	yrem	简单鹤	3500	1
姗姗来迟	uuli	简单鹤	3496	1
实至名归	uvmg	简单鹤	3493	1
事与愿违	uyyw	简单鹤	3493	1
翩翩起舞	ppqw	简单鹤	3486	1
名目繁多	mmfd	简单鹤	3483	1
凤毛麟角	fmlj	简单鹤	3480	1
忍气吞声	rqtu	简单鹤	3475	1
耳濡目染	ermr	简单鹤	3468	1
天伦之乐	tlvl	简单鹤	3462	1
一气呵成	yqhi	简单鹤	3462	1
千载难逢	qznf	简单鹤	3457	1
满目疮痍	mmiy	简单鹤	3452	1
堆积如山	djru	简单鹤	3450	1
追根溯源	vgsy	简单鹤	3446	1
一无所有	ywsy	简单鹤	3446	1
精神抖擞	juds	简单鹤	3444	1
人心惶惶	rxhh	简单鹤	3440	1
朝夕相处	vxxi	简单鹤	3438	1
当仁不让	drbr	简单鹤	3437	1
不依不饶	bybr	简单鹤	3421	1
设身处地	uuid	简单鹤	3419	1
名胜古迹	mugj	简单鹤	3417	1
血肉模糊	xrmh	简单鹤	3417	0
焦头烂额	jtle	简单鹤	3414	1
无缘无故	wywg	简单鹤	3411	1
日积月累	rjyl	简单鹤	3408	1
旷日持久	krij	简单鹤	3398	1
不胫而走	bjez	简单鹤	3393	1
忍俊不禁	rjbj	简单鹤	3384	1
成群结队	iqjd	简单鹤	3379	1
接连不断	jlbd	简单鹤	3376	1
无稽之谈	wjvt	简单鹤	3373	1
债台高筑	vtgv	简单鹤	3370	1
因材施教	ycuj	简单鹤	3368	1
居安思危	jasw	简单鹤	3366	1
手忙脚乱	umjl	简单鹤	3366	1
轻重缓急	qvhj	简单鹤	3361	1
应接不暇	yjbx	简单鹤	3360	1
矢志不渝	uvby	简单鹤	3355	1
触手可及	iukj	简单鹤	3349	1
发人深省	fruu	简单鹤	3344	1
破门而入	pmer	简单鹤	3343	1
异曲同工	yqtg	简单鹤	3343	1
自言自语	zyzy	简单鹤	3340	1
左邻右舍	zlyu	简单鹤	3331	1
乐在其中	lzqv	简单鹤	3322	1
以身试法	yuuf	简单鹤	3311	1
养家糊口	yjhk	简单鹤	3310	1
众矢之的	vuvd	简单鹤	3309	1
心平气和	xpqh	简单鹤	3300	1
繁荣富强	frfq	简单鹤	3288	1
若隐若现	ryrx	简单鹤	3288	1
哗众取宠	hvqi	简单鹤	3285	1
纵横交错	zhjc	简单鹤	3281	1
空穴来风	kxlf	简单鹤	3273	1
叫苦不迭	jkbd	简单鹤	3270	1
因势利导	yuld	简单鹤	3264	1
德高望重	dgwv	简单鹤	3263	1
舆论哗然	ylhr	简单鹤	3256	1
有恃无恐	yuwk	简单鹤	3255	1
人命关天	rmgt	简单鹤	3251	1
气势磅礴	qubb	简单鹤	3250	1
昙花一现	thyx	简单鹤	3245	1
息事宁人	xunr	简单鹤	3243	1
日日夜夜	rryy	简单鹤	3242	1
荡然无存	drwc	简单鹤	3240	1
欢欣鼓舞	hxgw	简单鹤	3239	1
惊天动地	jtdd	简单鹤	3231	1
艰难险阻	jnxz	简单鹤	3220	1
险象环生	xxhu	简单鹤	3218	1
数一数二	uyue	简单鹤	3206	1
切身体会	quth	简单鹤	3204	1
以假乱真	yjlv	简单鹤	3192	1
风风雨雨	ffyy	简单鹤	3191	1
辞旧迎新	cjyx	简单鹤	3187	0
天寒地冻	thdd	简单鹤	3187	1
负债累累	fvll	简单鹤	3178	1
任劳任怨	rlry	简单鹤	3173	1
走投无路	ztwl	简单鹤	3171	1
重蹈覆辙	idfv	简单鹤	3170	1
令行禁止	lxjv	简单鹤	3170	1
无时无刻	wuwk	简单鹤	3168	1
成家立业	ijly	简单鹤	3167	1
炎黄子孙	yhzs	简单鹤	3167	1
剑拔弩张	jbnv	简单鹤	3166	1
将心比心	jxbx	简单鹤	3161	1
大手大脚	dudj	简单鹤	3158	1
一览无余	ylwy	简单鹤	3157	1
为所欲为	wsyw	简单鹤	3156	1
名正言顺	mvyu	简单鹤	3155	1
纸上谈兵	vutb	简单鹤	3153	1
川流不息	ilbx	简单鹤	3143	1
夜深人静	yurj	简单鹤	3143	1
美不胜收	mbuu	简单鹤	3139	1
一天到晚	ytdw	简单鹤	3139	0
善始善终	uuuv	简单鹤	3136	1
枝繁叶茂	vfym	简单鹤	3136	1
意料之外	ylvw	简单鹤	3135	1
斩钉截铁	vdjt	简单鹤	3131	1
风云人物	fyrw	简单鹤	3125	1
壮烈牺牲	vlxu	简单鹤	3123	0
大有裨益	dyby	简单鹤	3122	1
铺平道路	ppdl	简单鹤	3120	0
防微杜渐	fwdj	简单鹤	3119	1
无影无踪	wywz	简单鹤	3118	1
举手之劳	juvl	简单鹤	3116	1
中西合璧	vxhb	简单鹤	3109	1
走马上任	zmur	简单鹤	3101	1
拍手称快	puik	简单鹤	3098	1
一年到头	yndt	简单鹤	3095	0
小心谨慎	xxju	简单鹤	3093	1
海纳百川	hnbi	简单鹤	3085	1
来历不明	llbm	简单鹤	3085	1
汗流浃背	hljb	简单鹤	3083	1
七嘴八舌	qzbu	简单鹤	3078	1
本末倒置	bmdv	简单鹤	3076	1
不顾一切	bgyq	简单鹤	3073	1
嚎啕大哭	htdk	简单鹤	3073	0
混淆视听	hxut	简单鹤	3071	1
热血沸腾	rxft	简单鹤	3068	1
左右为难	zywn	简单鹤	3067	1
风平浪静	fplj	简单鹤	3063	1
如履薄冰	rlbb	简单鹤	3061	1
招摇撞骗	vyvp	简单鹤	3056	1
先天不足	xtbz	简单鹤	3056	1
解疑释惑	jyuh	简单鹤	3048	1
不速之客	bsvk	简单鹤	3044	1
心服口服	xfkf	简单鹤	3044	1
东拼西凑	dpxc	简单鹤	3043	1
一落千丈	ylqv	简单鹤	3041	1
原原本本	yybb	简单鹤	3041	1
火上浇油	hujy	简单鹤	3036	1
就事论事	julu	简单鹤	3036	1
没完没了	mwml	简单鹤	3033	1
报效祖国	bxzg	简单鹤	3032	0
劳民伤财	lmuc	简单鹤	3030	1
危言耸听	wyst	简单鹤	3028	1
天马行空	tmxk	简单鹤	3026	1
煞费苦心	ufkx	简单鹤	3026	1
自欺欺人	zqqr	简单鹤	3020	1
讳莫如深	hmru	简单鹤	3007	1
断章取义	dvqy	简单鹤	3003	1
五彩缤纷	wcbf	简单鹤	3002	1
进退两难	jtln	简单鹤	2995	1
改过自新	ggzx	简单鹤	2994	1
一口咬定	ykyd	简单鹤	2988	1
急于求成	jyqi	简单鹤	2978	1
疲惫不堪	pbbk	简单鹤	2973	1
严惩不贷	yibd	简单鹤	2973	1
百折不挠	bvbn	简单鹤	2970	1
一家老小	yjlx	简单鹤	2969	1
大显身手	dxuu	简单鹤	2968	1
兴旺发达	xwfd	简单鹤	2968	0
头破血流	tpxl	简单鹤	2963	1
浑水摸鱼	humy	简单鹤	2957	1
不容置疑	brvy	简单鹤	2944	1
长久之计	ijvj	简单鹤	2943	1
孜孜不倦	zzbj	简单鹤	2943	1
闻名遐迩	wmxe	简单鹤	2942	1
千辛万苦	qxwk	简单鹤	2941	1
指手画脚	vuhj	简单鹤	2939	1
赫赫有名	hhym	简单鹤	2937	1
灭顶之灾	mdvz	简单鹤	2934	1
如影随形	rysx	简单鹤	2931	1
风调雨顺	ftyu	简单鹤	2927	1
无所作为	wszw	简单鹤	2926	1
茶余饭后	iyfh	简单鹤	2925	1
痛哭流涕	tklt	简单鹤	2921	1
高屋建瓴	gwjl	简单鹤	2915	1
走马观花	zmgh	简单鹤	2912	1
步调一致	bdyv	简单鹤	2909	1
憨态可掬	htkj	简单鹤	2907	0
蒙在鼓里	mzgl	简单鹤	2905	1
屡教不改	ljbg	简单鹤	2902	1
歪风邪气	wfxq	简单鹤	2901	1
失之交臂	uvjb	简单鹤	2899	1
漫天要价	mtyj	简单鹤	2898	1
平心而论	pxel	简单鹤	2894	1
不在话下	bzhx	简单鹤	2893	1
担惊受怕	djup	简单鹤	2890	1
还本付息	hbfx	简单鹤	2890	0
约定俗成	ydsi	简单鹤	2888	1
廉洁奉公	ljfg	简单鹤	2883	1
果不其然	gbqr	简单鹤	2882	1
晴天霹雳	qtpl	简单鹤	2867	1
正本清源	vbqy	简单鹤	2865	1
不负众望	bfvw	简单鹤	2857	1
瞬息万变	uxwb	简单鹤	2857	1
不可逾越	bkyy	简单鹤	2855	1
靠天吃饭	ktif	简单鹤	2852	1
语焉不详	yybx	简单鹤	2846	1
悲痛欲绝	btyj	简单鹤	2844	1
各显神通	gxut	简单鹤	2842	0
前赴后继	qfhj	简单鹤	2831	1
翻山越岭	fuyl	简单鹤	2829	1
临危受命	lwum	简单鹤	2828	1
忐忑不安	ttba	简单鹤	2827	1
不拘一格	bjyg	简单鹤	2825	1
有机可乘	yjki	简单鹤	2822	1
漫山遍野	muby	简单鹤	2820	1
而立之年	elvn	简单鹤	2819	1
赞叹不已	ztby	简单鹤	2819	1
不假思索	bjss	简单鹤	2816	1
不屈不挠	bqbn	简单鹤	2816	1
潸然泪下	urlx	简单鹤	2811	1
灵机一动	ljyd	简单鹤	2803	1
礼尚往来	luwl	简单鹤	2803	1
条条框框	ttkk	简单鹤	2803	1
引人入胜	yrru	简单鹤	2802	1
若无其事	rwqu	简单鹤	2801	1
熟视无睹	uuwd	简单鹤	2798	1
骇人听闻	hrtw	简单鹤	2796	1
供过于求	ggyq	简单鹤	2793	1
趋利避害	qlbh	简单鹤	2793	1
交口称赞	jkiz	简单鹤	2792	1
精力充沛	jlip	简单鹤	2781	1
分道扬镳	fdyb	简单鹤	2778	1
冠冕堂皇	gmth	简单鹤	2778	1
荷枪实弹	hqud	简单鹤	2777	1
老生常谈	luit	简单鹤	2777	1
彻头彻尾	itiw	简单鹤	2774	1
活灵活现	hlhx	简单鹤	2770	1
安身立命	aulm	简单鹤	2765	1
风雨同舟	fytv	简单鹤	2763	1
游手好闲	yuhx	简单鹤	2761	1
心灰意冷	xhyl	简单鹤	2760	1
耸人听闻	srtw	简单鹤	2759	1
网开一面	wkym	简单鹤	2757	1
电闪雷鸣	dulm	简单鹤	2753	1
精兵强将	jbqj	简单鹤	2753	1
星罗棋布	xlqb	简单鹤	2751	1
谈何容易	thry	简单鹤	2750	1
三缄其口	sjqk	简单鹤	2749	1
众目睽睽	vmkk	简单鹤	2742	1
混为一谈	hwyt	简单鹤	2739	1
不能自拔	bnzb	简单鹤	2737	1
多才多艺	dcdy	简单鹤	2735	1
不欢而散	bhes	简单鹤	2734	1
井井有条	jjyt	简单鹤	2731	1
鳞次栉比	lcvb	简单鹤	2729	1
自以为是	zywu	简单鹤	2725	1
不动声色	bdus	简单鹤	2724	1
腾空而起	tkeq	简单鹤	2724	1
似曾相识	scxu	简单鹤	2719	1
稳扎稳打	wvwd	简单鹤	2719	1
空空如也	kkry	简单鹤	2718	1
危在旦夕	wzdx	简单鹤	2714	1
开诚布公	kibg	简单鹤	2708	1
可歌可泣	kgkq	简单鹤	2699	1
口诛笔伐	kvbf	简单鹤	2690	1
釜底抽薪	fdix	简单鹤	2688	1
口口声声	kkuu	简单鹤	2687	1
举世闻名	juwm	简单鹤	2683	1
光明正大	gmvd	简单鹤	2682	1
一门心思	ymxs	简单鹤	2679	1
不一而足	byez	简单鹤	2675	1
文山会海	wuhh	简单鹤	2675	1
德艺双馨	dyux	简单鹤	2674	1
顾全大局	gqdj	简单鹤	2672	1
能上能下	nunx	简单鹤	2669	1
胆战心惊	dvxj	简单鹤	2666	1
坚韧不拔	jrbb	简单鹤	2663	1
起死回生	qshu	简单鹤	2662	1
全神贯注	qugv	简单鹤	2661	1
死里逃生	sltu	简单鹤	2659	1
平安无事	pawu	简单鹤	2654	1
一马当先	ymdx	简单鹤	2654	1
厚积薄发	hjbf	简单鹤	2653	1
无理取闹	wlqn	简单鹤	2652	1
当机立断	djld	简单鹤	2647	1
八方支援	bfzy	THUOCL+新华补充	2644	1
深情厚谊	uqhy	简单鹤	2644	1
名存实亡	mcuw	简单鹤	2642	1
如释重负	ruvf	简单鹤	2642	1
雷打不动	ldbd	简单鹤	2641	1
一望无际	ywwj	简单鹤	2639	1
与世隔绝	yugj	简单鹤	2631	1
大摇大摆	dydb	简单鹤	2629	1
门可罗雀	mklq	简单鹤	2629	1
将信将疑	jxjy	简单鹤	2627	1
饶有兴趣	ryxq	简单鹤	2625	0
勤勤恳恳	qqkk	简单鹤	2624	1
心旷神怡	xkuy	简单鹤	2623	1
柴米油盐	imyy	简单鹤	2615	1
心照不宣	xvbx	简单鹤	2614	1
半途而废	btef	简单鹤	2611	1
半信半疑	bxby	简单鹤	2602	1
无计可施	wjku	简单鹤	2601	1
轻装上阵	qvuv	简单鹤	2597	1
一塌糊涂	ytht	简单鹤	2596	1
震撼人心	vhrx	简单鹤	2595	1
后来居上	hlju	简单鹤	2593	1
并驾齐驱	bjqq	简单鹤	2590	1
不时之需	buvx	简单鹤	2587	1
自告奋勇	zgfy	简单鹤	2585	1
东山再起	duzq	简单鹤	2584	1
锒铛入狱	ldry	简单鹤	2584	1
轻车简从	qijc	简单鹤	2584	1
通力合作	tlhz	简单鹤	2580	1
石沉大海	uidh	简单鹤	2575	1
隐姓埋名	yxmm	简单鹤	2573	1
愤愤不平	ffbp	简单鹤	2571	1
千头万绪	qtwx	简单鹤	2565	1
心安理得	xald	简单鹤	2565	1
一鼓作气	ygzq	简单鹤	2565	1
冰天雪地	btxd	简单鹤	2559	1
奋发向上	ffxu	简单鹤	2556	0
后起之秀	hqvx	简单鹤	2546	1
谨言慎行	jyux	简单鹤	2546	1
时过境迁	ugjq	简单鹤	2541	1
必争之地	bvvd	简单鹤	2539	1
居高临下	jglx	简单鹤	2538	1
唯利是图	wlut	简单鹤	2538	1
事无巨细	uwjx	简单鹤	2537	1
无孔不入	wkbr	简单鹤	2536	1
势不可挡	ubkd	简单鹤	2535	1
烟消云散	yxys	简单鹤	2530	1
席地而坐	xdez	简单鹤	2522	1
豁然开朗	hrkl	简单鹤	2519	1
义愤填膺	yfty	简单鹤	2517	1
不进则退	bjzt	简单鹤	2514	1
身先士卒	uxuz	简单鹤	2511	1
一概而论	ygel	简单鹤	2511	1
敷衍了事	fylu	简单鹤	2510	1
高枕无忧	gvwy	简单鹤	2508	1
巧立名目	qlmm	简单鹤	2507	1
万不得已	wbdy	简单鹤	2503	1
震耳欲聋	veyl	简单鹤	2502	1
今非昔比	jfxb	简单鹤	2499	1
拉帮结派	lbjp	简单鹤	2494	1
无忧无虑	wywl	简单鹤	2490	1
手舞足蹈	uwzd	简单鹤	2486	1
千呼万唤	qhwh	简单鹤	2483	1
各取所需	gqsx	简单鹤	2480	1
杳无音信	ywyx	简单鹤	2479	1
遥遥领先	yylx	简单鹤	2479	1
相濡以沫	xrym	简单鹤	2475	1
先入为主	xrwv	简单鹤	2470	1
横七竖八	hqub	简单鹤	2469	1
痛心疾首	txju	简单鹤	2458	1
可有可无	kykw	简单鹤	2452	1
千军万马	qjwm	简单鹤	2452	1
化整为零	hvwl	简单鹤	2450	1
阳奉阴违	yfyw	简单鹤	2449	1
沉默寡言	imgy	简单鹤	2445	1
你追我赶	nvwg	简单鹤	2444	1
顺手牵羊	uuqy	简单鹤	2442	1
渐入佳境	jrjj	简单鹤	2441	1
听之任之	tvrv	简单鹤	2433	1
束手就擒	uujq	简单鹤	2429	1
心无旁骛	xwpw	简单鹤	2429	1
振聋发聩	vlfk	简单鹤	2427	1
以防万一	yfwy	简单鹤	2427	1
杳无音讯	ywyx	简单鹤	2427	1
情有可原	qyky	简单鹤	2426	1
尽力而为	jlew	简单鹤	2424	1
投机取巧	tjqq	简单鹤	2423	1
小题大做	xtdz	简单鹤	2423	1
不屑一顾	bxyg	简单鹤	2422	1
约法三章	yfsv	简单鹤	2422	1
自圆其说	zyqu	简单鹤	2416	1
人尽其才	rjqc	简单鹤	2412	1
迎来送往	ylsw	简单鹤	2405	1
财大气粗	cdqc	简单鹤	2402	1
从容应对	cryd	简单鹤	2402	1
随波逐流	sbvl	简单鹤	2401	1
望子成龙	wzil	简单鹤	2398	1
鸡毛蒜皮	jmsp	简单鹤	2395	1
肃然起敬	srqj	简单鹤	2394	1
公平交易	gpjy	简单鹤	2390	1
束之高阁	uvgg	简单鹤	2387	1
因噎废食	yyfu	简单鹤	2387	1
打破常规	dpcg	THUOCL+新华补充	2386	1
火光冲天	hgit	简单鹤	2386	0
另起炉灶	lqlz	简单鹤	2386	1
饮食起居	yuqj	简单鹤	2383	1
面面俱到	mmjd	简单鹤	2379	1
青黄不接	qhbj	简单鹤	2379	1
天涯海角	tyhj	简单鹤	2378	1
语无伦次	ywlc	简单鹤	2378	1
箭在弦上	jzxu	简单鹤	2375	1
朗朗上口	lluk	简单鹤	2373	1
舍近求远	ujqy	简单鹤	2369	1
置身事外	vuuw	简单鹤	2367	1
鞠躬尽瘁	jgjc	简单鹤	2365	1
活蹦乱跳	hblt	简单鹤	2363	1
不寒而栗	bhel	简单鹤	2362	1
明辨是非	mbuf	简单鹤	2359	1
言简意赅	yjyg	简单鹤	2354	1
鸟语花香	nyhx	简单鹤	2350	1
避而不谈	bebt	简单鹤	2347	1
头头是道	ttud	简单鹤	2343	1
安营扎寨	ayvv	简单鹤	2338	1
风尘仆仆	fipp	简单鹤	2338	1
前无古人	qwgr	简单鹤	2337	1
无可非议	wkfy	简单鹤	2336	1
筋疲力尽	jplj	简单鹤	2334	1
无所不能	wsbn	简单鹤	2334	1
一来二去	yleq	简单鹤	2333	1
张灯结彩	vdjc	简单鹤	2332	1
一哄而上	yheu	简单鹤	2332	1
不由分说	byfu	简单鹤	2331	1
酣畅淋漓	hill	简单鹤	2329	1
难以预料	nyyl	简单鹤	2329	1
带头作用	dtzy	简单鹤	2325	0
南辕北辙	nybv	简单鹤	2324	1
自由自在	zyzz	简单鹤	2324	1
风风火火	ffhh	THUOCL+新华补充	2319	1
冒名顶替	mmdt	简单鹤	2314	1
保家卫国	bjwg	简单鹤	2313	1
年富力强	nflq	简单鹤	2312	1
不义之财	byvc	简单鹤	2308	1
事出有因	uiyy	简单鹤	2306	1
见死不救	jsbj	简单鹤	2305	1
模棱两可	mllk	简单鹤	2304	1
人烟稀少	ryxu	简单鹤	2304	0
人迹罕至	rjhv	简单鹤	2303	0
三天两头	stlt	简单鹤	2302	1
中饱私囊	vbsn	简单鹤	2302	1
一贫如洗	yprx	简单鹤	2301	1
没日没夜	mrmy	简单鹤	2299	1
见贤思齐	jxsq	简单鹤	2295	1
戒备森严	jbsy	简单鹤	2293	1
千奇百怪	qqbg	简单鹤	2292	1
麻痹大意	mbdy	简单鹤	2289	1
满载而归	mzeg	简单鹤	2288	1
至高无上	vgwu	简单鹤	2287	1
一草一木	ycym	简单鹤	2286	1
扬长避短	yibd	简单鹤	2285	1
同甘共苦	tggk	简单鹤	2282	1
铜墙铁壁	tqtb	简单鹤	2279	1
孜孜以求	zzyq	简单鹤	2270	1
抱头痛哭	bttk	简单鹤	2267	1
移风易俗	yfys	简单鹤	2264	1
独具匠心	djjx	简单鹤	2263	1
追悔莫及	vhmj	简单鹤	2261	1
久负盛名	jfum	简单鹤	2258	1
过意不去	gybq	简单鹤	2255	0
冷嘲热讽	lirf	简单鹤	2255	1
泛滥成灾	fliz	简单鹤	2253	1
横冲直撞	hivv	简单鹤	2245	1
沾沾自喜	vvzx	简单鹤	2245	1
争奇斗艳	vqdy	简单鹤	2244	1
有血有肉	yxyr	简单鹤	2244	1
精神恍惚	jshh	THUOCL+新华补充	2243	1
盘根错节	pgcj	简单鹤	2242	1
大兴土木	dxtm	简单鹤	2241	1
老泪纵横	llzh	简单鹤	2238	1
雄心壮志	xxvv	简单鹤	2236	1
瞒天过海	mtgh	简单鹤	2234	1
丧心病狂	sxbk	简单鹤	2233	1
目不转睛	mbvj	简单鹤	2232	1
相安无事	xawu	简单鹤	2230	1
和而不同	hebt	简单鹤	2229	1
乐善好施	luhu	简单鹤	2225	1
快马加鞭	kmjb	简单鹤	2223	1
人心向背	rxxb	简单鹤	2221	1
无关紧要	wgjy	简单鹤	2219	1
峰回路转	fhlv	简单鹤	2218	1
入土为安	rtwa	简单鹤	2218	1
闻所未闻	wsww	简单鹤	2217	1
花样百出	hybi	简单鹤	2216	0
据理力争	jllv	简单鹤	2216	1
烫手山芋	tuuy	简单鹤	2216	0
手无寸铁	uwct	简单鹤	2216	1
不虚此行	bxcx	简单鹤	2215	1
确有其事	qyqu	简单鹤	2213	0
漏网之鱼	lwvy	简单鹤	2212	1
乘风破浪	ifpl	简单鹤	2209	1
出类拔萃	ilbc	简单鹤	2209	1
挖空心思	wkxs	简单鹤	2206	1
有求必应	yqby	简单鹤	2206	1
暴露无遗	blwy	简单鹤	2203	1
价廉物美	jlwm	简单鹤	2203	1
千疮百孔	qibk	简单鹤	2201	1
嗤之以鼻	ivyb	简单鹤	2199	1
春意盎然	iyar	简单鹤	2199	1
矢口否认	ukfr	简单鹤	2199	1
原封不动	yfbd	简单鹤	2197	1
无可比拟	wkbn	简单鹤	2196	1
登高望远	dgwy	简单鹤	2195	1
三番五次	sfwc	简单鹤	2195	1
板上钉钉	budd	简单鹤	2193	1
杞人忧天	qryt	简单鹤	2192	1
心满意足	xmyz	简单鹤	2190	1
无所不在	wsbz	简单鹤	2189	1
动荡不安	ddba	简单鹤	2182	1
举手投足	jutz	简单鹤	2182	1
东张西望	dvxw	简单鹤	2181	1
三足鼎立	szdl	简单鹤	2179	1
物归原主	wgyv	简单鹤	2176	1
不远万里	bywl	简单鹤	2174	1
空中楼阁	kvlg	简单鹤	2171	1
家长里短	jild	简单鹤	2169	1
通宵达旦	txdd	简单鹤	2164	1
一掷千金	yvqj	简单鹤	2163	1
言之凿凿	yvzz	简单鹤	2161	1
挥汗如雨	hhry	简单鹤	2156	1
天衣无缝	tywf	简单鹤	2155	1
如鱼得水	rydu	简单鹤	2151	1
僧多粥少	sdvu	简单鹤	2148	1
互相推诿	hxtw	简单鹤	2147	1
本来面目	blmm	简单鹤	2146	1
来者不拒	lvbj	简单鹤	2144	1
欣喜若狂	xxrk	简单鹤	2142	1
呕心沥血	oxlx	简单鹤	2140	1
精耕细作	jgxz	简单鹤	2139	1
汗马功劳	hmgl	简单鹤	2138	1
稍纵即逝	uzju	简单鹤	2138	1
远见卓识	yjvu	简单鹤	2133	1
千钧一发	qjyf	简单鹤	2130	1
不攻自破	bgzp	简单鹤	2129	1
奋发图强	fftq	简单鹤	2127	1
运筹帷幄	yiww	简单鹤	2124	1
同归于尽	tgyj	简单鹤	2123	1
声情并茂	uqbm	简单鹤	2120	1
就地取材	jdqc	简单鹤	2119	1
喜笑颜开	xxyk	简单鹤	2119	1
谈笑风生	txfu	简单鹤	2118	1
按兵不动	abbd	简单鹤	2116	1
一本正经	ybvj	简单鹤	2116	1
真刀真枪	vdvq	简单鹤	2114	1
春风化雨	ifhy	简单鹤	2113	1
天罗地网	tldw	简单鹤	2111	1
摩肩接踵	mjjv	简单鹤	2110	1
飞来横祸	flhh	简单鹤	2109	1
花样翻新	hyfx	简单鹤	2107	1
胸有成竹	xyiv	简单鹤	2107	1
依山傍水	yubu	简单鹤	2107	1
虎视眈眈	hudd	简单鹤	2104	1
万事大吉	wudj	简单鹤	2104	1
独占鳌头	dvat	简单鹤	2103	1
古往今来	gwjl	简单鹤	2103	1
萎靡不振	wmbv	简单鹤	2103	1
舍己救人	ujjr	简单鹤	2100	1
欲罢不能	ybbn	简单鹤	2095	1
敲锣打鼓	qldg	简单鹤	2093	1
化险为夷	hxwy	简单鹤	2092	1
穷凶极恶	qxje	简单鹤	2092	1
大快朵颐	dkdy	简单鹤	2090	0
休戚与共	xqyg	简单鹤	2089	1
相映成趣	xyiq	简单鹤	2084	1
按图索骥	atsj	简单鹤	2080	1
不偏不倚	bpby	简单鹤	2079	1
穿针引线	ivyx	简单鹤	2077	1
