工人阶级	grjj
人才辈出	rcbi
尽善尽美	jujm
长年累月	inly
哈姆雷特	hmlt
威风凛凛	wfll
完好无损	whws
欢欢喜喜	hhxx
不可一世	bkyu
先发制人	xfvr
安安静静	aajj
浑然一体	hryt
入不敷出	rbfi
张牙舞爪	vywv
开诚布公	kibg
三天两头	stlt
早出晚归	ziwg
辞旧迎新	cjyx
置之度外	vvdw
不同凡响	btfx
后起之秀	hqvx
杂乱无章	zlwv
面带微笑	mdwx
有求必应	yqby
赤手空拳	iukq
冷嘲热讽	lirf
人定胜天	rdut
真人真事	vrvu
正儿八经	vebj
饥寒交迫	jhjp
孤身一人	guyr
不寒而栗	bhel
横冲直撞	hivv
豪言壮语	hyvy
悬崖峭壁	xyqb
不辞辛苦	bcxk
有恃无恐	yuwk
年事已高	nuyg
约法三章	yfsv
毫无疑义	hwny
摇身一变	yuyb
似是而非	suef
昂首阔步	aukb
苦口婆心	kkpx
善解人意	ujry
先天不足	xtbz
青红皂白	qhzb
应接不暇	yjbx
细致入微	xvrw
火眼金睛	hyjj
风和日丽	fhrl
顾名思义	gmsy
言简意赅	yjyg
沸沸扬扬	ffyy
喜马拉雅	xmly
乌烟瘴气	wyvq
曼彻斯特	mist
福尔摩斯	fems
痛心疾首	txju
身强力壮	uqlv
无懈可击	wxkj
安营扎寨	ayvv
百年不遇	bnby
妙不可言	mbky
空空荡荡	kkdd
头头是道	ttud
一门心思	ymxs
年过半百	ngbb
贪赃枉法	tzwf
乐于助人	lyvr
有滋有味	yzyw
毫不客气	hbkq
怒不可遏	nbke
雅俗共赏	ysgu
佛罗里达	flld
不在话下	bzhx
无所不能	wsbn
运筹帷幄	yiww
怨天尤人	ytyr
善始善终	uuuv
走回头路	zhtl
价廉物美	jlwm
人云亦云	ryyy
春意盎然	iyar
平心静气	pxjq
论资排辈	lzpb
半夜三更	bysg
半信半疑	bxby
灵机一动	ljyd
忙里偷闲	mltx
运动健将	ydjj
拍手称快	puik
执迷不悟	vmbw
风景如画	fjrh
岌岌可危	jjkw
连绵不断	lmbd
人声鼎沸	rudf
固步自封	gbzf
安于现状	ayxv
患得患失	hdhu
神采奕奕	ucyy
二话不说	ehbu
蠢蠢欲动	iiyd
所剩无几	suwj
唉声叹气	autq
忍气吞声	rqtu
大庭广众	dtgv
扑朔迷离	puml
三番五次	sfwc
防微杜渐	fwdj
面红耳赤	mhei
推心置腹	txvf
一往情深	ywqu
交响乐团	jxlt
利己主义	ljvy
耿耿于怀	ggyh
不速之客	bsvk
奋起直追	fqvv
颠倒是非	dduf
稀里糊涂	xlht
赴汤蹈火	ftdh
大开眼界	dkyj
喜笑颜开	xxyk
物尽其用	wjqy
不毛之地	bmvd
墨守成规	muig
殚精竭虑	djjl
星星点点	xxdd
耳濡目染	ermr
大千世界	dquj
野心勃勃	yxbb
答非所问	dfsw
一统天下	yttx
收效甚微	uxuw
风吹雨打	fiyd
今非昔比	jfxb
千钧一发	qjyf
其乐融融	qlrr
争论不休	vlbx
夕阳西下	xyxx
振聋发聩	vlfk
笑容满面	xrmm
天壤之别	trvb
六分之一	lfvy
反面教材	fmjc
不治之症	bvvv
天真无邪	tvwx
掌声雷动	vuld
百感交集	bgjj
风餐露宿	fcls
无坚不摧	wjbc
称心如意	ixry
整装待发	vvdf
无价之宝	wjvb
走马上任	zmur
荒无人烟	hwry
逻辑思维	ljsw
人生在世	ruzu
扬长而去	yieq
无稽之谈	wjvt
安身立命	aulm
见多识广	jdug
头晕目眩	tymx
不辞辛劳	bcxl
一败涂地	ybtd
穷乡僻壤	qxpr
得过且过	dgqg
贪得无厌	tdwy
长途汽车	itqi
意料之中	ylvv
如出一辙	riyv
欲罢不能	ybbn
一语道破	yydp
老弱病残	lrbc
并驾齐驱	bjqq
节衣缩食	jysu
闻所未闻	wsww
化为乌有	hwwy
走下坡路	zxpl
指指点点	vvdd
天真烂漫	tvlm
匪夷所思	fyss
与世长辞	yuic
纸上谈兵	vutb
一拥而上	yyeu
奇形怪状	qxgv
相去甚远	xquy
千疮百孔	qibk
风驰电掣	fidi
心悦诚服	xyif
交口称赞	jkiz
不进则退	bjzt
一鸣惊人	ymjr
想入非非	xrff
戛然而止	jrev
招摇撞骗	vyvp
慢条斯理	mtsl
化险为夷	hxwy
才华横溢	chhy
哭哭啼啼	kktt
大大方方	ddff
轻举妄动	qjwd
白雪皑皑	bxaa
呼之欲出	hvyd
电子游戏	dzyx
自生自灭	zuzm
活灵活现	hlhx
浮想联翩	fxlp
生搬硬套	ubyt
虚张声势	xvuu
粗枝大叶	cvdy
蛛丝马迹	vsmj
饶有兴趣	ryxq
无名英雄	wmyx
适可而止	ukev
相对而言	xdey
无所不在	wsbz
天长地久	tidj
人之常情	rviq
漂漂亮亮	ppll
游手好闲	yuhx
温文尔雅	wwey
大发雷霆	dflt
非同一般	ftyb
无孔不入	wkbr
若隐若现	ryrx
相差无几	xiwj
风风火火	ffhh
量子力学	lzlx
为非作歹	wfzd
短小精悍	dxjh
不伦不类	blbl
人烟稀少	ryxu
以理服人	ylfr
不期而遇	bqey
昏昏欲睡	hhyu
身经百战	ujbv
周而复始	vefu
悲欢离合	bhlh
惴惴不安	vvba
一扫而光	yseg
通宵达旦	txdd
心惊胆战	xjdv
标新立异	bxly
单枪匹马	dqpm
数不胜数	ubuu
危言耸听	wyst
长篇大论	ipdl
又惊又喜	yjyx
跃然纸上	yrvu
阿弥陀佛	emtf
高风亮节	gflj
空空如也	kkry
深不可测	ubkc
毫无办法	hwbf
同归于尽	tgyj
舍己救人	ujjr
一波三折	ybsv
东山再起	duzq
肺腑之言	ffvy
天南地北	tndb
丢人现眼	drxy
阴阳怪气	yygq
令人羡慕	lrxm
名正言顺	mvyu
误入歧途	wrqt
欢呼雀跃	hhqy
满目疮痍	mmiy
赫赫有名	hhym
两袖清风	lxqf
担惊受怕	djup
遍体鳞伤	btlu
望尘莫及	wimj
近在眼前	jzyq
束之高阁	uvgg
无恶不作	webz
良师益友	luyy
勾心斗角	gxdj
大义凛然	dylr
杯水车薪	buix
大汗淋漓	dhll
东倒西歪	ddxw
炯炯有神	jjyu
鱼龙混杂	ylhz
循环往复	xhwf
昏昏沉沉	hhii
循循善诱	xxuy
作威作福	zwzf
扪心自问	mxzw
信口开河	xkkh
摩天大楼	mtdl
横空出世	hkiu
隔三差五	gscw
有理有据	ylyj
只字不提	vzbt
敷衍了事	fylu
情真意切	qvyq
如此这般	rcvb
稍纵即逝	uzju
高谈阔论	gtkl
逃之夭夭	tvyy
平心而论	pxel
蒙在鼓里	mzgl
高不可攀	gbkp
忧国忧民	ygym
大失所望	dusw
勉为其难	mwqn
普罗旺斯	plws
握手言和	wuyh
相映成趣	xyiq
简明扼要	jmey
粗心大意	cxdy
无地自容	wdzr
天罗地网	tldw
不省人事	bxru
谈情说爱	tqua
狼吞虎咽	lthy
望而生畏	weuw
强身健体	qujt
如履薄冰	rlbb
各有千秋	gyqq
左右为难	zywn
包罗万象	blwx
工薪阶层	gxjc
真真切切	vvqq
见怪不怪	jgbg
道听途说	dttu
催人泪下	crlx
踉踉跄跄	llqq
忘乎所以	whsy
感激不尽	gjbj
民不聊生	mblu
众目睽睽	vmkk
爱憎分明	azfm
公用电话	gydh
乡土气息	xtqx
天衣无缝	tywf
反面人物	fmrw
愤愤不平	ffbp
随遇而安	syea
一知半解	yvbj
重于泰山	vytu
振振有词	vvyc
蒙混过关	mhgg
凤毛麟角	fmlj
妄自菲薄	wzfb
一拍即合	ypjh
据为己有	jwjy
嗤之以鼻	ivyb
同流合污	tlhw
灵丹妙药	ldmy
大打出手	ddiu
一五一十	ywyu
随机应变	sjyb
信誓旦旦	xudd
相濡以沫	xrym
心事重重	xuii
惟妙惟肖	wmwx
出门在外	imzw
浑浑噩噩	hhee
光彩照人	gcvr
人迹罕至	rjhv
沁人心脾	qrxp
繁花似锦	fhsj
如意算盘	rysp
清清白白	qqbb
心花怒放	xhnf
久别重逢	jbif
乘虚而入	ixer
夷为平地	ywpd
无所顾忌	wsgj
华而不实	hebu
惨绝人寰	cjrh
不言自明	byzm
瞻前顾后	vqgh
心慌意乱	xhyl
孤注一掷	gvyv
数一数二	uyue
高枕无忧	gvwy
混淆视听	hxut
颠沛流离	dpll
蛊惑人心	ghrx
亡羊补牢	wybl
走南闯北	znib
令人神往	lruw
分秒必争	fmbv
矫揉造作	jrzz
心惊肉跳	xjrt
难上加难	nujn
迎面而来	ymel
雷打不动	ldbd
平起平坐	pqpz
卧床不起	wibq
空中楼阁	kvlg
变幻莫测	bhmc
小巧玲珑	xqll
左顾右盼	zgyp
心灰意冷	xhyl
心领神会	xluh
另起炉灶	lqlz
炉火纯青	lhiq
深谋远虑	umyl
交头接耳	jtje
危在旦夕	wzdx
前车之鉴	qivj
音容笑貌	yrxm
一盘散沙	ypsu
充耳不闻	iebw
舍己为人	ujwr
为人师表	wrub
妙趣横生	mqhu
行云流水	xylu
铁面无私	tmws
势不两立	ubll
啼笑皆非	txjf
时隐时现	uyux
小桥流水	xqlu
涂脂抹粉	tvmf
灰心丧气	hxsq
害群之马	hqvm
虎视眈眈	hudd
不偏不倚	bpby
形影不离	xybl
背水一战	buyv
晶莹剔透	jytt
势均力敌	ujld
笑逐颜开	xvyk
苦大仇深	kdiu
避重就轻	bvjq
天伦之乐	tlvl
客客气气	kkqq
情有可原	qyky
九霄云外	jxyw
神采飞扬	ucfy
抱头痛哭	bttk
是非曲直	ufqv
年代久远	ndjy
如鱼得水	rydu
踌躇满志	iimv
嘘寒问暖	xhwn
一网打尽	ywdj
七零八落	qlbl
费尽心机	fjxj
暴跳如雷	btrl
南来北往	nlbw
沧海桑田	chst
骨瘦如柴	guri
叱咤风云	ivfy
穿针引线	ivyx
循规蹈矩	xgdj
登峰造极	dfzj
夸夸其谈	kkqt
百货大楼	bhdl
小打小闹	xdxn
罗马帝国	lmdg
出人头地	irtd
抑扬顿挫	yydc
知之甚少	vvuu
一概而论	ygel
屡教不改	ljbg
怨声载道	yuzd
尘埃落定	iald
身败名裂	ubml
出尔反尔	iefe
悬崖勒马	xylm
无可挽回	wkwh
风口浪尖	fklj
经久不衰	jjbu
退居二线	tjex
四处奔波	sibb
一蹶不振	yjbv
痛不欲生	tbyu
动人心弦	drxx
阴雨连绵	yylm
变化无常	bhwi
哄堂大笑	htdx
多多益善	ddyu
不知所云	bvsy
洋洋得意	yydy
一气之下	yqvx
五谷丰登	wgfd
自命不凡	zmbf
一针一线	yvyx
遮遮掩掩	vvyy
远走高飞	yzgf
毫不费力	hbfl
心照不宣	xvbx
自相残杀	zxcu
失之交臂	uvjb
歪门邪道	wmxd
拐弯抹角	gwmj
挥汗如雨	hhry
时过境迁	ugjq
有所不为	ysbw
雨过天晴	ygtq
言谈举止	ytjv
潸然泪下	urlx
拍手叫好	pujh
反复无常	ffwi
债台高筑	vtgv
毕恭毕敬	bgbj
核磁共振	hcgv
空无一人	kwyr
各有所长	gysi
人才济济	rcjj
柳暗花明	lahm
有名无实	ymwu
明智之举	mvvj
风云人物	fyrw
如痴如醉	rirz
势如破竹	urpv
弱肉强食	rrqu
出神入化	iurh
主治医生	vvyu
回味无穷	hwwq
趁热打铁	irdt
匹夫有责	pfyz
不义之财	byvc
高歌猛进	ggmj
心神不定	xubd
心力交瘁	xljc
剑拔弩张	jbnv
分道扬镳	fdyb
步履维艰	blwj
老泪纵横	llzh
灯红酒绿	dhjl
所向披靡	sxpm
不为所动	bwsd
忍辱负重	rrfv
欲哭无泪	ykwl
不翼而飞	byef
满载而归	mzeg
山穷水尽	uquj
光芒万丈	gmwv
天马行空	tmxk
缩手缩脚	susj
约定俗成	ydsi
毁于一旦	hyyd
一贫如洗	yprx
一口咬定	ykyd
大放异彩	dfyc
萎靡不振	wmbv
大快人心	dkrx
含含糊糊	hhhh
一丁点儿	ydde
耀武扬威	ywyw
打退堂鼓	dttg
亭亭玉立	ttyl
画龙点睛	hldj
体无完肤	twwf
礼尚往来	luwl
不足为怪	bzwg
含辛茹苦	hxrk
从头至尾	ctvw
守口如瓶	ukrp
盛气凌人	uqlr
泰然自若	trzr
化为灰烬	hwhj
银装素裹	yvsg
孤立无援	glwy
变化多端	bhdd
得寸进尺	dcji
人人皆知	rrjv
纷纷扬扬	ffyy
杀气腾腾	uqtt
据理力争	jllv
铭记在心	mjzx
年轻力壮	nqlv
危机四伏	wjsf
摩肩接踵	mjjv
高耸入云	gsry
两全其美	lqqm
感情用事	gqyu
喜新厌旧	xxyj
蜻蜓点水	qtdu
八国联军	bglj
念念有词	nnyc
凹凸不平	atbp
风雨飘摇	fypy
不劳而获	bleh
直布罗陀	vblt
饱经风霜	bjfu
大逆不道	dnbd
有机可乘	yjki
子虚乌有	zxwy
急转直下	jvvx
先入为主	xrwv
万分之一	wfvy
暴风骤雨	bfzy
依山傍水	yubu
晴天霹雳	qtpl
不堪一击	bkyj
哈利波特	hlbt
文质彬彬	wvbb
小道消息	xdxx
大大咧咧	ddll
一见如故	yjrg
在所不惜	zsbx
昭然若揭	vrrj
撒手不管	subg
不近人情	bjrq
综上所述	zusu
名存实亡	mcuw
小题大做	xtdz
立足之地	lzvd
目光短浅	mgdq
面面俱到	mmjd
一笔勾销	ybgx
事无巨细	uwjx
如虎添翼	rhty
敬而远之	jeyv
蓬头垢面	ptgm
逐字逐句	vzvj
顺流而下	ulex
不为人知	bwrv
拖拖拉拉	ttll
自作聪明	zzcm
前程似锦	qisj
拾金不昧	ujbm
浅尝辄止	qivv
芸芸众生	yyvu
铁石心肠	tuxi
渐入佳境	jrjj
多此一举	dcyj
无计可施	wjku
火上浇油	hujy
软硬兼施	ryju
大言不惭	dybc
忍俊不禁	rjbj
自圆其说	zyqu
好景不长	hjbi
因噎废食	yyfu
斗智斗勇	dvdy
修修补补	xxbb
一落千丈	ylqv
险象环生	xxhu
成家立业	ijly
饥肠辘辘	jill
举世无双	juwu
老生常谈	luit
谆谆教导	vvjd
千分之一	qfvy
进退两难	jtln
胆大妄为	ddww
满山遍野	muby
饮水思源	yusy
花天酒地	htjd
前途无量	qtwl
特快专递	tkvd
东奔西跑	dbxp
思绪万千	sxwq
失而复得	uefd
当仁不让	drbr
有备无患	ybwh
依依惜别	yyxb
畏首畏尾	wuww
悲痛欲绝	btyj
山珍海味	uvhw
不着边际	bvbj
摩拳擦掌	mqcv
独当一面	ddym
另当别论	ldbl
火冒三丈	hmsv
声情并茂	uqbm
逍遥自在	xyzz
细水长流	xuil
勃然大怒	brdn
故弄玄虚	gnxx
姗姗来迟	uuli
光怪陆离	ggll
反败为胜	fbwu
低人一等	dryd
打抱不平	dbbp
自得其乐	zdql
唯我独尊	wwdz
疲于奔命	pybm
明知故犯	mvgf
旁若无人	prwr
当头一棒	dtyb
两败俱伤	lbju
能歌善舞	nguw
捕风捉影	bfvy
海市蜃楼	huul
白葡萄酒	bptj
举手投足	jutz
洁身自好	juzh
自食其果	zuqg
口诛笔伐	kvbf
初出茅庐	iiml
昂首挺胸	autx
称王称霸	iwib
人心惶惶	rxhh
来势汹汹	luxx
混水摸鱼	humy
力挽狂澜	lwkl
扶摇直上	fyvu
防毒面具	fdmj
生儿育女	ueyn
万有引力	wyyl
不冷不热	blbr
卧薪尝胆	wxid
没头没脑	mtmn
噼噼啪啪	pppp
洗耳恭听	xegt
入乡随俗	rxss
酣畅淋漓	hill
浪迹天涯	ljty
大饱眼福	dbyf
信手拈来	xunl
鹅毛大雪	emdx
如影随形	rysx
门庭若市	mtru
歪歪扭扭	wwnn
如获至宝	rhvb
己所不欲	jsby
身无分文	uwfw
众望所归	vwsg
长命百岁	imbs
开怀大笑	khdx
愚昧无知	ymwv
地动山摇	dduy
于事无补	yuwb
饱经沧桑	bjcs
至理名言	vlmy
白纸黑字	bvhz
始料不及	ulbj
聪明伶俐	cmll
少男少女	unun
度日如年	drrn
急不可待	jbkd
指名道姓	vmdx
春光明媚	igmm
东拼西凑	dpxc
寸步不离	cbbl
以假乱真	yjlv
不值一提	bvyt
年轻有为	nqyw
巧夺天工	qdtg
各就各位	gjgw
从古至今	cgvj
瓢泼大雨	ppdy
过街老鼠	gjlu
老当益壮	ldyv
满面春风	mmif
精雕细琢	jdxv
良苦用心	lkyx
斯图加特	stjt
人命关天	rmgt
言外之意	ywvy
拿手好戏	nuhx
出奇制胜	iqvu
安安稳稳	aaww
永葆青春	ybqi
杞人忧天	qryt
无米之炊	wmvi
不明不白	bmbb
摇头晃脑	ythn
下不为例	xbwl
爱莫能助	amnv
关怀备至	ghbv
经典之作	jdvz
为时过早	wugz
不法之徒	bfvt
不出所料	bisl
伤天害理	uthl
改邪归正	gxgv
焦虑不安	jlba
仔仔细细	zzxx
石沉大海	uidh
严惩不贷	yibd
隐姓埋名	yxmm
互不相让	hbxr
趋之若鹜	qvrw
触景生情	ijuq
子子孙孙	zzss
初来乍到	ilvd
为国捐躯	wgjq
捷足先登	jzxd
妄自尊大	wzzd
妖魔鬼怪	ymgg
一去不返	yqbf
不大不小	bdbx
稳稳当当	wwdd
不虚此行	bxcx
各取所需	gqsx
日理万机	rlwj
独占鳌头	dvat
穷山恶水	queu
稀稀拉拉	xxll
顺藤摸瓜	utmg
虎头蛇尾	htuw
足智多谋	zvdm
花枝招展	hvvv
天文数字	twuz
抛头露面	ptlm
旗开得胜	qkdu
判若两人	prlr
自作主张	zzvv
先见之明	xjvm
诚惶诚恐	ihik
安分守己	afuj
短兵相接	dbxj
而立之年	elvn
见仁见智	jrjv
平分秋色	pfqs
喜上眉梢	xumu
万事俱备	wujb
言过其实	ygqu
百战百胜	bvbu
知难而退	vnet
娇生惯养	jugy
恻隐之心	cyvx
传宗接代	izjd
更上层楼	gucl
急不可耐	jbkn
自吹自擂	zizl
一锤定音	yidy
闭关锁国	bgsg
无从下手	wcxu
不欢而散	bhes
漏洞百出	ldbi
体贴入微	ttrw
心里有数	xlyu
不远千里	byql
刚正不阿	gvba
荒山野岭	huyl
简而言之	jeyv
各奔东西	gbdx
大雅之堂	dyvt
愤世嫉俗	fujs
大呼小叫	dhxj
说来话长	ulhi
百无聊赖	bwll
平淡无奇	pdwq
不三不四	bsbs
前因后果	qyhg
待人接物	drjw
悠然自得	yrzd
仗义执言	vyvy
千奇百怪	qqbg
细枝末节	xvmj
知己知彼	vjvb
西装革履	xvgl
重整旗鼓	ivqg
不痛不痒	btby
无奇不有	wqby
眉清目秀	mqmx
平平淡淡	ppdd
翻箱倒柜	fxdg
膘肥体壮	bftv
一马平川	ympi
英雄豪杰	yxhj
多管闲事	dgxu
瘦骨嶙峋	uglx
骂骂咧咧	mmll
事在人为	uzrw
弄巧成拙	nqiv
神通广大	utgd
南辕北辙	nybv
兴师动众	xudv
节外生枝	jwuv
相形见绌	xxji
中饱私囊	vbsn
急中生智	jvuv
孤军奋战	gjfv
好事多磨	hudm
玩世不恭	wubg
此消彼长	cxbi
朗朗上口	lluk
闲情逸致	xqyv
相安无事	xawu
拖泥带水	tndu
作恶多端	zedd
利欲熏心	lyxx
特立独行	tldx
自讨苦吃	ztki
历经沧桑	ljcs
矿泉水瓶	kqup
误人子弟	wrzd
穷追不舍	qvbu
招摇过市	vygu
所向无敌	sxwd
原班人马	ybrm
望子成龙	wzil
只言片语	vypy
呼风唤雨	hfhy
杂七杂八	zqzb
事出有因	uiyy
寿终正寝	uvvq
虚情假意	xqjy
分庭抗礼	ftkl
假公济私	jgjs
一墙之隔	yqvg
舍近求远	ujqy
漫无边际	mwbj
事业有成	uyyi
自产自销	zizx
絮絮叨叨	xxdd
改朝换代	gihd
始料未及	ulwj
春风得意	ifdy
反过来说	fglu
象形文字	xxwz
明哲保身	mvbu
固执己见	gvjj
不辞而别	bceb
从长计议	cijy
切肤之痛	qfvt
苦尽甘来	kjgl
沽名钓誉	gmdy
弱不禁风	rbjf
晓之以理	xvyl
洪水猛兽	humu
荷枪实弹	hqud
阴差阳错	yiyc
摇旗呐喊	yqnh
历尽艰辛	ljjx
身外之物	uwvw
趁火打劫	ihdj
镇定自若	vdzr
怡然自得	yrzd
血气方刚	xqfg
阿谀奉承	ayfi
养精蓄锐	yjxr
零零碎碎	llss
土耳其人	teqr
引以为荣	yywr
泾渭分明	jwfm
兵荒马乱	bhml
在天之灵	ztvl
动之以情	dvyq
借题发挥	jtfh
衣食父母	yufm
望眼欲穿	wyyi
拉帮结派	lbjp
青梅竹马	qmvm
婀娜多姿	endz
蒙娜丽莎	mnlu
惊魂未定	jhwd
逆反心理	nfxl
钻牛角尖	znjj
自愧不如	zkbr
熟能生巧	unuq
凡夫俗子	ffsz
言无不尽	ywbj
各执一词	gvyc
有板有眼	ybyy
不惑之年	bhvn
大吵大闹	didn
乐善好施	luhu
方方正正	ffvv
长驱直入	iqvr
磕磕绊绊	kkbb
始作俑者	uzyv
昏天黑地	hthd
英年早逝	ynzu
双喜临门	uxlm
忠贞不渝	vvby
旗鼓相当	qgxd
凶神恶煞	xueu
毛遂自荐	mszj
一股脑儿	ygne
万般无奈	wbwn
心神不宁	xubn
延年益寿	ynyu
兼而有之	jeyv
眼见为实	yjwu
颐指气使	yvqu
果不其然	gbqr
偃旗息鼓	yqxg
疏忽大意	uhdy
后事之师	huvu
葡萄牙语	ptyy
心急火燎	xjhl
机不可失	jbku
铁证如山	tvru
百尺竿头	bigt
不得要领	bdyl
以小见大	yxjd
地久天长	djti
从始至终	cuvv
好高骛远	hgwy
冷眼旁观	lypg
任人宰割	rrzg
一呼百应	yhby
夸大其词	kdqc
殊途同归	uttg
举棋不定	jqbd
临场发挥	lifh
博览群书	blqu
天高地厚	tgdh
喧宾夺主	xbdv
以诚相待	yixd
落井下石	ljxu
闲言碎语	xysy
动手动脚	dudj
返璞归真	fpgv
一反常态	yfit
东奔西走	dbxz
龇牙咧嘴	zylz
乌合之众	whvv
后悔莫及	hhmj
刀光剑影	dgjy
朝思暮想	vsmx
八分之一	bfvy
引经据典	yjjd
字字句句	zzjj
思前想后	sqxh
痛改前非	tgqf
炙手可热	vukr
驾轻就熟	jqju
风言风语	fyfy
其乐无穷	qlwq
凶多吉少	xdju
通风报信	tfbx
言不由衷	ybyv
花花世界	hhuj
松松垮垮	sskk
不置可否	bvkf
坐享其成	zxqi
字斟句酌	zvjv
息事宁人	xunr
鬼斧神工	gfug
唯唯诺诺	wwnn
嗷嗷待哺	aadb
浮光掠影	fgly
峰回路转	fhlv
门当户对	mdhd
捉摸不定	vmbd
破釜沉舟	pfiv
天昏地暗	thda
网开一面	wkym
璀璨夺目	ccdm
宾至如归	bvrg
超凡脱俗	ifts
尔虞我诈	eywv
引火烧身	yhuu
寡不敌众	gbdv
腰缠万贯	yiwg
贝加尔湖	bjeh
不甘寂寞	bgjm
入木三分	rmsf
难以启齿	nyqi
金榜题名	jbtm
评头论足	ptlz
心驰神往	xiuw
明争暗斗	mvad
易如反掌	yrfv
劳斯莱斯	lsls
按兵不动	abbd
名不副实	mbfu
吹毛求疵	imqc
新奥尔良	xael
以身试法	yuuf
浑水摸鱼	humy
缝缝补补	ffbb
饮食起居	yuqj
故地重游	gdiy
遮风挡雨	vfdy
夜不能寐	ybnm
一来二去	yleq
偷梁换柱	tlhv
四平八稳	spbw
凯迪拉克	kdlk
天下太平	txtp
自我陶醉	zwtz
红光满面	hgmm
风靡一时	fmyu
一年半载	ynbz
有惊无险	yjwx
滥竽充数	lyiu
兼容并包	jrbb
探头探脑	tttn
顶头上司	dtus
石破天惊	uptj
粗茶淡饭	cidf
珠光宝气	vgbq
洋洋洒洒	yyss
左右逢源	zyfy
鱼目混珠	ymhv
招兵买马	vbmm
心狠手辣	xhul
飞禽走兽	fqzu
口若悬河	krxh
上纲上线	ugux
声泪俱下	uljx
碌碌无为	llww
不卑不亢	bbbk
差强人意	iqry
如临大敌	rldd
名利双收	mluu
阿迪达斯	adds
自找麻烦	zvmf
悲天悯人	btmr
惊世骇俗	juhs
情投意合	qtyh
笑脸相迎	xlxy
财大气粗	cdqc
大放厥词	dfjc
三长两短	sild
雍容华贵	yrhg
赤膊上阵	ibuv
起早摸黑	qzmh
精彩绝伦	jcjl
获益匪浅	hyfq
以讹传讹	yeie
蜂拥而上	fyeu
粉墨登场	fmdi
一星半点	yxbd
一泻千里	yxql
呐喊助威	nhvw
苦思冥想	ksmx
拉拉扯扯	llii
来历不明	llbm
磕磕碰碰	kkpp
说不过去	ubgq
横加指责	hjvz
浑然天成	hrti
劈头盖脸	ptgl
智勇双全	vyuq
怅然若失	irru
纸醉金迷	vzjm
后患无穷	hhwq
表里如一	blry
黯然神伤	aruu
反之亦然	fvyr
阳春白雪	yibx
言之有物	yvyw
冰糖葫芦	bthl
罗曼蒂克	lmdk
不攻自破	bgzp
付诸东流	fvdl
礼仪之邦	lyvb
一举成名	yjim
出言不逊	iybx
乌七八糟	wqbz
大不列颠	dbld
无情无义	wqwy
神乎其神	uhqu
沆瀣一气	hxyq
精美绝伦	jmjl
添油加醋	tyjc
归心似箭	gxsj
闻风丧胆	wfsd
茅塞顿开	msdk
萍水相逢	puxf
人行横道	rxhd
砸锅卖铁	zgmt
如坐针毡	rzvv
花里胡哨	hlhu
好逸恶劳	hyel
丧尽天良	sjtl
不依不饶	bybr
支支吾吾	vvww
彪形大汉	bxdh
心慈手软	xcur
含情脉脉	hqmm
与人为善	yrwu
刨根问底	pgwd
身陷囹圄	uxly
有机玻璃	yjbl
一望无垠	ywwy
十万火急	uwhj
有始有终	yuyv
高抬贵手	gtgu
嫉恶如仇	jeri
翻江倒海	fjdh
像模像样	xmxy
目空一切	mkyq
素昧平生	smpu
大势已去	duyq
忍痛割爱	rtga
守株待兔	uvdt
轻车熟路	qiul
咎由自取	jyzq
物极必反	wjbf
明察秋毫	miqh
舍我其谁	uwqu
达官贵人	dggr
视若无睹	urwd
与世无争	yuwv
冬去春来	dqil
只身一人	vuyr
点石成金	duij
人去楼空	rqlk
不修边幅	bxbf
冷若冰霜	lrbu
真真假假	vvjj
尚方宝剑	ufbj
