来源	词	原码	去飞键	原因
简单鹤V9.3.0纯词库 (1).txt	非从	fwcl	fwcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	飞袖	fwxo	fwxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	蕃王	fjwh	fjwh	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	分从	ffcl	ffcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	分袂	ffjt	ffjt	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	高宗	gczl	gczl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	高总	gczl	gczl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	跟踪	gfzl	gfzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	广宗	glzl	glzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	惯纵	grzl	grzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	古棕	guzl	guzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	归宗	gvzl	gvzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	轧票	gapn	gapn	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	呷西	gaxi	gaxi	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	曱甴	gaza	gaza	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	高聪	gccl	gccl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	该从	gdcl	gdcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	改修	gdxo	gdxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	茖葱	gecl	gecl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	膈腧	geyu	geyu	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	跟从	gfcl	gfcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	粳稻	ggdc	ggdc	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	豇豆	ghdz	ghdz	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	港囧	ghjs	ghjs	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	干葱	gjcl	gjcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	柑桔	gjju	gjju	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	甘休	gjxo	gjxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	乖咯	gklo	gklo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	乖蹇	gkqm	gkqm	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	光从	glcl	glcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	光秀	glxo	glxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	管束	grsu	grsu	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	共从	gscl	gscl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	窥度	gvdo	gvdo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	垝垣	gvhg	gvhg	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	闺秀	gvxo	gvxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	呱嗒	gxta	gxta	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	苟从	gzcl	gzcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	够咯	gzlo	gzlo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	公休	gsxo	gsxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	工休	gsxo	gsxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	刚从	ghcl	ghcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	灌丛	grcl	grcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	钢屌	ghdn	ghdn	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	郭总	gozl	gozl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	干休	gjxo	gjxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	合纵	hezl	hezl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	何总	hezl	hezl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	横纵	hgzl	hgzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	火鬃	hozl	hozl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	桓宗	hrzl	hrzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	胡总	huzl	huzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	汇总	hvzl	hvzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	徽宗	hvzl	hvzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	还总	hdzl	hdzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	虾蟆	hama	hama	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	好诶	hcei	hcei	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	好囧	hcjs	hcjs	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	好咯	hclo	hclo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	还从	hdcl	hdcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	害羞	hdxo	hdxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	还赚	hdzr	hdzr	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	和洽	heqo	heqo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	很屌	hfdn	hfdn	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	很囧	hfjs	hfjs	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	横亘	hggg	hggg	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	寒颤	hjvj	hjvj	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	含羞	hjxo	hjxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	韩总	hjzl	hjzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	磺胺	hlan	hlan	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	黄疸	hlda	hlda	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	磺酸	hlsr	hlsr	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	或从	hocl	hocl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	还从	hrcl	hrcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	欢洽	hrqo	hrqo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	红葱	hscl	hscl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	烘焙	hspw	hspw	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	宏碁	hsqi	hsqi	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	扈从	hucl	hucl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	互掐	huqo	huqo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	护袖	huxo	huxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	虎嗅	huxo	huxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	会从	hvcl	hvcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	睢宁	hvnk	hvnk	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	挥袖	hvxo	hvxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	嗨咯	hwlo	hwlo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	嘿咻	hwxo	hwxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	花丛	hxcl	hxcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	讹谬	hxmq	hxmq	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	後来	hzld	hzld	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	何从	hecl	hecl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	黄总	hlzl	hlzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	红袖	hsxo	hsxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	禅宗	ijzl	ijzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	传宗	irzl	irzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	查修	iaxo	iaxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	茶锈	iaxo	iaxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	超屌	icdn	icdn	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	剿灭	icmp	icmp	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	嘲谑	icnt	icnt	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	剿说	icuo	icuo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	超秀	icxo	icxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	拆修	idxi	idxi	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	趻踔	ifio	ifio	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	臣属	ifvu	ifvu	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	陈总	ifzl	ifzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	抢跑	igpc	igpc	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	成宿	igxo	igxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	常从	ihcl	ihcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	长袖	ihxo	ihxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	厂休	ihxo	ihxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	坻崿	iiee	iiee	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	澹台	ijtd	ijtd	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	僝僽	ijvz	ijvz	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	禅修	ijxo	ijxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	重装	isil	isil	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	重修	isxo	isxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	除锈	iuxo	iuxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	椎车	ivie	ivie	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	垂袖	ivxo	ivxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	畅行	ixkx	ixkx	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	倜傥	izdh	izdh	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	梼杌	izwu	izwu	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	程总	igzl	igzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	长屌	ihdn	ihdn	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	剑宗	jmzl	jmzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	骄纵	jnzl	jnzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	几宗	jozl	jizl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	九宗	jqzl	jqzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	卷宗	jrzl	jrzl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	隽秀	jyxq	jyxq	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	仅从	jbcl	jbcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	金桔	jbju	jbju	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	进修	jbxo	jbxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	锦绣	jbxo	jbxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	机修	jixo	jixo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	京葱	jkcl	jkcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	竟从	jkcl	jkcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	静修	jkxo	jkxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	精修	jkxo	jkxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	净赚	jkzr	jkzr	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	将从	jlcl	jlcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	姜葱	jlcl	jlcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	兼洽	jmqo	jmqo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	检修	jmxo	jmxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	兼修	jmxo	jmxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	骄矜	jnqb	jnqb	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	娇羞	jnxo	jnxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	几丘	jojq	jijq	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	几阕	jokv	jikv	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	几顷	joqb	jiqb	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	几帖	joqp	jiqp	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	几匝	jova	jiva	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	接洽	jpqo	jpqo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	介休	jpxo	jpxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	洁修	jpxo	jpxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	就从	jqcl	jqcl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	酒匂	jqxs	jqxs	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	娟秀	jrxo	jrxo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧境	jsjk	jsjk	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧囧	jsjs	jsjs	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧菌	jsjy	jsjy	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧况	jskl	jskl	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧膜	jsmo	jsmo	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧死	jssi	jssi	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧态	jstd	jstd	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧途	jstu	jstu	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧神	jsuf	jsuf	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧事	jsui	jsui	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧样	jsyh	jsyh	未知飞键、非音码或读音集合未覆盖；不猜测
简单鹤V9.3.0纯词库 (1).txt	囧子	jszi	jszi	未知飞键、非音码或读音集合未覆盖；不猜测
