汉字	拼音	已分配频率	其中历史单字裁决	该字待分配频率	该字原始总频	状态
偿	chang	1696	0	3	1699	有已分配证据；仍须结合待分配量
傀	kui	109	0	1	110	有已分配证据；仍须结合待分配量
傃	su	0	0	0	0	未观测到分配证据；不等于实际零频
傅	fu	424	0	0	424	有已分配证据；仍须结合待分配量
傈	li	0	0	0	0	未观测到分配证据；不等于实际零频
傉	nu	0	0	0	0	未观测到分配证据；不等于实际零频
傍	bang	132	0	0	132	有已分配证据；仍须结合待分配量
傒	xi	0	0	0	0	未观测到分配证据；不等于实际零频
傕	jue	0	0	0	0	未观测到分配证据；不等于实际零频
傣	dai	49	0	0	49	有已分配证据；仍须结合待分配量
傥	tang	0	0	0	0	未观测到分配证据；不等于实际零频
傧	bin	40	0	0	40	有已分配证据；仍须结合待分配量
储	chu	1145	0	2	1147	有已分配证据；仍须结合待分配量
傩	nuo	0	0	0	0	未观测到分配证据；不等于实际零频
催	cui	914	0	0	914	有已分配证据；仍须结合待分配量
傲	ao	2746	0	2	2748	有已分配证据；仍须结合待分配量
傺	chi	0	0	0	0	未观测到分配证据；不等于实际零频
傻	sha	7840	0	2	7842	有已分配证据；仍须结合待分配量
僇	lu	0	0	0	0	未观测到分配证据；不等于实际零频
僎	zhuan	0	0	0	0	未观测到分配证据；不等于实际零频
像	xiang	71186	0	0	71186	有已分配证据；仍须结合待分配量
僔	zun	0	0	0	0	未观测到分配证据；不等于实际零频
僖	xi	0	0	0	0	未观测到分配证据；不等于实际零频
僚	liao	288	0	1	289	有已分配证据；仍须结合待分配量
僦	jiu	0	0	0	0	未观测到分配证据；不等于实际零频
僧	seng	153	0	0	153	有已分配证据；仍须结合待分配量
僬	jiao	0	0	0	0	未观测到分配证据；不等于实际零频
僭	jian	6	0	0	6	有已分配证据；仍须结合待分配量
僮	tong	0	0	7	7	未观测到分配证据；不等于实际零频
僰	bo	0	0	0	0	未观测到分配证据；不等于实际零频
僳	su	0	0	0	0	未观测到分配证据；不等于实际零频
僵	jiang	990	0	0	990	有已分配证据；仍须结合待分配量
僻	pi	243	0	0	243	有已分配证据；仍须结合待分配量
儆	jing	42	0	0	42	有已分配证据；仍须结合待分配量
儇	xuan	0	0	0	0	未观测到分配证据；不等于实际零频
儋	dan	0	0	0	0	未观测到分配证据；不等于实际零频
儒	ru	266	0	8	274	有已分配证据；仍须结合待分配量
儡	lei	109	0	1	110	有已分配证据；仍须结合待分配量
儦	biao	0	0	0	0	未观测到分配证据；不等于实际零频
儳	chan	0	0	0	0	未观测到分配证据；不等于实际零频
儴	rang	0	0	0	0	未观测到分配证据；不等于实际零频
儿	er	105025	0	377	105402	有已分配证据；仍须结合待分配量
兀	wu	40	0	0	40	有已分配证据；仍须结合待分配量
允	yun	2897	0	0	2897	有已分配证据；仍须结合待分配量
元	yuan	8682	0	83	8765	有已分配证据；仍须结合待分配量
兄	xiong	14304	0	69	14373	有已分配证据；仍须结合待分配量
充	chong	4668	0	2	4670	有已分配证据；仍须结合待分配量
兆	zhao	716	0	2	718	有已分配证据；仍须结合待分配量
先	xian	71227	0	26	71253	有已分配证据；仍须结合待分配量
光	guang	17185	0	101	17286	有已分配证据；仍须结合待分配量
克	ke	45382	0	8287	53669	有已分配证据；仍须结合待分配量
免	mian	6707	0	0	6707	有已分配证据；仍须结合待分配量
兑	dui	381	0	6	387	有已分配证据；仍须结合待分配量
兔	tu	1452	0	0	1452	有已分配证据；仍须结合待分配量
兕	si	1	0	0	1	有已分配证据；仍须结合待分配量
兖	yan	0	0	0	0	未观测到分配证据；不等于实际零频
党	dang	1977	0	10	1987	有已分配证据；仍须结合待分配量
兜	dou	755	0	88	843	有已分配证据；仍须结合待分配量
兢	jing	82	0	0	82	有已分配证据；仍须结合待分配量
入	ru	24260	0	9	24269	有已分配证据；仍须结合待分配量
全	quan	47510	0	35	47545	有已分配证据；仍须结合待分配量
八	ba	6028	0	194	6222	有已分配证据；仍须结合待分配量
公	gong	39258	0	34	39292	有已分配证据；仍须结合待分配量
六	liu	6889	3898	550	7439	有已分配证据；仍须结合待分配量
兮	xi	628	0	0	628	有已分配证据；仍须结合待分配量
兰	lan	11366	0	1106	12472	有已分配证据；仍须结合待分配量
共	gong	7694	0	75	7769	有已分配证据；仍须结合待分配量
关	guan	55639	0	54	55693	有已分配证据；仍须结合待分配量
兴	xing	24436	0	2	24438	有已分配证据；仍须结合待分配量
兵	bing	4943	0	2	4945	有已分配证据；仍须结合待分配量
其	qi	36152	3087	133	36285	有已分配证据；仍须结合待分配量
具	ju	8132	0	6	8138	有已分配证据；仍须结合待分配量
典	dian	3274	0	2	3276	有已分配证据；仍须结合待分配量
兹	ci	0	0	2702	3129	未观测到分配证据；不等于实际零频
兹	zi	427	0	2702	3129	有已分配证据；仍须结合待分配量
养	yang	7292	0	21	7313	有已分配证据；仍须结合待分配量
兼	jian	696	0	0	696	有已分配证据；仍须结合待分配量
兽	shou	2168	0	0	2168	有已分配证据；仍须结合待分配量
冀	ji	21	0	0	21	有已分配证据；仍须结合待分配量
冁	chan	0	0	0	0	未观测到分配证据；不等于实际零频
内	nei	18629	0	463	19092	有已分配证据；仍须结合待分配量
冈	gang	499	0	27	526	有已分配证据；仍须结合待分配量
冉	ran	54	0	0	54	有已分配证据；仍须结合待分配量
册	ce	1371	0	3	1374	有已分配证据；仍须结合待分配量
再	zai	78014	0	25	78039	有已分配证据；仍须结合待分配量
冏	jiong	0	0	0	0	未观测到分配证据；不等于实际零频
冒	mao	5726	1590	3	5729	有已分配证据；仍须结合待分配量
冔	xu	0	0	0	0	未观测到分配证据；不等于实际零频
冕	mian	211	0	0	211	有已分配证据；仍须结合待分配量
冗	rong	66	0	0	66	有已分配证据；仍须结合待分配量
写	xie	16076	0	7	16083	有已分配证据；仍须结合待分配量
军	jun	14543	0	973	15516	有已分配证据；仍须结合待分配量
农	nong	2172	0	83	2255	有已分配证据；仍须结合待分配量
冠	guan	2997	0	0	2997	有已分配证据；仍须结合待分配量
冢	zhong	8	0	0	8	有已分配证据；仍须结合待分配量
冤	yuan	322	0	0	322	有已分配证据；仍须结合待分配量
冥	ming	467	0	0	467	有已分配证据；仍须结合待分配量
冬	dong	1095	0	4	1099	有已分配证据；仍须结合待分配量
冮	gang	0	0	0	0	未观测到分配证据；不等于实际零频
冯	feng	47	47	82	129	有已分配证据；仍须结合待分配量
冰	bing	6102	0	43	6145	有已分配证据；仍须结合待分配量
冱	hu	0	0	0	0	未观测到分配证据；不等于实际零频
冲	chong	7516	0	5	7521	有已分配证据；仍须结合待分配量
决	jue	22797	0	1	22798	有已分配证据；仍须结合待分配量
况	kuang	13269	0	5	13274	有已分配证据；仍须结合待分配量
冶	ye	16	0	2	18	有已分配证据；仍须结合待分配量
冷	leng	9106	0	93	9199	有已分配证据；仍须结合待分配量
冻	dong	1620	0	0	1620	有已分配证据；仍须结合待分配量
冼	xian	0	0	1	1	未观测到分配证据；不等于实际零频
冽	lie	11	0	0	11	有已分配证据；仍须结合待分配量
净	jing	3065	0	0	3065	有已分配证据；仍须结合待分配量
凄	qi	121	0	0	121	有已分配证据；仍须结合待分配量
准	zhun	30287	0	3	30290	有已分配证据；仍须结合待分配量
凇	song	0	0	0	0	未观测到分配证据；不等于实际零频
凉	liang	1023	0	1	1024	有已分配证据；仍须结合待分配量
凋	diao	68	0	0	68	有已分配证据；仍须结合待分配量
凌	ling	1313	0	0	1313	有已分配证据；仍须结合待分配量
减	jian	2748	0	1	2749	有已分配证据；仍须结合待分配量
凑	cou	675	0	1	676	有已分配证据；仍须结合待分配量
凓	li	0	0	0	0	未观测到分配证据；不等于实际零频
凘	si	0	0	0	0	未观测到分配证据；不等于实际零频
凛	lin	24	0	0	24	有已分配证据；仍须结合待分配量
凝	ning	530	0	3	533	有已分配证据；仍须结合待分配量
几	ji	28862	0	290	29152	有已分配证据；仍须结合待分配量
凡	fan	1738	0	137	1875	有已分配证据；仍须结合待分配量
凤	feng	474	0	4	478	有已分配证据；仍须结合待分配量
凫	fu	1	0	0	1	有已分配证据；仍须结合待分配量
凭	ping	1820	0	0	1820	有已分配证据；仍须结合待分配量
凯	kai	6272	0	1133	7405	有已分配证据；仍须结合待分配量
凰	huang	311	0	0	311	有已分配证据；仍须结合待分配量
凳	deng	402	0	0	402	有已分配证据；仍须结合待分配量
凶	xiong	6967	0	1	6968	有已分配证据；仍须结合待分配量
凸	tu	109	0	0	109	有已分配证据；仍须结合待分配量
凹	ao	150	100	0	150	有已分配证据；仍须结合待分配量
出	chu	129144	0	261	129405	有已分配证据；仍须结合待分配量
击	ji	16899	0	19	16918	有已分配证据；仍须结合待分配量
凼	dang	0	0	0	0	未观测到分配证据；不等于实际零频
函	han	206	0	0	206	有已分配证据；仍须结合待分配量
凿	zao	268	54	0	268	有已分配证据；仍须结合待分配量
刀	dao	4996	0	3	4999	有已分配证据；仍须结合待分配量
刁	diao	77	0	0	77	有已分配证据；仍须结合待分配量
刃	ren	265	0	0	265	有已分配证据；仍须结合待分配量
分	fen	48063	0	333	48396	有已分配证据；仍须结合待分配量
切	qie	27950	0	252	28202	有已分配证据；仍须结合待分配量
刈	yi	0	0	0	0	未观测到分配证据；不等于实际零频
刊	kan	603	0	1	604	有已分配证据；仍须结合待分配量
刍	chu	19	0	0	19	有已分配证据；仍须结合待分配量
刎	wen	5	0	0	5	有已分配证据；仍须结合待分配量
刑	xing	2749	0	52	2801	有已分配证据；仍须结合待分配量
划	hua	11757	850	116	11873	有已分配证据；仍须结合待分配量
刖	yue	0	0	0	0	未观测到分配证据；不等于实际零频
列	lie	4485	0	161	4646	有已分配证据；仍须结合待分配量
刘	liu	399	0	49	448	有已分配证据；仍须结合待分配量
则	ze	8302	0	10	8312	有已分配证据；仍须结合待分配量
刚	gang	31242	0	85	31327	有已分配证据；仍须结合待分配量
创	chuang	4667	0	0	4667	有已分配证据；仍须结合待分配量
初	chu	3738	0	2	3740	有已分配证据；仍须结合待分配量
删	shan	531	0	0	531	有已分配证据；仍须结合待分配量
判	pan	5959	0	1	5960	有已分配证据；仍须结合待分配量
刨	bao	0	0	67	92	未观测到分配证据；不等于实际零频
刨	pao	25	0	67	92	有已分配证据；仍须结合待分配量
利	li	30143	0	2774	32917	有已分配证据；仍须结合待分配量
别	bie	101978	0	56	102034	有已分配证据；仍须结合待分配量
刬	chan	0	0	0	0	未观测到分配证据；不等于实际零频
刭	jing	0	0	0	0	未观测到分配证据；不等于实际零频
刮	gua	920	0	0	920	有已分配证据；仍须结合待分配量
到	dao	290229	0	2	290231	有已分配证据；仍须结合待分配量
刳	ku	9	0	0	9	有已分配证据；仍须结合待分配量
制	zhi	16422	0	98	16520	有已分配证据；仍须结合待分配量
刷	shua	1394	0	0	1394	有已分配证据；仍须结合待分配量
券	quan	540	0	123	663	有已分配证据；仍须结合待分配量
券	xuan	0	0	123	663	未观测到分配证据；不等于实际零频
刹	cha	65	0	59	533	有已分配证据；仍须结合待分配量
刹	sha	409	0	59	533	有已分配证据；仍须结合待分配量
刺	ci	4816	0	4	4820	有已分配证据；仍须结合待分配量
刻	ke	9837	0	7	9844	有已分配证据；仍须结合待分配量
刽	gui	81	0	0	81	有已分配证据；仍须结合待分配量
刿	gui	0	0	0	0	未观测到分配证据；不等于实际零频
剀	kai	0	0	0	0	未观测到分配证据；不等于实际零频
剁	duo	111	0	0	111	有已分配证据；仍须结合待分配量
剂	ji	2762	0	153	2915	有已分配证据；仍须结合待分配量
剃	ti	423	0	0	423	有已分配证据；仍须结合待分配量
剅	lou	0	0	0	0	未观测到分配证据；不等于实际零频
削	xiao	6	0	165	437	有已分配证据；仍须结合待分配量
削	xue	266	0	165	437	有已分配证据；仍须结合待分配量
剋	kei	0	0	0	0	未观测到分配证据；不等于实际零频
剌	la	55	0	0	55	有已分配证据；仍须结合待分配量
前	qian	75234	0	2	75236	有已分配证据；仍须结合待分配量
剐	gua	24	0	1	25	有已分配证据；仍须结合待分配量
剑	jian	1526	0	12	1538	有已分配证据；仍须结合待分配量
剔	ti	312	0	0	312	有已分配证据；仍须结合待分配量
剕	fei	0	0	0	0	未观测到分配证据；不等于实际零频
剖	pou	470	0	39	509	有已分配证据；仍须结合待分配量
剜	wan	9	0	0	9	有已分配证据；仍须结合待分配量
剞	ji	0	0	0	0	未观测到分配证据；不等于实际零频
剟	duo	0	0	0	0	未观测到分配证据；不等于实际零频
剡	shan	0	0	0	0	未观测到分配证据；不等于实际零频
剥	bao	35	0	326	743	有已分配证据；仍须结合待分配量
剥	bo	382	0	326	743	有已分配证据；仍须结合待分配量
剧	ju	8094	0	313	8407	有已分配证据；仍须结合待分配量
剩	sheng	5308	0	0	5308	有已分配证据；仍须结合待分配量
剪	jian	2063	0	1	2064	有已分配证据；仍须结合待分配量
副	fu	3750	0	0	3750	有已分配证据；仍须结合待分配量
割	ge	1534	0	0	1534	有已分配证据；仍须结合待分配量
剽	piao	91	0	0	91	有已分配证据；仍须结合待分配量
剿	jiao	21	6	0	21	有已分配证据；仍须结合待分配量
劁	qiao	0	0	0	0	未观测到分配证据；不等于实际零频
劂	jue	0	0	0	0	未观测到分配证据；不等于实际零频
劄	zha	0	0	0	0	未观测到分配证据；不等于实际零频
劈	pi	217	0	0	217	有已分配证据；仍须结合待分配量
劐	huo	0	0	0	0	未观测到分配证据；不等于实际零频
劓	yi	0	0	0	0	未观测到分配证据；不等于实际零频
力	li	44563	0	296	44859	有已分配证据；仍须结合待分配量
劝	quan	866	0	6	872	有已分配证据；仍须结合待分配量
办	ban	28674	0	32	28706	有已分配证据；仍须结合待分配量
功	gong	9369	0	83	9452	有已分配证据；仍须结合待分配量
加	jia	37259	0	901	38160	有已分配证据；仍须结合待分配量
务	wu	13510	0	5	13515	有已分配证据；仍须结合待分配量
劢	mai	0	0	0	0	未观测到分配证据；不等于实际零频
劣	lie	646	0	0	646	有已分配证据；仍须结合待分配量
动	dong	48984	0	290	49274	有已分配证据；仍须结合待分配量
助	zhu	16381	0	54	16435	有已分配证据；仍须结合待分配量
努	nu	6489	103	242	6731	有已分配证据；仍须结合待分配量
劫	jie	3237	0	1	3238	有已分配证据；仍须结合待分配量
劬	qu	0	0	0	0	未观测到分配证据；不等于实际零频
劭	shao	0	0	0	0	未观测到分配证据；不等于实际零频
励	li	1640	0	0	1640	有已分配证据；仍须结合待分配量
劲	jin	3445	788	237	3834	有已分配证据；仍须结合待分配量
劲	jing	152	0	237	3834	有已分配证据；仍须结合待分配量
劳	lao	4252	0	324	4576	有已分配证据；仍须结合待分配量
劼	jie	0	0	0	0	未观测到分配证据；不等于实际零频
劾	he	53	0	0	53	有已分配证据；仍须结合待分配量
