啊啊啊	aaa
对得起	ddq
对的起	ddq
当地人	ddr
当代人	ddr
打哆嗦	dds
点点头	ddt
大多数	ddu
大多是	ddu
到底是	ddu
等待着	ddv
都带着	ddv
等等我	ddw
吊带袜	ddw
敌敌畏	ddw
的东西	ddx
带动下	ddx
读大学	ddx
大电影	ddy
地动仪	ddy
大肚子	ddz
打底子	ddz
督导组	ddz
第二步	deb
第二部	deb
第二遍	deb
第二次	dec
第二层	dec
第二代	ded
第二点	ded
第二个	deg
打耳光	deg
多尔衮	deg
第二行	deh
第二场	dei
第二季	dej
第二节	dej
第二届	dej
第二轮	del
第二名	dem
第二年	den
第二批	dep
第二期	deq
大而全	deq
第二人	der
第二日	der
第二任	der
得饿死	des
第二天	det
第二条	det
第二是	deu
第二十	deu
第二种	dev
第二章	dev
第二位	dew
达尔文	dew
当儿戏	dex
第二页	dey
第二眼	dey
窦娥冤	dey
电饭煲	dfb
打副本	dfb
大幅度	dfd
的方法	dff
地方官	dfg
大法官	dfg
电饭锅	dfg
大富豪	dfh
东方红	dfh
当饭吃	dfi
大风车	dfi
打飞机	dfj
搭飞机	dfj
豆腐块	dfk
单方面	dfm
等方面	dfm
多方面	dfm
豆腐脑	dfn
豆腐皮	dfp
达芬奇	dfq
担负起	dfq
挡风墙	dfq
豆腐乳	dfr
东方人	dfr
大放送	dfs
豆腐丝	dfs
电扶梯	dft
的方式	dfu
的份上	dfu
电风扇	dfu
豆腐渣	dfv
打辅助	dfv
大风中	dfv
大范围	dfw
大富翁	dfw
得分王	dfw
大方向	dfx
地方性	dfx
颠覆性	dfx
丹凤眼	dfy
大飞跃	dfy
毒贩子	dfz
大分子	dfz
打个包	dgb
打狗棒	dgb
定冠词	dgc
大股东	dgd
大哥大	dgd
打个盹	dgd
大个儿	dge
大锅饭	dgf
打广告	dgg
大哥哥	dgg
打光棍	dgg
低功耗	dgh
动肝火	dgh
胆固醇	dgi
代工厂	dgi
的感觉	dgj
的关键	dgj
大概就	dgj
度过了	dgl
大概率	dgl
递给了	dgl
大规模	dgm
戴高帽	dgm
大革命	dgm
带给你	dgn
都怪你	dgn
多功能	dgn
冬瓜皮	dgp
懂个屁	dgp
打过去	dgq
带过去	dgq
打工人	dgr
德国人	dgr
打官司	dgs
大公司	dgs
带给他	dgt
都怪他	dgt
的感受	dgu
大概是	dgu
打工者	dgv
打骨折	dgv
带给我	dgw
都怪我	dgw
都给我	dgw
的关系	dgx
多高兴	dgx
大观园	dgy
导购员	dgy
地沟油	dgy
打工族	dgz
大个子	dgz
打工仔	dgz
多好啊	dha
东海岸	dha
都会被	dhb
电话簿	dhb
都会把	dhb
大坏蛋	dhd
多好的	dhd
待会儿	dhe
等会儿	dhe
呆会儿	dhe
大后方	dhf
大黄蜂	dhf
读后感	dhg
电焊工	dhg
大黄狗	dhg
都很好	dhh
打哈哈	dhh
大合唱	dhi
大货车	dhi
打火机	dhj
待会见	dhj
对话框	dhk
电话卡	dhk
打呼噜	dhl
到后来	dhl
大灰狼	dhl
到后面	dhm
的画面	dhm
都和你	dhn
动画片	dhp
大红袍	dhp
带回去	dhq
打哈欠	dhq
大好人	dhr
都会让	dhr
导火索	dhs
淡黄色	dhs
淡红色	dhs
大后天	dht
电话亭	dht
大会堂	dht
当回事	dhu
打火石	dhu
大合照	dhv
电话中	dhv
多好玩	dhw
导火线	dhx
电话线	dhx
都会有	dhy
的回忆	dhy
都会在	dhz
都还在	dhz
带孩子	dhz
低成本	dib
大酬宾	dib
大尺度	did
蛋炒饭	dif
电吹风	dif
倒春寒	dih
电池盒	dih
倒车镜	dij
点钞机	dij
当成了	dil
得出来	dil
洞察力	dil
倒插门	dim
蛋炒面	dim
大喘气	diq
大长腿	dit
底朝天	dit
大城市	diu
地产商	diu
对称轴	div
吊车尾	diw
大出血	dix
对称性	dix
电池组	diz
动车组	diz
第几步	djb
登记表	djb
第九次	djc
第几次	djc
打交道	djd
大家的	djd
带劲儿	dje
大件儿	dje
冬季风	djf
第几个	djg
大局观	djg
的价格	djg
大家好	djh
大家伙	djh
的基础	dji
登记处	dji
大姐姐	djj
大结局	djj
短距离	djl
点击率	djl
点击量	djl
第几名	djm
打击面	djm
挡箭牌	djp
订机票	djp
登机牌	djp
点进去	djq
定价权	djq
当家人	djr
奠基人	djr
打假赛	djs
道具赛	djs
电吉他	djt
第几天	djt
大街上	dju
倒计时	dju
垫脚石	dju
奠基者	djv
电解质	djv
第几位	djw
等价物	djw
多机位	djw
打鸡血	djx
独角戏	djx
都江堰	djy
打酱油	djy
斗鸡眼	djy
带节奏	djz
大舅子	djz
笛卡尔	dke
贷款额	dke
贷款方	dkf
大客户	dkh
大括号	dkh
大卡车	dki
大客车	dki
大口径	dkj
雕刻机	dkj
多看看	dkk
抵抗力	dkl
多亏了	dkl
打空了	dkl
打开门	dkm
单孔目	dkm
都可能	dkn
迪卡侬	dkn
多亏你	dkn
读卡器	dkq
打孔器	dkq
多开器	dkq
贷款人	dkr
对抗赛	dks
大块头	dkt
打瞌睡	dku
德克士	dku
戴口罩	dkv
读课文	dkw
对抗性	dkx
电烤箱	dkx
都快要	dky
都可以	dky
大可以	dky
得了吧	dlb
大礼包	dlb
大老板	dlb
大老粗	dlc
第六次	dlc
带来的	dld
大量的	dld
顿了顿	dld
逗乐儿	dle
代理费	dlf
第六感	dlg
第六个	dlg
大裂谷	dlg
度量衡	dlh
大老虎	dlh
低龄化	dlh
独轮车	dli
倒立撑	dli
代理处	dli
倒垃圾	dlj
第六节	dlj
第六季	dlj
灯笼裤	dlk
地理课	dlk
带来了	dll
滴溜溜	dll
叮铃铃	dll
对立面	dlm
到了吗	dlm
大佬们	dlm
大老婆	dlp
大脸盘	dlp
多了去	dlq
打篮球	dlq
代理权	dlq
代理人	dlr
大陆人	dlr
第六人	dlr
淡蓝色	dls
大理寺	dls
杜蕾斯	dls
大乐透	dlt
大冷天	dlt
杜兰特	dlt
大理石	dlu
道路上	dlu
大力士	dlu
顶梁柱	dlv
登陆战	dlv
点蜡烛	dlv
电力网	dlw
道路网	dlw
带领下	dlx
独立性	dlx
对立性	dlx
大老远	dly
独立于	dly
得力于	dly
掉链子	dlz
等离子	dlz
都没变	dmb
蹲马步	dmb
代名词	dmc
点名册	dmc
多么的	dmd
倒霉蛋	dmd
刀马旦	dmd
多麻烦	dmf
大米饭	dmf
打埋伏	dmf
大满贯	dmg
短命鬼	dmg
多么好	dmh
大麻花	dmh
大卖场	dmi
电脉冲	dmi
堆木场	dmi
大面积	dmj
打麻将	dmj
底面积	dmj
大门口	dmk
代码块	dmk
堆满了	dml
的命令	dml
躲猫猫	dmm
大幂幂	dmm
大美女	dmn
多么难	dmn
大马趴	dmp
独木桥	dmq
到目前	dmq
大忙人	dmr
多媒体	dmt
大魔头	dmt
多面体	dmt
多面手	dmu
动漫社	dmu
大拇指	dmv
大魔王	dmw
弹幕网	dmw
多么像	dmx
大明星	dmx
的模样	dmy
的名义	dmy
戴帽子	dmz
的名字	dmz
盗墓贼	dmz
电脑版	dnb
电脑包	dnb
对你的	dnd
大脑袋	dnd
丹尼尔	dne
大女儿	dne
东南方	dnf
东南风	dnf
都能够	dng
定能够	dng
多年后	dnh
大男孩	dnh
多瑙河	dnh
电脑城	dni
动脑筋	dnj
低年级	dnj
电脑课	dnk
多年来	dnl
到哪里	dnl
到那里	dnl
都那么	dnm
对你们	dnm
电脑迷	dnm
多年前	dnq
到哪去	dnq
斗牛犬	dnq
大男人	dnr
都能让	dnr
电脑台	dnt
对你说	dnu
电脑上	dnu
电脑桌	dnv
逗你玩	dnw
党内外	dnw
对那些	dnx
都能行	dnx
大年夜	dny
东南亚	dny
胆囊炎	dny
动脑子	dnz
大瀑布	dpb
顶配版	dpb
大排档	dpd
打屁股	dpg
大屁股	dpg
动平衡	dph
大排行	dph
电瓶车	dpi
大篷车	dpi
大盘鸡	dpj
单片机	dpj
打扑克	dpk
短平快	dpk
打破了	dpl
大批量	dpl
大屏幕	dpm
大品牌	dpp
打屁屁	dpp
打排球	dpq
打喷嚏	dpt
打平手	dpu
大碰撞	dpv
肚皮舞	dpw
地平线	dpx
大平原	dpy
大胖子	dpz
端盘子	dpz
盗窃案	dqa
单曲榜	dqb
大气层	dqc
第七次	dqc
地球村	dqc
毒气弹	dqd
多渠道	dqd
逗趣儿	dqe
大前锋	dqf
盗窃犯	dqf
第七个	dqg
电气化	dqh
的确好	dqh
大气候	dqh
打群架	dqj
打卡机	dqj
第七节	dqj
的情况	dqk
等情况	dqk
定乾坤	dqk
打起来	dql
躲起来	dql
动起来	dql
短期内	dqn
第七排	dqp
荡秋千	dqq
地球人	dqr
代签人	dqr
淡青色	dqs
大晴天	dqt
第七天	dqt
大前天	dqt
的确是	dqu
地球上	dqu
第七章	dqv
当权者	dqv
地区性	dqx
的情绪	dqx
的情形	dqx
肚脐眼	dqy
地球仪	dqy
大气压	dqy
兜圈子	dqz
大清早	dqz
盗窃罪	dqz
当然不	drb
大润发	drf
大染坊	drf
但如果	drg
代入感	drg
大融合	drh
单人床	dri
到如今	drj
狄仁杰	drj
当人看	drk
当然了	drl
大容量	drl
打扰了	drl
的人们	drm
的容貌	drm
大人们	drm
都让你	drn
电容屏	drp
单人旁	drp
电容器	drq
点燃起	drq
都如同	drt
电热毯	drt
大热天	drt
当然是	dru
单人照	drv
大人物	drw
都认为	drw
得人心	drx
当然有	dry
当然要	dry
的日子	drz
电褥子	drz
第三遍	dsb
第三步	dsb
第四步	dsb
第三次	dsc
第四次	dsc
第三代	dsd
第三点	dsd
第三大	dsd
第三方	dsf
第三个	dsg
第四个	dsg
打算好	dsh
大扫除	dsi
第三节	dsj
第四节	dsj
第三季	dsj
迪斯科	dsk
蹬三轮	dsl
电三轮	dsl
第三名	dsm
第四名	dsm
第三年	dsn
第三批	dsp
第四批	dsp
第三条	dst
第三天	dst
东三省	dsu
第三声	dsu
第四声	dsu
第三者	dsv
第三种	dsv
第三位	dsw
第四位	dsw
地三鲜	dsx
第三页	dsy
第四页	dsy
大三阳	dsy
吊嗓子	dsz
跌停板	dtb
大踏步	dtb
打替补	dtb
大头菜	dtc
地图册	dtc
独特的	dtd
对他的	dtd
打听到	dtd
掉头发	dtf
短头发	dtf
电梯房	dtf
大头鬼	dtg
低碳钢	dtg
洞庭湖	dth
地摊货	dth
打土豪	dth
电梯间	dtj
大团结	dtj
打太极	dtj
电梯口	dtk
答题卡	dtk
到头来	dtl
弹跳力	dtl
底特律	dtl
但他们	dtm
但她们	dtm
但它们	dtm
地图炮	dtp
代替品	dtp
大通铺	dtp
大提琴	dtq
带头人	dtr
断头台	dtt
动态图	dtt
大头贴	dtt
大体上	dtu
对他说	dtu
地头蛇	dtu
地铁站	dtv
打头阵	dtv
等通知	dtv
大逃亡	dtw
打天下	dtx
独特性	dtx
等同于	dty
大太阳	dty
大团圆	dty
登徒子	dtz
低头族	dtz
大手笔	dub
多少遍	dub
多少次	duc
第十次	duc
多少度	dud
登山队	dud
大师傅	duf
多少个	dug
单身狗	dug
的时候	duh
董事会	duh
大市场	dui
大商场	dui
电视剧	duj
电视机	duj
的时空	duk
的时刻	duk
东山口	duk
登上了	dul
到手了	dul
断舍离	dul
大世面	dum
大沙漠	dum
多少年	dun
但是呢	dun
短视频	dup
打水漂	dup
低水平	dup
多少钱	duq
的事情	duq
当事人	dur
多少人	dur
电视台	dut
多少天	dut
电视上	duu
大声说	duu
董事长	duv
第十位	duw
单身汪	duw
大师兄	dux
倒是想	dux
对手戏	dux
大少爷	duy
诞生于	duy
的声音	duy
都是在	duz
大傻子	duz
大转变	dvb
地震波	dvb
对照表	dvb
都知道	dvd
碟中谍	dvd
打转儿	dve
大丈夫	dvf
对这个	dvg
对着干	dvg
动真格	dvg
打招呼	dvh
地中海	dvh
大智慧	dvh
倒装句	dvj
打折扣	dvk
导致了	dvl
低质量	dvl
都这么	dvm
搭帐篷	dvp
豆制品	dvp
蛋制品	dvp
等着瞧	dvq
大昭寺	dvs
低着头	dvt
吊炸天	dvt
德智体	dvt
都只是	dvu
大致上	dvu
大专生	dvu
打转转	dvv
定妆照	dvv
逗着玩	dvw
动植物	dvw
大中小	dvx
大闸蟹	dvx
打主意	dvy
瞪着眼	dvy
对照组	dvz
渎职罪	dvz
德文版	dwb
第五次	dwc
单位的	dwd
对我的	dwd
的味道	dwd
大腕儿	dwe
短吻鳄	dwe
都无法	dwf
第五个	dwg
党委会	dwh
短尾猴	dwh
大碗茶	dwi
端午节	dwj
第五季	dwj
第五节	dwj
倒胃口	dwk
吊胃口	dwk
都忘了	dwl
对我们	dwm
当我们	dwm
点外卖	dwm
第五年	dwn
电蚊拍	dwp
第五批	dwp
但我却	dwq
定位球	dwq
的问题	dwt
大问题	dwt
耽误事	dwu
对我说	dwu
大晚上	dwu
第五种	dwv
单位制	dwv
党委制	dwv
大无畏	dww
大胃王	dww
逗我玩	dww
点蚊香	dwx
电蚊香	dwx
等温线	dwx
都未有	dwy
动物园	dwy
大小便	dxb
掉馅饼	dxb
单细胞	dxb
灯芯草	dxc
答谢词	dxc
典型的	dxd
大兄弟	dxd
地下党	dxd
店小二	dxe
东西方	dxf
胆小鬼	dxg
电线杆	dxg
的习惯	dxg
都喜欢	dxh
带小孩	dxh
灯下黑	dxh
大学城	dxi
多线程	dxi
单线程	dxi
大小姐	dxj
地县级	dxj
电信局	dxj
电信卡	dxk
多学科	dxk
大侠客	dxk
掉下来	dxl
定下来	dxl
多谢了	dxl
大熊猫	dxm
弟兄们	dxm
刀削面	dxm
低效能	dxn
大西南	dxn
东西欧	dxo
邓小平	dxp
掉下去	dxq
倒下去	dxq
的心情	dxq
堆雪人	dxr
灯芯绒	dxr
的笑容	dxr
单相思	dxs
低下头	dxt
低血糖	dxt
都像是	dxu
地下水	dxu
地下室	dxu
打雪仗	dxv
打响指	dxv
定心丸	dxw
定性为	dxw
大旋涡	dxw
大猩猩	dxx
独行侠	dxx
读小学	dxx
都需要	dxy
都想要	dxy
大西洋	dxy
到现在	dxz
的选择	dxz
但现在	dxz
大要案	dya
第一步	dyb
第一遍	dyb
第一次	dyc
多义词	dyc
等一等	dyd
多一点	dyd
动一动	dyd
豆芽儿	dye
的衣服	dyf
抵押房	dyf
第一个	dyg
都应该	dyg
对一个	dyg
单引号	dyh
等一会	dyh
第一号	dyh
打圆场	dyi
第一场	dyi
大悦城	dyi
第一件	dyj
第一卷	dyj
弹药库	dyk
都有了	dyl
答应了	dyl
第一轮	dyl
第一名	dym
第一面	dym
大姨妈	dym
第一年	dyn
第一批	dyp
电影票	dyp
的一切	dyq
第一期	dyq
第一人	dyr
代言人	dyr
第一任	dyr
的因素	dys
的意思	dys
第一天	dyt
第一条	dyt
第一手	dyu
第一声	dyu
第一种	dyv
都有着	dyv
第一位	dyw
都以为	dyw
定义为	dyw
等一下	dyx
多一些	dyx
第一眼	dyy
都一样	dyy
得益于	dyy
多音字	dyz
的样子	dyz
导演组	dyz
大嘴巴	dzb
电子表	dzb
电子版	dzb
倒栽葱	dzc
多字词	dzc
胆子大	dzd
大字典	dzd
肚子饿	dze
弟子规	dzg
电子狗	dzg
大杂烩	dzh
到最后	dzh
缔造出	dzi
电子厂	dzi
对自己	dzj
得自己	dzj
丁字裤	dzk
大字库	dzk
肚子里	dzl
都走了	dzl
大灾难	dzn
动作片	dzp
打嘴炮	dzp
电子琴	dzq
打砸抢	dzq
邓紫棋	dzq
得罪人	dzr
大自然	dzr
担责任	dzr
淡紫色	dzs
大总统	dzt
肚子疼	dzt
肚子痛	dzt
电子书	dzu
档子事	dzu
缔造者	dzv
打嘴仗	dzv
党组织	dzv
打字员	dzy
大杂院	dzy
多走走	dzz
刀子嘴	dzz
二把刀	ebd
饿不饿	ebe
二比二	ebe
耳边风	ebf
而不会	ebh
耳鼻喉	ebh
二八开	ebk
饿扁了	ebl
二比零	ebl
耳不聋	ebl
而不能	ebn
而不去	ebq
饿不死	ebs
而不是	ebu
二把手	ebu
二百五	ebw
二百万	ebw
二本线	ebx
而不用	eby
二比一	eby
而不要	eby
二次方	ecf
二层楼	ecl
二次型	ecx
二次元	ecy
二刺猿	ecy
二刺螈	ecy
二等分	edf
二等功	edg
耳朵根	edg
二等奖	edj
鹅蛋脸	edl
二代目	edm
耳朵旁	edp
额定值	edv
耳毒性	edx
二大爷	edy
耳朵眼	edy
饿肚子	edz
二二八	eeb
饿饿饿	eee
鹅鹅鹅	eee
二二九	eej
二二六	eel
二二七	eeq
二二三	ees
二二四	ees
二二五	eew
二二一	eey
而奋斗	efd
二房东	efd
二分钟	efv
二分之	efv
饿鬼道	egd
恩格尔	ege
俄国人	egr
恩格斯	egs
二锅头	egt
耳挂式	egu
二狗子	egz
耳根子	egz
俄亥俄	ehe
恶狠狠	ehh
二环路	ehl
儿化音	ehy
二合一	ehy
二重唱	eii
恩仇录	eil
鄂城区	eiq
二传手	eiu
二叉树	eiu
二重奏	eiz
二尖瓣	ejb
二甲苯	ejb
二简词	ejc
二季度	ejd
二进宫	ejg
二极管	ejg
耳机孔	ejk
二极体	ejt
二居室	eju
二进制	ejv
二进位	ejw
二简字	ejz
饿了吧	elb
二零二	ele
二零零	ell
饿了么	elm
俄罗斯	els
二郎腿	elt
二郎神	elu
鹅卵石	elu
二愣子	elz
二流子	elz
二溜子	elz
二面角	emj
峨眉山	emu
而没有	emy
蛾眉月	emy
二年级	enj
儿女们	enm
而你却	enq
二年生	enu
而那些	enx
耳旁风	epf
二皮脸	epl
耳皮软	epr
而且还	eqh
而且会	eqh
二轻局	eqj
而且是	equ
恶趣味	eqw
二人转	erv
二日游	ery
饿死鬼	esg
饿死了	esl
二三四	ess
二三十	esu
耳塞式	esu
儿童床	eti
儿童节	etj
二踢脚	etj
儿童票	etp
儿童团	ett
二十倍	eub
耳屎扒	eub
扼杀掉	eud
二是二	eue
二手房	euf
二手车	eui
二十几	euj
恶势力	eul
二十年	eun
二十日	eur
二十岁	eus
而是说	euu
而是指	euv
二十万	euw
二师兄	eux
而是要	euy
二手烟	euy
二傻子	euz
二世祖	euz
俄政府	evf
而这个	evg
二战后	evh
二指禅	evi
而只是	evu
而这些	evx
俄文版	ewb
额外的	ewd
鄂温克	ewk
而我们	ewm
二维码	ewm
而我却	ewq
耳温枪	ewq
而为之	ewv
二五眼	ewy
二五仔	ewz
二向箔	exb
恶心不	exb
二相电	exd
儿媳妇	exf
二星级	exj
恶心人	exr
二项式	exu
二象性	exx
恶心心	exx
二选一	exy
而现在	exz
耳语般	eyb
二一八	eyb
二一二	eye
二月份	eyf
二氧化	eyh
二月河	eyh
二一九	eyj
而有了	eyl
二元论	eyl
二一六	eyl
二一七	eyq
二一三	eys
二一四	eys
二营长	eyv
恶液质	eyv
鄂豫皖	eyw
二一五	eyw
鳄鱼鞋	eyx
二一一	eyy
二刈子	eyz
二椅子	eyz
二字词	ezc
恶作剧	ezj
而在那	ezn
而在于	ezy
福安市	fau
反安装	fav
分别比	fbb
范冰冰	fbb
帆布包	fbb
防病毒	fbd
反病毒	fbd
防波堤	fbd
烦不烦	fbf
服不服	fbf
发布会	fbh
粉笔灰	fbh
发不出	fbi
分辨出	fbi
分不出	fbi
副部级	fbj
放不开	fbk
分不开	fbk
分辨率	fbl
发表了	fbl
发病率	fbl
方便面	fbm
放鞭炮	fbp
分不清	fbq
发布区	fbq
反不如	fbr
福布斯	fbs
分布图	fbt
副标题	fbt
分别是	fbu
犯不上	fbu
封闭式	fbu
犯不着	fbv
副部长	fbv
防不住	fbv
分别为	fbw
反包围	fbw
放不下	fbx
帆布鞋	fbx
封闭性	fbx
翻白眼	fby
服兵役	fby
反编译	fby
分别在	fbz
诽谤罪	fbz
粉笔字	fbz
分层次	fcc
发财了	fcl
发错了	fcl
翡翠石	fcu
副村长	fcv
分餐制	fcv
犯错误	fcw
服从性	fcx
讽刺性	fcx
服从于	fcy
贩毒案	fda
发电报	fdb
辅导班	fdb
副代表	fdb
发大财	fdc
肥嘟嘟	fdd
粉嘟嘟	fdd
反导弹	fdd
辅导费	fdf
梵蒂冈	fdg
犯嘀咕	fdg
房地产	fdi
发电厂	fdi
防盗窗	fdi
放大镜	fdj
发动机	fdj
复读机	fdj
辅导课	fdk
费德勒	fdl
发电量	fdl
防盗门	fdm
伏地魔	fdm
肺动脉	fdm
反对派	fdp
反动派	fdp
反对票	fdp
放大器	fdq
防盗器	fdq
防盗锁	fds
方大同	fdt
反倒是	fdu
福鼎市	fdu
发大水	fdu
犯得着	fdv
反对者	fdv
副队长	fdv
防盗网	fdw
发短信	fdx
放得下	fdx
非典型	fdx
辅导员	fdy
防弹衣	fdy
粉底液	fdy
富二代	fed
伏尔加	fej
斐尔可	fek
梵婀玲	fel
凡尔赛	fes
伏尔泰	fet
反而是	feu
反腐败	ffb
纷纷地	ffd
纷纷的	ffd
发发发	fff
放放风	fff
烦烦烦	fff
防腐剂	ffj
反封建	ffj
负反馈	ffk
夫妇俩	ffl
发福利	ffl
仿佛能	ffn
愤愤然	ffr
反复说	ffu
防辐射	ffu
分分钟	ffv
放风筝	ffv
反方向	ffx
丰富性	ffx
副反应	ffy
仿佛在	ffz
富贵病	fgb
反光板	fgb
覆盖层	fgc
仿古瓷	fgc
反光灯	fgd
法国队	fgd
分隔符	fgf
非官方	fgf
风格化	fgh
反光镜	fgj
房管局	fgj
房管科	fgk
反过来	fgl
发过来	fgl
覆盖率	fgl
覆盖面	fgm
反革命	fgm
发给你	fgn
肺功能	fgn
放个屁	fgp
放狗屁	fgp
法国人	fgr
反干扰	fgr
分公司	fgs
房管所	fgs
发给他	fgt
发给她	fgt
发高烧	fgu
费改税	fgu
副馆长	fgv
放过我	fgw
发给我	fgw
分割线	fgx
分隔线	fgx
非国有	fgy
发工资	fgz
放鸽子	fgz
发红包	fhb
复合板	fhb
返回舱	fhc
发横财	fhc
复合词	fhc
防洪堤	fhd
发货单	fhd
防护服	fhf
防寒服	fhf
非好汉	fhh
非核化	fhh
发挥出	fhi
防火窗	fhi
放寒假	fhj
分号键	fhj
复活节	fhj
肺活量	fhl
发挥了	fhl
防火门	fhm
防护门	fhm
凤凰男	fhn
发货票	fhp
防火墙	fhq
孵化器	fhq
发货人	fhr
粉红色	fhs
烽火台	fht
复合体	fht
犯糊涂	fht
凤凰山	fhu
缝合术	fhu
发挥着	fhv
防护网	fhw
复合物	fhw
复合型	fhx
缝合线	fhx
反和谐	fhx
非常棒	fib
反差婊	fib
非常的	fid
非常多	fid
非常大	fid
非处方	fif
非常高	fig
非常好	fih
非常坏	fih
反串黑	fih
非常差	fii
副处级	fij
反冲击	fij
放长假	fij
非常快	fik
妇产科	fik
发出了	fil
付出了	fil
分岔路	fil
非常忙	fim
非常慢	fim
反差萌	fim
非常难	fin
副产品	fip
非常强	fiq
发出去	fiq
房产权	fiq
非常人	fir
非常热	fir
纺锤丝	fis
非传统	fit
纺锤体	fit
丰产田	fit
方程式	fiu
非常少	fiu
房产商	fiu
非常之	fiv
复仇者	fiv
房产证	fiv
副产物	fiw
非常小	fix
非常像	fix
非常想	fix
方程组	fiz
父传子	fiz
飞机杯	fjb
斐济杯	fjb
分阶段	fjd
反间谍	fjd
分界点	fjd
发酒疯	fjf
翻几番	fjf
房间隔	fjg
房间号	fjh
肺结核	fjh
飞机场	fji
反间计	fjj
反季节	fjj
风纪扣	fjk
飞机库	fjk
房间里	fjl
副经理	fjl
肺静脉	fjm
富家女	fjn
飞机票	fjp
放进去	fjq
风景区	fjq
发件人	fjr
附加赛	fjs
佛教徒	fjt
分镜头	fjt
副教授	fju
副驾驶	fju
翻旧账	fjv
反击战	fjv
分界线	fjx
发际线	fjx
妇科病	fkb
疯狂般	fkb
发刊词	fkc
防空洞	fkd
飞快地	fkd
发快递	fkd
封口费	fkf
方括号	fkh
副科级	fkj
防空旅	fkl
付款码	fkm
防空炮	fkp
放空炮	fkp
福克斯	fks
放开手	fku
反抗者	fkv
副科长	fkv
放宽心	fkx
反科学	fkx
法克鱿	fky
方块字	fkz
氟利昂	fla
菲律宾	flb
分类表	flb
犯了错	flc
发了财	flc
翡冷翠	flc
法拉第	fld
反垄断	fld
翻了翻	flf
发了疯	flf
犯了法	flf
放了个	flg
犯了个	flg
翻了个	flg
风凉话	flh
发了火	flh
飞轮海	flh
翻了船	fli
翻了车	fli
福利厂	fli
费老劲	flj
放冷箭	flj
福利局	flj
弗兰克	flk
分流孔	flk
法拉利	fll
腐烂了	fll
弗莱明	flm
弗洛姆	flm
福临门	flm
飞利浦	flp
菲利普	flp
费力气	flq
发令枪	flq
分离器	flq
法兰绒	flr
发牢骚	fls
翻了天	flt
非流通	flt
法律上	flu
翻了身	flu
分裂症	flv
翻老账	flv
法令纹	flw
发论文	flw
法兰西	flx
非理性	flx
法律系	flx
福利院	fly
负离子	flz
犯了罪	flz
犯毛病	fmb
放慢点	fmd
粉木耳	fme
父母官	fmg
分泌出	fmi
发明出	fmi
发明家	fmj
发明奖	fmj
发明了	fml
饭米粒	fml
敷面膜	fmm
非卖品	fmp
父母亲	fmq
蜂鸣器	fmq
发明权	fmq
发明人	fmr
飞毛腿	fmt
封面图	fmt
分明是	fmu
发明者	fmv
粉末状	fmv
反民主	fmv
分泌物	fmw
父母心	fmx
驸马爷	fmy
腹膜炎	fmy
非贸易	fmy
飞马座	fmz
疯牛病	fnb
费脑筋	fnj
妇女节	fnj
负能量	fnl
父女两	fnl
发你了	fnl
粉嫩嫩	fnn
分男女	fnn
肺脓肿	fnv
放牛娃	fnw
非农业	fny
发疟子	fnz
分批次	fpc
分配给	fpg
发泡剂	fpj
废品率	fpl
翻篇了	fpl
放跑了	fpl
法平面	fpm
发脾气	fpq
分配权	fpq
分配器	fpq
氟哌酸	fps
反叛者	fpv
废品站	fpv
肥胖症	fpv
疯婆子	fpz
翻牌子	fpz
覆盆子	fpz
夫妻店	fqd
分期付	fqf
凤求凰	fqh
分清楚	fqi
番茄酱	fqj
父亲节	fqj
夫妻间	fqj
分情况	fqk
放弃了	fql
飞起来	fql
夫妻俩	fql
反犬旁	fqp
发情期	fqq
